tid,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,genres
12680,tt12541591,movie,The Incredible Hulkk,The Incredible Hulk,0,2008,Action-Adventure-SciFi
12687,tt12541831,movie,La kermesse érotique,La kermesse érotiqueL,0,1974,Comedy
12689,tt0081586,movie,Swift Sword,Qing xia zhui feng jian,0,1980,Action
12701,tt12543032,tvSeries,Felipeg,Felipea,1,1960,Comedy
12702,tt12537274,tvMovie,The Ebony Towero,The Ebony Tower,0,1993,Drama
12705,tt12532678,short,CatherineK,CatherineX,0,2017,Animation-Comedy-Drama
12707,tt12543414,video,Tim Vine LiveH,Tim Vine Live,0,2010,Comedy-Documentary
12714,tt12535724,movie,In Their Room BerlinE,In Their Room BerlinA,0,2010,Documentary-Drama
12722,tt12536010,movie,Pop Aye,Pop Ayet,0,2011,Drama
12724,tt12542017,video,Red Dwarf Its Cold Outside  Series IIR,Red Dwarf Its Cold Outside  Series IIk,0,2007,Documentary
12725,tt12540765,short,245,245,0,1966,Short
12730,tt0008915,movie,Bound in Morocco,Bound in Morocco,0,1918,Action-Comedy-Romance
12731,tt12538564,video,Pi  IQ,Pi  IQ,1,2017,Music-Short
12733,tt5576992,movie,Welcome to Nowhere,Welcome to Nowhere,0,2018,Comedy
12742,tt12541331,tvSeries,Too Stupid to DieE,Too Stupid to Die,0,2027,RealityTV
12752,tt12545913,video,Kolera  Seni Seviyorsun,Kolera  Seni Seviyorsun,0,2019,Music-Short
12753,tt12533179,short,Kranke Schwestern,Kranke Schwestern,0,2000,Short
12757,tt12531179,short,This Is This,This Is This,0,2013,Drama-Short
12759,tt0420389,tvMiniSeries,Dombey and Son,Dombey and Son,0,1969,Drama
12761,tt0085273,movie,Burning Love,Brandende liefde,0,1983,Comedy-Drama
12764,tt12542910,movie,Gwong yat cham Tin Hau,Gwong yat cham Tin Hau,0,2002,Drama
12766,tt12541427,tvMovie,Frank Skinner on George Formbye,Frank Skinner on George FormbyB,1,2012,Documentary
12768,tt12532389,tvMiniSeries,Dombey and SonT,Dombey and Son,0,1969,Drama
12770,tt0266342,tvMovie,Blown in with the Wind,Zanesennye vetrom,0,2000,Documentary
12776,tt1427093,tvMovie,Philip Larkin Love and Death in Hull,Philip Larkin Love and Death in Hull,0,2003,Biography-Documentary
12787,tt12539411,tvSeries,Busted Babysitters,Busted BabysittersQ,1,2015,Adult
12790,tt12544867,movie,La chica que cayó del cielo,La chica que cayó del cielo,1,1991,Adult
12794,tt12541182,short,Bad Owl and the Fox Boy,Bad Owl and the Fox Boyl,0,2012,Fantasy-Short
12797,tt0207280,tvSeries,Wild Things,Wild Things,0,1998,RealityTV
12799,tt12533534,movie,State of Dogs,State of Dogs,0,1998,Documentary
12814,tt12532967,movie,The Wedding RingC,Zinnaariya,1,2007,Drama-Romance
12822,tt1572783,movie,Varg Veum  Skriften på veggen,Varg Veum  Skriften på veggen,0,2010,Crime
12826,tt12541732,short,Caramelle,CaramelleU,0,1995,Drama-Short
12833,tt12540308,tvSeries,MaDiWoDoVrijdagShow,MaDiWoDoVrijdagShow,0,2010,TalkShow
12835,tt1943035,movie,Villa Captive,Villa Captive,0,2011,Crime-Drama-Thriller
12837,tt12542556,tvMovie,SüdpolP,SüdpolC,0,2019,Thriller
12883,tt2235356,video,Chase  Status Live at Brixton Academy,Chase  Status Live at Brixton Academy,0,2012,Music
12885,tt12543380,movie,Virgina,VirdzinaN,0,1981,Drama
12887,tt12539709,video,The Marketing of Madness Are We All Insane,The Marketing of Madness Are We All Insane,0,2010,Documentary
12888,tt12544956,movie,Maa Balajiy,Maa BalajiS,1,1990,Family
12915,tt1337354,short,Miracle Fish,Miracle Fish,0,2009,Drama-Short
12921,tt12531853,short,Unwarranted Influence,Unwarranted Influence,1,2014,Documentary-Short-War
12947,tt12532664,short,Madames Cravingsb,Madame a des enviesN,0,1901,Comedy
12950,tt12545396,video,Superman Complexity  Truthf,Superman Complexity  Truthx,0,2013,Documentary
12953,tt5987338,short,Dalsza Modlitwa,Dalsza Modlitwa,0,2014,Short
12956,tt0395147,video,The Fanimatrix Run Program,The Fanimatrix Run Program,0,2003,Action-SciFi-Short
12967,tt12537088,tvSeries,The Ultimate Blackjack Tourx,The Ultimate Blackjack Tour,0,2002,Sport
