tid,species,generation,evolves_from_species,evolution_chain,color,shape,habitat,gender_rate,capture_rate,base_happiness,is_baby,hatch_counter,has_gender_differences,growth_rate,forms_switchable,is_legendary,is_mythical,conquest_order
239592,id-75,1,id-74,31,3,12,4,4,120,70,0,15,0,4,0,0,0,
239593,id-76,1,id-75,31,3,12,4,4,45,70,0,15,0,4,0,0,0,
239594,id-77,1,,32,10,8,3,4,190,50,0,20,0,2,0,0,0,
239598,id-817,8,id-816,432,2,,,1,45,50,0,20,0,4,0,0,0,
239601,id-113,1,id-440,51,6,6,8,8,30,140,0,40,0,3,0,0,0,
239605,id-4,1,,2,8,6,4,1,45,50,0,20,0,4,0,0,0,109
239610,id-2,1,id-1,1,5,8,3,1,45,50,0,20,0,4,0,0,0,
239611,id-3,1,id-2,1,5,8,3,1,45,50,0,20,1,4,1,0,0,
239614,id-8,1,id-7,3,2,6,9,1,45,50,0,20,0,4,0,0,0,
239616,id-204,2,,102,4,1,2,4,190,70,0,20,0,2,0,0,0,56
239620,id-200,2,,98,4,1,1,4,45,35,0,25,0,3,0,0,0,183
239623,id-119,1,id-118,55,8,3,9,4,60,50,0,20,1,2,0,0,0,
239625,id-616,5,,312,8,1,,4,200,50,0,15,0,2,0,0,0,
239629,id-209,2,,105,6,12,8,6,190,70,0,20,0,3,0,0,0,
239630,id-611,5,id-610,309,5,6,,4,60,35,0,40,0,1,0,0,0,145
239632,id-828,8,id-827,436,3,,,4,127,50,0,15,0,3,0,0,0,
239633,id-801,7,,422,4,12,,-1,3,0,0,120,0,1,0,0,1,
239635,id-589,5,id-588,299,4,4,,4,75,50,0,15,0,2,0,0,0,
239640,id-240,2,,61,8,6,4,2,45,50,1,25,0,2,0,0,0,
239641,id-813,8,,431,9,,,1,45,50,0,20,0,4,0,0,0,
239648,id-871,8,,454,7,,,4,75,50,0,20,0,2,0,0,0,
239650,id-877,8,,459,10,,,4,180,50,0,10,0,2,0,0,0,
239652,id-875,8,,457,2,,,4,60,50,0,25,0,1,0,0,0,
239654,id-626,5,,318,3,8,,4,45,50,0,20,0,2,0,0,0,
239656,id-508,5,id-507,260,4,8,,4,45,50,0,15,0,4,0,0,0,
239657,id-627,5,,319,9,9,,0,190,50,0,20,0,1,0,0,0,169
239658,id-503,5,id-502,258,2,8,,1,45,70,0,20,0,4,0,0,0,108
239661,id-500,5,id-499,257,8,6,,1,45,70,0,20,0,4,0,0,0,123
239662,id-507,5,id-506,260,4,8,,4,120,50,0,15,0,4,0,0,0,
239664,id-505,5,id-504,259,3,6,,4,255,70,0,20,0,2,0,0,0,
239665,id-504,5,,259,3,8,,4,255,70,0,15,0,2,0,0,0,
239667,id-625,5,id-624,317,8,12,,4,45,35,0,20,0,2,0,0,0,159
239668,id-756,7,id-755,389,7,12,,4,75,50,0,20,0,2,0,0,0,
239670,id-160,2,id-159,81,2,6,9,1,45,70,0,20,0,4,0,0,0,
239671,id-622,5,,316,5,12,,-1,190,50,0,25,0,2,0,0,0,
239677,id-483,4,,244,9,8,,-1,3,0,0,120,0,1,0,1,0,195
239678,id-480,4,,241,10,6,,-1,3,140,0,80,0,1,0,1,0,
239680,id-486,4,,247,9,12,,-1,3,0,0,120,0,1,0,1,0,
239681,id-487,4,,248,1,10,,-1,3,0,0,120,0,1,1,1,0,
239687,id-475,4,id-281,140,9,12,,0,45,35,0,20,0,1,1,0,0,12
239690,id-379,3,,195,4,12,1,-1,3,35,0,80,0,1,0,1,0,193
239695,id-376,3,id-375,192,2,11,6,-1,3,35,0,40,0,1,1,0,0,84
239697,id-370,3,,190,6,3,7,6,225,70,0,20,0,3,0,0,0,
239698,id-371,3,,191,2,12,6,4,45,35,0,40,0,1,0,0,0,
239700,id-373,3,id-372,191,2,8,6,4,45,35,0,40,0,1,1,0,0,
239702,id-579,5,id-578,294,5,4,,4,50,50,0,20,0,4,0,0,0,
239706,id-575,5,id-574,293,7,12,,6,100,50,0,20,0,4,0,0,0,64
239719,id-257,3,id-256,131,8,6,3,1,45,50,0,20,1,4,1,0,0,
239725,id-251,2,,129,5,12,2,-1,45,100,0,120,0,4,0,0,1,
239727,id-618,5,,313,3,3,,4,75,70,0,20,0,2,0,0,0,
239729,id-652,6,id-651,337,5,6,,1,45,70,0,20,0,4,0,0,0,
239730,id-651,6,id-650,337,5,6,,1,45,70,0,20,0,4,0,0,0,
239732,id-657,6,id-656,339,2,12,,1,45,70,0,20,0,4,0,0,0,
239733,id-656,6,,339,2,8,,1,45,70,0,20,0,4,0,0,0,
239736,id-659,6,,340,3,6,,4,255,50,0,15,0,2,0,0,0,
239741,id-894,8,,472,10,,,-1,3,35,0,120,0,1,0,1,0,
239743,id-719,6,,371,6,4,,-1,3,50,0,25,0,1,1,0,1,
239745,id-890,8,,469,7,,,-1,255,0,0,120,0,1,0,1,0,
239749,id-713,6,id-712,366,2,8,,4,55,50,0,20,0,2,0,0,0,
239750,id-710,6,,365,3,1,,4,120,50,0,20,0,2,0,0,0,
239751,id-711,6,id-710,365,3,5,,4,60,50,0,20,0,2,0,0,0,
239754,id-714,6,,367,7,9,,4,190,50,0,20,0,2,0,0,0,
239757,id-203,2,,101,10,8,3,4,60,70,0,20,1,2,0,0,0,
239760,id-176,2,id-175,87,9,12,2,1,75,50,0,10,0,3,0,0,0,
239762,id-41,1,,17,7,9,1,4,255,50,0,15,1,2,0,0,0,23
239764,id-43,1,,18,2,7,3,4,255,50,0,20,0,4,0,0,0,
239765,id-42,1,id-41,17,7,9,1,4,90,50,0,15,1,2,0,0,0,24
239769,id-46,1,,19,8,14,2,4,190,70,0,20,0,2,0,0,0,
239772,id-154,2,id-153,79,5,8,3,1,45,70,0,20,1,4,0,0,0,
239775,id-157,2,id-156,80,10,8,3,1,45,70,0,20,0,4,0,0,0,
239776,id-150,1,,77,7,6,5,-1,3,0,0,120,0,1,1,1,0,196
239779,id-153,2,id-152,79,5,8,3,1,45,70,0,20,0,4,0,0,0,
239780,id-759,7,,391,6,8,,4,140,50,0,15,0,2,0,0,0,
239789,id-880,8,,461,5,,,-1,45,50,0,35,0,1,0,0,0,
239794,id-841,8,id-840,442,5,,,4,45,50,0,20,0,5,0,0,0,
239796,id-847,8,id-846,445,3,,,4,60,50,0,20,0,1,0,0,0,
239801,id-731,7,,377,1,9,,4,255,70,0,15,0,2,0,0,0,
239803,id-533,5,id-532,272,4,12,,2,90,50,0,20,0,4,0,0,0,102
239810,id-433,4,,184,10,12,,4,120,70,1,25,0,3,0,0,0,52
239811,id-432,4,id-431,221,4,8,,6,75,70,0,20,0,3,0,0,0,
239812,id-431,4,,221,4,8,,6,190,70,0,20,0,3,0,0,0,
239813,id-430,4,id-198,97,1,9,,4,30,35,0,20,0,4,0,0,0,
239818,id-278,3,,139,9,9,7,4,190,50,0,20,0,2,0,0,0,
239819,id-888,8,,467,2,,,-1,10,0,0,120,0,1,0,1,0,
239821,id-889,8,,468,8,,,-1,10,0,0,120,0,1,0,1,0,
239826,id-694,6,,356,10,6,,4,190,50,0,20,0,2,0,0,0,
239829,id-691,6,id-690,354,3,5,,4,55,50,0,20,0,2,0,0,0,
239830,id-690,6,,354,3,5,,4,225,50,0,20,0,2,0,0,0,
239834,id-326,3,id-325,164,7,6,4,4,60,70,0,20,0,3,0,0,0,
239838,id-289,3,id-288,143,3,12,2,4,45,70,0,15,0,1,0,0,0,
239847,id-329,3,id-328,166,5,13,6,4,120,50,0,20,0,4,0,0,0,
239849,id-701,6,,359,5,12,,4,100,50,0,20,0,2,0,0,0,
239850,id-448,4,id-447,232,2,6,,1,45,50,0,25,0,4,1,0,0,51
239853,id-447,4,,232,2,6,,1,75,50,1,25,0,4,0,0,0,50
239857,id-443,4,,230,2,6,,4,45,50,0,40,1,1,0,0,0,85
239859,id-441,4,,228,1,9,,4,30,35,0,20,0,4,0,0,0,
239860,id-266,3,id-265,135,9,1,2,4,120,70,0,15,0,2,0,0,0,
239861,id-267,3,id-266,135,10,13,2,4,45,70,0,15,1,2,0,0,0,
239862,id-264,3,id-263,134,9,8,3,4,90,50,0,15,0,2,0,0,0,
239864,id-89,1,id-88,38,7,4,8,4,75,70,0,20,0,2,0,0,0,
239866,id-109,1,,49,7,1,8,4,190,50,0,20,0,2,0,0,0,
239867,id-108,1,,48,6,6,3,4,45,50,0,20,0,2,0,0,0,
239870,id-87,1,id-86,37,9,3,7,4,75,70,0,20,0,2,0,0,0,
239872,id-81,1,,34,4,4,6,-1,190,50,0,20,0,2,0,0,0,
239874,id-83,1,,35,3,9,3,4,45,50,0,20,0,2,0,0,0,
239875,id-82,1,id-81,34,4,11,6,-1,60,50,0,20,0,2,0,0,0,
239876,id-351,3,,179,4,1,3,4,45,70,0,25,0,2,1,0,0,
239878,id-350,3,id-349,178,6,2,9,4,60,50,0,20,1,5,0,0,0,
239880,id-199,2,id-79,33,6,6,9,4,70,50,0,20,0,2,0,0,0,
239881,id-211,2,,106,4,3,7,4,45,50,0,20,0,2,0,0,0,
239889,id-192,2,id-191,94,10,12,3,4,120,70,0,20,0,4,0,0,0,
239894,id-197,2,id-133,67,1,8,8,1,45,35,0,35,0,2,0,0,0,6
239901,id-16,1,,6,3,9,2,4,255,70,0,15,0,4,0,0,0,
239907,id-10,1,,4,5,14,2,4,255,50,0,15,0,2,0,0,0,
239909,id-63,1,,27,3,6,8,2,200,50,0,20,0,4,0,0,0,127
239912,id-18,1,id-17,6,3,9,2,4,45,70,0,15,0,4,1,0,0,
239914,id-494,5,,255,10,12,,-1,3,100,0,120,0,1,0,0,1,
