tid,species,local_language,name,genus
233297,id-745,,,狼寶可夢
225492,id-12,,バタフリdー,ちょうちょポケモン
234368,id-852,5,Poulaf,Pokémon Caorice
229898,id-413,5,Chniselle,Pokémon Ver Cacbé
233715,id-787,1,カプ・ブルル,とちwがみポwケモン
238206,rec-865-dup-0,4,,黃嘴鴨寶可h夢
238184,rec-10-dup-0,,Catepbie,
227246,id-172,,皮丘t,小鼠寶可夢
237329,rec-534-dup-0,3,노보,골포켓몬
236338,rec-846-dup-0,,Arrol<usa,Rush Pokémon
233357,id-751,,,水泡寶可夢
233144,id-729,12,花漾海,偶像宝可b梦n
228115,id-251,,,時空穿越寶可夢
229188,id-348,,アーマルドc,かっちゅうポケモン
230338,id-453,5,,Pokémom Toxique
230622,id-479,,로토무,플라스마포몬
232871,id-702,8,,Pikémon Antenna
237597,rec-226-dup-0,8,Matine,Pokémon Aqu8lone
238443,rec-866-dup-1,8,Mr. Rlme,Pokém0n Comico
234488,id-864,,Corayômr,Pokémon Corail
226120,id-69,12,喇叭,花宝可f梦
226889,id-139,,オムスター,うずまきポケモ
230715,id-487,8,Giratina,Pokémon Ribelle
230716,id-487,9,Giratina,Renegade Pokémon
230710,id-487,3,기라티나,반골포켓몬
230719,id-488,1,クレセリア,みかづきポケモン
232748,id-690,5,Venalge,Polémon Sjmulalgue
239325,rec-190-dup-0,4,長怪,長尾寶可z夢
229460,id-373,7,,Pokémon Drgón
234028,id-818,5,Lélzargus,Pokémon Agnt Secret
230720,id-488,,Crece:a,
225949,id-54,5,Psykol<wak,Pokémon Canarcl
237002,rec-314-dup-0,,甜甜,螢火蟲寶可夢
230582,id-475,7,Ga|lade,Pokém0n Cuchilla
228767,id-310,7,Manectruc,Pokémom Decarga
232024,id-617,12,敏捷虫,脱壳宝可梦
232020,id-617,7,Accelgor,Pokémon Sincaparazón
230877,id-503,4,大劍鬼,威嚴寶可夢
230876,id-503,3,대검귀,관록포켓몬
230878,id-503,5,Clamiral,Pokémon Dignitaire
231183,id-533,,,きんこつポケモン
237124,rec-395-dup-1,5,,Pokémon Ernpereur
230189,id-439,,マネネ,マイムポケモcン
229227,id-352,5,Keclwon,Pokémpn Multicolor
230654,id-482,,Agn0m,
226509,id-105,4,嘎啦嘎啦,愛骨寶可夢
225618,id-24,4,阿柏,眼鏡蛇寶夢
236080,rec-364-dup-1,,,滾球寶可夢
232568,id-672,5,Cabriolaine,Pokémon Monture
232565,id-672,1,メェークル,ライドポケモン
238688,rec-204-dup-0,4,榛果球,蓑衣蟲寶可夢
238680,rec-196-dup-0,9,Espeon,Sun Pokémon
238684,rec-204-dup-0,3,피콘,도롱이벌레포켓몬
229766,id-401,,Crilkzik,Pokémon Criquet
237962,rec-786-dup-1,,Tokopiyo,Pokémon Tutélaire
238535,rec-448-dup-0,1,ルカリオ,はどうポケモン
239487,rec-345-dup-0,4,觸手百合,海百合寶可夢
239484,rec-345-dup-0,6,Liliep,Seeanemonen-Pokémon
239481,rec-345-dup-0,7,Lileep,Pokémon Lirio de Mar
239480,rec-345-dup-0,12,触手百合,海百合宝可梦
228104,id-250,4,鳳王,虹色寶可夢
228105,id-250,5,Ho-Oh,Pokémon Arcenciel
228101,id-250,1,ホウオウ,にじいろポケモン
239489,rec-345-dup-0,3,릴링,바다나리포켓몬
226308,id-87,1,ジュゴン,あしかポケモン
236855,rec-621-dup-0,,Shatdragco,Höhlen-Pokémon
230087,id-430,,Hondh1<row,Pokémon Gran Jefe
236046,rec-318-dup-0,4,利牙魚,凶猛寶可夢
225540,id-17,,피죤k,새포켓몬
230578,id-475,3,,검포켓n몬
227568,id-201,7,,Pokémon Símvolo
237333,rec-534-dup-0,,修建老,筋骨宝可梦
229187,id-348,9,Armwldo,Platd Pokémon
237311,rec-713-dup-0,6,Arktilas,Eisberg-Pokémon
237312,rec-713-dup-0,1,クレベース,ひょうざんポケモン
235812,rec-463-dup-0,9,Lickilicky,Licking Pokémon
235813,rec-463-dup-0,3,내룸벨트,핥기포켓몬
235815,rec-463-dup-0,4,大舌舔,舔舔寶可夢
235816,rec-463-dup-0,12,大舌舔,舔舔宝可梦
232170,id-632,7,Durajmt,Pokémon Hormgacero
228367,id-274,3,잎새코1<,꾀부리기포c켓몬
229474,id-374,,ダンバル,てっきゅうポケモ
233494,id-764,12,花疗环j,摘花宝d可梦
229666,id-392,4,烈焰猴x,火焰寶可夢a
238851,rec-166-dup-1,,レディア,いつつぼしポケモン
227900,id-231,9,Phanpy,Long Nose Pokémon
235126,rec-205-dup-0,1,フォレトス,みのむしポケモン
234969,rec-544-dup-0,,車輪,繭蜈蚣寶可夢
227985,id-239,6,E1ekid,Elektro-Pokéiiion
227770,id-219,12,熔岩牛,熔岩宝可c梦
239117,rec-591-dup-0,1,モロバル,きのこポケン
227245,id-172,,피츄,아기쥐포p켓몬
233492,id-764,9,Comfev,Posy Picier Pokémon
227288,id-176,2,Togechick,
227289,id-176,3,토게틱,행복포켓몬
237281,rec-445-dup-0,5,Crcgacrok,Pokémon Supe4sonic
234556,id-871,,찌르성게,
236959,rec-72-dup-1,8,Tzentacool,Pokémon Medvsa
233765,id-792,1,ルナアーラ,がちりんポケモン
233766,id-792,3,루나아라,월륜포켓몬
233767,id-792,4,露奈雅拉,月輪寶可夢
228438,id-280,8,Ralrs,Pokémon Serisazione
232122,id-627,9,,Eaglet okémon
233142,id-729,9,Briomne,Pop StarPokémon
230527,id-470,7,Leafeon,Pokémon Verdor
230526,id-470,6,Folipurba,Unreif-Pokémon
230525,id-470,5,Phyllali,Pokémon Verdoyant
230524,id-470,4,葉伊布,新綠寶可夢
230521,id-470,1,リーフィア,しんりょくポケモン
230520,id-469,12,远古巨蜓,勾蜓宝可梦
230528,id-470,8,Leafeon,Pokémon Rigoglioso
235284,rec-746-dup-0,11,,こざかポケモン
236475,rec-447-dup-0,,リオル,はもんポモン
236831,rec-316-dup-1,6,Schlupepuck,
232967,id-712,4,冰寶,冰塊寶可夢
225813,id-42,,ゴルバッ,こうもりポケモン
235965,rec-101-dup-0,,,球寶可夢
227374,id-183,,玛力,水鼠宝可梦
227508,id-196,,Ex'lfie,
227567,id-201,6,Iconitl,Symboul
228924,id-324,11,コータdス,
238309,rec-150-dup-1,,뮤,유전포켓몬
227247,id-172,,Picu,Pokémon Minisouris
239146,rec-279-dup-1,12,大嘴鸥z,水鸟宝可g梦
231178,id-533,5,Ouvrifier,Pokémon Costaud
229465,id-374,1,ダンバル,てっきゅうポケモン
229656,id-391,,Chimper8feu,Pokémon Garnement
235272,rec-249-dup-0,11,ルギア,せんすいポケモン
235274,rec-249-dup-0,6,Lugia,Taucher-Pokémon
225726,id-34,,Nidoknng,
235168,rec-328-dup-0,,,蚁狮宝可梦
228739,id-308,1,チャーレム,めいそうポケモン
230529,id-470,9,Leafteon,Verdat Pokém0n
234070,id-822,7,Corvisqire,Pokémo Cuervo
