idDBLP,idScholar
conf/sigmod/AcharyaAFZ95,GOguWgH6D_UJ
conf/sigmod/AcharyaGPR99a,IkNOhDqEY18J
conf/sigmod/AcharyaGPR99a,mYFf63cZ4lUJ
conf/sigmod/AdaliCPS96,BpZjLfob1eIJ
conf/sigmod/AgrawalGGR98,DHbEJyv20WMJ
conf/sigmod/AgrawalGGR98,v9JW-UJCD-YJ
conf/sigmod/Bampahl95,MbgdgwgZCIUJ
conf/sigmod/BerchtoldK98,9UYo0M1RV7oJ
conf/sigmod/BorkarDS01,8zFEVer1rBUJ
conf/sigmod/BouguettayaBH99,siO8kr7vvLEJ
conf/sigmod/BrinMUT97,CnTgirrsL3EJ
conf/sigmod/BrinMUT97,FtMoh58D330J
conf/sigmod/BrinMUT97,ZAjbM4H53aUJ
conf/sigmod/CareyDFHMNSSTTWZ94,0oPBNo-ofPkJ
conf/sigmod/CareyDFHMNSSTTWZ94,dP-pHDZ7oawJ
conf/sigmod/CareyDFHMNSSTTWZ94,GJ_7cqL0d70J
conf/sigmod/Chakrabarti99,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D304231%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
conf/sigmod/ChawatheG97,5O88Bum19wAJ
conf/sigmod/ChawatheG97,JLeihu2aUqYJ
conf/sigmod/CohenM03,bQv5hYB-JIEJ
conf/sigmod/Cotton02,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D564792%26type%3Dpdf
conf/sigmod/DoanDH01,Lv0bggWzgeoJ
conf/sigmod/Freeston95,Fr8CPbK-IFIJ
conf/sigmod/GravanoGT94,nAJnhh70_0kJ
conf/sigmod/GravanoGT94,We2mw93oKL4J
conf/sigmod/GriffinH97,UwOPyY_jchkJ
conf/sigmod/GriffinL95,6QZGeKna5lgJ
conf/sigmod/GriffinL95,RuYYq5xDgNYJ
conf/sigmod/KanthRSB99,yPFlbrVJFJoJ
conf/sigmod/LakshmananPZ03a,pci2lDLAWzMJ
conf/sigmod/LarsonG03,14VyjJ0mnBMJ
conf/sigmod/LitwinS00,R7Z-NlUo_YUJ
conf/sigmod/LiuPBHPT00,q_o5zij9nCEJ
conf/sigmod/MaddenSHR02,DkgClKWAyEIJ
conf/sigmod/MiloAABN03,P7vZf4MkRO4J
conf/sigmod/Mohan94,Ft1YZIFfu0cJ
conf/sigmod/OlstonJW03,fW0CpIqoV7QJ
conf/sigmod/QunLO03,eBXNcn6PwAEJ
conf/sigmod/RafieiM97,otOkT3t9kUQJ
conf/sigmod/RafieiM97,Z8kRr4T21JYJ
conf/sigmod/RajagopalanML98,M2bWqRDDfkUJ
conf/sigmod/RaoR98,uHX7_KIw8uYJ
conf/sigmod/RaoR98,WlSXiMaxGlQJ
conf/sigmod/Rosenthal01,url:http://portal.acm.org/citation.cfm%3Fid%3D375796
conf/sigmod/SaltenisJLL00,e0UYPB4kRCYJ
