tid,id,title,authors,venue,year
7,97wRWOpnANkJ,PREDICITVE VALIDITY OF KINDERGARTEN SCREENERS FOR YOUNG CHILDREN WITH READING DIFFICULTIES,RA Haats,,2002
10,6TKMB5gO9EoJ,Multidimensional similarity structure analysis,"I Borg, JC Lingoes",,1987
13,UPWEn_-Pd-sJ,Stereochemical Applications of Gas-Phase Electron Diffraction,"K Kuchitsu, M Nakata, S Yamamoto, I Hargittai, M  ","Hargittai,",
20,k9_rZiB4rKoJ,Recognita Plus: OCR with Strength in Hardware,B Simon,"PC Magazine (10),",
21,QOmFqwrnSvgJ,The Family Transition Program: Implementation and Interim Impacts of Floridaâ??s Initial Time- ,"D Bloom, M Farrell, JJ Kemple, N Verma",,
23,XLslbG3-JYcJ,The Racing Algorithm: Model Selection for Lazy Learners,"O Maron, AW Moore","Artificial Intelligence Review,",1997
25,hM920cBVn1wJ,Consequences of Migration and Remittances for Mexican Transnational Communities.,"D Conway, JH Cohen","Economic Geography,",1998
32,pvUeHhayZ88J,Wanted: True believers,F Hayes,"Computerworld,",
33,pG9TXzucQzcJ,Multirate analog-digital systems for signal processing and conversion,"J Franca, A Petraglia, SK Mitra","Proceedings of the IEEE,",1997
36,_-p7FOuTcEIJ,Electrocardiographic manifestations: patterns that confound the EKG diagnosis of acute myocardial  ,"WJ Brady, TC Chan, M Pollack","JOURNAL OF EMERGENCY MEDICINE,",2000
41,PL5DRujtg88J,Foot orthoses.. Williams &amp; Wilkins: Baltimore,KK Wu,"MD,",
43,AELK1VrNZ40J,Temperatures necessary to kill fungi in wood,S Chidester,"Proceedings of the 23rd Annual Meeting of the American Wood- &hellip;,",
44,2KtUhuZ4z6QJ,Modeling and Analysis of a Traveling Wave Tube Under Multitone Excitation,JG Wohlbier,,2000
48,RZ1wfgINGFoJ,Unitary representations realized in L 2-sections of vector bundles over semi-simple symmetric spaces,T Kobayashi,Proc. of the 27-28th Symp. of Funct. Anal. and Real Anal.(,
61,uWeDXtelPrMJ,Virtual reality: Through the new looking glass,"K Pimentel, K Teixeira",,1993
68,8HeCBYmbIQ0J,Predicting the Benefits of Information Retrieval Techniques,A Arnt,,
78,p6PzqUPVOFMJ,New Chance: Implementing a comprehensive program for teenage parents and their children,"J Quint, B Fink, S Rowser",,1991
86,RCLVo9hzbY8J,"Object, Message, and Performance: How They Coexist in Self","D Ungar, RB Smith, C Chambers",,
92,8uZb1iH-RoYJ,Congenital Diaphragmatic Hernia-Morgagni Type,"L Sinclair, BL Klein","JOURNAL OF EMERGENCY MEDICINE,",1993
96,Pwzqj15AEKgJ,New developments in laser resonators,AE Siegman,,1990
106,6kZN4cd0zWAJ,Evaluating Administrators.,DP Hoyt,"New Directions for Higher Education,",1982
114,BPdmg5Ipu9kJ,"Survey of Job Shop Scheduling Techniques, NISTIR, National Institute of Standards and Technology,  ","A Jones, LC Rabelo","MD,",
118,YAkpVC1qgaIJ,ARIADNE: A System for Constructing Mediators for Internet Sources (Demonstration),"J Ambite, N Ashish, G Barish, A Knoblock, S Minton ","Proceedings of ACM SIGMODâ??98 conference on Management of  &hellip;,",
125,4EzsmZ6_1g0J,Revisiting scholarship,C Kreberâ?¦,"New Directions for Teaching and Learning, No,",
133,pAhGk5H9_4kJ,"HERMES: A Heterogeneous Reasoning and Mediator System, 1994","VS Subrahmanian, S Adali, A Brink, R Emery, JL Lu, ",Submitted for,
139,uGckiXpZzZIJ,Prehospital Cardiac Arrest Survival and Neurologic Recovery,"M Hillis, D Sinclair, G Butler, E Cain","JOURNAL OF EMERGENCY MEDICINE,",1993
141,pScXi8veb-oJ,Preferential treatment for short flows to reduce web latency,"X Chen, J Heidemann","Computer Networks,",2003
166,8K19hGoG2K8J,Stochastic averaging of Hamiltonian systems: a direct martingale proof of a result by Freidlin and  ,"R Sowers, N Sri Namachchivaya","Submitted for publication,",
167,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D310071%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,NSF Workshop on Industrial/Academic Cooperation in Database Systems,"M Carey, L Seligman","SIGMOD Record,",1999
169,yPeKQ2D1dRgJ,Controlled trial of Internet based treatment for chronic back pain,"M Buhrman, S FÃ¤ltenhag, L StrÃ¶m, G Andersson","Unpublished manuscript,",
185,EtRstiL1C-QJ,"Potential Interference to GPS from UWB Transmitters; Phase II Test Results: Accuracy, Loss-of-Lock,  ","M Luo, M Koenig, D Akos, S Pullen, P Enge","Technical Report 3, Stanford University, March",
192,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D507366%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,Report on the 18th British National Conference on Databases (BNCOD),"C Goble, B Read","SIGMOD Record,",2002
205,dAR5F1GMKwIJ,Wireless Infrared Communications,"M Kahn Joseph, R Barry John","Proceedings of the IEEE,",
207,ntdj8NeKyI4J,Comparison of systems with complex behavior,"I Mezic, A Banaszuk",,
210,z0OXMVQB5pIJ,Implicit Stereotyping in Person Judgment,"MR Banaji, C Hardin, AJ Rothman","JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,",1993
218,1KGXvZcb5awJ,Presynaptic Localization of Sodium/Calcium Exchangers in Neuromuscular Preparations,"PW Luther, RK Yip, RJ Bloch, A Ambesi, GE  ",,
220,W7GdvDU7lMQJ,Passive dynamic running,"MH Raibert, CM Thompson","Experimental Robotics I,",
224,AM5WjuL7TzkJ,Querying Imprecise Data in Moving Object Environments,R Cheng,"IEEE Transactions on Knowledge and Data Engineering,",2004
225,092qznpAmYcJ,Enforcing Modeling Guidelines in an ORDBMS-based UML Repository,"N Ritter, HP Steiert",,
232,0ct3hfJD8WgJ,2dF mechanical engineering,"G Smith, A Lankshear","Proc. SPIE,",1998
275,XIkChsdw3CoJ,The Transmembrane Domain of the Large Subunit of HSV-2 Ribonucleotide Reductase (ICP10) Is Required  ,"CC Smith, JH Luo, JCR Hunter, JV Ordonez","VIROLOGY-NEW YORK-,",1994
283,dzHPil1BBAcJ,Evaluation of winter rye hybrids fertility,"L Madej, R Osinski, J Jagodzinski","BIULETYN-INSTYTUTU HODOWLI I AKLIMATYZACJI ROSLIN,",1995
287,CbVuJPvkwf0J,"Land degradation in the Yallahs Basin, Jamaica: historical notes and contemporary observations","D Barker, DFM McGregor","Geography,",
288,hdOQ_vyjDacJ,Scatter/gather: A cluster-based approach to browsing large doctnnent collections,"DR Cutting, DR Karger, JO Pedersen, JW Tukey","Proc. ACM SIG1R,",
290,KzblBZq7NUwJ,Unity and Diversity: Holiday Celebrations around the World.,A Lockledge,"Social Studies and the Young Learner,",1993
296,c2dH5RxNj6kJ,A Multimedia Presentation Algebra,"S AdalÄ±, ML Sapino, VS Subrahmanian","SIGMOD,",1999
308,RvcmFAQHwz0J,What Teachers Can Do to Relieve Problems Identified by International Students,DS Lee,"New Directions for Teaching and Learning,",1997
309,TgMOy2x-o9wJ,"The Haskell School of Expression: Learning Functional Programming through Multimedia, 2000",P Hudak,,
321,wQ-OnGPsrdMJ,On the instability of cylindrical fluid surfaces,L Rayleigh,"Phil. Mag,",
322,08QDvcElXwwJ,Collapse analysis of reinforced concrete frames under earthquake [A],"CM Liu, XL Liu","Proc. Int. Conf. on Concrete,",1992
326,VOmRS1IYLHQJ,Grassroots,"K Kamiya, M RÃ¶scheisen, T Winograd","Technical Report, Stanford University, Cf. URL http://diglib. ",
330,ACZMgM5isxsJ,"Cytoplasmic ion transport as a general, very early step in the orientation of the embryonic left- ",M Levin,,2003
354,3SZUiHn5-goJ,Building a Large and Efficient Hybrid Peer-to-Peer Internet Caching System,"L Xiao, X Zhang, A Andrzejak, S Chen","IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING,",2004
361,7w05tSBkqmcJ,A survey of distributed deadlock detection algorithms,AK Elmagarmid,"ACM SIGMOD Record,",1986
372,LaJ36pgeT1AJ,Mentoring to Diversity: A Multicultural Approach.,G Rodriguez,"New Directions for Adult and Continuing Education,",1995
373,z2YGIMBSU7UJ,"Charge-Based Proportional Scheduling. Technical Memorandum MIT/LCS/TM-529, January 1995",U Maheshwari,MIT Laboratory for Computer,
377,IFN4xGRCE_0J,A new solid subdivision scheme based on box splines,"YS Chang, KT McDonnell, H Qin","Proceedings Seventh ACM Symposium on Solid Modeling and  &hellip;,",2002
400,aX8-169BMwsJ,Establishing the Planning Process for Selecting Appropriate Career Programs.,PC Winstead,"New Directions for Higher Education,",1987
409,mf-MrJgPc14J,A novel design technique for tuneable notch filters,GW Medlin,,
422,2TVJo0A0oSkJ,Foundations of theoretical mechanics,RM Santilli,,1984
428,voUO6t_or8UJ,The total meridional heat flux and its oceanic and atmospheric partition,C Wunsch,"Submitted for publication,",2005
429,jQQEllAp2SUJ,Preliminary concepts for participant observer ratings of community support programs,"C Macias, GB Teague",,1992
439,fUebuYnd2bwJ,Steklo i Keramika,IA Boguslavskiiâ?¦,"No. I,",
441,28W6aWq-C4oJ,Semantic web recommender systems,CN Ziegler,,
447,VlesUfN0l6MJ,Usability Engineering Process Model,"T Granollers, J LorÃ©s, F Perdrix","Integration with Software Engineering: Procs. of HCI-Intl,",
450,url:http://portal.acm.org/citation.cfm%3Fid%3D335224,Full text pdf format Pdf (244 KB)Source Symposium on Principles of Database Systems archive,"MJ Atallah, S Prabhakar","Proceedings of the nineteenth ACM SIGMOD-SIGACT-SIGART  &hellip;,",2000
451,Ko9MBagQqlQJ,A financial incentive to encourage employment among repeat users of employment insurance: the  ,D Tattrie,,
467,qrf5iH3OjpcJ,Commuting with delay prone buses,M Datar,,
487,N8aAlLT0C8oJ,Northwest region seal and sea lion (Pinniped) managment map of seal and sea lion trouble spots,N Fisheries,"National Marine Fisheries Service, Seattle, Washington,",
488,OQz4P5Iv-g0J,Effects of long-term and reduced-dose hormone replacement therapy on endothelial function and intima ,"M Hashimoto, M Miyao, M Akishita, T Hosoi, K Toba, ","MENOPAUSE-NEW YORK-,",2002
507,30fMB9_zBm0J,ContrastplotsandP-Sphere trees: space vs. time in nearest neighbour searches,RR GoldsteinJ,"&hellip; of the Very Large Data Bases (VLDB) Conference, Cairo, Egypt,",
508,RjCEOZr3AhkJ,High-speed DACs Require Special Testing,"PJ Hanlon, BL Price","Electronic Design,",
511,mKsEnKaqMhQJ,The Credit Hour and Faculty Instructional Workload,T Ehrlich,"New Directions for Higher Education,",2003
524,LyI-E67p5AkJ,ApJ,"RM Light, R Lynds, EJ OÃ?Neil Jr",,1998
525,ZlDMwysmH-0J,R-trees: A Dynamic Index Structure for Spatial Searching,A Guttrnan,"Proceedings of the SIGMOD conference, Boston, June,",
532,sInVx-UHfVIJ,A study of virtual reality-A development of virtual space editor&quot; Vis-Edit&quot;-,"R Kijima, M Hirose","Procs. of the 7th Human Interface Symposium,",
537,SB31pnOioMcJ,30. PP Edwards and MJ Sienko,L Francis,"Acc. Chem. Res,",
540,SSU5skdzxREJ,Analysis patterns for patient treatment,"T Sorgente, EB Fernandez, MM Larrondo-Petrie",submitted for,
549,KVQHF7nCofwJ,"Linking learning, teaching, and development","M Fiddler, C Marienau","New Directions for Adult and Continuing Education,",1995
555,mxACmnKeiBwJ,OLE Automation Programmerâ??s Reference,D Clark,,1996
559,mA1QbRiCXRAJ,J. Oral Laser Appl,"M Strassl, A Kasenbacher, E Wintner",at,
560,tP6zd0gYJ6wJ,Literacy and Health Communities: Potential Partners in Practice,"PA Sissel, MD Hohn","NEW DIRECTIONS FOR ADULT AND CONTINUING EDUCATION,",1996
566,wqCNvihL8LwJ,"Lernerautonomie und Lernstrategien, Fernstudieneinheit 23, Langenscheidt, MÃ¼nchen, 2000","P BIMMEL, U RAMPILLON",,
575,0sNACo8196EJ,A coherence theorem for ordered families of probability measures on a partially ordered space,DA Ross,"Unpublished manuscript,",1993
580,DvhLJEgyVOUJ,Schubert varieties and cycle spaces,"AT Huckleberry, JA Wolf",,
587,fz4PKDuWGmoJ,A performance study of four index structures for set-valued attributes of low cardinality,"S Helmer, G Moerkotte","The VLDB Journal The International Journal on Very Large  &hellip;,",2003
588,C5r7CWfQ0icJ,Customer data faces rough road to factory,C Stedman,"Computerworld,",
609,BZLkF_YQCiYJ,"Out of the depths, an autobiographical study of mental disorder and religious experience.",AT Boisen,,1960
615,y8YwCE-kbMgJ,BASIC COMPUTER LITERACY SKILLS EXPECTED OF STUDENTS BY INSTRUCTORS AT WISCONSIN INDIANHEAD TECHNICAL ,RD Pennings,,2001
626,LwZe_nTD__UJ,Mining fuzzy association rules in database,"MK Chan, F Ada, HW Man","SIGMOD Record,",
627,j_hnHoHFyYkJ,Modeling the Global short-period wavefield with a Monte Carlo Seismic phonon method,"PM Shearer, PS Earle",,2004
629,rCahZZaAhqcJ,"Automatic acquisition of the lexical semanl, ics of verbs fl'om sentence frames","M Webster, M Mm'cus","Procs of A CL&#39;89,",
631,UCd3zDTAvDIJ,"ERP project dynamics and enacted dialogue: perceived understanding, perceived leeway, and the nature ","P Besson, F Rowe","ACM SIGMIS Database,",2001
642,-r42fmhetDIJ,Asynchronous Groupware Support Effects on Process Improvement Groups: An Action Research Study,", RJ McQueen",,
659,ThLxMqqAxjIJ,"Ã?., Srivastava, D., and Tan, M., 1996, Semantic Data Caching and Replacement","S Dar, MJ Franklin, B JÃ³nsson",&hellip;  of the 22 thInternational Conference on Very Large Data ,
663,1TMIW7L9HcgJ,Mechanical behavior of steam-treated spruce wood under compressive strain,"PP KÃ¤renlampi, P TynjÃ¤lÃ¤, P StrÃ¶m",Submitted for,
682,url:http://portal.acm.org/citation.cfm%3Fid%3D1084805.1084817,Regular research articles,B Cooper,"ACM SIGMOD Record,",2005
684,gT0ietFXq2gJ,Rigorous Evaluation of COTS Middleware Technology,"I Gorton, A Liu, P Brebner",,
696,RpMVEA9Cc80J,Increasing success in school through priming: aa training manual,"LD Wilde, LK Koegel, RL Koegel",,1992
697,5BeWf7KPL88J,Learning a word processing system with training wheels and guided exploration,"R Catrambone, JM Carroll","ACM SIGCHI Bulletin,",1986
705,1btlNbfxIaIJ,"Broadband pilot project brings architects, builders together onlineâ??â??",S Lais,"Computerworld,",
712,bIuzSI1xe84J,Sexual Selection and Taxonomic Diversity in Passerine Birds,"TG Barraclough, PH Harvey, S Nee","Proceedings: Biological Sciences,",1995
720,AOFlFvFQ8woJ,Issues relating to extension of the Basic Linear Algebra Subprograms,DS Dodson,,
