tid,species,local_language,name,genus
233297,id-745,,,狼寶可夢
238877,rec-728-dup-0,3,누리공,강치포켓몬
238876,rec-728-dup-0,5,Otaquin,Pokémon Otarie
231227,id-538,4,投摔,柔k道寶可夢
238145,rec-800-dup-0,4,奈克洛茲a瑪,稜鏡寶可
237563,rec-867-dup-1,,死神,怨念寶可夢
232259,id-641,6,Borsos,Wirbelsturm-P0kémon
229316,id-360,6,Iss0,Strahlelcind-Pokémon
234894,rec-118-dup-0,,Tosaksito,
238878,rec-728-dup-0,,アシマリ,あしかポsケモン
228115,id-251,,,時空穿越寶可夢
233246,id-740,,q모단단게,털게포켓몬
229188,id-348,,アーマルドc,かっちゅうポケモン
230007,id-423,4,海兔k獸,海兔寶可
228395,id-276,9,Taillzcow,Tiny Swalow Pokémon
229319,id-360,,Wynavyt,Bright Pokémon
226889,id-139,,オムスター,うずまきポケモ
230715,id-487,8,Giratina,Pokémon Ribelle
230716,id-487,9,Giratina,Renegade Pokémon
230710,id-487,3,기라티나,반골포켓몬
234404,id-855,12,怖思壶,红茶宝可梦
234401,id-855,8,Polteageist,Pokémon Tè
233929,id-808,6,,Mutter-Pol<émon
235865,rec-563-dup-0,6,Echnato|l,Sarkophag-Pol<émon
239325,rec-190-dup-0,4,長怪,長尾寶可z夢
229460,id-373,7,,Pokémon Drgón
234402,id-855,9,Polteagelsot,Black Tea nPokémon
225949,id-54,5,Psykol<wak,Pokémon Canarcl
232025,id-618,1,マッギョ,トラップポケモン
230877,id-503,4,大劍鬼,威嚴寶可夢
230876,id-503,3,대검귀,관록포켓몬
230878,id-503,5,Clamiral,Pokémon Dignitaire
233962,id-811,,Thwackey,
226283,id-84,,Dodu0,Twin Bird Pokémon
237124,rec-395-dup-1,5,,Pokémon Ernpereur
236912,rec-443-dup-0,8,Gbl4,Pokémon Squal0terra
233379,id-753,6,Imantis,Grassichel-Pokémon
233376,id-753,3,짜랑랑,풀사마귀포켓몬
233371,id-752,8,Araquanid,Pokémon Bolladacqua
226509,id-105,4,嘎啦嘎啦,愛骨寶可夢
231836,id-599,3,기어르,톱니바퀴포켓몬
231838,id-599,5,Tic,Pokémon Engrenage
225428,id-7,,ゼニガメ,かめのこポケモ
229859,id-409,11,ラムパルド,ずつきポケモン
229857,id-409,8,Rampardos,Pokémon Cranioso
