tid,tconst,averageRating,numVotes
4,tt12537087,7.3,9
6,tt12538154,7.9,92
11,tt12534868,6.3,922
23,tt12531237,7.7,7
26,tt1456970,5.3,13
27,tt0927634,6.4,8
29,tt12539879,5.5,85
32,tt12539977,6.4,23
34,tt12532783,6.5,39
37,tt12531849,6.8,2
42,tt12534268,6.8,42
43,tt12533076,9.3,6
44,tt12535785,9.1,28006
45,tt2061640,8.9,8
49,tt8181336,6.4,19
50,tt12535723,5.8,121
51,tt12541653,6.5,24
52,tt12543032,5.6,6
54,tt12540418,7.2,842
56,tt12540958,4.7,126
58,tt12541427,8.3,12
61,tt0311234,6.8,11
62,tt12537280,7.8,25
64,tt12541634,5.3,15
66,tt12536025,6.3,149
73,tt12531999,5.9,13
77,tt12544362,7.8,89
80,tt0015156,5.2,5
81,tt2083932,5.9,15
83,tt12531395,5.8,28
84,tt12535617,6.9,23538
85,tt4708408,2.2,8
86,tt0499179,8.6,16
87,tt12535533,7.3,754
88,tt12542257,9.1,15
89,tt6620638,6.5,8
91,tt12545654,5.5,48
93,tt12532992,5.3,17
94,tt12542350,6.7,20
98,tt12543138,6.5,5
99,tt12539478,8.2,11
105,tt12531413,6.7,1811
107,tt0471839,5.2,31
108,tt12535644,4.9,8
112,tt12537316,6.6,7
113,tt12540297,6.1,10
114,tt12541775,6.1,18
116,tt12536172,7.0,5
118,tt0234528,8.6,9
121,tt12534531,4.7,68
122,tt12535718,7.7,25
127,tt12541504,4.9,243
129,tt12542733,7.5,66
131,tt12538966,5.0,285
135,tt0494712,2.3,805
136,tt12535808,6.2,28
138,tt12536340,7.0,184
140,tt12543980,5.1,17
141,tt12534020,1.5,11
142,tt12541380,4.4,1189
148,tt12531194,7.5,17
149,tt12531668,10.0,15
153,tt0865634,8.4,52
160,tt12531236,7.1,11
164,tt5421602,8.7,28009
165,tt12533850,6.9,10
166,tt12537406,8.2,16
168,tt7349906,4.6,8
172,tt12531231,5.0,7
173,tt8667604,8.3,12
180,tt12539386,6.2,6
181,tt12544812,6.4,114
183,tt12534312,7.9,18
185,tt0250200,6.2,6
186,tt12539885,7.0,6
188,tt12536369,8.0,79
189,tt3073216,6.4,5
190,tt12532745,6.6,7
192,tt12537971,5.9,5
193,tt12536124,6.5,177
196,tt0350037,6.3,149
198,tt12532677,8.1,91
199,tt10410130,9.1,8
202,tt12545683,5.4,188
203,tt1879071,5.5,10
204,tt12545482,7.8,53
206,tt12534789,6.0,22
209,tt0350750,3.8,13
211,tt12543923,5.6,15
