theta,delta,popper_time_sec,train_precision,train_recall,tp,fn,tn,fp,rules,size,val_precision,val_recall,val_f1,test_precision,test_recall,test_f1
0.5,1,48,0.99,0.64,1395,792,2168,16,,38,0.8554216867469879,0.7634408602150538,0.8068181818181818,0.9113924050632911,0.8112676056338028,0.8584202682563339
0.5,0.8,48,0.99,0.64,1395,792,2168,16,,38,0.8554216867469879,0.7634408602150538,0.8068181818181818,0.9113924050632911,0.8112676056338028,0.8584202682563339
0.5,0.5,48,0.99,0.64,1395,792,2168,16,,38,0.8554216867469879,0.7634408602150538,0.8068181818181818,0.9113924050632911,0.8112676056338028,0.8584202682563339
0.5,0.25,50,0.99,0.64,1395,792,2168,16,,38,0.8554216867469879,0.7634408602150538,0.8068181818181818,0.9113924050632911,0.8112676056338028,0.8584202682563339
0.5,0.1,52,0.99,0.64,1395,792,2168,16,,38,0.8554216867469879,0.7634408602150538,0.8068181818181818,0.9113924050632911,0.8112676056338028,0.8584202682563339
0.5,0.08,48,0.99,0.64,1395,792,2168,16,,38,0.8554216867469879,0.7634408602150538,0.8068181818181818,0.9113924050632911,0.8112676056338028,0.8584202682563339
0.5,0.05,51,0.99,0.64,1395,792,2168,16,,38,0.8554216867469879,0.7634408602150538,0.8068181818181818,0.9113924050632911,0.8112676056338028,0.8584202682563339
0.5,0.025,51,0.99,0.64,1393,794,2172,12,,27,0.8987341772151899,0.7634408602150538,0.8255813953488371,0.9230769230769231,0.8112676056338028,0.863568215892054
0.8,1,49,0.98,0.65,1415,772,2157,27,,36,0.8,0.7700534759358288,0.784741144414169,0.8647058823529412,0.8212290502793296,0.8424068767908309
0.8,0.8,48,0.98,0.65,1415,772,2157,27,,36,0.8,0.7700534759358288,0.784741144414169,0.8647058823529412,0.8212290502793296,0.8424068767908309
0.8,0.5,48,0.98,0.65,1415,772,2157,27,,36,0.8,0.7700534759358288,0.784741144414169,0.8647058823529412,0.8212290502793296,0.8424068767908309
0.8,0.25,47,0.98,0.65,1415,772,2157,27,,36,0.8,0.7700534759358288,0.784741144414169,0.8647058823529412,0.8212290502793296,0.8424068767908309
0.8,0.1,48,0.98,0.65,1415,772,2157,27,,36,0.8,0.7700534759358288,0.784741144414169,0.8647058823529412,0.8212290502793296,0.8424068767908309
0.8,0.08,46,0.98,0.65,1415,772,2157,27,,36,0.8,0.7700534759358288,0.784741144414169,0.8647058823529412,0.8212290502793296,0.8424068767908309
0.8,0.05,49,0.98,0.65,1415,772,2157,27,,36,0.8,0.7700534759358288,0.784741144414169,0.8647058823529412,0.8212290502793296,0.8424068767908309
0.8,0.025,48,0.98,0.65,1415,772,2157,27,,36,0.8,0.7700534759358288,0.784741144414169,0.8647058823529412,0.8212290502793296,0.8424068767908309
1,1,49,0.97,0.65,1419,768,2143,41,,45,0.6792452830188679,0.7700534759358288,0.7218045112781956,0.7696335078534031,0.8212290502793296,0.7945945945945945
1,0.8,51,0.97,0.65,1419,768,2143,41,,45,0.6792452830188679,0.7700534759358288,0.7218045112781956,0.7696335078534031,0.8212290502793296,0.7945945945945945
1,0.5,49,0.97,0.65,1419,768,2143,41,,45,0.6792452830188679,0.7700534759358288,0.7218045112781956,0.7696335078534031,0.8212290502793296,0.7945945945945945
1,0.25,50,0.97,0.65,1419,768,2143,41,,45,0.6792452830188679,0.7700534759358288,0.7218045112781956,0.7696335078534031,0.8212290502793296,0.7945945945945945
1,0.1,48,0.98,0.65,1415,772,2157,27,,36,0.8,0.7700534759358288,0.784741144414169,0.8647058823529412,0.8212290502793296,0.8424068767908309
1,0.08,47,0.98,0.65,1415,772,2157,27,,36,0.8,0.7700534759358288,0.784741144414169,0.8647058823529412,0.8212290502793296,0.8424068767908309
1,0.05,47,0.98,0.65,1415,772,2157,27,,36,0.8,0.7700534759358288,0.784741144414169,0.8647058823529412,0.8212290502793296,0.8424068767908309
1,0.025,45,0.98,0.65,1415,772,2157,27,,36,0.8,0.7700534759358288,0.784741144414169,0.8647058823529412,0.8212290502793296,0.8424068767908309
1.5,1,46,0.96,0.70,1526,661,2120,64,,52,0.6363636363636364,0.8020833333333334,0.7096774193548386,0.587360594795539,0.8563685636856369,0.6968026460859977
1.5,0.8,44,0.96,0.70,1526,661,2120,64,,52,0.6363636363636364,0.8020833333333334,0.7096774193548386,0.587360594795539,0.8563685636856369,0.6968026460859977
1.5,0.5,45,0.96,0.70,1526,661,2120,64,,52,0.6363636363636364,0.8020833333333334,0.7096774193548386,0.587360594795539,0.8563685636856369,0.6968026460859977
1.5,0.25,45,0.96,0.70,1526,661,2120,64,,52,0.6363636363636364,0.8020833333333334,0.7096774193548386,0.587360594795539,0.8563685636856369,0.6968026460859977
1.5,0.1,47,0.96,0.70,1526,661,2120,64,,52,0.6363636363636364,0.8020833333333334,0.7096774193548386,0.587360594795539,0.8563685636856369,0.6968026460859977
1.5,0.08,46,0.96,0.70,1526,661,2120,64,,52,0.6363636363636364,0.8020833333333334,0.7096774193548386,0.587360594795539,0.8563685636856369,0.6968026460859977
1.5,0.05,51,0.97,0.70,1520,667,2138,46,,43,0.7524752475247525,0.7958115183246073,0.7735368956743002,0.6460905349794238,0.8532608695652174,0.7353629976580796
1.5,0.025,46,0.98,0.65,1415,772,2157,27,,36,0.8,0.7700534759358288,0.784741144414169,0.8647058823529412,0.8212290502793296,0.8424068767908309
2,1,43,0.96,0.70,1526,661,2120,64,,52,0.6363636363636364,0.8020833333333334,0.7096774193548386,0.587360594795539,0.8563685636856369,0.6968026460859977
2,0.8,45,0.96,0.70,1526,661,2120,64,,52,0.6363636363636364,0.8020833333333334,0.7096774193548386,0.587360594795539,0.8563685636856369,0.6968026460859977
2,0.5,45,0.96,0.70,1526,661,2120,64,,52,0.6363636363636364,0.8020833333333334,0.7096774193548386,0.587360594795539,0.8563685636856369,0.6968026460859977
2,0.25,45,0.96,0.70,1526,661,2120,64,,52,0.6363636363636364,0.8020833333333334,0.7096774193548386,0.587360594795539,0.8563685636856369,0.6968026460859977
2,0.1,44,0.96,0.70,1526,661,2120,64,,52,0.6363636363636364,0.8020833333333334,0.7096774193548386,0.587360594795539,0.8563685636856369,0.6968026460859977
2,0.08,46,0.96,0.70,1526,661,2120,64,,52,0.6363636363636364,0.8020833333333334,0.7096774193548386,0.587360594795539,0.8563685636856369,0.6968026460859977
2,0.05,44,0.97,0.70,1520,667,2138,46,,43,0.7524752475247525,0.7958115183246073,0.7735368956743002,0.6460905349794238,0.8532608695652174,0.7353629976580796
2,0.025,50,0.98,0.65,1415,772,2157,27,,36,0.8,0.7700534759358288,0.784741144414169,0.8647058823529412,0.8212290502793296,0.8424068767908309
3,1,35,0.95,0.78,1716,471,2103,81,,25,0.6148648648648649,0.883495145631068,0.7250996015936255,0.5152439024390244,0.8894736842105263,0.6525096525096525
3,0.8,35,0.95,0.78,1716,471,2103,81,,25,0.6148648648648649,0.883495145631068,0.7250996015936255,0.5152439024390244,0.8894736842105263,0.6525096525096525
