tid,address,authors,booktitle,date,editor,id,institution,journal,month,note,pages,publisher,tech,title,type,volume,year
5,,"M. Ahlskog, J. Paloheimo, H. Stubb, P. Dyreklev, M. Fahlman, O.  Inganas and M.R. Andersson,",,(1994).,,5,,"J Appl. Phys.,",,,"893,",,,,,"76,",
6,,"M. Ahlskog, J. Paloheimo, H. Stubb, P. Dyreklev, M. Fahlman, O. Inganas and M.R. Andersson,",,(1994).,,6,,"J Appl. Phys.,",,,"893,",,,,,"76,",
10,"Milan,",Steve Benford and Lennart E. Fahlen.,"In Proceedings of ECSCW'93,",1993.,,10,,,,,,,,A spatial model of interaction in large virtual environments.,,,
12,"Denver, Colorado, USA.","Benford, S., Bowers, J., Fahln, L., Greenhalgh, C., and Snowdon, D.,","in Proc. ACM Conference on Human Factors in Computing Systems (CHI95),","May 7-11, 1995,",,12,,,,,,,,"User Embodiment in Collaborative Virtual Environments,",,,
15,,"Steve Benford, John Bowers, Lennart Fahlen, Chris Greenhalg, John Mariani, and Tom Rodden.",,1995.,,15,,"Presence,",,,"364-386,",,,Networked Virtual realitty and Cooperative Work.,,4(4),
18,"Paderborn, FRG,","D. F. Brown, H. Moura, and D. A. Watt. Actress:","Proceedings of the 4th International Conference on Compiler Construction (CC'92),",October 1992.,"In U. Kastens and P. Pfahler, editors,",18,,,,"volume 641 of Lecture Notes in Computer Science,","pages 95-109,",Springer-Verlag.,,an action semantics directed compiler generator.,,,
26,"Pittsburgh, PA.","Daelemans, W., Van den Bosch, A., and Weijters, T.",,(1995).,"S. E. and Lebiere, C.",26,"School of Computer Science, Carnegie-Mellon University,",,,,,,"Technical Report CMU-CS-90-100,",(1990). The Cascade-correlation Learning Architecture.,,,
31,,"Dempster, A., Laird, N., and Rubin, D.",,(1977).,,31,,"Journal of the Royal Statistical Society B,",,,1-38.,,,Maximum likelihood from incomplete data via the EM algorithm.,,39,
41,,"Fahle, M. & Edelman, S.",,(1993).,,41,,"Vision Research,",,,397-412.,,,"Long-term learning in vernier acuity: Effects of stimulus orientation, range and of feedback.",,"33,",
43,,"Fahle, M., Edelman, S., and Poggio, T.",,(1995).,,43,,"Vision Research,",,,3003-3013.,,,Fast perceptual learning in hyperacuity.,,35,
47,,"Fahle, M.",,(1997).,,47,,"Vision Research,",,,1885-1895. 66,,,"Specificity of learning curvature, orientation, and vernier discriminations.",,"37(14),",
49,,"Lennart E. Fahlen, Charles Grant Brown, Olov Stahl, and Christer Carlsson.","In Proceedings of Interchi '93,",1993.,,49,,,,,"pages 4348,",,,A space based model for user interaction in shared synthetic environments.,,,
50,,"Lennart E. Fahlen, Charles Grant Brown, Olov Stahl, and Christer Carlsson.","In Proceedings of Interchi '93,",1993.,,50,,,,,"pages 43-48,",,,A space based model for user interaction in shared synthetic environments.,,,
51,,"Lennart E. Fahlen, Charles Grant Brown, Olov Stahl, and Christer Carlsson.","In Proceedings of Interchi '93,",1993.,,51,,,,,"pages 43-48,",,,A space based model for user interaction in shared synthetic environments.,,,
58,,"Fahlman, S. E.",,(1974).,,58,,"Artificial Intelligence,",,,1-49.,,,A Planning System for Robot Construction Tasks.,,"5 (1),",
59,,"Fahlman, S.E.",,1974.,,59,,"Artificial Intelligence,",,,1-49.,,,A Planning System for Robot Construction Tasks.,,5(1),
67,,"Fahlman, S. E.,",,1979.,,67,,,,,,Cambridge: MIT Press.,,"NETL: A system for representing and using real world knowledge,",,,
73,"Cambridge, MA.","Fahlman, S. E.",,(1979).,,73,,,,,,"The MIT Press,",,NETL: A System for Representing and Using Real-World Knowledge.,,,
74,"Cambridge, MA.","Fahlman, S. E.",,(1979).,,74,,,,,,"The MIT Press,",,NETL: A System for Representing and Using Real-World Knowledge.,,,
75,,"Fahlman, S. E.,",,1979.,,75,,,,,,Cambridge: MIT Press.,,"NETL: A System for Representing and Using Real World Knowledge,",,,
80,"Cambridge, MA.","Fahlman, S.E.",,(1979).,,80,,,,,,"MIT Press,",,NETL: A System for Representing and Using Real-World Knowledge.,,,
83,,S.E. Fahlman.,,,,83,,,,,,MIT Press.,,"NETL: A system for representing real-world knowledge,",,,
84,"Cambridge, MA,",Scott E. Fahlman.,,1979.,,84,,,,,,"MIT Press,",,A System for Representing and Using Real-World Knowledge.,,,
95,"Cambridge, MA,",S.E. Fahlman.,,1979.,,95,,,,,,"MIT Press,",,"NETL: A System for Representing and Using Real World Knowledge,",,,
