tid,tconst,averageRating,numVotes
1,tt0374594,4.4,10
3,tt12543237,6.0,10
5,tt12533088,5.4,138
10,tt12534669,7.0,5
19,tt12542391,8.0,16
22,tt12540390,6.6,60
25,tt12533523,8.5,10
28,tt12535746,7.6,-1
31,tt12541831,4.4,9
34,tt12532783,6.5,39
37,tt12531849,6.8,2
39,tt12539741,5.1,29
47,tt12534667,7.6,7
55,tt12538716,5.9,39
58,tt12541427,8.3,12
63,tt12538434,8.6,21
73,tt12531999,5.9,13
75,tt12539123,4.0,-1
78,tt12532254,7.4,61
79,tt12541733,5.2,64
81,tt2083932,5.9,15
85,tt4708408,2.2,8
86,tt0499179,8.6,16
91,tt12545654,5.5,48
94,tt12542350,6.7,20
97,tt12531800,5.0,755
99,tt12539478,8.2,11
101,tt1337354,7.2,847
105,tt12531413,6.7,1811
106,tt12532204,2.6,24
107,tt0471839,5.2,31
110,tt12544497,7.2,8
111,tt3399368,5.0,290
114,tt12541775,6.1,18
119,tt12545974,6.4,143
126,tt12533194,7.3,7
130,tt12539070,6.0,8
137,tt12539959,5.8,304
141,tt12534020,1.5,11
142,tt12541380,4.4,1189
143,tt12540779,5.9,6
144,tt12539473,5.4,10
145,tt12545636,7.2,439
149,tt12531668,10.0,15
153,tt0865634,8.4,52
158,tt12545148,9.0,7602
159,tt0828149,8.6,12
160,tt12531236,7.1,11
162,tt1674052,6.6,5
165,tt12533850,6.9,10
168,tt7349906,4.6,8
169,tt12532474,7.0,7
170,tt12544580,7.2,-4
171,tt12541929,6.9,0
172,tt12531231,5.0,7
174,tt12544455,4.2,1
179,tt12536033,7.1,9
180,tt12539386,6.2,6
188,tt12536369,8.0,79
189,tt3073216,6.4,5
191,tt12535271,8.2,15
195,tt12536221,7.0,13
199,tt10410130,9.1,8
202,tt12545683,5.4,188
204,tt12545482,7.8,53
205,tt12544326,4.6,52
208,tt1024156,9.0,111
209,tt0350750,3.8,13
210,tt12537038,4.0,2173
220,tt12542760,7.5,167
223,tt12544082,6.8,7
224,tt12540343,7.5,56
226,tt12532053,7.4,7
230,tt12545128,5.8,96
232,tt12531870,6.3,0
233,tt12535438,5.4,55
240,tt12542126,5.5,15
241,tt2513610,8.0,5
242,tt12538563,5.0,9
243,tt12542065,7.2,17
244,tt12537182,8.3,-4
245,tt12541919,7.1,28
246,tt12532013,6.4,7
247,tt6876646,8.5,8
258,tt0457121,7.4,43
259,tt0835031,7.0,8
265,tt2141569,7.4,15
268,tt12539664,6.1,116
270,tt12544050,6.4,92
273,tt0030861,6.8,24
278,tt12543861,4.7,28
285,tt0314490,6.0,5
286,tt1155541,6.6,9
289,tt12537970,6.2,6
292,tt12544866,4.7,20
295,tt12538176,8.0,4
298,tt12536597,6.1,5
302,tt12544459,8.0,131
307,tt12536125,6.9,163
309,tt12532389,7.1,17
310,tt12537301,6.4,36
313,tt12532006,6.3,25
314,tt12539242,7.0,6
319,tt12538412,5.9,14
320,tt12541065,5.7,10
321,tt12540368,6.7,217
326,tt12542380,6.8,11
328,tt7897052,8.2,11
334,tt12540918,5.6,426
338,tt12540974,6.8,11
342,tt12531526,5.0,835
343,tt12544532,4.0,2
350,tt9652752,7.6,13
355,tt1144924,6.2,23
363,tt12534492,5.5,25
368,tt12539290,7.5,1483
372,tt12541426,7.7,14
374,tt12537278,7.3,25
378,tt12533587,4.7,1710
379,tt1351264,8.6,20
384,tt12531670,9.7,6
385,tt12539291,7.1,1475
386,tt2180561,7.6,68
390,tt0205948,7.5,11
391,tt12536511,6.1,32
392,tt12543975,7.1,8
394,tt12541076,6.5,29
395,tt12539967,6.9,219
396,tt12535557,7.9,350
400,tt12539742,5.0,29
402,tt2309949,4.3,7
409,tt12543995,7.7,12
413,tt12539448,6.0,330
415,tt12531828,7.6,1143
416,tt12534909,7.2,18816
417,tt12541324,6.7,5
423,tt12540495,7.6,12
429,tt0052919,6.1,11
432,tt12539385,5.9,6
435,tt0175904,6.8,41
437,tt0364182,9.0,14
441,tt12532295,6.4,404
444,tt12532981,8.3,12
445,tt12545092,7.2,44
447,tt12538458,8.3,29
448,tt12533348,7.6,353
450,tt12533466,9.0,7
453,tt12541777,6.2,25
458,tt12543009,7.4,267
459,tt0387616,8.1,516
460,tt12534972,6.4,14
461,tt5533118,7.7,6
474,tt12542966,6.3,24
480,tt12535340,7.4,8
481,tt9409854,4.5,86
482,tt12535161,7.0,76
483,tt12537759,7.9,88
487,tt8305258,7.5,167
498,tt12531801,4.7,774
506,tt12532647,7.0,-1
509,tt12531853,8.7,9
512,tt12542147,7.7,735
515,tt12535341,7.4,8
517,tt12534212,7.2,34
518,tt12539678,4.3,18
525,tt12541619,7.7,18
528,tt1733527,7.3,12
529,tt0948457,7.8,32
536,tt12531998,5.9,13
537,tt9032914,6.8,71
540,tt12534945,6.0,10
541,tt12543062,7.9,32
542,tt12538943,8.0,11
545,tt12539676,4.1,85
546,tt10036886,7.8,25
547,tt12543927,5.0,250
550,tt12531251,7.4,4
551,tt12544409,8.1,516
552,tt2390480,6.0,31
