tid,titleId,ordering,title,region,isOriginalTitle
6901,tt12540984,1,Back to OZ,US,0
6902,tt12537455,10,Anthropos stis rages,GR,0
6905,tt0285073,1,Eunice,US,0
6906,tt12531453,1,Сердце мира,RU,0
6910,tt12545337,9,Recuerdos de la guerra,AR,1
6916,tt12543129,7,Supa Modo,IT,0
6918,tt0055719,4,300 Spartanere,NO,0
6919,tt0071449,8,Monsieur Dupont,XWG,0
6924,tt12538519,8,Frankenstein vs Baragon,XWW,0
6926,tt12532330,14,Deliciosa Mentira,BR,0
6933,tt0247196,18,Πριν πέσει η νύχτα,GR,0
6935,tt3314940,1,Roar,AU,0
6936,tt0087190,9,No Topo do Mundo,BR,0
6937,tt0055719,13,Der Löwe von Sparta,XWG,0
6938,tt0247196,6,Antes que anochezca,PE,0
6945,tt12534801,2,Les clichés de la haine,CM,0
6946,tt0071449,3,The Common Man,US,0
6948,tt12538381,2,Killing Jesus,XEU,1
6949,tt12533220,8,Khodahafez Dokhtar Shirazi,IR,1
6950,tt0158117,14,Scrisoarea,RO,0
6953,tt0354068,2,Superprodukcja,PL,0
6958,tt12535879,2,Upptäcka kon,SE,0
6959,tt4134678,1,Tutti insieme allimprovviso,IT,0
6963,tt12531412,2,Пятница вечер,RU,1
6964,tt12533379,24,Smiertelny weekend,PL,0
6967,tt12532884,5,Motín,AR,0
6969,tt0071449,14,Это случилось в праздник,SUHH,0
6977,tt12539291,11,Sumpfwasser,AT,0
6980,tt0047434,5,The Runaway Bus,GB,0
6985,tt12533616,6,The Story of Kerry Josie and Diana,AU,0
6988,tt12537617,13,De fordømtes øy,NO,0
6993,tt12534909,2,Les bouchers verts,FR,0
7000,tt12532330,1,Een lied in de wind,BE,0
7003,tt12538662,2,6 sullautobus,IT,1
7005,tt12532052,1,Sal Santen rebel,NL,0
7008,tt0047291,12,Du sollst nicht töten,AT,0
7009,tt12544495,3,MTVs Club Dead,XWW,0
7012,tt7773250,1,Khotat Alshaitan,EG,0
7018,tt12536237,9,Dianomi kat oikon,GR,1
7022,tt12534503,6,Mahkumlar,AZ,0
7024,tt12538381,9,Matar a Jesús,IT,0
7029,tt0110818,5,Bichinhos de Estimação,BR,0
7031,tt12535644,1,Részletkérdések,HU,0
7036,tt0107964,3,Rio Diablo  Djävulens flod,SE,0
7040,tt12534909,9,Oi prasinoi hasapides,GR,0
7045,tt12532331,10,Der er noget i luften,DK,1
7048,tt12534909,8,De grønne slagtere,IN,0
7050,tt12538878,1,The Forest Legends Reflection of the New Awakening,FI,0
7052,tt6224632,2,Isolation,XWW,0
7054,tt12536309,1,68 Kill,US,0
7058,tt12538283,1,Tromos stous lofous,GR,0
7063,tt0195054,5,Härligt syndiga Miss Aggies memoarer,SE,0
7064,tt4852398,4,Hopomythumb,XWW,0
7066,tt0055719,11,De tappra 300,SE,0
7067,tt12534575,7,A háromszáz spártai,HU,0
7070,tt12537406,1,The Land Where the Blues Began,US,0
7071,tt12539959,11,Crvene podvezice,XYU,0
7079,tt0395804,2,Verborgen gebreken,NL,0
7080,tt8485166,3,Un Entretien,FR,0
7083,tt12541995,1,Sanya and the Sparrow,XWW,0
7085,tt12545807,5,21 and a WakeUp,US,1
7095,tt12541932,2,Roofied A Double Dose,GB,0
7102,tt0158117,11,クレーヴの奥方,JP,0
7103,tt0076210,22,Острів доктора Моро,UA,0
7109,tt12544388,4,Тхэквондо,RU,0
7110,tt1992126,6,Unestate in montagna,IT,0
7111,tt12535784,12,Ana com A,PT,0
7113,tt3425302,1,Cannibals and Carpet Fitters,GB,0
7114,tt0052538,6,El diablo blanco,ES,0
7115,tt2040565,2,To Epos tou Biorn,GR,0
7116,tt0247196,15,Mielőtt leszáll az éj,HU,0
7117,tt12533381,9,Death weekend,SE,1
7118,tt12544518,7,Naga zemsta,PL,1
7121,tt12533534,5,ステイト・オブ・ドッグス,JP,0
7122,tt12533379,5,Fin de semaine infernale,CA,0
7124,tt12541916,5,Samir Abu elNil,EG,0
7125,tt12536597,1,Race 2 Race,US,0
7126,tt6988208,10,Дом Ведьмы,RU,0
7128,tt12544907,4,WXW Rage TV,US,1
7129,tt12544846,8,Directors Commentary Terror of Frankenstein,US,1
7131,tt0350750,1,Le czar en France  défilé des troupes,FR,0
7132,tt12545461,9,Klodens kræfter,DK,0
7139,tt12531132,1,You the Human Animal,US,0
7140,tt12541068,1,Napjainkban,HU,0
7141,tt7089878,6,Liz und der Blaue Vogel,DE,0
7142,tt1078899,6,Impuls,CZ,0
7146,tt5421602,13,Anna zo Zeleného domu,SK,0
7147,tt12543668,5,Ingrop viii,RO,0
7149,tt12535784,10,Chiamatemi Anna,IT,1
7157,tt12542785,10,Ni distintos ni diferentes Campeones,ES,1
7158,tt12542548,6,The Damned of the Sea,XWW,1
7159,tt12542569,3,Tom Thumb,XWW,0
7162,tt12537590,6,Self Defense,US,1
7163,tt12537199,7,MasterChef Turkey,TR,0
7165,tt0047291,18,Gekweld geweten,NL,0
7173,tt12534574,2,Der Löwe von Sparta,AT,0
7174,tt0076210,30,La isla infernal del Dr Moreau,MX,0
7176,tt0038635,8,In Dutch,US,0
7185,tt12540135,4,Smrt se osmehuje ubici,XYU,0
7188,tt12532136,14,Tre Draaber Gift,DK,0
7189,tt7089878,7,Liz and the Blue Bird,XWW,0
7191,tt12532138,8,Der Skandal,AT,0
7193,tt12532348,10,Airpocalypse,XWW,1
7195,tt12543761,2,Marlowe and Jordan in Songs and Impressions,US,0
7197,tt1078899,9,Desejo,PT,0
7199,tt12539504,9,Hot Rods to Hell,GB,1
7201,tt0816629,2,Rock podvraťáků,CZ,0
7202,tt12534801,14,Squilli di sangue,IT,0
7203,tt12535744,3,Wild Things,US,0
7204,tt12534801,11,Nattens bøddel,NO,0
7208,tt12544585,4,Winterstoke House,GB,1
7211,tt0169268,5,ステイト・オブ・ドッグス,JP,0
