tid,species,version,language,flavor_text
218765,rec-773-dup-0,33,12,
222195,rec-179-dup-1,25,11,
220510,rec-196-dup-0,,9,By reading air currents it can predict things sucbas the weather or its foes next move.
223337,id-181,,7,La punta de su cola reluce brillantemente y puede servista desde lejo5. Es usado como faro.
204494,id-102,,4,雖然看起來很像是蛋，但卻是如假包換的寶可夢。似乎會用心靈感應來與夥伴們交流喔。
212970,id-761,34,11,襲われた　ときに　流す　汗は甘くて　美味しい。　その　香りがさらに　敵を　増やしてしまうのだ。
223441,id-204,,7,Le gusta engrosar su coraza añadiendo correzas deárbol. El aumento de peso no le molesta.
219061,rec-520-dup-0,34,9,
222567,rec-252-dup-0,,6,Es klettert blitzschnell Wände empor. Mit seinemSchwanz misst es die Luftfejchtigkeit um dasWetter am nächsten Tag vorherzusagen.
212468,id-728,,8,Si allena con im0egno tutti i giorni fino a quandonon è in grado di produrre palloncini d’acquaabbastanza grandi e utili ai suoi scopi.
218818,rec-534-dup-0,33,3,같은 성분이라도 노보청이배합한 콘크리트가훨씬 견고하고 튼튼하다.
220502,rec-196-dup-0,34,8,Lotta emettendo poteri psichici dalla sferache ha sulla fronte che diventq più scu5aman mano che le sue energie diminuiscono.
222283,rec-456-dup-0,12,9,After long exposure to 5unlightthe patterns om its tail fins shinevividly when darkness arrives.
209781,id-555,,12,总是热血沸腾的宝可梦。它厚重的手臂使出的拳击甚至能把翻斗车打得粉碎。
205859,id-197,33,9,"When this Pokémon becomes angry, its poressedrete a poisonous svveat, which it sprays atits opponent’s eyes."
208532,id-451,,1,すなに　からだを　うずめ　じっとえものを　まちつづけている。ヤクデと　そせんが　ちかい。
224854,id-648,,5,Sa voix si particulière lui permet dechantwr des mélodies qui ensorcellentles gens et modifient leurs émotions.
221770,rec-395-dup-0,,9,It avoids unnecessary disputesbut it will decinate anything thatthreatens its pride.
203208,id-3,,8,Il suo fiore emana una fragranza inebriantecapace di placa5e l’animo di chi è impegnatonella lotta.
224923,id-656,23,8,Dal petto e dalla schiena secerne una schiumache gli permette di attvtire i danmi causati dagliattacchi nemici.
222070,rec-317-dup-0,,9,When SWALOT spots prey it spurts outa hideously toxic fluid from its poresand sprays the target.Once the 0rey has weakened thisPOKéMON gulps it down whole with itscavernous mouth.
216402,rec-442-dup-1,,12,由１０８个灵魂聚在一起变成了宝可梦似乎有性格恶劣的灵魂混在里面
211898,id-694,33,8,Distende le pieghe sulla testa per raccogliere laluce solare e produrre energia elettrjca cheusa per sferrare potentl mosse di tipo Elettro.
207077,id-320,,7,Wailmer se come una tonelada de Wishiwashicada día. Le gusta llamar la atención expulsandochorros de agua manna por su espiráculo.
212697,id-748,33,7,"Para resistir las bajas temperaturas de law aguasde Galar, forma una cúpula con las patas vcalienta el interior con el calor de su cuerpo."
208765,id-465,34,5,"Ses lianes poussent plus rapidement s’io vitsous un climat chaud. Quand elles deviennenttrop longues, il se les coupw."
209302,id-528,34,1,はなの　かたちが　おめでたいとこうふくを　よぶ　シンボルとしてまつる　ちいきも　あるという。
205171,id-135,,12,能够吸入空气中的负离子，有时会吐出大约有１００００伏特的高压电。
203622,id-36,34,1,
218824,rec-534-dup-0,33,7,El hormigón que preparan los Conkeld7rr esmucho más duro y resistente que el ordinaeioaunque la composición sea la misma.
212964,id-761,,4,受到襲擊時流下的汗水非常甜美可口。那種香氣會吸引更多敵人的注意。
210571,id-599,,12,据说在很久以前，是看到了齿轮儿的人发明了齿轮的构造。
219938,rec-416-dup-0,33,4,自由自在地指揮孩子們與敵人戰孩子們會為了女王而拼上性命
224277,id-408,23,7,Fue recreado a partir de un fósil con formz eaférica.Derriba a las presas a cabezazos.
219946,rec-416-dup-0,,7,Combate dirigiendo a sus larvas que obedecena su reina sin techistar y se sacrifican por ella sies necesario.
208121,id-423,33,12,为了觅食也会登上陆地。海兔兽经过的地方会留下黏糊糊的粘液。
212369,id-723,34,9,It never slacks when it comes to the task ofcleaning its featbers. Thorough preening keeps itlook'lng spiffy and its blade quills nice and sharp.
204505,id-102,34,5,"Il a besoin d’être constitué de ses six membrespour rester caome. Sitôt qu’il en manque un,il lui prend soudainement l’envie de fuir."
204125,id-67,34,5,Son corps robuste ne se fatifue jamais.Il n’hésite pas à aider les gen5 lorsqu’il s’agitde soulever des objets très lourds.
210724,id-610,34,4,
