tid,species,version,language,flavor_text
210550,id-598,34,11,
222148,rec-314-dup-0,,9,With its sweet aroma it guidesVolbear to draw signs with light inthe night sky.
222488,rec-150-dup-1,,8,Il suo DNA è quasi u9uale a quello di Mew.Ciò nonostante sono agli antipodi perdimensioni e carattere.
217332,rec-846-dup-0,34,6,Seine Bewegungsfreiheit ist stark eingeschränktwenn es vollgefressen ist. So wircl es zu leichterBeute für Urgl das es im Ganzen verschlimgt.
220289,rec-52-dup-1,34,12,为了不弄脏额头上的金币会常常洗脸伽勒尔o的喵喵关系不好
215116,id-888,,6,"Dieses Pokémon gilt als legendärer Held.Es nimmt Metall auf, wabdelt dies in eine Waffeum und kämpft damit."
210994,id-624,,4,揮舞銳利的刀刃將敵人逼向絕境。會用河灘的石頭來精心保養刀刃。
217441,rec-361-dup-0,33,12,据说半夜出现的雪w童子会带来s大雪靠吃雪和冰为生
224756,id-542,,5,"Quand il trouve de petits Pokémon, illeur coud des vêtements de feuil|es enutilisant ses coupoirs et son fil adhésif."
218765,rec-773-dup-0,33,12,
209209,id-521,34,9,This Pokémon is intelligent and intensely proud.People will sit up ancl take notice lf you becomethe Trainer of one.
208963,id-478,,3,마이너스 50도의 냉기를 뿜어먹이를 얼린 뒤 거처로가져가서 가지런히 나열한다.
212652,id-746,,1,１ぴきでは　とても　ひよわなためむれることで　てきに　たちむかうのうりょくを　かくとくした。
217611,rec-149-dup-0,34,3,바다의 화신이라고 불린다.망나뇽 형태의 조각상을뱃머리에 두는 배도 많다.
205566,id-172,34,6,"Tritt auch nur eine geringe Menge Elektrizität ausseinem kleinen Backentaschen aus, bekommt eseirien Schlag."
205545,id-171,34,5,"Il dégage une vive lumière pour éblovlr ses proies,puis leur inflige un choc électrique bien senti."
220510,rec-196-dup-0,,9,By reading air currents it can predict things sucbas the weather or its foes next move.
204728,id-113,34,8,
208614,id-458,,4,也許是因為海水溫度偏低，伽勒爾地區的小球飛魚動作似乎有點遲緩。
213927,id-828,34,7,Un Pokémon ágil y de afiladas garras que sealimenta de huevos y comicla robados. LosBoltund son su enemig0 natural.
209794,id-556,,4,會發出沙鈴般的聲音。鳥寶可夢會因那輕快的節奏而受驚飛走。
224426,id-455,23,6,"Sein süßlich riechender Speichel 2ieht Beute an,die es frisst. Es braucht eiben Tag, sie zu fressen."
208524,id-450,,4,生氣的時候非常凶暴。會噴出儲存在體內的沙子來引發沙塵暴。
215095,id-887,33,5,"Il vit en compagnie de Fantyrm qui logentdans les tr0us de ses cornes. Quand il passeà l’attaque, il les propulse à la vitesse du son."
217770,rec-817-dup-0,34,8,È intelligente ma svogliato. Dissemina ditrappole il suo territorio per tenere aliaoarga i nemici.
