tid,titleId,ordering,title,region,isOriginalTitle
6902,tt12537455,10,Anthropos stis rages,GR,0
6904,tt12541101,2,Garda personală,RO,1
6905,tt0285073,1,Eunice,US,0
6906,tt12531453,1,Сердце мира,RU,0
6911,tt12537037,8,I kravgi tou thanatou,GR,1
6913,tt3142914,3,Ask aglatir,TR,0
6914,tt1334247,2,Johnny Cash ja Folsom Prison,FI,0
6916,tt12543129,7,Supa Modo,IT,0
6929,tt0220626,1,Hölmölän kylän veijarit,FI,0
6932,tt12541101,3,Yojimbo Livvakten,SE,0
6933,tt0247196,18,Πριν πέσει η νύχτα,GR,0
6935,tt3314940,1,Roar,AU,0
6936,tt0087190,9,No Topo do Mundo,BR,0
6938,tt0247196,6,Antes que anochezca,PE,0
6940,tt12538616,6,Kwelling,BE,1
6941,tt0043677,7,Inside the Walls of Folsom Prison,US,0
6943,tt2080042,1,Peter Punk,AR,0
6944,tt6957448,1,Rampage 91,US,0
6950,tt0158117,14,Scrisoarea,RO,0
6959,tt4134678,1,Tutti insieme allimprovviso,IT,0
6961,tt3399368,7,Убийствен финал,BG,0
6963,tt12531412,2,Пятница вечер,RU,1
6967,tt12532884,5,Motín,AR,0
6975,tt0387937,3,Cipriano,DE,0
6981,tt1620956,4,Sania i Wróbel,PL,0
6983,tt12538616,1,Domanda di grazia,IT,0
6984,tt12532883,7,Meuterei im Morgengrauen,AT,0
6986,tt12538247,2,Последний вздох,RU,0
6987,tt0043677,13,Inside the Walls of Folsom Prison,CA,0
6988,tt12537617,13,De fordømtes øy,NO,0
6989,tt12539289,2,Létang tragique,FR,0
7002,tt5014322,3,1000 oczu dr Maddina,PL,0
7003,tt12538662,2,6 sullautobus,IT,1
7009,tt12544495,3,MTVs Club Dead,XWW,0
7010,tt0105597,5,Timebomb,CA,0
7012,tt7773250,1,Khotat Alshaitan,EG,0
7013,tt0105597,22,Időzített bomba,HU,0
7015,tt12542324,1,The Demonology of Desire,CA,0
7016,tt12541592,31,Невероятният Хълк,BG,0
7022,tt12534503,6,Mahkumlar,AZ,0
7027,tt0108622,7,Blade of Fury,FR,0
7031,tt12535644,1,Részletkérdések,HU,0
7033,tt12537037,4,Вой Банши,RU,0
7035,tt0045540,2,Aventuras no Oeste,BR,0
7036,tt0107964,3,Rio Diablo  Djävulens flod,SE,0
7039,tt0103893,6,Buffy  Vampyrdödaren,SE,0
7041,tt0063241,11,Die Wölfin,XWG,0
7044,tt12533047,3,Ava Gardner and Frank Sinatra,FR,0
7045,tt12532331,10,Der er noget i luften,DK,1
7052,tt6224632,2,Isolation,XWW,0
7053,tt0800080,24,Неймовірний Халк,UA,0
7054,tt12536309,1,68 Kill,US,0
7058,tt12538283,1,Tromos stous lofous,GR,0
7059,tt12538864,5,Impulsion,CA,1
7060,tt12544581,1,Californication Marcys Cougar Party,US,0
7061,tt0437803,7,Alien Siege  Tod aus dem All,DE,0
7065,tt12532444,1,Pluto som vallhund,SE,0
7069,tt8881102,1,Sweethearts,US,0
7076,tt12537070,13,バッフィ ザ・バンパイア・キラー,JP,0
7078,tt1754567,1,Ta mig,SE,0
7082,tt12545536,3,Tormimurdja,EE,1
7083,tt12541995,1,Sanya and the Sparrow,XWW,0
7089,tt12533044,8,Street Fighter The New Challengers,GB,1
7090,tt12538615,7,妄執の影,JP,0
7094,tt1871373,1,Somewhere to Disappear,FR,0
7095,tt12541932,2,Roofied A Double Dose,GB,0
7096,tt12538614,8,Kwelling,BE,0
7097,tt6355698,1,The Last Astronaut,US,0
7098,tt12532295,7,Ghost Story for Christmas The Ash Tree,GB,1
7101,tt0103893,24,Buffy Caçadora de Vampiros,PT,0
7102,tt0158117,11,クレーヴの奥方,JP,0
7106,tt0181449,1,Death A Love Story,US,0
7107,tt0035040,3,Um Marido a Preço Fixo,PT,0
7110,tt1992126,6,Unestate in montagna,IT,0
7116,tt0247196,15,Mielőtt leszáll az éj,HU,0
7118,tt12544518,7,Naga zemsta,PL,1
7119,tt12541101,23,Yojimbo,CA,0
7121,tt12533534,5,ステイト・オブ・ドッグス,JP,0
7126,tt6988208,10,Дом Ведьмы,RU,0
7127,tt12541356,4,WWE Vengeance,US,0
7130,tt12544031,1,Fuck Sasha Grey,US,0
7134,tt4730224,3,Час до убийства,RU,0
7137,tt12545835,7,Chrysalis,US,1
7138,tt0051755,10,I Bury the Living,AU,0
7142,tt1078899,6,Impuls,CZ,0
7143,tt12541101,5,Le garde du corps,FR,1
7145,tt12537416,4,Obca krew,PL,0
7148,tt12537070,6,Buffy la caza vampiros,AR,0
7150,tt12538614,19,Mennesker i trapez,DK,0
7151,tt12544520,4,Vengeance,FR,0
7154,tt7410352,5,Американска принцеса,BG,0
7156,tt12544632,8,TiM,TR,1
7160,tt12545536,10,Alex Rider Stormbreaker,IT,1
7162,tt12537590,6,Self Defense,US,1
7166,tt12538585,1,O Sonho dos Cavalos Selvagens,PT,0
7169,tt12541360,7,Nunca Estiveste Aqui,PT,0
7173,tt12534574,2,Der Löwe von Sparta,AT,0
7177,tt0342492,11,Jeongyukjeomui bimil,KR,0
7181,tt2180561,4,Маркетинг безумия Мы сошли с ума,RU,0
7186,tt0074235,11,Woody Guthrie  lyckans land,SE,0
7194,tt0066461,10,Който пее зло не мисли,BG,0
7195,tt12543761,2,Marlowe and Jordan in Songs and Impressions,US,0
7197,tt1078899,9,Desejo,PT,0
7199,tt12539504,9,Hot Rods to Hell,GB,1
7201,tt0816629,2,Rock podvraťáků,CZ,0
7203,tt12535744,3,Wild Things,US,0
7206,tt12541065,1,Beyond Black Mesa,GB,0
7207,tt12541101,29,Yojimbo  O Invencível,PT,0
7211,tt0169268,5,ステイト・オブ・ドッグス,JP,0
7213,tt12536431,3,The Formula,US,0
7214,tt0247196,17,Bevor es Nacht wird,DE,0
7218,tt12541732,3,Erotic Tales II,US,0
7221,tt12532137,9,Intromisión,AR,0
7222,tt0800080,33,Невероватни Хулк,RS,0
7223,tt12537590,5,SelfDefense,US,0
7225,tt3526322,1,American Made,US,0
7227,tt0074235,9,Dicsőségre ítélve,HU,0
7228,tt12536102,7,Ne félj a szerelemtől,HU,0
7229,tt12538176,1,Agua y aceite,MX,0
7233,tt7510284,1,National Theatre Live Cat on a Hot Tin Roof,AU,0
7236,tt12542968,10,Bichinhos de Estimação,BR,1
7238,tt0034251,9,Farligt område,SE,0
7239,tt4730224,6,Cuatro Stinkos,US,0
7244,tt0063241,3,La gatta dagli artigli doro,IT,0
7245,tt12543586,5,Coda,ES,0
7255,tt12531699,9,Aswang,PH,0
7258,tt0247196,28,Antes que anochezca,US,0
7269,tt12543283,1,UFOs Above and Beyond,US,0
7272,tt12540397,2,南の島のデラちゃん,JP,0
7276,tt12531473,10,Father of Four  On the Sunny Side,XWW,1
7277,tt12545394,2,Пекло у піднебессі,UA,1
7279,tt12537070,5,Buffy Caçadora de Vampiros,PT,0
7286,tt12540527,12,Código do Crime,PT,0
7288,tt0158117,3,La princesse de Clèves,FR,0
7291,tt3399368,5,Une dangereuse élève,FR,0
7292,tt12538615,2,Obsession,BE,1
7293,tt12535243,1,Waco II the Big Lie Continues,US,0
7295,tt12531237,1,Transit,GB,0
7297,tt0303418,1,Agua y aceite,MX,0
7299,tt12538614,12,Du sollst nicht töten,AT,0
7300,tt12538129,1,What Happened on the Moon  An Investigation Into Apollo,US,0
7306,tt12535785,26,Eni iz Grin Gejblsa,RS,0
7307,tt0431579,1,Új Gálvölgyishow,HU,0
7308,tt12534907,3,Zieloni rzeznicy,PL,0
7309,tt0220626,5,Hölmölän kylän veijarit 1,FI,0
7315,tt12537070,9,Buffy der Vampir Killer,DE,1
7316,tt3399368,4,Honor Student,US,0
7322,tt0161506,1,Dirty Movies,US,0
7331,tt9056994,1,The Counted,XWW,0
7332,tt12535372,1,The Postman Dreams,IT,0
7333,tt12537068,1,Buffy zabíjecka upíru,CZ,0
7334,tt12537457,6,Anthropos stis rages,GR,1
7335,tt12532331,8,For the Love of Mary,US,0
7336,tt0081563,14,Squilli di sangue,IT,0
7345,tt12545536,2,Pērkondārds,LV,0
7348,tt0110246,2,Kaspar Hauser  Verbrechen am Seelenleben eines Menschen,DE,0
7351,tt0247196,29,Preden se znoci,SI,0
7353,tt0034251,25,Mocvara,XYU,0
7354,tt0072308,18,Flammendes Inferno,DE,0
7356,tt0103893,13,バッフィ ザ・バンパイア・キラー,JP,0
7357,tt12534241,16,Ameaça Total,PT,0
7361,tt0105761,5,Virdzina,RS,0
7363,tt12540527,5,The Bletchley Circle,DE,0
7364,tt0034251,5,O Segredo do Pântano,BR,0
7366,tt7507362,2,Upside Down,XWW,0
7369,tt1078899,5,Desejo e Obsessão,BR,0
7370,tt0077932,8,Dark Rider,XWG,0
7372,tt12541101,50,Straż przyboczna,PL,0
7374,tt5643380,6,Taekwondo,ES,0
7375,tt12536010,9,Pop Aye,FR,1
7377,tt1078899,4,Импулс,BG,0
7382,tt12542273,2,Balcony,GB,0
7385,tt12541953,5,Ché Guevara  Aufstieg und Fall eines großen Revolutionärs,DE,0
7386,tt12535108,1,SNAP,GB,0
7387,tt2339956,1,Twin Reflex,US,0
7394,tt12532727,9,Brothers in Arms The Making of a Modern Western,US,1
7397,tt12537070,9,Buffy la cazavampiros,ES,0
7398,tt5660288,1,The Sideling Hill,US,0
7400,tt12539740,10,Der letzte Sommer der Reichen,AT,0
7401,tt12535558,5,2002 FIFA World Cup,JP,1
7402,tt12538729,7,Ta mig,SE,0
7403,tt12531236,1,Transit,GB,0
7405,tt3487334,1,Holly,HR,0
7407,tt0342492,15,Marinadimestari,FI,0
7415,tt0051755,8,I Bury the Living,GB,0
7420,tt0072308,8,Linferno di cristallo,IT,0
7433,tt4037876,1,Rafaël,NL,0
