tid,id,title,authors,venue,year
3,3BxllB4wwcIJ,Immunogold labelling is a quantitative method as demonstrated by studies on aminopeptidase N in  ,"GH Hansen, LL Wetterberg, H SjÃ¶strÃ¶m, O NorÃ©n","The Histochemical Journal,",1992
12,izK60fJMujQJ,"deD., D. Roncagliolo y U. Velarde (1997) Interactions and independence in stated preference  ",J OrtÃºzar,Proceedings of the 25 thEuropean Transport,
18,6wr9qvjWwy4J,Progress through ICH toward harmonization of genetic toxicology testing practices for  ,GS Probst,"Seattle, Washington DC,",
27,rgzK3sG-rnQJ,A Correctness Proof for a Practical Byzantine-Fault-Tolerant Replication Algorithm. Technical Memo  ,"M Castro, B Liskov",,1999
28,r3sCE4vukG0J,On a stochastic optimization algorithm using IPA which updates after every customer,"EKP Chong, PJ Ramadge","Proc. 28th Allerton Conf. on Communication, Control, and  &hellip;,",
34,fOH6aNSDFXkJ,An Empirical Review of Price Behaviour on the Internet,H Riquelme,"Electronic Markets,",2001
40,l8WNeX0WeSAJ,"Service specification and protocol construction for a layered architecture, University of Maryland  ",SL Murphy,"MD,",
45,HTf9AkxlLV8J,Lohman. GM R* Optimizer Validation and Performance Evaluation for Local Queries,LF Mackert,"Proceedings of SIGMODâ??86. Washington. May,",
51,jGMegWjZY4gJ,Nasal continuous positive airways pressure immediately after extubation for preventing morbidity in  ,"PG Davis, DJ Henderson-Smart","Cochrane Database Syst Rev,",2000
53,r7Nwb5Ja0V4J,Optimally sparse representations in general dictionaries by l 1 minimization,"D Donoho, M Elad","Technical Report, Statistics Department, Stanford University, ",
74,EsKG9q0qKyAJ,Hierarchical grouping in Artificial Intelligence. AAAI Spring Symposium on Artificial Intelligence  ,M Mortimer,,2000
77,PqcIPSRQCWMJ,"Process Specification Language: An Analysis of Existing Representations, NISTIR 6160, National  ","A Knutilla, C Schlenoff, S Ray, ST Polyak, A Tate, ","MD,",
89,JVtIV8YSaaYJ,Sybase IQ Multiplex-Designed For Analytics,"R MacNicol, B French",,
104,eFF15B-MYzoJ,Affinity Relation Discovery in Image Database Clustering and Content-based Retrieval,"ML Shyu, SC Chen, M Chen, C Zhang","Proceedings of the 12th annual ACM international conference  &hellip;,",2004
110,HBTKLk8SRrAJ,"Babel: A testbed for research in origins of language, 1998",A McIntyre,Submitted for,
119,3uMQgG34ohYJ,Cost Effective Dynamic Program Slicing,"X Zhang, R Gupta",,
120,aHyAwwaO2roJ,Pan-Browser Support for Annotations and Other Meta-Information on the World Wide Web,"MA Schickler, MS Mazer, C Brooks","WWW5 / Computer Networks,",1996
126,uUFs74KwOnAJ,Roussopoulos. PerformanceandScalabilityofClient-Server Database Architecture,A DelisandN,,1992
137,gUDVTijP9PcJ,A Value-Added Model for Electronic Commerce,TO'Daniel,"Electronic Markets,",
141,pScXi8veb-oJ,Preferential treatment for short flows to reduce web latency,"X Chen, J Heidemann","Computer Networks,",2003
148,K6Zu6bla8GgJ,Estimating DNA sequence entropy,JK Lanctot,,
204,ttr0t1Yr0u4J,Effects of externally mediated rewards on intrinsic motivation,EL Deci,"Journal of Personality and Social Psychology,",1971
208,j3iZLktsE0IJ,Transportation and World Development,JC Lowe,"Economic Geography,",1988
228,ar7Icaf1G8kJ,Implementing the earnings supplement project: a test of a re-employment incentive,HS Bloomâ?¦,,
229,AsiHF3HEpwQJ,Wharton L. Levy DH,RE Smalley,"H. Acc. Chem. Res,",
235,-4mC6Wz-vkQJ,Distributed restoration in telecommunications networks,D Johnsonâ?¦,"BT TECHNOLOGY JOURNAL,",1994
254,N0276nr35FgJ,h instability and 1= f noise in bipolar transistors,"Z Yiqi, S Qing","28th Annu. Proc. Int. Reliability Physics Symp,",
263,uL-ngYuiUK8J,MPEGâ??7 Camera,"T Ebrahimi, Y Abdeljaoued, RMF i Ventura, OD  ",,
272,url:http://adsabs.harvard.edu/abs/1974PhDT........51S,The formulation of molecular quantum mechanics with the aid of particle density operators and phase  ,M Schleicher,"&hellip;  Eidgenoessische Technische Hochschule, Zurich (Switzerland) &hellip;,",1974
273,DE5dZrbRKqUJ,Engineering Applications of Correlation and Spectral Analysis,"JS Bendat, A Piersol",,1980
274,NP13J8S06XYJ,Optimal selection of supply voltages and level-conversion during data-path scheduling under resource ,"M Johnson, K Roy","Proceedings of the 1996 IEEE/ACM International Conference on &hellip;,",
280,-RKzvr8swDEJ,"LP {the Larch prover: version 3.1, 1995",S Garland,"MIT, Laboratory for Computer Science, http://larch. lcs. mit. ",
282,DiyLLGIcUZQJ,â??Punctualityâ??and Verb Semantics,S Engelberg,,
284,DBh6rPNazToJ,Martingale estimating functions based on eigenfunctions for discretely observed small diffusions,M Uchida,,2004
285,SxkA8bJooH4J,Social Experimentation,H Riecken,,
287,CbVuJPvkwf0J,"Land degradation in the Yallahs Basin, Jamaica: historical notes and contemporary observations","D Barker, DFM McGregor","Geography,",
298,0NbPdN8x5a0J,Hits and Miss-es: A Year Watching the Web,J Graham-Cumming,"WWW6 / Computer Networks,",1997
300,dJDL6U89Jt4J,Description of the picture of a city,"J Stefanou, J Stefanou","Athens, Greece: NTUA Publications,",
302,kL4JPdyjdakJ,A Characterization of the Bivariate Normal-Wishart Distribution,"D Geiger, D Heckerman",,
303,La1Bik2hfmEJ,A University-Industry Association Model for Curriculum Enhancement.,M Passer,"New Directions for Higher Education,",1984
304,txo56JDKlAoJ,O-Linked Oligosaccharide on IgAl Hinge Region in IgA Nephropathy. Fundamental Study for Precise  ,"Y Hiki, A Horii, H Iwase, A Tanaka","CONTRIBUTIONS TO NEPHROLOGY,",1995
318,7gzs66FFgq8J,Database decomposition into 4NF,"G Grahne, K Raiha","9th VLDB,",
322,08QDvcElXwwJ,Collapse analysis of reinforced concrete frames under earthquake [A],"CM Liu, XL Liu","Proc. Int. Conf. on Concrete,",1992
327,G_hKspVqerEJ,Discrete subgroups of semisimple Lie groups,GA Margulis,,1991
328,Ire7Kl3ccqcJ,A direct particle simulation method for hypersonic rarified ow,JD McDonald,"Technical Report 411, Stanford University, March",
334,url:http://www.springerlink.com/index/T3P88243322727MJ.pdf,Deployment and support of complex integrated solutions,"I Buxton, SWJ Hodgkiss, GD King","BT Technology Journal,",1997
337,uIAJ9bt1wukJ,Dictionary Methods for Cross-Lingual Information Retrieval,"L Ballesteros, WB Croft","LECTURE NOTES IN COMPUTER SCIENCE,",1996
343,a41k5lrQfTwJ,The Situational Factors Affecting Teaching.,LD Fink,"New Directions for Teaching and Learning,",1984
