tid,titleId,ordering,title,region,isOriginalTitle
6901,tt12540984,1,Back to OZ,US,0
6902,tt12537455,10,Anthropos stis rages,GR,0
6903,tt12538541,4,Vera,PL,0
6904,tt12541101,2,Garda personală,RO,1
6906,tt12531453,1,Сердце мира,RU,0
6908,tt0059205,8,Frankenstein vs Baragon,XWW,0
6909,tt3089896,1,Ali AlZibaq,EG,0
6911,tt12537037,8,I kravgi tou thanatou,GR,1
6912,tt0043072,7,Tripolis,XWG,0
6914,tt1334247,2,Johnny Cash ja Folsom Prison,FI,0
6918,tt0055719,4,300 Spartanere,NO,0
6920,tt0271887,1,Zivi mrtvaci,YUCS,0
6921,tt0055630,30,Yojimbo el mercenario,MX,0
6923,tt0457121,3,Соловей,RU,0
6924,tt12538519,8,Frankenstein vs Baragon,XWW,0
6926,tt12532330,14,Deliciosa Mentira,BR,0
6927,tt12533289,7,Tempo de Espera,BR,0
6929,tt0220626,1,Hölmölän kylän veijarit,FI,0
6930,tt12537650,6,El diablo blanco,ES,0
6932,tt12541101,3,Yojimbo Livvakten,SE,0
6936,tt0087190,9,No Topo do Mundo,BR,0
6937,tt0055719,13,Der Löwe von Sparta,XWG,0
6939,tt12545484,4,The Prodigals Mother,US,0
6940,tt12538616,6,Kwelling,BE,1
6942,tt0019035,10,Paixão Sem Freio,BR,0
6945,tt12534801,2,Les clichés de la haine,CM,0
6947,tt12543922,1,Kiusaus,FI,0
6948,tt12538381,2,Killing Jesus,XEU,1
6949,tt12533220,8,Khodahafez Dokhtar Shirazi,IR,1
6950,tt0158117,14,Scrisoarea,RO,0
6958,tt12535879,2,Upptäcka kon,SE,0
6959,tt4134678,1,Tutti insieme allimprovviso,IT,0
6965,tt12535109,2,SNAP,GB,0
6967,tt12532884,5,Motín,AR,0
6968,tt0055630,17,大鏢客,TW,0
6970,tt12533446,6,Double Bang,US,1
6971,tt1268161,3,21 and a WakeUp,GB,0
6974,tt12535121,3,Tainted in Red,XWW,1
6975,tt0387937,3,Cipriano,DE,0
6977,tt12539291,11,Sumpfwasser,AT,0
6978,tt1145500,11,Puissance planète,FR,0
6981,tt1620956,4,Sania i Wróbel,PL,0
6983,tt12538616,1,Domanda di grazia,IT,0
6984,tt12532883,7,Meuterei im Morgengrauen,AT,0
6985,tt12533616,6,The Story of Kerry Josie and Diana,AU,0
6989,tt12539289,2,Létang tragique,FR,0
6990,tt1684914,6,Po nakljucju zaljubljena,SI,0
6991,tt12539476,3,Ensam Tillsammans,SE,0
6994,tt12545329,1,Crime Does Not Pay No 19 Think It Over,US,0
7000,tt12532330,1,Een lied in de wind,BE,0
7001,tt0047400,7,Jarretières rouges,BE,0
7002,tt5014322,3,1000 oczu dr Maddina,PL,0
7003,tt12538662,2,6 sullautobus,IT,1
7005,tt12532052,1,Sal Santen rebel,NL,0
7006,tt12544263,1,Inside Out,GB,0
7008,tt0047291,12,Du sollst nicht töten,AT,0
7011,tt12539619,9,The Big Swell,US,1
7012,tt7773250,1,Khotat Alshaitan,EG,0
7015,tt12542324,1,The Demonology of Desire,CA,0
7016,tt12541592,31,Невероятният Хълк,BG,0
7017,tt12540494,1,Wicked Conclusions,US,0
7018,tt12536237,9,Dianomi kat oikon,GR,1
7021,tt12538282,8,Dealuri canibale,RO,0
7023,tt0036374,5,Someone to Remember,US,0
7024,tt12538381,9,Matar a Jesús,IT,0
7026,tt1684914,2,Mulligan,PL,0
7029,tt0110818,5,Bichinhos de Estimação,BR,0
7031,tt12535644,1,Részletkérdések,HU,0
7033,tt12537037,4,Вой Банши,RU,0
7037,tt7272242,4,Killing Jesus,XEU,0
7045,tt12532331,10,Der er noget i luften,DK,1
7046,tt1545097,5,Harriet a Espiã Guerra de Blogs,PT,0
7052,tt6224632,2,Isolation,XWW,0
7054,tt12536309,1,68 Kill,US,0
7058,tt12538283,1,Tromos stous lofous,GR,0
7060,tt12544581,1,Californication Marcys Cougar Party,US,0
7062,tt0351716,4,Sheng Baoluo yi yuan zhi mi,CN,0
7065,tt12532444,1,Pluto som vallhund,SE,0
7066,tt0055719,11,De tappra 300,SE,0
7067,tt12534575,7,A háromszáz spártai,HU,0
7071,tt12539959,11,Crvene podvezice,XYU,0
7072,tt0055630,2,Yojimbo  Der Leibwächter,XWG,0
7075,tt8181336,2,Tim,IN,0
7076,tt12537070,13,バッフィ ザ・バンパイア・キラー,JP,0
7079,tt0395804,2,Verborgen gebreken,NL,0
7080,tt8485166,3,Un Entretien,FR,0
7081,tt12545834,1,Chrysalis,US,0
7082,tt12545536,3,Tormimurdja,EE,1
7083,tt12541995,1,Sanya and the Sparrow,XWW,0
7085,tt12545807,5,21 and a WakeUp,US,1
7086,tt12532111,3,The Fourth Reich,GB,1
7089,tt12533044,8,Street Fighter The New Challengers,GB,1
7090,tt12538615,7,妄執の影,JP,0
7091,tt12544866,1,La chica que cayó del cielo,ES,0
7092,tt12545092,9,Il pane,IT,0
7093,tt12534504,5,Mahkumlar,AZ,0
7094,tt1871373,1,Somewhere to Disappear,FR,0
7095,tt12541932,2,Roofied A Double Dose,GB,0
7096,tt12538614,8,Kwelling,BE,0
7102,tt0158117,11,クレーヴの奥方,JP,0
7103,tt0076210,22,Острів доктора Моро,UA,0
7104,tt12532254,9,GOLDFIEBER Der Ritt ins Todestal,DE,1
7106,tt0181449,1,Death A Love Story,US,0
7109,tt12544388,4,Тхэквондо,RU,0
7110,tt1992126,6,Unestate in montagna,IT,0
7112,tt12542026,7,Simbad E Il Califfo Di Bagdad,IN,0
7115,tt2040565,2,To Epos tou Biorn,GR,0
7117,tt12533381,9,Death weekend,SE,1
7118,tt12544518,7,Naga zemsta,PL,1
7119,tt12541101,23,Yojimbo,CA,0
7123,tt12538281,4,Хиллсайдские каннибалы,RU,0
7125,tt12536597,1,Race 2 Race,US,0
7126,tt6988208,10,Дом Ведьмы,RU,0
7128,tt12544907,4,WXW Rage TV,US,1
