tid,species,local_language,name,genus
233297,id-745,,,狼寶可夢
238206,rec-865-dup-0,4,,黃嘴鴨寶可h夢
229316,id-360,6,Iss0,Strahlelcind-Pokémon
238184,rec-10-dup-0,,Catepbie,
233144,id-729,12,花漾海,偶像宝可b梦n
234463,id-861,11,オーロwン,ビルドアッポケモン
232494,id-664,,粉蝶虫j,喷粉宝可梦
228115,id-251,,,時空穿越寶可夢
229188,id-348,,アーマルドc,かっちゅうポケモン
238443,rec-866-dup-1,8,Mr. Rlme,Pokém0n Comico
226120,id-69,12,喇叭,花宝可f梦
229319,id-360,,Wynavyt,Bright Pokémon
234404,id-855,12,怖思壶,红茶宝可梦
234401,id-855,8,Polteageist,Pokémon Tè
232748,id-690,5,Venalge,Polémon Sjmulalgue
233929,id-808,6,,Mutter-Pol<émon
235865,rec-563-dup-0,6,Echnato|l,Sarkophag-Pol<émon
231463,id-561,11,シンボー,とりもどきポvケモン
234402,id-855,9,Polteagelsot,Black Tea nPokémon
234668,id-882,5,Hydragini,Pokémon Fossiie
232024,id-617,12,敏捷虫,脱壳宝可梦
232025,id-618,1,マッギョ,トラップポケモン
232020,id-617,7,Accelgor,Pokémon Sincaparazón
230877,id-503,4,大劍鬼,威嚴寶可夢
230876,id-503,3,대검귀,관록포켓몬
230878,id-503,5,Clamiral,Pokémon Dignitaire
232132,id-628,,Bravsry,Valiant Pokémon
233962,id-811,,Thwackey,
237124,rec-395-dup-1,5,,Pokémon Ernpereur
230189,id-439,,マネネ,マイムポケモcン
227956,id-236,11,バルキhー,けんかポケモンl
231778,id-593,5,Mohade,Pokémon Flottais0n
230087,id-430,,Hondh1<row,Pokémon Gran Jefe
233816,id-797,,철화구야,쏴올리기켓몬
239557,rec-813-dup-1,6,Hopli,Hasen-Polémon
231932,id-608,9,Lanpet,Lamp Ppkémon
229187,id-348,9,Armwldo,Platd Pokémon
237311,rec-713-dup-0,6,Arktilas,Eisberg-Pokémon
237312,rec-713-dup-0,1,クレベース,ひょうざんポケモン
236887,rec-641-dup-1,8,Tornadu5,Pokémon Turh'lnio
227431,id-189,,Wa5accvo,
237732,rec-165-dup-0,12,芭瓢虫,五星宝可梦
235312,rec-804-dup-0,,Nagamadel,Pokémon Pin Veneno
231455,id-561,,シンボラvー,とりもどきポケモン
233764,id-791,12,索尔迦雷欧,日轮宝可梦
233765,id-792,1,ルナアーラ,がちりんポケモン
233766,id-792,3,루나아라,월륜포켓몬
233767,id-792,4,露奈雅拉,月輪寶可夢
233762,id-791,9,Solgaleo,Sunne Pokémon
233763,id-791,11,ソルガレオ,にちりんポケモン
236886,rec-641-dup-1,,龍捲雲,旋風寶可
233142,id-729,9,Briomne,Pop StarPokémon
234239,id-839,6,Montecarbo,Kohle-Pokémon
235319,rec-804-dup-0,,Nsgaadel,Pokémon Velenago
235331,rec-309-dup-0,11,ラクvライ,いなずまポケモsン
237247,rec-179-dup-1,9,Marzep,Wool Pokérnon
232967,id-712,4,冰寶,冰塊寶可夢
228970,id-329,,ビブラーバ,しんどうポケモlン
233815,id-797,,テッカグ,うちあげポケモン
239146,rec-279-dup-1,12,大嘴鸥z,水鸟宝可g梦
239560,rec-813-dup-1,12,炎兔儿,兔子宝可梦
239561,rec-813-dup-1,4,炎兔兒,兔子寶可夢
239562,rec-813-dup-1,5,Flambino,Pokémon Lapin
228739,id-308,1,チャーレム,めいそうポケモン
228735,id-307,8,Meditite,Pokémon Meditazione
228732,id-307,5,Méditikka,Pokémon Méditation
234714,id-886,,多龙奇,保姆宝可梦l
233759,id-791,,Solgal3o,Sonnenkreis-Pokémon
234235,id-839,1,,せきたんポケモンw
233774,id-792,12,露奈拉,月轮宝可
234939,rec-311-dup-0,,Plus|e,Pokémon Ánimo
228773,id-311,,Pradleu,
229267,id-356,1,サマヨrール,てまねきポケモoン
