tid,tconst,averageRating,numVotes
2,tt12532752,9.5,16
5,tt12533088,5.4,138
7,tt12535755,6.3,150
11,tt12534868,6.3,922
13,tt0040146,5.6,14
14,tt2578260,6.6,5
15,tt12534907,7.3,18812
18,tt12540399,6.0,6
20,tt0108622,6.7,355
24,tt12531412,6.5,1811
25,tt12533523,8.5,10
26,tt1456970,5.3,13
30,tt12540401,7.0,59
31,tt12541831,4.4,9
32,tt12539977,6.4,23
33,tt12533929,7.3,11
34,tt12532783,6.5,39
36,tt9035628,5.1,60
39,tt12539741,5.1,29
40,tt0039847,6.7,377
43,tt12533076,9.3,6
47,tt12534667,7.6,7
49,tt8181336,6.4,19
55,tt12538716,5.9,39
57,tt12532968,7.0,39
58,tt12541427,8.3,12
60,tt12538296,5.2,6
61,tt0311234,6.8,11
62,tt12537280,7.8,25
63,tt12538434,8.6,21
67,tt12543825,4.8,24
68,tt12543926,5.1,247
73,tt12531999,5.9,13
75,tt12539123,4.0,-1
76,tt12544195,4.6,30
78,tt12532254,7.4,61
79,tt12541733,5.2,64
80,tt0015156,5.2,5
81,tt2083932,5.9,15
84,tt12535617,6.9,23538
86,tt0499179,8.6,16
87,tt12535533,7.3,754
90,tt12535633,4.5,11
91,tt12545654,5.5,48
93,tt12532992,5.3,17
94,tt12542350,6.7,20
95,tt0035697,7.4,8
96,tt12542144,5.7,1172
97,tt12531800,5.0,755
98,tt12543138,6.5,5
99,tt12539478,8.2,11
103,tt12533288,6.6,247
104,tt12542862,7.3,15
106,tt12532204,2.6,24
107,tt0471839,5.2,31
108,tt12535644,4.9,8
109,tt12534926,6.4,126
111,tt3399368,5.0,290
112,tt12537316,6.6,7
113,tt12540297,6.1,10
114,tt12541775,6.1,18
120,tt12531195,7.9,11
123,tt1459073,7.4,11
126,tt12533194,7.3,7
127,tt12541504,4.9,243
132,tt12532136,7.1,76
136,tt12535808,6.2,28
140,tt12543980,5.1,17
142,tt12541380,4.4,1189
143,tt12540779,5.9,6
145,tt12545636,7.2,439
146,tt12533448,4.5,386
147,tt12543668,6.3,2400
149,tt12531668,10.0,15
150,tt1124107,7.3,21
151,tt2308048,6.6,13
152,tt12534147,6.4,7
154,tt12535270,8.0,12
156,tt12541379,4.4,1186
158,tt12545148,9.0,7602
160,tt12531236,7.1,11
162,tt1674052,6.6,5
163,tt12545536,5.1,22995
165,tt12533850,6.9,10
166,tt12537406,8.2,16
169,tt12532474,7.0,7
171,tt12541929,6.9,0
172,tt12531231,5.0,7
174,tt12544455,4.2,1
177,tt12539622,6.0,-4
182,tt12542856,8.0,22
184,tt12541915,4.4,299
189,tt3073216,6.4,5
190,tt12532745,6.6,7
192,tt12537971,5.9,5
195,tt12536221,7.0,13
198,tt12532677,8.1,91
201,tt12538572,6.9,30
205,tt12544326,4.6,52
208,tt1024156,9.0,111
209,tt0350750,3.8,13
210,tt12537038,4.0,2173
211,tt12543923,5.6,15
212,tt12535451,8.7,6
214,tt12536429,7.6,83
215,tt12535069,5.7,21
218,tt6083652,8.4,5
219,tt12543760,4.6,12
220,tt12542760,7.5,167
221,tt12543412,8.0,45
222,tt12534923,6.7,348
224,tt12540343,7.5,56
225,tt12533514,8.4,9
228,tt3526322,7.2,5
229,tt12537583,6.6,59
230,tt12545128,5.8,96
231,tt12532919,7.7,176
237,tt12545129,5.3,95
238,tt12536238,7.9,17
241,tt2513610,8.0,5
242,tt12538563,5.0,9
243,tt12542065,7.2,17
247,tt6876646,8.5,8
249,tt12543415,5.0,6
251,tt12545321,7.4,5
254,tt12545611,7.1,7
255,tt12532704,1.7,26
256,tt12532279,5.4,13
258,tt0457121,7.4,43
259,tt0835031,7.0,8
260,tt12535614,6.8,13
268,tt12539664,6.1,116
269,tt12539069,5.9,14
272,tt0954423,7.8,9
276,tt12538615,6.5,96
277,tt12538867,7.8,33
279,tt12534428,7.5,26
281,tt12535196,5.3,34
282,tt12542127,5.5,21
285,tt0314490,6.0,5
294,tt12545898,7.6,15
296,tt12534252,5.9,10
298,tt12536597,6.1,5
300,tt12541993,6.1,19
302,tt12544459,8.0,131
303,tt12534406,5.2,36
304,tt12539679,4.3,5
306,tt12541213,6.4,-4
308,tt12544079,6.0,1551
309,tt12532389,7.1,17
310,tt12537301,6.4,36
313,tt12532006,6.3,25
315,tt12536433,8.5,13
316,tt12536045,6.5,332
319,tt12538412,5.9,14
320,tt12541065,5.7,10
321,tt12540368,6.7,217
323,tt12535434,7.2,24
324,tt12537920,4.8,-3
327,tt12540460,5.8,145
329,tt3364888,6.1,11
331,tt12541325,7.2,5
334,tt12540918,5.6,426
340,tt12531232,4.7,5
341,tt12539456,7.1,30
343,tt12544532,4.0,2
344,tt12535285,5.9,30
