tid,titleId,ordering,title,region,isOriginalTitle
6900,tt12544519,9,Vingança Nua,BR,0
6901,tt12540984,1,Back to OZ,US,0
6903,tt12538541,4,Vera,PL,0
6905,tt0285073,1,Eunice,US,0
6906,tt12531453,1,Сердце мира,RU,0
6910,tt12545337,9,Recuerdos de la guerra,AR,1
6911,tt12537037,8,I kravgi tou thanatou,GR,1
6913,tt3142914,3,Ask aglatir,TR,0
6914,tt1334247,2,Johnny Cash ja Folsom Prison,FI,0
6916,tt12543129,7,Supa Modo,IT,0
6918,tt0055719,4,300 Spartanere,NO,0
6920,tt0271887,1,Zivi mrtvaci,YUCS,0
6921,tt0055630,30,Yojimbo el mercenario,MX,0
6923,tt0457121,3,Соловей,RU,0
6925,tt12537166,4,Un Amore Per Due,IT,1
6928,tt1863203,4,Работодатель,RU,0
6934,tt5078214,17,В легло с Виктория,BG,0
6936,tt0087190,9,No Topo do Mundo,BR,0
6937,tt0055719,13,Der Löwe von Sparta,XWG,0
6940,tt12538616,6,Kwelling,BE,1
6942,tt0019035,10,Paixão Sem Freio,BR,0
6943,tt2080042,1,Peter Punk,AR,0
6950,tt0158117,14,Scrisoarea,RO,0
6951,tt5078214,5,Na Cama Com Victoria,PT,0
6952,tt12535616,5,在夜幕降臨前,TW,1
6957,tt0202181,9,Koara bôi kokkî,JP,0
6958,tt12535879,2,Upptäcka kon,SE,0
6959,tt4134678,1,Tutti insieme allimprovviso,IT,0
6960,tt0457495,16,Alex Rider Stormbreaker,FR,0
6961,tt3399368,7,Убийствен финал,BG,0
6963,tt12531412,2,Пятница вечер,RU,1
6968,tt0055630,17,大鏢客,TW,0
6974,tt12535121,3,Tainted in Red,XWW,1
6976,tt12544519,1,Naga zemsta,PL,0
6977,tt12539291,11,Sumpfwasser,AT,0
6978,tt1145500,11,Puissance planète,FR,0
6980,tt0047434,5,The Runaway Bus,GB,0
6981,tt1620956,4,Sania i Wróbel,PL,0
6983,tt12538616,1,Domanda di grazia,IT,0
6984,tt12532883,7,Meuterei im Morgengrauen,AT,0
6985,tt12533616,6,The Story of Kerry Josie and Diana,AU,0
6986,tt12538247,2,Последний вздох,RU,0
6989,tt12539289,2,Létang tragique,FR,0
6992,tt12544519,3,Naked Vengeance,GB,1
6995,tt0457495,19,Алекс Райдър Операция Стормбрейкър,BG,0
6996,tt12534013,10,See Plum Run,CA,1
6997,tt1010415,4,Любовните песни на клуб Лолита,BG,0
6998,tt12541100,7,Yojimbo,NZ,1
7002,tt5014322,3,1000 oczu dr Maddina,PL,0
7015,tt12542324,1,The Demonology of Desire,CA,0
7016,tt12541592,31,Невероятният Хълк,BG,0
7020,tt12542250,5,Psykos i Stockholm,SE,1
7021,tt12538282,8,Dealuri canibale,RO,0
7022,tt12534503,6,Mahkumlar,AZ,0
