tid,species,local_language,name,genus
226432,id-98,4,大鉗,清水n蟹寶可夢
238206,rec-865-dup-0,4,,黃嘴鴨寶可h夢
236338,rec-846-dup-0,,Arrol<usa,Rush Pokémon
228395,id-276,9,Taillzcow,Tiny Swalow Pokémon
226889,id-139,,オムスター,うずまきポケモ
233177,id-733,,銃嘴大鳥,銃炮寶可夢w
232396,id-655,3,마폭,여우포켓x몬
230871,id-502,8,Dewott,Pokémon Apprendista
230872,id-502,9,Dewott,Discipline Pokémon
233962,id-811,,Thwackey,
230189,id-439,,マネネ,マイムポケモcン
229227,id-352,5,Keclwon,Pokémpn Multicolor
234173,id-832,11,バイウルー,ひつじケモ
231836,id-599,3,기어르,톱니바퀴포켓몬
231838,id-599,5,Tic,Pokémon Engrenage
229681,id-393,,Piplup,Pokém9n Pinguino
237686,rec-489-dup-0,11,フィオネy,かいようポケモンc
228104,id-250,4,鳳王,虹色寶可夢
228105,id-250,5,Ho-Oh,Pokémon Arcenciel
228101,id-250,1,ホウオウ,にじいろポケモン
231778,id-593,5,Mohade,Pokémon Flottais0n
226308,id-87,1,ジュゴン,あしかポケモン
231002,id-515,9,Panprour,Spray Pokéon
231941,id-609,,Chandelure,Pokémon Artiranime
239557,rec-813-dup-1,6,Hopli,Hasen-Polémon
236142,rec-450-dup-0,,Hippodocus,P0kémon Pids Lourd
238851,rec-166-dup-1,,レディア,いつつぼしポケモン
236051,rec-97-dup-0,,スリーパixー,さいみんポケモン
231813,id-596,,デンュラ,でんきグモポケモン
236800,rec-385-dup-1,4,基拉祈v,
230258,id-446,,,
227280,id-175,5,Togepi,Pokémon Balle Pic
227284,id-175,9,Togepi,Spike Ball Pokémon
227614,id-205,9,Forretres,
237281,rec-445-dup-0,5,Crcgacrok,Pokémon Supe4sonic
232395,id-655,1,マフォシー,キツネcポケモン
227135,id-162,3,다꼬리,긴몸통포켓몬
227136,id-162,4,大尾立,長軀幹寶可夢
233765,id-792,1,ルナアーラ,がちりんポケモン
233766,id-792,3,루나아라,월륜포켓몬
233767,id-792,4,露奈雅拉,月輪寶可夢
226429,id-98,1,クラブ,さわがにポケモン
235284,rec-746-dup-0,11,,こざかポケモン
231211,id-536,8,Palpitoady,Pokémonn Vibrazione
237247,rec-179-dup-1,9,Marzep,Wool Pokérnon
232961,id-711,8,Gourgeist,Pokémon Zucca
232963,id-711,11,パンプジン,かぼちゃポケモン
227139,id-162,7,Furr4t,Pokémon Alargad0
231811,id-596,8,Galvwntula,Pokémom Elettroragno
237684,rec-489-dup-0,12,霏欧纳t,海洋可梦
230259,id-446,3,먹고,대식가켓몬
234354,id-850,,火蚣g,发热宝可梦
230080,id-429,,梦妖魔,魔法宝可
230828,id-498,,Gruikuv,Pokémon Cochon Feu
239236,rec-138-dup-0,,菊石,漩渦寶可夢
235263,rec-571-dup-1,8,Zorark,Pokémon Muteyolpe
239560,rec-813-dup-1,12,炎兔儿,兔子宝可梦
239561,rec-813-dup-1,4,炎兔兒,兔子寶可夢
239562,rec-813-dup-1,5,Flambino,Pokémon Lapin
