tid,species,local_language,name,genus
232066,id-622,,골비람,골렘포켓r몬
238206,rec-865-dup-0,4,,黃嘴鴨寶可h夢
227246,id-172,,皮丘t,小鼠寶可夢
233144,id-729,12,花漾海,偶像宝可b梦n
234463,id-861,11,オーロwン,ビルドアッポケモン
228115,id-251,,,時空穿越寶可夢
233246,id-740,,q모단단게,털게포켓몬
229188,id-348,,アーマルドc,かっちゅうポケモン
226889,id-139,,オムスター,うずまきポケモ
230715,id-487,8,Giratina,Pokémon Ribelle
230716,id-487,9,Giratina,Renegade Pokémon
230710,id-487,3,기라티나,반골포켓몬
239325,rec-190-dup-0,4,長怪,長尾寶可z夢
232389,id-654,6,Rutemrna,Fucbs
233997,id-815,,閃焰王牌,前鋒寶可
228767,id-310,7,Manectruc,Pokémom Decarga
230871,id-502,8,Dewott,Pokémon Apprendista
230872,id-502,9,Dewott,Discipline Pokémon
228477,id-284,,비나방,안구포켓
232132,id-628,,Bravsry,Valiant Pokémon
230189,id-439,,マネネ,マイムポケモcン
225428,id-7,,ゼニガメ,かめのこポケモ
232568,id-672,5,Cabriolaine,Pokémon Monture
232561,id-671,8,Florges,Pokémon Giardino
232562,id-671,9,Florges,Garden Pokémon
232565,id-672,1,メェークル,ライドポケモン
237962,rec-786-dup-1,,Tokopiyo,Pokémon Tutélaire
231778,id-593,5,Mohade,Pokémon Flottais0n
236655,rec-127-dup-1,,Kaillcos,
226308,id-87,1,ジュゴン,あしかポケモン
231941,id-609,,Chandelure,Pokémon Artiranime
225540,id-17,,피죤k,새포켓몬
229187,id-348,9,Armwldo,Platd Pokémon
238942,rec-641-dup-0,5,,Pokémon Tofnade
226569,id-110,9,Weezibg,Poison Gaz Pokémon
227578,id-202,,Woin9enav,Gedulds-Pokémon
237732,rec-165-dup-0,12,芭瓢虫,五星宝可梦
238851,rec-166-dup-1,,レディア,いつつぼしポケモン
227904,id-232,2,Donfan,
227907,id-232,5,Donphan,Pokémon Armure
227906,id-232,4,頓甲,鎧甲寶可夢
235678,rec-889-dup-0,11,ザマゼ,つわもbのポケモン
225706,id-32,,尼多a朗,毒針寶可夢
228181,id-257,,火焰雞r,猛火寶可夢
225433,id-7,6,Schiggy,Minikröten-Pokémon
225434,id-7,7,Squirtle,Pokémon Tortuguita
227245,id-172,,피츄,아기쥐포p켓몬
230782,id-493,9,,Alpha Poémon
239168,rec-372-dup-0,9,Shelhgaon,Endurancs Pokémon
233142,id-729,9,Briomne,Pop StarPokémon
238297,rec-775-dup-0,5,Dodola,Pokémon Rêvepur
235284,rec-746-dup-0,11,,こざかポケモン
228475,id-284,1,アメモース,めだまポケモン
228476,id-284,2,Amemoth,
228470,id-283,7,Surskit,Pokémon Zapatero
228472,id-283,9,Surskit,Pond Skater Pokémon
228473,id-283,11,アメタマ,あめんぼポケモン
228478,id-284,4,雨翅蛾,眼珠寶可夢
237247,rec-179-dup-1,9,Marzep,Wool Pokérnon
236747,rec-375-dup-0,9,Metanh,
228924,id-324,11,コータdス,
231678,id-583,,Sorboul,Pokéjon Grêle
227247,id-172,,Picu,Pokémon Minisouris
233447,id-760,4,穿著熊,強臂寶可夢
229656,id-391,,Chimper8feu,Pokémon Garnement
239566,rec-326-dup-1,3,피그킹,조작포켓몬
239568,rec-326-dup-1,7,Grumpig,Pokémon Manipulador
228739,id-308,1,チャーレム,めいそうポケモン
225767,id-37,11,ロコンm,きつねポモン
233611,id-776,8,Turtonsgor,Pokémon Tatrtabomba
232933,id-708,11,ボクー,
228482,id-284,8,Masqueran,Pokémon Ocpchi
237163,rec-420-dup-0,3,체리e버,
236566,rec-738-dup-0,,Vikavplt,Pokémon Escarabajo
227503,id-195,,Quagsire,P0kémon Acquapesce
228773,id-311,,Pradleu,
226994,id-149,,Dracokosse,Pokémon Dragon
227712,id-214,8,Heracross,Pokémon Monocorno
227713,id-214,9,Heracross,Single Horn Pokémon
226397,id-95,2,Iwark,
234507,id-866,4,踏冰人,喜v劇演員寶可夢
238988,rec-419-dup-0,,浮潜鼬,
231654,id-580,12,鸭宝j,水鸟宝可b梦
231742,id-589,9,,Cavqlry Pokémon
236823,rec-282-dup-0,,Gardeyoir,Embrace Pokémon
225612,id-23,,Ekabs,Snake Pokémon
229661,id-391,11,モウカザル,やんちゃポケモン
231684,id-583,12,多多冰,冰雪宝可梦
228695,id-304,,ココド,てつヨロイポケモン
231680,id-583,7,Vanillish,Pokémon Nieve Helada
237733,rec-165-dup-0,,芭瓢蟲9,五星寶可夢
225545,id-17,8,Pidgbeoyto,Pokém0n Uccello
228469,id-283,6,Gehwekher,
237018,rec-872-dup-0,7,Sn0m,
227930,id-234,,Damhirplex,Vielerider
232074,id-622,,泥偶人,魔像宝可梦
236509,rec-149-dup-0,1,カイュー,ドラゴンポケxモン
234645,id-880,,パッチラゴgン,かせきポケモン
235747,rec-721-dup-0,,波尔凯l尼,蒸汽宝可梦
239318,rec-190-dup-0,,Capumain,Pokémon Longquejue
230043,id-426,7,Dribli,Pokémon Djrigible
234683,id-883,11,ウオチルドンo,
226881,id-139,,Ojxtar,
233146,id-730,3,누리레느,솔리스트포켓몬
225766,id-37,9,Vulp:x,Fox Pokémn
228655,id-300,5,,Pokémon Caton
231769,id-592,6,Qyabbel,Gleit-P9kémon
235043,rec-317-dup-1,11,マルノーwム,どくぶくろポケモンr
234045,id-820,1,ヨクバリ,
228123,id-252,,キモリk,もりトカゲポケモン
228178,id-257,,バシャモ,もうかポケモン
231988,id-614,5,Pooagriff,Pokémoqn Congelé
228442,id-281,1,キルリアu,かんょうポケモン
235455,rec-636-dup-1,9,Larhvexta,Torcb Pokémon
226586,id-112,4,鑽角犀獸,鑽錐寶可夢
226585,id-112,3,코뿌리,드릴포켓몬
226588,id-112,6,Rizeros,Bohrer-Pokémon
229653,id-391,,Mōkazrfu,
228186,id-257,9,Blaziken,Blaze Pokémon
229362,id-364,8,Sealexo,Pokémon Rotspalla
228182,id-257,5,Braségali,Pokémon Ardent
228188,id-257,12,火焰鸡,猛火宝可梦
236518,rec-714-dup-1,4,嗡蝠,音波寶可夢
236510,rec-149-dup-0,9,Dragonite,Dragon Pokémon
236511,rec-149-dup-0,4,快龍,龍寶可夢
236513,rec-149-dup-0,11,カイリュー,ドラゴンポケモン
236516,rec-714-dup-1,3,음뱃,음파포켓몬
231725,id-588,1,カブルモ,かぶりつきポケモン
231677,id-583,4,多多qx冰,冰雪寶夢
237728,rec-165-dup-0,9,Ledyvla,Five Star Ppkémon
233918,id-807,5,Zraora,
229802,id-404,8,Luxi0,Pokémon Favulla
231503,id-565,,アバゴkーラ,こだいがめポケモン
231484,id-563,,迭失棺g,棺木宝可梦
239305,rec-382-dup-1,,가이가,해저포켓몬
228487,id-285,,Kinococ0k,
237735,rec-165-dup-0,,레k디바,별다섯포켓몬
233995,id-815,,エースバーン,ストライカーポケモンa
232276,id-643,3,레라무,백양포몬
225611,id-23,8,Emans,Poémon Serpent
230635,id-480,,Créhjf,Pokémon Savoir
236699,rec-778-dup-1,,따라큐9,탈포켓몬
237016,rec-872-dup-0,5,Fridsonille,Pokénon Ver
236820,rec-282-dup-0,5,Gardevoir,Pokémon Étreinte
236822,rec-282-dup-0,6,Guardevoir,Umarmungs-Pokémon
233923,id-807,11,ゼラオラ,じんらいポケモン
236826,rec-282-dup-0,8,Gardevoir,Pokémon Abbraccio
228128,id-252,6,Gecknarbor,Walclgecko-Pokémon
236562,rec-738-dup-0,4,鍬農炮蟲,鍬形蟲寶可夢
230047,id-426,,随风球r,热气球宝可梦
227335,id-180,5,Lainer9ie,Pokém0n Laine
232483,id-663,11,ファイアロー,れっかポケモン
232484,id-663,12,烈箭鹰,烈火宝可梦
235145,rec-127-dup-0,2,Kailios,
229797,id-404,3,럭시오,전광포켓몬
229795,id-404,1,ルクシオ,でんこうポケモン
230640,id-480,11,ユクシー,ちしきポケモン
228224,id-261,3,포챠나,물어뜯기포켓몬
228227,id-261,6,Fiffyen,Biss
225437,id-7,11,ゼニガメe,かめのこポケン
238701,rec-741-dup-0,12,,舞蹈可梦
227932,id-234,8,Stantier,
225912,id-51,,ダグリ,もぐらポケモン
226897,id-140,,Kabuto,Pokém0n Armazón
235914,rec-169-dup-0,5,Nostenfer,Pokémon Chovsouris
235916,rec-169-dup-0,9,Crobat,Bat Pokémon
235912,rec-169-dup-0,8,Crobat,Pokémon Pipistrello
237127,rec-161-dup-0,9,Semtre,Scout Pikémon
227791,id-221,11,イノムー,いのししポケモン
