tid,tconst,averageRating,numVotes
2,tt12532752,9.5,16
5,tt12533088,5.4,138
24,tt12531412,6.5,1811
26,tt1456970,5.3,13
31,tt12541831,4.4,9
48,tt12540917,5.8,432
51,tt12541653,6.5,24
57,tt12532968,7.0,39
60,tt12538296,5.2,6
75,tt12539123,4.0,-1
102,tt12538281,2.5,803
105,tt12531413,6.7,1811
111,tt3399368,5.0,290
112,tt12537316,6.6,7
113,tt12540297,6.1,10
118,tt0234528,8.6,9
126,tt12533194,7.3,7
128,tt12536078,5.3,14
135,tt0494712,2.3,805
145,tt12545636,7.2,439
147,tt12543668,6.3,2400
150,tt1124107,7.3,21
151,tt2308048,6.6,13
152,tt12534147,6.4,7
153,tt0865634,8.4,52
154,tt12535270,8.0,12
156,tt12541379,4.4,1186
157,tt12534827,7.4,6
163,tt12545536,5.1,22995
165,tt12533850,6.9,10
174,tt12544455,4.2,1
175,tt12540048,7.6,9
178,tt0378450,8.0,23
196,tt0350037,6.3,149
197,tt12533903,7.1,54
199,tt10410130,9.1,8
208,tt1024156,9.0,111
210,tt12537038,4.0,2173
212,tt12535451,8.7,6
214,tt12536429,7.6,83
216,tt12536445,7.0,256
218,tt6083652,8.4,5
219,tt12543760,4.6,12
220,tt12542760,7.5,167
222,tt12534923,6.7,348
233,tt12535438,5.4,55
243,tt12542065,7.2,17
256,tt12532279,5.4,13
260,tt12535614,6.8,13
291,tt12537760,7.3,88
299,tt12539619,7.7,7
300,tt12541993,6.1,19
311,tt1672376,6.4,5
312,tt1754315,8.8,11
315,tt12536433,8.5,13
341,tt12539456,7.1,30
342,tt12531526,5.0,835
344,tt12535285,5.9,30
347,tt12532954,6.5,88
362,tt12541407,8.8,53
367,tt12535122,8.2,7
380,tt12533308,7.9,65
393,tt12541032,6.2,16
396,tt12535557,7.9,350
400,tt12539742,5.0,29
405,tt12535618,5.2,125
416,tt12534909,7.2,18816
427,tt12545335,3.2,552
430,tt12538548,7.3,109
431,tt12540629,6.8,3
434,tt12535619,5.7,123
453,tt12541777,6.2,25
455,tt12537206,7.7,8
459,tt0387616,8.1,516
461,tt5533118,7.7,6
462,tt12545568,7.5,13
463,tt0094926,4.8,79
465,tt12544496,6.9,8
494,tt12533504,4.3,8
495,tt12536921,8.8,15
499,tt12537392,6.0,231
501,tt12538017,7.0,15
504,tt12542273,7.7,178
507,tt12534800,5.3,358
522,tt0063241,5.7,74
535,tt12543284,6.7,18
547,tt12543927,5.0,250
553,tt12542568,5.8,127
561,tt1078899,4.8,1597
565,tt0391140,5.2,5
568,tt12531610,5.2,53
572,tt12537718,7.6,8
574,tt12536184,3.6,9
577,tt12545835,4.2,296
596,tt12541834,3.7,40
601,tt12542280,6.2,128
604,tt2099698,7.3,76
606,tt5120734,6.7,91
608,tt0195054,6.4,120
609,tt0023465,6.4,114
611,tt12540201,5.5,17
629,tt7176076,9.3,20
636,tt0019924,6.4,8
637,tt2234551,7.7,62
652,tt12537839,7.1,101
654,tt0340422,6.5,10
663,tt12533846,9.0,103
666,tt12531230,4.6,-5
669,tt2207026,6.6,63
676,tt12531639,8.1,-4
678,tt12535776,6.9,16
679,tt0482220,7.4,14
685,tt12542548,7.6,7
698,tt12539758,5.4,150
706,tt12543673,6.0,12
708,tt12535878,7.1,23
712,tt12531196,7.9,20
716,tt12535326,5.0,79
721,tt12541633,5.3,13
724,tt0205872,5.5,62
731,tt0212651,7.2,5
734,tt0047291,6.6,101
739,tt12544846,7.2,38
742,tt12540412,6.7,138
750,tt12543141,5.4,5
754,tt0024207,4.2,12
756,tt12540215,6.5,21
758,tt12531575,7.9,8
764,tt12543655,5.8,81
771,tt12537919,4.8,5
780,tt12544708,8.3,13
786,tt12540106,6.2,2823
792,tt12535534,7.3,749
796,tt3740292,8.1,19
806,tt12542890,7.8,-4
807,tt12537804,7.3,2
819,tt0382255,6.8,299
821,tt12541776,6.1,18
831,tt12531865,4.8,2142
834,tt12541101,8.3,105759
835,tt0029768,5.8,35
836,tt12537405,7.8,13
838,tt12532421,6.7,13
842,tt12544565,7.7,163
850,tt0762082,7.9,20
864,tt3728382,5.6,21
865,tt12536015,7.8,6
884,tt12533849,6.5,10
887,tt2104487,5.9,13
892,tt1291631,7.2,21
902,tt2080042,3.7,43
903,tt12542632,7.1,251
906,tt6766384,5.0,7
909,tt0285073,8.2,165
920,tt12539279,6.0,96
921,tt12531474,4.1,88
922,tt12534961,8.9,20
932,tt12541835,3.4,44
937,tt12532458,6.1,13
938,tt12536517,4.6,9
944,tt12545862,7.1,615
952,tt12542103,9.1,14
953,tt12538614,6.9,101
958,tt12539094,8.1,46
960,tt1591903,7.1,9
968,tt12538844,8.1,18
975,tt12536019,6.0,46
