id1,id2
1818,7075
1838,7934
1858,9637
1884,9542
2004,3710
2026,4601
2187,2418
2188,8063
2252,4733
2317,4988
2366,2367
2406,7291
2571,9019
2771,5458
2807,7064
2813,3155
2823,4684
2950,8135
2957,3106
3086,3215
3125,4140
3134,6210
3134,11531
3185,4631
3222,4451
3296,4271
3356,6955
3383,6969
3395,4563
3475,8592
3529,4114
3539,4190
3670,4441
3670,7515
3670,7769
3670,8151
3678,4266
3678,6690
3722,6719
3722,8453
3757,6377
3792,8891
3793,4895
3793,9209
3931,5754
3976,6776
3990,9601
4108,7977
4178,7199
4179,4911
4184,6950
4266,6690
4282,7549
4348,7170
4395,8725
4419,7644
4441,7515
4441,7769
4441,8151
4508,9662
4520,6174
4586,7633
4588,4774
4613,6116
4676,8097
4709,4710
4804,10231
4843,8794
4851,7708
4895,9209
4959,10085
5010,5205
5025,9863
5052,7347
5099,11530
5204,7514
5289,11455
5360,8430
5392,9486
5394,5418
5477,8368
5549,10133
5574,7562
5664,8717
5731,8779
5776,9008
5780,5782
5835,9278
5867,11166
5921,8423
5988,8859
6102,9115
6210,11531
6246,10301
6314,8464
6339,7517
6354,8424
6358,9694
6374,9777
6413,7975
6423,7428
6506,6952
6547,6741
6620,7622
6620,8349
6663,6665
6719,8453
6722,7707
6737,7722
6761,7869
6761,10361
6771,8507
6788,7563
6798,9068
6802,7794
6802,8890
6811,7429
6858,7653
6858,8029
6858,10230
6858,10383
6919,8060
6922,9161
6925,6926
6944,7731
7008,8831
7094,9189
7123,9038
7134,9695
7161,8131
7192,7778
7201,8536
7211,7614
7223,9793
7341,10107
7344,8291
7363,8118
7367,10240
7404,7405
7460,8578
7515,7769
7515,8151
7540,7542
7540,8823
7542,8823
7581,10320
7599,10293
7604,7980
7605,9762
7622,8349
7653,8029
7653,10230
7653,10383
7664,10119
7769,8151
7794,8890
7869,10361
7918,9172
7920,8494
8029,10230
8029,10383
8043,8120
8043,8234
8120,8234
8140,10102
8224,8754
8260,8445
8265,9149
8274,8805
8301,9114
8306,8663
8344,9229
8609,9130
8640,10314
8664,10000
8668,8843
8718,8908
8901,11150
9327,9412
9348,9485
9588,9811
9614,9678
9713,9738
9807,10312
9838,11388
10230,10383
10253,10368
10785,10833
11006,11008
11088,11190
