tid,species,version,language,flavor_text
222195,rec-179-dup-1,25,11,
220766,rec-882-dup-0,,3,특유의 다릿심으로 시속 601<m이상으로 달릴 수 있지만물속에서만 호흡할 수 있다.
212489,id-729,34,9,"On nights when the sea is calm, Broonne danc3with one another to the singing of the Primarinathat’s leading them."
224385,id-430,23,7,"Si uno lanza un grito profundo, loa demás acuden.Por eso se le llama también Invocador de la Noche."
208417,id-445,,7,Habita en montañas de 9rigen volcánico. Vuelatan rápido como un avión a reacción en busca depresas.
215095,id-887,33,5,"Il vit en compagnie de Fantyrm qui logentdans les tr0us de ses cornes. Quand il passeà l’attaque, il les propulse à la vitesse du son."
212970,id-761,34,11,襲われた　ときに　流す　汗は甘くて　美味しい。　その　香りがさらに　敵を　増やしてしまうのだ。
204700,id-112,33,11,進化して　後ろ足だけで立つようになった。　ツノで　突くと岩石にも　穴を　開けてしまう。
205403,id-147,,3,오랫동안 환상이라고 불렸다.이마에 있는 작은 돌기는성장하고 있는 뿔이다.
215551,rec-149-dup-1,,3,바다의 화신이라고 불린다.망나뇽 형태의 조각상을뱃머리에 두는 배도 많다.
220148,rec-866-dup-1,33,12,踢踏舞的达人会挥动手中的冰杖向观众演轻快的舞步
220146,rec-866-dup-1,33,1,
213202,id-773,,1,ほんらいの　ちからを　ときはなつさいごの　ファクターは　しんらいするトレーナーとの　きずな　だった。
214529,id-858,34,9,"If you’re too loud around it, y0u risk being tornapart by the daws on its tentacle. This Pokémonis also known as the Forest Witch."
207844,id-377,34,4,有人利用最新的科學技術調查了牠的岩石身體，但卻找不到牠的大腦或心臟。
222112,rec-641-dup-1,,1,トルネロスの　しっぽから　ふきだしたエネルギーが　おおあらしを　おこすみんかを　ふきとばす　パワー
210098,id-571,33,8,Tiene m0lto ai suoi simili e protegge la tanae il branco crdando miraggi spaventosi.
218748,rec-458-dup-0,34,1,
214228,id-843,,8,Espelle sabbia dalle narici accecando il nemicoper distrarlo e je approfitta per nascondersisottoterra.
220082,rec-473-dup-0,,1,みためどおりの　ちからもちこおりのキバは　さむくなるほどふとく　ながく　りっぱに　なる
218870,rec-568-dup-0,33,8,Predilige luoghi insalubri. Sbuca fuori nelle casedove è stata lasciata spazzatura in giro e vi sistabilisce.
219271,rec-34-dup-1,34,6,
224854,id-648,,5,Sa voix si particulière lui permet dechantwr des mélodies qui ensorcellentles gens et modifient leurs émotions.
217156,rec-208-dup-0,,11,土と　一緒に　飲みこんだ鉄分が　溜まっていって　体が変化したとも　考えられる
209259,id-526,,9,"This hardy Pokémon can often be found onconstruction sites and in mines, workingalongside people and Copperajah."
208250,id-435,,11,尻尾の　先から　飛ばす　汁のにおいは　強烈。　地面に穴を　掘って　巣穴を　つくる。
206983,id-309,,3,정전기를 털에 모은다.공기가 건조한 계절에는전신에서 스파크를 뿌린다.
203992,id-61,33,1,
214516,id-858,33,6,"Die starken Psycho-Kräfte, die es ausstrahlt,ruf4n Kopfschmerzen hrrvor. So hält es andereLebewesen von sich fern."
220674,rec-867-dup-0,,3,그림자 같은 몸을 만지면 안 된다.그림에 새겨진 무서운 기억을보게 되기 때문이다.
214816,id-873,33,6,"Seine Flügel sind -180 ºC kalt. Während es überFelder und Berge fliegt, verstreut es m:t Kälteversetzten Flügelstaub, der wie Schnee aussieht."
224433,id-456,,3,몸의 옆쪽에 있는 줄에태양의 빛을 모아둘 수 있다.밤이 되면 아름답게 빛난다.
203696,id-40,33,6,"Je mehr Luft es einatmet, desto größer wjrd es.Ist es verärgert, bläst es seinen Körper rnorm aufund schüchtert so seine Gegner ein."
219023,rec-590-dup-0,34,7,Las esporas que expulsa por 1as extremidadessob altamente tóxicas pero si se secan biensirven como remedio estomacal.
212697,id-748,33,7,"Para resistir las bajas temperaturas de law aguasde Galar, forma una cúpula con las patas vcalienta el interior con el calor de su cuerpo."
208765,id-465,34,5,"Ses lianes poussent plus rapidement s’io vitsous un climat chaud. Quand elles deviennenttrop longues, il se les coupw."
221285,rec-714-dup-0,,8,La sera esce dalla grotta in cui vive e volain cerca dj frutti maturi che individua grazieagli ultrasuoni.
213434,id-792,33,4,被稱為邀引月亮之獸。透過將一切的光轉化為能量來維持生命。
213200,id-773,,11,パートナーとの　強い　絆により秘めた　能力が　覚醒した。自在に　タイプを　変えられる。
214108,id-837,34,8,
212964,id-761,,4,受到襲擊時流下的汗水非常甜美可口。那種香氣會吸引更多敵人的注意。
224681,id-511,,7,Comparte las hojas de su cabeza con Pokémonagotados. Posee la facultad de aliviar el cansanfio.
220608,rec-118-dup-1,,3,등 가슴 꼬리지느러미가우아하게 나부끼기 때문에물의 무희라고 불린다.
222110,rec-641-dup-1,,3,토네로스의 꼬리에서 뿜어져 나온에너지가 큰 폭풍을 일으킨다.민가를 날려버릴 정도의 힘이다.
224683,id-511,,11,元気の　ない　ポケモンに頭の　葉っぱを　分け与える。疲れを　取る　効果が　あるのだ。
222683,rec-207-dup-0,,11,顔面　めがけて　飛んでくる張りつかれた　獲物が　驚くあいだに　毒針を　刺しこむ
203995,id-61,33,5,Il suffit de fixer la spirale sur son ventre pours’assoupir. On se sert parfois cle lui à la placed’une berceuse p0ur endormir les enfants.
218155,rec-626-dup-0,,4,會組成約２０隻的群體一起生活不知為何背叛了群體的爆炸8頭水牛頭上的毛會脫落
