tid,tconst,averageRating,numVotes
1,tt0374594,4.4,10
2,tt12532752,9.5,16
7,tt12535755,6.3,150
12,tt12541355,6.1,124
13,tt0040146,5.6,14
14,tt2578260,6.6,5
19,tt12542391,8.0,16
23,tt12531237,7.7,7
24,tt12531412,6.5,1811
27,tt0927634,6.4,8
28,tt12535746,7.6,-1
34,tt12532783,6.5,39
35,tt12545357,1.1,122
36,tt9035628,5.1,60
38,tt12533952,7.8,258
39,tt12539741,5.1,29
40,tt0039847,6.7,377
41,tt12538930,7.2,32
43,tt12533076,9.3,6
44,tt12535785,9.1,28006
45,tt2061640,8.9,8
46,tt12545610,7.1,17
48,tt12540917,5.8,432
50,tt12535723,5.8,121
51,tt12541653,6.5,24
58,tt12541427,8.3,12
59,tt12542918,7.0,14
60,tt12538296,5.2,6
63,tt12538434,8.6,21
64,tt12541634,5.3,15
66,tt12536025,6.3,149
69,tt12543819,6.5,38
72,tt12545396,5.7,16
75,tt12539123,4.0,-1
77,tt12544362,7.8,89
79,tt12541733,5.2,64
81,tt2083932,5.9,15
82,tt6548410,4.0,10
85,tt4708408,2.2,8
87,tt12535533,7.3,754
88,tt12542257,9.1,15
92,tt12539677,4.3,15
98,tt12543138,6.5,5
100,tt12531600,4.9,10
101,tt1337354,7.2,847
102,tt12538281,2.5,803
103,tt12533288,6.6,247
104,tt12542862,7.3,15
105,tt12531413,6.7,1811
106,tt12532204,2.6,24
107,tt0471839,5.2,31
108,tt12535644,4.9,8
109,tt12534926,6.4,126
110,tt12544497,7.2,8
113,tt12540297,6.1,10
118,tt0234528,8.6,9
119,tt12545974,6.4,143
120,tt12531195,7.9,11
121,tt12534531,4.7,68
123,tt1459073,7.4,11
125,tt12543702,7.4,165
126,tt12533194,7.3,7
127,tt12541504,4.9,243
132,tt12532136,7.1,76
139,tt7388830,7.7,16
140,tt12543980,5.1,17
142,tt12541380,4.4,1189
143,tt12540779,5.9,6
144,tt12539473,5.4,10
145,tt12545636,7.2,439
146,tt12533448,4.5,386
148,tt12531194,7.5,17
151,tt2308048,6.6,13
152,tt12534147,6.4,7
154,tt12535270,8.0,12
157,tt12534827,7.4,6
159,tt0828149,8.6,12
161,tt12536038,6.0,-4
162,tt1674052,6.6,5
163,tt12545536,5.1,22995
166,tt12537406,8.2,16
167,tt12540137,5.6,1057
168,tt7349906,4.6,8
169,tt12532474,7.0,7
172,tt12531231,5.0,7
173,tt8667604,8.3,12
180,tt12539386,6.2,6
182,tt12542856,8.0,22
185,tt0250200,6.2,6
188,tt12536369,8.0,79
191,tt12535271,8.2,15
192,tt12537971,5.9,5
197,tt12533903,7.1,54
198,tt12532677,8.1,91
201,tt12538572,6.9,30
204,tt12545482,7.8,53
206,tt12534789,6.0,22
207,tt12536731,6.2,-1
210,tt12537038,4.0,2173
212,tt12535451,8.7,6
216,tt12536445,7.0,256
217,tt12537273,6.7,149
219,tt12543760,4.6,12
225,tt12533514,8.4,9
229,tt12537583,6.6,59
230,tt12545128,5.8,96
231,tt12532919,7.7,176
232,tt12531870,6.3,0
233,tt12535438,5.4,55
235,tt12536034,7.2,9
240,tt12542126,5.5,15
241,tt2513610,8.0,5
242,tt12538563,5.0,9
245,tt12541919,7.1,28
253,tt12541832,4.0,11
254,tt12545611,7.1,7
258,tt0457121,7.4,43
259,tt0835031,7.0,8
260,tt12535614,6.8,13
261,tt0189439,6.9,29
263,tt12541068,6.0,231
265,tt2141569,7.4,15
266,tt12531325,7.3,29
267,tt0493322,3.6,552
270,tt12544050,6.4,92
272,tt0954423,7.8,9
274,tt12545091,7.4,44
275,tt12531863,4.6,2149
276,tt12538615,6.5,96
277,tt12538867,7.8,33
278,tt12543861,4.7,28
281,tt12535196,5.3,34
282,tt12542127,5.5,21
283,tt12542142,5.6,4
284,tt12543389,7.1,19
289,tt12537970,6.2,6
291,tt12537760,7.3,88
294,tt12545898,7.6,15
295,tt12538176,8.0,4
298,tt12536597,6.1,5
300,tt12541993,6.1,19
302,tt12544459,8.0,131
304,tt12539679,4.3,5
306,tt12541213,6.4,-4
309,tt12532389,7.1,17
310,tt12537301,6.4,36
311,tt1672376,6.4,5
312,tt1754315,8.8,11
317,tt12534012,8.3,12
320,tt12541065,5.7,10
322,tt0448136,4.0,27
323,tt12535434,7.2,24
324,tt12537920,4.8,-3
325,tt12536682,6.7,31
327,tt12540460,5.8,145
337,tt12536713,8.5,8
339,tt0255901,7.6,7
340,tt12531232,4.7,5
341,tt12539456,7.1,30
343,tt12544532,4.0,2
346,tt12532388,7.0,14
347,tt12532954,6.5,88
351,tt12544011,5.6,5
352,tt12543390,7.1,13
353,tt7773250,4.0,5
354,tt12543216,8.7,7
356,tt2770480,6.9,11052
358,tt12536026,5.8,149
359,tt12545773,7.3,10
364,tt12533973,6.8,-5
371,tt3314940,7.6,5
372,tt12541426,7.7,14
373,tt12535110,5.4,87
374,tt12537278,7.3,25
375,tt0003158,6.0,12
376,tt12535108,5.2,85
377,tt12535631,4.8,5
379,tt1351264,8.6,20
380,tt12533308,7.9,65
385,tt12539291,7.1,1475
386,tt2180561,7.6,68
388,tt12532727,6.2,6
389,tt0328285,8.4,5
390,tt0205948,7.5,11
391,tt12536511,6.1,32
392,tt12543975,7.1,8
393,tt12541032,6.2,16
395,tt12539967,6.9,219
396,tt12535557,7.9,350
402,tt2309949,4.3,7
403,tt12531574,7.9,8
406,tt12543236,5.8,6
407,tt12535725,5.5,131
408,tt11757862,6.4,15
410,tt7867852,6.3,6
413,tt12539448,6.0,330
414,tt12537090,6.2,2469
417,tt12541324,6.7,5
418,tt3554298,6.0,94
419,tt12540322,4.9,18
420,tt12535748,7.6,7
421,tt0050047,8.1,11
422,tt12542141,5.2,5
424,tt12536712,8.6,15
425,tt12543416,4.5,6
427,tt12545335,3.2,552
431,tt12540629,6.8,3
437,tt0364182,9.0,14
446,tt3542816,9.3,14
448,tt12533348,7.6,353
449,tt0403877,7.7,7
452,tt12537042,6.0,5
453,tt12541777,6.2,25
458,tt12543009,7.4,267
461,tt5533118,7.7,6
462,tt12545568,7.5,13
463,tt0094926,4.8,79
465,tt12544496,6.9,8
467,tt12536414,5.6,119
468,tt12532782,6.2,39
470,tt0047400,6.0,304
472,tt12540720,4.7,79
473,tt12541583,6.4,5
475,tt12542067,7.1,2
478,tt4241804,8.8,9
479,tt12531573,7.9,8
482,tt12535161,7.0,76
483,tt12537759,7.9,88
484,tt12545749,7.3,7
486,tt12538130,6.6,63
487,tt8305258,7.5,167
489,tt12542309,6.9,15
491,tt12542382,7.2,15
492,tt12539050,5.9,10
493,tt1773466,5.6,8
494,tt12533504,4.3,8
495,tt12536921,8.8,15
501,tt12538017,7.0,15
503,tt7510284,7.7,175
506,tt12532647,7.0,-1
507,tt12534800,5.3,358
508,tt12535436,5.4,64
510,tt12542722,7.0,487
516,tt0181449,6.8,20
519,tt12539976,6.4,26
520,tt12537415,3.6,815
521,tt12540773,7.5,11
522,tt0063241,5.7,74
527,tt12533525,8.8,10
529,tt0948457,7.8,32
530,tt12533085,4.0,27
531,tt12542683,5.8,39
532,tt9747450,7.1,672
535,tt12543284,6.7,18
536,tt12531998,5.9,13
537,tt9032914,6.8,71
538,tt12533122,7.5,504
541,tt12543062,7.9,32
545,tt12539676,4.1,85
546,tt10036886,7.8,25
548,tt12531827,7.5,1153
549,tt12540494,7.3,17
551,tt12544409,8.1,516
554,tt12531131,6.8,53
555,tt5937980,10.0,6
557,tt1113723,8.1,54
560,tt0059205,5.4,1727
561,tt1078899,4.8,1597
562,tt12532394,6.6,36
563,tt12539617,7.7,2
565,tt0391140,5.2,5
569,tt6103096,7.4,7
570,tt12534757,3.7,293
571,tt0796932,8.0,32
572,tt12537718,7.6,8
574,tt12536184,3.6,9
577,tt12545835,4.2,296
580,tt12542785,6.8,71
581,tt12539366,7.4,13
