id1,id2
1818,7075
1823,9257
1828,2110
1838,7934
1858,9637
2139,3296
2139,4271
2187,2418
2188,8063
2317,4988
2577,2581
2781,9669
2807,7064
2813,3155
2819,10064
3086,3215
3096,3123
3125,4140
3134,11531
3159,9969
3192,7923
3296,4271
3383,6969
3395,4563
3395,5122
3670,7515
3670,7769
3670,8151
3678,4266
3678,6690
3757,6377
3851,6855
3976,6776
4124,7722
4178,7199
4178,8683
4179,4732
4179,4911
4184,6950
4266,6690
4348,7170
4358,6398
4384,5657
4384,5681
4419,7644
4481,6716
4490,7121
4508,9662
4520,6174
4563,5122
4586,7633
4588,4774
4613,6116
4676,5746
4676,8097
4709,4710
4732,4911
4804,10231
4851,7708
4975,5889
5052,7347
5099,11530
5185,7072
5204,7514
5238,8297
5289,11455
5360,8430
5371,5959
5392,9486
5394,5418
5426,6761
5426,7869
5426,10361
5477,8368
5477,9076
5577,8990
5657,5681
5664,8717
5746,8097
5780,5782
5830,8888
5835,9278
5867,11166
5912,8949
5921,8423
6102,9115
6246,10301
6314,8464
6339,7517
6374,9777
6382,7920
6382,8494
6413,7975
6423,7428
6506,6952
6547,6741
6562,8870
6568,9557
6620,7622
6620,8349
6663,6665
6719,8453
6722,7707
6756,8537
6761,7869
6761,10361
6798,9068
6802,7794
6802,9063
6858,7653
6858,7852
6858,8029
6858,10230
6858,10383
6922,9161
6925,6926
6944,7731
6948,7365
6992,7802
7008,8831
7087,10986
7123,9038
7199,8683
7341,10107
7344,8291
7346,7719
7350,8473
7361,7750
7363,8118
7367,10240
7515,7769
7515,8151
7540,8823
7581,10320
7599,10293
7604,9790
7605,9762
7606,8538
7622,8349
7653,7852
7653,8029
7653,10230
7653,10383
7769,8151
7794,9063
7852,8029
7852,10230
7852,10383
7869,10361
7898,8422
7920,8494
8029,10230
8029,10383
8043,8120
8043,8234
8120,8234
8224,8754
8274,8630
8274,8805
8301,9114
8306,8663
8311,8312
8364,8526
8368,9076
8559,8917
8630,8805
8664,10000
8901,11150
9327,9412
9333,9450
9421,9489
9588,9811
9614,9678
9713,9738
10230,10383
10253,10368
10785,10833
10938,11125
11006,11008
11088,11190
11423,11538
