tid,titleId,ordering,title,region,isOriginalTitle
6900,tt12544519,9,Vingança Nua,BR,0
6901,tt12540984,1,Back to OZ,US,0
6903,tt12538541,4,Vera,PL,0
6905,tt0285073,1,Eunice,US,0
6907,tt12535593,3,La princesse de Clèves,FR,0
6912,tt0043072,7,Tripolis,XWG,0
6913,tt3142914,3,Ask aglatir,TR,0
6916,tt12543129,7,Supa Modo,IT,0
6919,tt0071449,8,Monsieur Dupont,XWG,0
6920,tt0271887,1,Zivi mrtvaci,YUCS,0
6921,tt0055630,30,Yojimbo el mercenario,MX,0
6923,tt0457121,3,Соловей,RU,0
6926,tt12532330,14,Deliciosa Mentira,BR,0
6929,tt0220626,1,Hölmölän kylän veijarit,FI,0
6940,tt12538616,6,Kwelling,BE,1
6941,tt0043677,7,Inside the Walls of Folsom Prison,US,0
6945,tt12534801,2,Les clichés de la haine,CM,0
6946,tt0071449,3,The Common Man,US,0
6950,tt0158117,14,Scrisoarea,RO,0
6953,tt0354068,2,Superprodukcja,PL,0
6954,tt1663660,5,On the Ice,FR,0
6956,tt12541654,8,The Mystery of St Pauls Hospital,XWW,0
6957,tt0202181,9,Koara bôi kokkî,JP,0
6959,tt4134678,1,Tutti insieme allimprovviso,IT,0
6960,tt0457495,16,Alex Rider Stormbreaker,FR,0
6961,tt3399368,7,Убийствен финал,BG,0
6962,tt0085273,2,Brandende liefde,NL,0
6963,tt12531412,2,Пятница вечер,RU,1
6965,tt12535109,2,SNAP,GB,0
6968,tt0055630,17,大鏢客,TW,0
6969,tt0071449,14,Это случилось в праздник,SUHH,0
6976,tt12544519,1,Naga zemsta,PL,0
6977,tt12539291,11,Sumpfwasser,AT,0
6978,tt1145500,11,Puissance planète,FR,0
6982,tt0075922,25,The House by the Lake,US,0
6983,tt12538616,1,Domanda di grazia,IT,0
6987,tt0043677,13,Inside the Walls of Folsom Prison,CA,0
6989,tt12539289,2,Létang tragique,FR,0
6991,tt12539476,3,Ensam Tillsammans,SE,0
6992,tt12544519,3,Naked Vengeance,GB,1
6993,tt12534909,2,Les bouchers verts,FR,0
6995,tt0457495,19,Алекс Райдър Операция Стормбрейкър,BG,0
6999,tt3212614,1,Dominican,US,0
7000,tt12532330,1,Een lied in de wind,BE,0
7001,tt0047400,7,Jarretières rouges,BE,0
7002,tt5014322,3,1000 oczu dr Maddina,PL,0
7003,tt12538662,2,6 sullautobus,IT,1
7005,tt12532052,1,Sal Santen rebel,NL,0
7009,tt12544495,3,MTVs Club Dead,XWW,0
7011,tt12539619,9,The Big Swell,US,1
7014,tt0075922,11,Fin de semana sangriento,AR,0
7017,tt12540494,1,Wicked Conclusions,US,0
7019,tt12537677,13,El quinto infierno II,AR,0
7020,tt12542250,5,Psykos i Stockholm,SE,1
7025,tt0024542,1,Self Defense,US,0
