tid,tconst,averageRating,numVotes
4,tt12537087,7.3,9
5,tt12533088,5.4,138
11,tt12534868,6.3,922
16,tt12543213,4.9,5
18,tt12540399,6.0,6
20,tt0108622,6.7,355
24,tt12531412,6.5,1811
30,tt12540401,7.0,59
37,tt12531849,6.8,2
39,tt12539741,5.1,29
42,tt12534268,6.8,42
53,tt0031799,6.2,128
58,tt12541427,8.3,12
60,tt12538296,5.2,6
61,tt0311234,6.8,11
63,tt12538434,8.6,21
67,tt12543825,4.8,24
89,tt6620638,6.5,8
94,tt12542350,6.7,20
96,tt12542144,5.7,1172
99,tt12539478,8.2,11
101,tt1337354,7.2,847
102,tt12538281,2.5,803
105,tt12531413,6.7,1811
107,tt0471839,5.2,31
108,tt12535644,4.9,8
116,tt12536172,7.0,5
118,tt0234528,8.6,9
119,tt12545974,6.4,143
128,tt12536078,5.3,14
129,tt12542733,7.5,66
130,tt12539070,6.0,8
133,tt12533597,7.2,673
135,tt0494712,2.3,805
136,tt12535808,6.2,28
141,tt12534020,1.5,11
144,tt12539473,5.4,10
147,tt12543668,6.3,2400
151,tt2308048,6.6,13
156,tt12541379,4.4,1186
159,tt0828149,8.6,12
160,tt12531236,7.1,11
165,tt12533850,6.9,10
167,tt12540137,5.6,1057
171,tt12541929,6.9,0
175,tt12540048,7.6,9
177,tt12539622,6.0,-4
178,tt0378450,8.0,23
182,tt12542856,8.0,22
183,tt12534312,7.9,18
184,tt12541915,4.4,299
185,tt0250200,6.2,6
188,tt12536369,8.0,79
190,tt12532745,6.6,7
192,tt12537971,5.9,5
196,tt0350037,6.3,149
197,tt12533903,7.1,54
201,tt12538572,6.9,30
202,tt12545683,5.4,188
203,tt1879071,5.5,10
204,tt12545482,7.8,53
210,tt12537038,4.0,2173
212,tt12535451,8.7,6
215,tt12535069,5.7,21
232,tt12531870,6.3,0
233,tt12535438,5.4,55
234,tt5815434,6.6,69
237,tt12545129,5.3,95
245,tt12541919,7.1,28
251,tt12545321,7.4,5
253,tt12541832,4.0,11
255,tt12532704,1.7,26
258,tt0457121,7.4,43
259,tt0835031,7.0,8
261,tt0189439,6.9,29
266,tt12531325,7.3,29
268,tt12539664,6.1,116
270,tt12544050,6.4,92
275,tt12531863,4.6,2149
276,tt12538615,6.5,96
277,tt12538867,7.8,33
278,tt12543861,4.7,28
279,tt12534428,7.5,26
282,tt12542127,5.5,21
285,tt0314490,6.0,5
289,tt12537970,6.2,6
291,tt12537760,7.3,88
294,tt12545898,7.6,15
297,tt12533508,1.7,22
298,tt12536597,6.1,5
301,tt12542555,6.6,29
303,tt12534406,5.2,36
304,tt12539679,4.3,5
307,tt12536125,6.9,163
308,tt12544079,6.0,1551
312,tt1754315,8.8,11
316,tt12536045,6.5,332
317,tt12534012,8.3,12
323,tt12535434,7.2,24
330,tt0210959,7.4,7
336,tt0036374,7.8,44
341,tt12539456,7.1,30
344,tt12535285,5.9,30
348,tt12537456,7.9,504
351,tt12544011,5.6,5
352,tt12543390,7.1,13
356,tt2770480,6.9,11052
362,tt12541407,8.8,53
366,tt12541123,5.9,371
368,tt12539290,7.5,1483
369,tt12534401,4.8,448
373,tt12535110,5.4,87
378,tt12533587,4.7,1710
379,tt1351264,8.6,20
380,tt12533308,7.9,65
381,tt1107906,5.0,6
383,tt0816629,4.9,243
385,tt12539291,7.1,1475
386,tt2180561,7.6,68
389,tt0328285,8.4,5
391,tt12536511,6.1,32
392,tt12543975,7.1,8
393,tt12541032,6.2,16
399,tt12545793,6.1,8
403,tt12531574,7.9,8
405,tt12535618,5.2,125
407,tt12535725,5.5,131
408,tt11757862,6.4,15
409,tt12543995,7.7,12
414,tt12537090,6.2,2469
417,tt12541324,6.7,5
418,tt3554298,6.0,94
419,tt12540322,4.9,18
424,tt12536712,8.6,15
430,tt12538548,7.3,109
432,tt12539385,5.9,6
433,tt12541491,6.0,5
436,tt12533482,8.1,5
441,tt12532295,6.4,404
442,tt0395657,7.0,5
446,tt3542816,9.3,14
449,tt0403877,7.7,7
451,tt0804223,5.1,17
453,tt12541777,6.2,25
460,tt12534972,6.4,14
463,tt0094926,4.8,79
465,tt12544496,6.9,8
474,tt12542966,6.3,24
476,tt1545097,4.7,1710
480,tt12535340,7.4,8
483,tt12537759,7.9,88
485,tt12531181,7.8,68
490,tt12535121,8.0,7
492,tt12539050,5.9,10
500,tt12540764,3.6,15
502,tt12533476,6.6,13
503,tt7510284,7.7,175
507,tt12534800,5.3,358
508,tt12535436,5.4,64
510,tt12542722,7.0,487
527,tt12533525,8.8,10
535,tt12543284,6.7,18
536,tt12531998,5.9,13
539,tt12538793,6.9,30
543,tt12533596,6.9,672
545,tt12539676,4.1,85
548,tt12531827,7.5,1153
549,tt12540494,7.3,17
550,tt12531251,7.4,4
553,tt12542568,5.8,127
562,tt12532394,6.6,36
563,tt12539617,7.7,2
568,tt12531610,5.2,53
570,tt12534757,3.7,293
572,tt12537718,7.6,8
574,tt12536184,3.6,9
575,tt12533404,7.2,37
577,tt12545835,4.2,296
586,tt12538451,6.2,13
595,tt12540839,5.9,900
596,tt12541834,3.7,40
599,tt12537279,7.8,25
605,tt12532402,4.8,33
609,tt0023465,6.4,114
613,tt12532318,7.4,2
623,tt5376904,7.4,20
627,tt12542234,5.5,43
628,tt12537672,6.4,0
635,tt7838260,7.0,27
636,tt0019924,6.4,8
637,tt2234551,7.7,62
640,tt12532622,3.6,178
646,tt4575788,6.2,5
649,tt3105448,6.0,10
650,tt0284537,6.0,331
652,tt12537839,7.1,101
654,tt0340422,6.5,10
656,tt12535724,5.5,122
657,tt12544083,6.5,11
663,tt12533846,9.0,103
666,tt12531230,4.6,-5
668,tt12531764,8.5,9
670,tt12541438,5.5,6
673,tt12531326,7.3,21
677,tt0212254,6.1,18
678,tt12535776,6.9,16
680,tt12543137,6.8,5
686,tt12535643,3.9,47
691,tt2574518,7.1,12
697,tt1370191,9.5,8
700,tt0441517,7.8,12
701,tt12532422,6.8,9
702,tt12543762,4.5,10
706,tt12543673,6.0,12
707,tt12543862,5.2,31
709,tt12545911,7.2,24
712,tt12531196,7.9,20
715,tt12541725,6.8,22
719,tt0266921,6.1,11
721,tt12541633,5.3,13
723,tt12531611,5.1,53
729,tt12532432,6.7,6
730,tt3142914,5.0,20
733,tt1010401,6.1,124
737,tt12537274,6.6,149
739,tt12544846,7.2,38
740,tt12544586,7.4,13
742,tt12540412,6.7,138
743,tt12536862,6.8,73
744,tt0087915,6.0,55
754,tt0024207,4.2,12
757,tt12536909,7.0,13
758,tt12531575,7.9,8
759,tt12538806,6.6,0
763,tt12541448,6.8,4
766,tt1213609,5.9,30
769,tt12538617,6.0,43
772,tt12537290,4.9,20
773,tt12534409,6.8,5
779,tt12543128,7.4,236
795,tt12538663,7.6,5
803,tt12537253,6.9,6
804,tt12538060,7.3,7
806,tt12542890,7.8,-4
808,tt12538248,7.6,2931
809,tt12534799,5.3,353
813,tt12531848,6.6,9
815,tt4026034,7.1,1688
816,tt12532623,4.0,182
818,tt0397843,8.2,19
819,tt0382255,6.8,299
824,tt12537231,6.8,24
825,tt12539095,8.1,49
826,tt12533393,4.6,12
827,tt12541306,5.8,22
832,tt12538715,6.0,25
835,tt0029768,5.8,35
837,tt12533505,4.4,6
839,tt12539808,7.7,13
844,tt12539218,8.2,15
845,tt0393824,5.1,11
852,tt1883368,8.2,13
854,tt12539804,3.3,225
855,tt0072343,7.0,5
860,tt12538743,6.8,20
861,tt12539964,6.5,204
863,tt12532975,6.1,22
864,tt3728382,5.6,21
866,tt12536900,6.8,20
872,tt9168706,7.0,7
876,tt12544635,8.0,987
877,tt12537671,6.4,3
878,tt6272216,6.7,20
881,tt12531365,4.2,169
882,tt12545176,7.4,5
884,tt12533849,6.5,10
885,tt12543033,5.5,6
887,tt2104487,5.9,13
888,tt12543527,7.0,7
898,tt12542565,5.2,64
903,tt12542632,7.1,251
907,tt12542409,6.8,28
910,tt12532885,6.6,221
919,tt12532519,7.1,209
920,tt12539279,6.0,96
928,tt12533075,9.3,22
931,tt12531625,6.5,10
932,tt12541835,3.4,44
936,tt12538658,7.8,52
