tid,tconst,averageRating,numVotes
4,tt12537087,7.3,9
12,tt12541355,6.1,124
13,tt0040146,5.6,14
16,tt12543213,4.9,5
19,tt12542391,8.0,16
20,tt0108622,6.7,355
22,tt12540390,6.6,60
23,tt12531237,7.7,7
25,tt12533523,8.5,10
26,tt1456970,5.3,13
27,tt0927634,6.4,8
31,tt12541831,4.4,9
33,tt12533929,7.3,11
38,tt12533952,7.8,258
39,tt12539741,5.1,29
41,tt12538930,7.2,32
43,tt12533076,9.3,6
44,tt12535785,9.1,28006
47,tt12534667,7.6,7
48,tt12540917,5.8,432
52,tt12543032,5.6,6
53,tt0031799,6.2,128
54,tt12540418,7.2,842
55,tt12538716,5.9,39
57,tt12532968,7.0,39
58,tt12541427,8.3,12
59,tt12542918,7.0,14
61,tt0311234,6.8,11
63,tt12538434,8.6,21
64,tt12541634,5.3,15
66,tt12536025,6.3,149
67,tt12543825,4.8,24
70,tt12533245,6.5,11
73,tt12531999,5.9,13
74,tt12544709,8.3,19
78,tt12532254,7.4,61
80,tt0015156,5.2,5
86,tt0499179,8.6,16
87,tt12535533,7.3,754
88,tt12542257,9.1,15
89,tt6620638,6.5,8
93,tt12532992,5.3,17
94,tt12542350,6.7,20
95,tt0035697,7.4,8
96,tt12542144,5.7,1172
97,tt12531800,5.0,755
99,tt12539478,8.2,11
101,tt1337354,7.2,847
103,tt12533288,6.6,247
106,tt12532204,2.6,24
107,tt0471839,5.2,31
108,tt12535644,4.9,8
112,tt12537316,6.6,7
114,tt12541775,6.1,18
117,tt0074004,8.4,690
118,tt0234528,8.6,9
121,tt12534531,4.7,68
124,tt12545778,7.4,55
125,tt12543702,7.4,165
126,tt12533194,7.3,7
129,tt12542733,7.5,66
130,tt12539070,6.0,8
133,tt12533597,7.2,673
134,tt12533392,4.6,7
135,tt0494712,2.3,805
139,tt7388830,7.7,16
140,tt12543980,5.1,17
141,tt12534020,1.5,11
143,tt12540779,5.9,6
144,tt12539473,5.4,10
145,tt12545636,7.2,439
149,tt12531668,10.0,15
152,tt12534147,6.4,7
153,tt0865634,8.4,52
159,tt0828149,8.6,12
163,tt12545536,5.1,22995
165,tt12533850,6.9,10
166,tt12537406,8.2,16
171,tt12541929,6.9,0
172,tt12531231,5.0,7
173,tt8667604,8.3,12
175,tt12540048,7.6,9
176,tt12536968,9.1,2113
177,tt12539622,6.0,-4
178,tt0378450,8.0,23
179,tt12536033,7.1,9
185,tt0250200,6.2,6
186,tt12539885,7.0,6
188,tt12536369,8.0,79
191,tt12535271,8.2,15
198,tt12532677,8.1,91
202,tt12545683,5.4,188
203,tt1879071,5.5,10
204,tt12545482,7.8,53
208,tt1024156,9.0,111
209,tt0350750,3.8,13
210,tt12537038,4.0,2173
214,tt12536429,7.6,83
215,tt12535069,5.7,21
218,tt6083652,8.4,5
219,tt12543760,4.6,12
220,tt12542760,7.5,167
221,tt12543412,8.0,45
222,tt12534923,6.7,348
224,tt12540343,7.5,56
227,tt12544403,5.9,5
228,tt3526322,7.2,5
229,tt12537583,6.6,59
231,tt12532919,7.7,176
232,tt12531870,6.3,0
234,tt5815434,6.6,69
237,tt12545129,5.3,95
238,tt12536238,7.9,17
239,tt2302511,6.8,20
240,tt12542126,5.5,15
241,tt2513610,8.0,5
243,tt12542065,7.2,17
245,tt12541919,7.1,28
247,tt6876646,8.5,8
249,tt12543415,5.0,6
250,tt12542735,7.0,66
251,tt12545321,7.4,5
256,tt12532279,5.4,13
258,tt0457121,7.4,43
259,tt0835031,7.0,8
260,tt12535614,6.8,13
266,tt12531325,7.3,29
268,tt12539664,6.1,116
270,tt12544050,6.4,92
273,tt0030861,6.8,24
275,tt12531863,4.6,2149
276,tt12538615,6.5,96
278,tt12543861,4.7,28
281,tt12535196,5.3,34
282,tt12542127,5.5,21
285,tt0314490,6.0,5
288,tt12532319,8.0,13
289,tt12537970,6.2,6
290,tt4995922,6.0,5
294,tt12545898,7.6,15
296,tt12534252,5.9,10
297,tt12533508,1.7,22
299,tt12539619,7.7,7
300,tt12541993,6.1,19
303,tt12534406,5.2,36
307,tt12536125,6.9,163
308,tt12544079,6.0,1551
310,tt12537301,6.4,36
311,tt1672376,6.4,5
312,tt1754315,8.8,11
314,tt12539242,7.0,6
316,tt12536045,6.5,332
318,tt12536696,7.0,18
320,tt12541065,5.7,10
328,tt7897052,8.2,11
330,tt0210959,7.4,7
331,tt12541325,7.2,5
334,tt12540918,5.6,426
340,tt12531232,4.7,5
341,tt12539456,7.1,30
342,tt12531526,5.0,835
344,tt12535285,5.9,30
345,tt12532225,6.2,940
346,tt12532388,7.0,14
348,tt12537456,7.9,504
350,tt9652752,7.6,13
351,tt12544011,5.6,5
352,tt12543390,7.1,13
354,tt12543216,8.7,7
355,tt1144924,6.2,23
359,tt12545773,7.3,10
360,tt12542737,6.5,5
362,tt12541407,8.8,53
365,tt12545395,5.3,16
366,tt12541123,5.9,371
367,tt12535122,8.2,7
368,tt12539290,7.5,1483
369,tt12534401,4.8,448
370,tt6829094,7.4,89
372,tt12541426,7.7,14
373,tt12535110,5.4,87
380,tt12533308,7.9,65
381,tt1107906,5.0,6
382,tt12545743,7.4,6
383,tt0816629,4.9,243
384,tt12531670,9.7,6
385,tt12539291,7.1,1475
386,tt2180561,7.6,68
388,tt12532727,6.2,6
390,tt0205948,7.5,11
391,tt12536511,6.1,32
392,tt12543975,7.1,8
393,tt12541032,6.2,16
396,tt12535557,7.9,350
398,tt0956193,7.1,30
399,tt12545793,6.1,8
400,tt12539742,5.0,29
401,tt4288938,9.2,9
404,tt12540214,6.8,19
405,tt12535618,5.2,125
408,tt11757862,6.4,15
411,tt12543380,7.3,450
414,tt12537090,6.2,2469
416,tt12534909,7.2,18816
417,tt12541324,6.7,5
419,tt12540322,4.9,18
424,tt12536712,8.6,15
429,tt0052919,6.1,11
437,tt0364182,9.0,14
438,tt12533534,7.3,137
442,tt0395657,7.0,5
443,tt2953038,8.0,9
445,tt12545092,7.2,44
448,tt12533348,7.6,353
450,tt12533466,9.0,7
452,tt12537042,6.0,5
453,tt12541777,6.2,25
454,tt5742374,6.8,94405
455,tt12537206,7.7,8
460,tt12534972,6.4,14
461,tt5533118,7.7,6
464,tt12538167,6.9,573
465,tt12544496,6.9,8
472,tt12540720,4.7,79
473,tt12541583,6.4,5
474,tt12542966,6.3,24
476,tt1545097,4.7,1710
482,tt12535161,7.0,76
485,tt12531181,7.8,68
490,tt12535121,8.0,7
491,tt12542382,7.2,15
492,tt12539050,5.9,10
494,tt12533504,4.3,8
495,tt12536921,8.8,15
496,tt2836540,8.5,10
499,tt12537392,6.0,231
500,tt12540764,3.6,15
501,tt12538017,7.0,15
502,tt12533476,6.6,13
503,tt7510284,7.7,175
504,tt12542273,7.7,178
505,tt0246906,6.6,256
507,tt12534800,5.3,358
508,tt12535436,5.4,64
510,tt12542722,7.0,487
511,tt6488386,7.9,38
512,tt12542147,7.7,735
516,tt0181449,6.8,20
518,tt12539678,4.3,18
519,tt12539976,6.4,26
522,tt0063241,5.7,74
525,tt12541619,7.7,18
526,tt12543431,6.1,23
528,tt1733527,7.3,12
530,tt12533085,4.0,27
534,tt12540719,4.6,71
535,tt12543284,6.7,18
536,tt12531998,5.9,13
538,tt12533122,7.5,504
