tid,titleId,ordering,title,region,isOriginalTitle
6900,tt12544519,9,Vingança Nua,BR,0
6909,tt3089896,1,Ali AlZibaq,EG,0
6913,tt3142914,3,Ask aglatir,TR,0
6914,tt1334247,2,Johnny Cash ja Folsom Prison,FI,0
6919,tt0071449,8,Monsieur Dupont,XWG,0
6920,tt0271887,1,Zivi mrtvaci,YUCS,0
6944,tt6957448,1,Rampage 91,US,0
6946,tt0071449,3,The Common Man,US,0
6949,tt12533220,8,Khodahafez Dokhtar Shirazi,IR,1
6956,tt12541654,8,The Mystery of St Pauls Hospital,XWW,0
6959,tt4134678,1,Tutti insieme allimprovviso,IT,0
6969,tt0071449,14,Это случилось в праздник,SUHH,0
6974,tt12535121,3,Tainted in Red,XWW,1
6976,tt12544519,1,Naga zemsta,PL,0
6977,tt12539291,11,Sumpfwasser,AT,0
6992,tt12544519,3,Naked Vengeance,GB,1
6993,tt12534909,2,Les bouchers verts,FR,0
6998,tt12541100,7,Yojimbo,NZ,1
7002,tt5014322,3,1000 oczu dr Maddina,PL,0
7019,tt12537677,13,El quinto infierno II,AR,0
7025,tt0024542,1,Self Defense,US,0
7030,tt12542145,6,Varg Veum  El mensaje en la pared,ES,1
7034,tt1613875,1,The Boy Who Saw Through,US,0
7037,tt7272242,4,Killing Jesus,XEU,0
7038,tt12532475,3,Vánocní príbeh,CZ,0
7039,tt0103893,6,Buffy  Vampyrdödaren,SE,0
7040,tt12534909,9,Oi prasinoi hasapides,GR,0
7048,tt12534909,8,De grønne slagtere,IN,0
7056,tt12531863,6,The Wiccan,US,0
7057,tt12542310,5,I Am Tiger Woods,GB,1
7060,tt12544581,1,Californication Marcys Cougar Party,US,0
7067,tt12534575,7,A háromszáz spártai,HU,0
7082,tt12545536,3,Tormimurdja,EE,1
7083,tt12541995,1,Sanya and the Sparrow,XWW,0
7087,tt12533429,8,Medan vi dansar,SE,0
7096,tt12538614,8,Kwelling,BE,0
7101,tt0103893,24,Buffy Caçadora de Vampiros,PT,0
7103,tt0076210,22,Острів доктора Моро,UA,0
7109,tt12544388,4,Тхэквондо,RU,0
7117,tt12533381,9,Death weekend,SE,1
7150,tt12538614,19,Mennesker i trapez,DK,0
7160,tt12545536,10,Alex Rider Stormbreaker,IT,1
7163,tt12537199,7,MasterChef Turkey,TR,0
7164,tt0494712,4,Хиллсайдские каннибалы,RU,0
7174,tt0076210,30,La isla infernal del Dr Moreau,MX,0
7176,tt0038635,8,In Dutch,US,0
7177,tt0342492,11,Jeongyukjeomui bimil,KR,0
7180,tt0015156,1,The Price They Pay,US,0
7181,tt2180561,4,Маркетинг безумия Мы сошли с ума,RU,0
7192,tt12537677,11,処刑人II,JP,0
7203,tt12535744,3,Wild Things,US,0
7206,tt12541065,1,Beyond Black Mesa,GB,0
7210,tt3697868,2,Los Reyes del Juego,MX,0
7211,tt0169268,5,ステイト・オブ・ドッグス,JP,0
7213,tt12536431,3,The Formula,US,0
7234,tt1255975,3,Обреченные,RU,0
7254,tt12533122,8,Το Έπος του Biorn,GR,0
7259,tt12545537,8,Alex Rider Operation Stormbreaker,US,0
7264,tt12536338,10,Római lányok,HU,1
7269,tt12543283,1,UFOs Above and Beyond,US,0
7271,tt0017883,5,指紋名探偵,JP,0
7278,tt12538792,7,Good Luck,US,1
7286,tt12540527,12,Código do Crime,PT,0
7289,tt0076210,2,Lisola del dottor Moreau,IT,0
7290,tt12535810,7,A Grass Sandwich,US,1
7297,tt0303418,1,Agua y aceite,MX,0
7299,tt12538614,12,Du sollst nicht töten,AT,0
7300,tt12538129,1,What Happened on the Moon  An Investigation Into Apollo,US,0
7308,tt12534907,3,Zieloni rzeznicy,PL,0
7311,tt12540918,8,Sweethearts,US,1
7313,tt12544618,1,The Mask,US,0
7337,tt12539365,1,Stale Mate,US,0
7341,tt12537919,1,Σταυραετοί,GR,0
7344,tt7712392,1,The Romantics Talking in Your Sleep,US,0
7345,tt12545536,2,Pērkondārds,LV,0
7347,tt0015156,5,Fiskaren på Stormskär,FI,0
7349,tt12544710,1,Kissa ja Varjo,FI,0
7354,tt0072308,18,Flammendes Inferno,DE,0
7356,tt0103893,13,バッフィ ザ・バンパイア・キラー,JP,0
7363,tt12540527,5,The Bletchley Circle,DE,0
7366,tt7507362,2,Upside Down,XWW,0
7374,tt5643380,6,Taekwondo,ES,0
7380,tt12533122,2,To Epos tou Biorn,GR,0
7392,tt12533381,3,Trágico fin de semana,MX,1
7402,tt12538729,7,Ta mig,SE,0
7406,tt12535368,1,Näin tehtiin Casino Royale,FI,0
7407,tt0342492,15,Marinadimestari,FI,0
7414,tt12537274,2,Eebenpuutorni,FI,0
7417,tt12537252,7,Slipknot The Heretic Anthem,US,0
7418,tt12535617,26,夜になるまえに,JP,0
7420,tt0072308,8,Linferno di cristallo,IT,0
7421,tt12533429,4,Long Distance,XWW,1
7423,tt12542145,4,Varg Veum  Zeichen an der Wand,DE,0
7435,tt0854119,1,Descifrando el código de los magos Los más grandes secretos de la magia finalmente revelados 2,ES,0
7438,tt12535725,3,In Their Room Berlin,IN,0
7441,tt12541100,43,Охоронець,UA,0
7450,tt12533535,1,Kulkukoirana Mongoliassa,FI,1
7453,tt0494712,8,Dealuri canibale,RO,0
7471,tt12537677,20,Angeloi timoroi 2 I ekdikisi arhizei,GR,0
7472,tt0071449,5,Monsieur Dupont  Zwischenfall an der Côte DAzur,DDDE,0
7473,tt12543923,1,Kiusaus,FI,0
7476,tt0015156,3,Fiskaren på Stormskär,SE,0
7477,tt12537840,6,Kornblumenblau,DK,0
7485,tt12545537,7,Άλεξ Ράιντερ Μυστική αποστολή,GR,1
7486,tt0494712,3,Tromos stous lofous,GR,0
7490,tt0076210,3,Förvandlingens Ö,SE,0
7493,tt12535617,5,在夜幕降臨前,TW,1
7497,tt12539448,2,Σάββατο,GR,1
7499,tt1010401,1,Heavy Metal,FI,0
7501,tt12545321,3,Arrastao,GR,0
7509,tt12536101,10,Toujours lAmour,FR,1
7512,tt0232677,1,O Sonho dos Cavalos Selvagens,PT,0
7522,tt0072308,14,The Towering Inferno,GB,0
7529,tt3811966,2,Genesis History or Myth,US,0
7530,tt12542023,3,Star Wars The Clone Wars,US,0
7531,tt0072308,20,The Towering Inferno,AU,0
7557,tt0250784,1,Trick Shooting with Kenne Duncan,US,0
7566,tt12543407,2,The Romance of a Gardener,US,0
7571,tt2099698,4,Private Universe,XWW,0
7581,tt12535617,6,Antes que anochezca,PE,0
7583,tt0103893,23,Buffy the Vampire Slayer,GB,0
7586,tt5210858,1,Tamako Love Story Derachan of the Southern Islands,XWW,0
7588,tt12545734,1,Distortion,CA,0
7592,tt12538540,6,Vera,GB,0
7595,tt1343104,1,Red Dwarf Its Cold Outside  Series II,GB,0
7597,tt7272242,3,Zabić Jesusa,PL,0
7599,tt0057241,3,Dame koje rade,XYU,0
7601,tt12531751,8,The Incident at Tower 37,US,1
7603,tt7272242,9,Matar a Jesús,IT,0
7609,tt12536209,10,Kryfos gamos,GR,0
7623,tt0173787,1,Días de tormenta,ES,0
7630,tt12535725,1,In Their Room Berlin,US,0
7633,tt1758611,2,For the Love of Elephants,CA,0
7637,tt0072308,32,Inferno i flammer,NO,0
7641,tt12544636,5,Brødrene Dal og spektralsteinene,NO,0
7663,tt0833621,2,Lécluse,FR,0
7666,tt0169268,7,Kulkukoirana Mongoliassa,FI,0
7673,tt12545536,8,Alex Rider,VE,1
7677,tt0072308,11,La tour infernale,CA,0
7681,tt12536209,22,Intrigues femenines,ES,0
7696,tt12538944,2,Taksojuhid,EE,0
7702,tt12533381,5,Fin de semaine infernale,CA,0
7707,tt0103893,29,Buffy i vampirofonissa,GR,0
7718,tt12534575,9,The 300 Spartans,GB,0
7719,tt3811966,1,Genesis History or Myth,US,0
7722,tt1787747,1,The Salesman,XWW,0
7726,tt12545536,7,Άλεξ Ράιντερ Μυστική αποστολή,GR,0
7731,tt0197267,1,Bangkok  Ein Mädchen verschwindet,DE,0
7734,tt0382255,2,Against the Wall,CA,0
7735,tt12541100,1,Йоджимбо,BG,0
7737,tt12538433,1,Pavle,SI,0
7745,tt12539290,4,In den Sümpfen,XWG,1
7746,tt12539290,3,Vlucht in het moeras,NL,0
7748,tt0493322,10,O Veterano,PT,0
7749,tt12533226,11,Werewolf,PT,0
7754,tt12537456,4,Sangre sobre los rieles,AR,0
7757,tt0050282,12,Ember a vágányon,HU,0
7765,tt0493322,5,アメリカン・ソルジャーズ2,JP,0
7766,tt12533429,3,10 000 km,PL,1
7774,tt12541725,9,Whitney Houston Where Do Broken Hearts Go,US,0
7780,tt12538540,6,Vera,AU,0
7789,tt12537778,21,Tämä maa on minun,FI,0
7798,tt0169268,3,State of Dogs,GB,0
7805,tt12539506,11,暴走52マイル,JP,0
7806,tt3811966,3,Kent Hovind and Mike Schultz vs Terry Prewitt and Nick Powers,US,0
7807,tt0028584,6,Arizona Thunderbolt,US,0
7809,tt12544636,6,Kristallikivien salaisuus,FI,1
7814,tt12542145,7,Varg Veum  Skriften på väggen,SE,0
