tid,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,genres
12682,tt2279927,tvSeries,The Detective,Karagah,0,1995,Crime
12686,tt12532205,movie,Opolchenochka,OpolchenochkaO,0,2019,War
12687,tt12541831,movie,La kermesse érotique,La kermesse érotiqueL,0,1974,Comedy
12689,tt0081586,movie,Swift Sword,Qing xia zhui feng jian,0,1980,Action
12693,tt12536432,video,A primera vista,A primera vista,0,2002,Drama-Romance-Short
12695,tt1358894,short,This Is This,This Is This,0,2008,Drama-Short
12698,tt12537840,movie,Kornblumenblau,Kornblumenblau,0,1982,Drama-Music
12700,tt12542021,videoGame,Star Wars The Clone Wars,Star Wars The Clone Wars,1,2002,Adventure
12702,tt12537274,tvMovie,The Ebony Towero,The Ebony Tower,0,1993,Drama
12703,tt12539788,short,KrychleP,KrychleB,0,1987,Short
12704,tt12541802,tvSeries,Topsy and Timr,Topsy and Timg,1,2013,Family
12705,tt12532678,short,CatherineK,CatherineX,0,2017,Animation-Comedy-Drama
12706,tt12533429,movie,10000 Km,10000 Km,0,2015,Romance
12714,tt12535724,movie,In Their Room BerlinE,In Their Room BerlinA,0,2010,Documentary-Drama
12715,tt12535614,tvMovie,Catching a Killer Crocodile Tearsd,Catching a Killer Crocodile Tears,1,2013,Documentary
12730,tt0008915,movie,Bound in Morocco,Bound in Morocco,0,1918,Action-Comedy-Romance
12736,tt6002956,short,Caged,Caged,0,2016,Comedy-Drama-Mystery
12740,tt0050282,movie,Czlowiek na torze,Czlowiek na torze,0,1957,Drama
12767,tt12544736,short,Your Little Boyp,Your Little Boy,0,2021,Short
12768,tt12532389,tvMiniSeries,Dombey and SonT,Dombey and Son,0,1969,Drama
12770,tt0266342,tvMovie,Blown in with the Wind,Zanesennye vetrom,0,2000,Documentary
12778,tt12537803,movie,King Me,King MeA,0,2001,Biography-Comedy-Documentary
12786,tt12540023,movie,3801 Lancaster American Tragedy,3801 Lancaster American Tragedy,1,2015,Crime-Documentary-Drama
