tid,tconst,averageRating,numVotes
1,tt0374594,4.4,10
3,tt12543237,6.0,10
6,tt12538154,7.9,92
7,tt12535755,6.3,150
11,tt12534868,6.3,922
13,tt0040146,5.6,14
16,tt12543213,4.9,5
19,tt12542391,8.0,16
22,tt12540390,6.6,60
23,tt12531237,7.7,7
27,tt0927634,6.4,8
28,tt12535746,7.6,-1
31,tt12541831,4.4,9
34,tt12532783,6.5,39
36,tt9035628,5.1,60
37,tt12531849,6.8,2
39,tt12539741,5.1,29
42,tt12534268,6.8,42
44,tt12535785,9.1,28006
46,tt12545610,7.1,17
50,tt12535723,5.8,121
51,tt12541653,6.5,24
52,tt12543032,5.6,6
54,tt12540418,7.2,842
57,tt12532968,7.0,39
58,tt12541427,8.3,12
61,tt0311234,6.8,11
65,tt12538062,7.4,52
66,tt12536025,6.3,149
67,tt12543825,4.8,24
69,tt12543819,6.5,38
73,tt12531999,5.9,13
75,tt12539123,4.0,-1
76,tt12544195,4.6,30
81,tt2083932,5.9,15
84,tt12535617,6.9,23538
85,tt4708408,2.2,8
95,tt0035697,7.4,8
97,tt12531800,5.0,755
99,tt12539478,8.2,11
100,tt12531600,4.9,10
101,tt1337354,7.2,847
103,tt12533288,6.6,247
105,tt12531413,6.7,1811
107,tt0471839,5.2,31
111,tt3399368,5.0,290
113,tt12540297,6.1,10
114,tt12541775,6.1,18
115,tt12535190,7.8,8
118,tt0234528,8.6,9
119,tt12545974,6.4,143
121,tt12534531,4.7,68
122,tt12535718,7.7,25
125,tt12543702,7.4,165
128,tt12536078,5.3,14
134,tt12533392,4.6,7
135,tt0494712,2.3,805
138,tt12536340,7.0,184
139,tt7388830,7.7,16
140,tt12543980,5.1,17
142,tt12541380,4.4,1189
146,tt12533448,4.5,386
150,tt1124107,7.3,21
151,tt2308048,6.6,13
152,tt12534147,6.4,7
153,tt0865634,8.4,52
154,tt12535270,8.0,12
156,tt12541379,4.4,1186
157,tt12534827,7.4,6
161,tt12536038,6.0,-4
162,tt1674052,6.6,5
165,tt12533850,6.9,10
167,tt12540137,5.6,1057
172,tt12531231,5.0,7
176,tt12536968,9.1,2113
177,tt12539622,6.0,-4
178,tt0378450,8.0,23
184,tt12541915,4.4,299
186,tt12539885,7.0,6
188,tt12536369,8.0,79
190,tt12532745,6.6,7
191,tt12535271,8.2,15
192,tt12537971,5.9,5
194,tt12531452,8.0,3124
198,tt12532677,8.1,91
199,tt10410130,9.1,8
200,tt12532294,6.3,404
202,tt12545683,5.4,188
208,tt1024156,9.0,111
209,tt0350750,3.8,13
210,tt12537038,4.0,2173
215,tt12535069,5.7,21
217,tt12537273,6.7,149
220,tt12542760,7.5,167
223,tt12544082,6.8,7
229,tt12537583,6.6,59
231,tt12532919,7.7,176
233,tt12535438,5.4,55
235,tt12536034,7.2,9
238,tt12536238,7.9,17
240,tt12542126,5.5,15
241,tt2513610,8.0,5
242,tt12538563,5.0,9
243,tt12542065,7.2,17
245,tt12541919,7.1,28
248,tt12543632,5.9,8
249,tt12543415,5.0,6
252,tt12534589,7.1,7
255,tt12532704,1.7,26
257,tt12541697,8.8,18
258,tt0457121,7.4,43
262,tt12536044,6.5,335
263,tt12541068,6.0,231
264,tt12544636,7.9,981
265,tt2141569,7.4,15
270,tt12544050,6.4,92
271,tt12543140,5.4,-5
273,tt0030861,6.8,24
274,tt12545091,7.4,44
275,tt12531863,4.6,2149
276,tt12538615,6.5,96
277,tt12538867,7.8,33
278,tt12543861,4.7,28
280,tt12542375,1.9,103
282,tt12542127,5.5,21
283,tt12542142,5.6,4
284,tt12543389,7.1,19
285,tt0314490,6.0,5
286,tt1155541,6.6,9
288,tt12532319,8.0,13
289,tt12537970,6.2,6
290,tt4995922,6.0,5
292,tt12544866,4.7,20
295,tt12538176,8.0,4
299,tt12539619,7.7,7
300,tt12541993,6.1,19
301,tt12542555,6.6,29
305,tt12532255,7.1,61
306,tt12541213,6.4,-4
307,tt12536125,6.9,163
309,tt12532389,7.1,17
313,tt12532006,6.3,25
317,tt12534012,8.3,12
320,tt12541065,5.7,10
322,tt0448136,4.0,27
323,tt12535434,7.2,24
325,tt12536682,6.7,31
326,tt12542380,6.8,11
329,tt3364888,6.1,11
333,tt12532520,7.0,218
334,tt12540918,5.6,426
335,tt12535716,7.2,9
340,tt12531232,4.7,5
341,tt12539456,7.1,30
350,tt9652752,7.6,13
351,tt12544011,5.6,5
352,tt12543390,7.1,13
354,tt12543216,8.7,7
358,tt12536026,5.8,149
361,tt1296418,6.4,5
363,tt12534492,5.5,25
364,tt12533973,6.8,-5
365,tt12545395,5.3,16
368,tt12539290,7.5,1483
369,tt12534401,4.8,448
370,tt6829094,7.4,89
371,tt3314940,7.6,5
373,tt12535110,5.4,87
374,tt12537278,7.3,25
375,tt0003158,6.0,12
378,tt12533587,4.7,1710
379,tt1351264,8.6,20
380,tt12533308,7.9,65
382,tt12545743,7.4,6
383,tt0816629,4.9,243
385,tt12539291,7.1,1475
391,tt12536511,6.1,32
393,tt12541032,6.2,16
