sample,sub_sample,popper_time_sec,train_precision,train_recall,tp,fn,tn,fp,rules,size,test_precision,test_recall,test_f1
1,1,9,0.97,0.99,1359,17,1331,45,6,42,0.05600834331183128,1.0,0.10607556969896485
1,2,9,0.96,1.00,991,2,957,36,7,49,0.058524378430739425,1.0,0.11057728971249904
1,3,9,0.97,0.98,1292,32,1285,39,6,42,0.05856692786170127,1.0,0.11065323565323565
1,4,9,0.97,1.00,1095,5,1065,35,5,35,0.06121759689267922,1.0,0.11537237428389562
1,5,9,0.96,0.98,886,16,863,39,7,49,0.05729022019440587,0.9979267449896337,0.10835959777877834
2,1,9,0.97,1.00,997,4,965,36,7,49,0.040184476779521645,0.9933716305788776,0.07724422300489647
2,2,9,0.96,0.99,1245,11,1207,49,8,56,0.03659437751004016,1.0,0.07060500867840318
2,3,9,0.97,0.98,1264,27,1247,44,8,56,0.03748930287670331,1.0,0.07226928079692903
2,4,9,0.97,0.99,971,11,957,25,7,49,0.037490536848688326,1.0,0.0722715736040609
2,5,8,0.97,0.99,1050,13,1027,36,9,63,0.03659437751004016,1.0,0.07060500867840318
3,1,9,0.97,1.00,1120,3,1093,30,7,49,0.04461238420282789,0.9989082969432315,0.08541024922990759
3,2,9,0.97,0.99,1158,11,1133,36,7,49,0.04505613551309828,0.9989082969432315,0.0862231436110064
3,3,9,0.97,0.99,1010,7,981,36,6,42,0.04505835426207712,0.9989082969432315,0.08622720633275222
3,4,8,0.97,0.99,1134,7,1105,36,6,42,0.04505613551309828,0.9989082969432315,0.0862231436110064
3,5,9,0.96,0.98,979,20,953,46,9,63,0.03841481295295547,1.0,0.07398741326448281
4,1,8,0.98,0.99,704,4,696,12,7,49,0.03861363975526041,1.0,0.07435611911347391
4,2,8,0.97,0.99,982,6,962,26,6,42,0.04069036011951565,1.0,0.07819878357447774
4,3,8,0.98,0.99,854,13,846,21,6,42,0.04105513685045617,1.0,0.07887216612688132
4,4,9,0.97,0.99,1029,8,1009,28,6,42,0.04069036011951565,1.0,0.07819878357447774
4,5,9,0.97,0.99,900,5,878,27,6,42,0.037962147887323945,1.0,0.07314746104102618
5,1,9,0.96,0.98,956,15,932,39,6,42,0.040911851931253795,1.0,0.07860771660030207
5,2,11,0.96,0.99,1314,19,1276,57,6,42,0.044587227414330216,1.0,0.08536812674743709
5,3,9,0.97,0.99,981,12,960,33,8,56,0.04163182198305639,1.0,0.07993577213068974
5,4,9,0.96,0.98,956,20,941,35,9,63,0.041279111687937124,1.0,0.07928539279160751
5,5,8,0.98,0.99,1005,10,993,22,6,42,0.044587227414330216,1.0,0.08536812674743709
