tid,species,local_language,name,genus
238922,rec-230-dup-0,,,
234753,id-890,,ムゲンナ,キョダイポケモン
236707,rec-770-dup-0,,,すなのしろポケモン
227493,id-194,9,Wooper,Water Fish Pokémon
227492,id-194,8,Wooper,Pokémon Acquapesce
227490,id-194,6,Felino,Fisch-Pokémon
227494,id-194,11,ウパー,みずうおポケモン
230007,id-423,4,海兔k獸,海兔寶可
228395,id-276,9,Taillzcow,Tiny Swalow Pokémon
238730,rec-431-dup-0,,Glame0w,Catty Pokémon
228767,id-310,7,Manectruc,Pokémom Decarga
230877,id-503,4,大劍鬼,威嚴寶可夢
230876,id-503,3,대검귀,관록포켓몬
230878,id-503,5,Clamiral,Pokémon Dignitaire
226500,id-104,6,Tragosso,Einsam-Pokémon
226501,id-104,7,Cubone,Pokémon Solitario
226505,id-104,12,卡拉卡拉,孤独宝可梦
237686,rec-489-dup-0,11,フィオネy,かいようポケモンc
229766,id-401,,Crilkzik,Pokémon Criquet
238535,rec-448-dup-0,1,ルカリオ,はどうポケモン
228640,id-299,1,ノズパ,
239487,rec-345-dup-0,4,觸手百合,海百合寶可夢
239484,rec-345-dup-0,6,Liliep,Seeanemonen-Pokémon
239481,rec-345-dup-0,7,Lileep,Pokémon Lirio de Mar
239480,rec-345-dup-0,12,触手百合,海百合宝可梦
239489,rec-345-dup-0,3,릴링,바다나리포켓몬
226308,id-87,1,ジュゴン,あしかポケモン
231002,id-515,9,Panprour,Spray Pokéon
226702,id-122,11,バリヤーyド,バリアーポモン
225938,id-53,5,Pe5s5ian,Pokémqon Chadeville
239362,rec-328-dup-1,,톱,개미지옥포켓몬
231932,id-608,9,Lanpet,Lamp Ppkémon
229790,id-403,7,Shjnx,Pojémon Fla5h
235312,rec-804-dup-0,,Nagamadel,Pokémon Pin Veneno
225706,id-32,,尼多a朗,毒針寶可夢
234969,rec-544-dup-0,,車輪,繭蜈蚣寶可夢
234443,id-859,,ベロeバー,いじわるポケモン
230258,id-446,,,
226716,id-124,,Roubla,
230805,id-496,,ジャkノビー,くさへびポケモン
234556,id-871,,찌르성게,
233765,id-792,1,ルナアーラ,がちりんポケモン
233766,id-792,3,루나아라,월륜포켓몬
233767,id-792,4,露奈雅拉,月輪寶可夢
228438,id-280,8,Ralrs,Pokémon Serisazione
230527,id-470,7,Leafeon,Pokémon Verdor
230526,id-470,6,Folipurba,Unreif-Pokémon
230525,id-470,5,Phyllali,Pokémon Verdoyant
230524,id-470,4,葉伊布,新綠寶可夢
230521,id-470,1,リーフィア,しんりょくポケモン
230528,id-470,8,Leafeon,Pokémon Rigoglioso
235319,rec-804-dup-0,,Nsgaadel,Pokémon Velenago
237247,rec-179-dup-1,9,Marzep,Wool Pokérnon
236747,rec-375-dup-0,9,Metanh,
230924,id-507,,哈约克,忠f犬宝可梦
227508,id-196,,Ex'lfie,
237684,rec-489-dup-0,12,霏欧纳t,海洋可梦
237256,rec-400-dup-0,3,비버통,비버포켓몬
237257,rec-400-dup-0,2,Beadull,
230259,id-446,3,먹고,대식가켓몬
230809,id-496,,Efo5ep,Grasschlange
233204,id-735,,猫鼬探b长,蹲守宝可梦
230529,id-470,9,Leafteon,Verdat Pokém0n
233774,id-792,12,露奈拉,月轮宝可
227722,id-215,,Sneasek,Pokémon Garra Filo
232063,id-621,,クリムガzoン,ほらあなポケモン
228441,id-280,12,,心情u宝可梦
235491,rec-240-dup-1,,Buoby,
226994,id-149,,Dracokosse,Pokémon Dragon
231064,id-521,,高傲雉,自尊心宝可梦
227716,id-215,1,ニューラ,かぎづめポケモン
226390,id-94,,Gekngar,Schatten-Pokémon
234516,id-867,,데스판,원념포켓
239384,rec-387-dup-0,,모부기,
233041,id-719,8,Diancie,Pokémon Gemma
233042,id-719,9,Diancie,Jewel Pokémon
233634,id-778,,谜丘,画皮宝可梦
230923,id-507,,ハーデリア6,ちゅうけんポケモン
233869,id-802,6,Marshadow,Dunkelwesen-Pokémon
233866,id-802,3,마샤도,그림자살이포켓몬
233865,id-802,1,マーシャドー,かげすみポケモン
233864,id-801,12,玛机雅娜,人造宝可梦
233863,id-801,11,マギアナ,じんぞうポケモン
233862,id-801,9,Magearna,Artificial Pokémon
236331,rec-579-dup-0,6,Zytomega,Vermehrungs-Pokémon
236332,rec-579-dup-0,12,人造细胞卵,增幅宝可梦
228171,id-256,5,Galiev,Pokéon Poulet
238749,rec-331-dup-1,,サボ,サボテンポケモン
239007,rec-583-dup-0,,多冰,冰雪寶可夢
235953,rec-828-dup-1,9,Thieuj,Fox Plkémon
237428,rec-481-dup-0,12,艾姆多,感情宝梦
229340,id-362,8,Glalie,Pokémon Tuttomuso
234176,id-833,,깨물부,물고늘어지기포켓몬
238818,rec-130-dup-0,,暴鲤d龙,凶恶宝可梦
232531,id-668,8,Pyr0ar,Pokémon eale
237750,rec-574-dup-1,1,ゴhチム,ぎょうしポケmモoン
231090,id-524,7,Roggemrooa,Pokémon gManto
230769,id-492,7,Shavmn,Pokémori Gratitud
232007,id-616,4,小嘴,蝸牛寶可k夢
227489,id-194,5,Axolot,Pokémon Poi5son
226732,id-125,7,Electanu2z,Pokém on Eléctrico
231628,id-578,,Méios,Pokémn Divisgé
228788,id-312,6,Minn,Jubej
236673,rec-771-dup-0,,Concombaffe,Pokémon Holothune
229362,id-364,8,Sealexo,Pokémon Rotspalla
233631,id-778,8,Mimimyu,Pokémon Fant asmanto
226703,id-122,,,屏障宝可梦
231503,id-565,,アバゴkーラ,こだいがめポケモン
238536,rec-448-dup-0,,Lucqrio,Pokémon Aura
228440,id-280,,ラnルトnス,きもちポケモン
229326,id-361,,Stalgam:n,Pokémon Capuche
227511,id-196,5,Mentalhj,Pokémon So leil
231250,id-540,7,Sewaddle,Pokémon Sastre
236387,rec-341-dup-0,,龙虾小兵,
237377,rec-34-dup-0,,Nidolcng,
232534,id-668,,火炎i狮,王者宝可梦
233952,id-810,9,Groomeuy,Chump Pokémon
233622,id-777,9,Togedemaru,Roly-Poly Pokémon
234961,rec-544-dup-0,8,Whorlupede,Pokémoj Rotopede
237288,rec-458-dup-0,4,小球i飛魚,風箏寶夢p
226693,id-122,,バリヤード,
