tid,tconst,averageRating,numVotes
4,tt12537087,7.3,9
6,tt12538154,7.9,92
7,tt12535755,6.3,150
11,tt12534868,6.3,922
12,tt12541355,6.1,124
13,tt0040146,5.6,14
15,tt12534907,7.3,18812
16,tt12543213,4.9,5
18,tt12540399,6.0,6
21,tt12532849,8.3,5
22,tt12540390,6.6,60
23,tt12531237,7.7,7
24,tt12531412,6.5,1811
25,tt12533523,8.5,10
27,tt0927634,6.4,8
28,tt12535746,7.6,-1
29,tt12539879,5.5,85
30,tt12540401,7.0,59
31,tt12541831,4.4,9
32,tt12539977,6.4,23
34,tt12532783,6.5,39
37,tt12531849,6.8,2
42,tt12534268,6.8,42
43,tt12533076,9.3,6
44,tt12535785,9.1,28006
45,tt2061640,8.9,8
47,tt12534667,7.6,7
48,tt12540917,5.8,432
49,tt8181336,6.4,19
50,tt12535723,5.8,121
51,tt12541653,6.5,24
54,tt12540418,7.2,842
56,tt12540958,4.7,126
58,tt12541427,8.3,12
59,tt12542918,7.0,14
61,tt0311234,6.8,11
62,tt12537280,7.8,25
63,tt12538434,8.6,21
64,tt12541634,5.3,15
66,tt12536025,6.3,149
69,tt12543819,6.5,38
70,tt12533245,6.5,11
72,tt12545396,5.7,16
75,tt12539123,4.0,-1
77,tt12544362,7.8,89
78,tt12532254,7.4,61
80,tt0015156,5.2,5
81,tt2083932,5.9,15
84,tt12535617,6.9,23538
85,tt4708408,2.2,8
86,tt0499179,8.6,16
87,tt12535533,7.3,754
88,tt12542257,9.1,15
89,tt6620638,6.5,8
90,tt12535633,4.5,11
91,tt12545654,5.5,48
93,tt12532992,5.3,17
95,tt0035697,7.4,8
97,tt12531800,5.0,755
98,tt12543138,6.5,5
99,tt12539478,8.2,11
101,tt1337354,7.2,847
102,tt12538281,2.5,803
104,tt12542862,7.3,15
105,tt12531413,6.7,1811
107,tt0471839,5.2,31
108,tt12535644,4.9,8
110,tt12544497,7.2,8
111,tt3399368,5.0,290
112,tt12537316,6.6,7
113,tt12540297,6.1,10
114,tt12541775,6.1,18
115,tt12535190,7.8,8
116,tt12536172,7.0,5
118,tt0234528,8.6,9
119,tt12545974,6.4,143
122,tt12535718,7.7,25
123,tt1459073,7.4,11
125,tt12543702,7.4,165
133,tt12533597,7.2,673
135,tt0494712,2.3,805
136,tt12535808,6.2,28
137,tt12539959,5.8,304
138,tt12536340,7.0,184
139,tt7388830,7.7,16
140,tt12543980,5.1,17
141,tt12534020,1.5,11
146,tt12533448,4.5,386
148,tt12531194,7.5,17
