tid,species,local_language,name,genus
234101,id-825,,Dotvler,Pokémon Radome
238877,rec-728-dup-0,3,누리공,강치포켓몬
238876,rec-728-dup-0,5,Otaquin,Pokémon Otarie
231227,id-538,4,投摔,柔k道寶可夢
226432,id-98,4,大鉗,清水n蟹寶可夢
234368,id-852,5,Poulaf,Pokémon Caorice
238145,rec-800-dup-0,4,奈克洛茲a瑪,稜鏡寶可
229898,id-413,5,Chniselle,Pokémon Ver Cacbé
232259,id-641,6,Borsos,Wirbelsturm-P0kémon
229316,id-360,6,Iss0,Strahlelcind-Pokémon
233507,id-766,,投擲m猴,配合寶可夢
238184,rec-10-dup-0,,Catepbie,
227246,id-172,,皮丘t,小鼠寶可夢
236707,rec-770-dup-0,,,すなのしろポケモン
237329,rec-534-dup-0,3,노보,골포켓몬
236338,rec-846-dup-0,,Arrol<usa,Rush Pokémon
238878,rec-728-dup-0,,アシマリ,あしかポsケモン
227169,id-165,,芭瓢蟲,五星寶m可夢
238443,rec-866-dup-1,8,Mr. Rlme,Pokém0n Comico
228395,id-276,9,Taillzcow,Tiny Swalow Pokémon
229319,id-360,,Wynavyt,Bright Pokémon
230715,id-487,8,Giratina,Pokémon Ribelle
230716,id-487,9,Giratina,Renegade Pokémon
230710,id-487,3,기라티나,반골포켓몬
230719,id-488,1,クレセリア,みかづきポケモン
231048,id-520,5,Colombeau,Pokémon Sauvapigeon
239325,rec-190-dup-0,4,長怪,長尾寶可z夢
231463,id-561,11,シンボー,とりもどきポvケモン
230720,id-488,,Crece:a,
237002,rec-314-dup-0,,甜甜,螢火蟲寶可夢
230582,id-475,7,Ga|lade,Pokém0n Cuchilla
233177,id-733,,銃嘴大鳥,銃炮寶可夢w
234137,id-829,4,幼,花飾可夢
232025,id-618,1,マッギョ,トラップポケモン
230871,id-502,8,Dewott,Pokémon Apprendista
230872,id-502,9,Dewott,Discipline Pokémon
230877,id-503,4,大劍鬼,威嚴寶可夢
230876,id-503,3,대검귀,관록포켓몬
230878,id-503,5,Clamiral,Pokémon Dignitaire
232132,id-628,,Bravsry,Valiant Pokémon
233962,id-811,,Thwackey,
226283,id-84,,Dodu0,Twin Bird Pokémon
237124,rec-395-dup-1,5,,Pokémon Ernpereur
236912,rec-443-dup-0,8,Gbl4,Pokémon Squal0terra
230654,id-482,,Agn0m,
226500,id-104,6,Tragosso,Einsam-Pokémon
226501,id-104,7,Cubone,Pokémon Solitario
226505,id-104,12,卡拉卡拉,孤独宝可梦
233506,id-766,,내던숭,연계포켓몬
232561,id-671,8,Florges,Pokémon Giardino
232562,id-671,9,Florges,Garden Pokémon
238688,rec-204-dup-0,4,榛果球,蓑衣蟲寶可夢
238684,rec-204-dup-0,3,피콘,도롱이벌레포켓몬
229766,id-401,,Crilkzik,Pokémon Criquet
236655,rec-127-dup-1,,Kaillcos,
226308,id-87,1,ジュゴン,あしかポケモン
231002,id-515,9,Panprour,Spray Pokéon
230578,id-475,3,,검포켓n몬
231296,id-545,,펜드라,메가지네포켓몬u
227568,id-201,7,,Pokémon Símvolo
227399,id-186,3,,개구리켓몬
237333,rec-534-dup-0,,修建老,筋骨宝可梦
230839,id-499,6,Ferkockel,Feuerferkecl
226569,id-110,9,Weezibg,Poison Gaz Pokémon
229474,id-374,,ダンバル,てっきゅうポケモ
237732,rec-165-dup-0,12,芭瓢虫,五星宝可梦
238851,rec-166-dup-1,,レディア,いつつぼしポケモン
236486,rec-287-dup-0,4,懶,懶人寶可y夢
227900,id-231,9,Phanpy,Long Nose Pokémon
231813,id-596,,デンュラ,でんきグモポケモン
236800,rec-385-dup-1,4,基拉祈v,
231455,id-561,,シンボラvー,とりもどきポケモン
228032,id-243,9,Raikfou,Thunder okémon
231823,id-597,11,テシード,とげのみケモン
236906,rec-443-dup-0,,,육지상어포켓몬
239117,rec-591-dup-0,1,モロバル,きのこポケン
227245,id-172,,피츄,아기쥐포p켓몬
237281,rec-445-dup-0,5,Crcgacrok,Pokémon Supe4sonic
234299,id-845,6,Ur9l,Schlin9-Pokémon
226470,id-101,9,Eietrode,Ball P0kémon
233764,id-791,12,索尔迦雷欧,日轮宝可梦
233765,id-792,1,ルナアーラ,がちりんポケモン
233766,id-792,3,루나아라,월륜포켓몬
233767,id-792,4,露奈雅拉,月輪寶可夢
226429,id-98,1,クラブ,さわがにポケモン
233762,id-791,9,Solgaleo,Sunne Pokémon
233763,id-791,11,ソルガレオ,にちりんポケモン
229598,id-386,,Deoebxys,
230841,id-499,8,P:gnitr,Pokérnon Suinfuoco
239168,rec-372-dup-0,9,Shelhgaon,Endurancs Pokémon
230520,id-469,12,远古巨蜓,勾蜓宝可梦
234239,id-839,6,Montecarbo,Kohle-Pokémon
235284,rec-746-dup-0,11,,こざかポケモン
233697,id-785,,卡璞・鳴鳴,土地神寶r可夢
236407,rec-361-dup-0,9,Snorugnr,Snow Hat okémon
232961,id-711,8,Gourgeist,Pokémon Zucca
232963,id-711,11,パンプジン,かぼちゃポケモン
239213,rec-889-dup-1,,ザマゼンhタ,つわものポケモン
228967,id-328,,Trapnch,Ant Pit Pokémon
230924,id-507,,哈约克,忠f犬宝可梦
231811,id-596,8,Galvwntula,Pokémom Elettroragno
227508,id-196,,Ex'lfie,
227567,id-201,6,Iconitl,Symboul
231678,id-583,,Sorboul,Pokéjon Grêle
238309,rec-150-dup-1,,뮤,유전포켓몬
226098,id-67,,豪力,怪b力宝可梦
227247,id-172,,Picu,Pokémon Minisouris
237401,rec-3-dup-1,,妙蛙花,種子寶y可夢
229465,id-374,1,ダンバル,てっきゅうポケモン
239236,rec-138-dup-0,,菊石,漩渦寶可夢
225726,id-34,,Nidoknng,
228739,id-308,1,チャーレム,めいそうポケモン
234266,id-842,3,,
233759,id-791,,Solgal3o,Sonnenkreis-Pokémon
230120,id-433,7,Chinglinge,Pokémon Carnpama
233695,id-785,,,とちがみポケモン
232933,id-708,11,ボクー,
233345,id-750,1,バンバロ,ばんばポケモzン
227072,id-156,6,Igeladsvar,Vulksn
234235,id-839,1,,せきたんポケモンw
234726,id-888,3,자시,강자포j켓몬
238028,rec-195-dup-0,4,沼,水寶可夢
233774,id-792,12,露奈拉,月轮宝可
228773,id-311,,Pradleu,
229267,id-356,1,サマヨrール,てまねきポケモoン
239312,rec-121-dup-0,8,Starnie,Pokémon Msterioso
230723,id-488,5,Cresseia,Pokémon Lubaire
230062,id-428,,長耳e兔,兔子寶可夢
231064,id-521,,高傲雉,自尊心宝可梦
233176,id-733,,왕큰부리,대포포켓몬l
230925,id-508,1,ムーラン,かんだいポケrモン
237957,rec-260-dup-0,11,ラグラージ,ぬまうおポケモン
237956,rec-260-dup-0,9,Swampert,Mud Fish Pokémon
237954,rec-260-dup-0,6,Sumpex,Lehmhüpfer-Pokémon
239384,rec-387-dup-0,,모부기,
236173,rec-615-dup-0,6,Frigometr'l,Kristall-Pikémon
227993,id-240,3,마그b비,
233041,id-719,8,Diancie,Pokémon Gemma
233042,id-719,9,Diancie,Jewel Pokémon
233597,id-775,4,樹枕尾熊,半夢半醒寶可夢
230923,id-507,,ハーデリア6,ちゅうけんポケモン
230482,id-466,6,Elevoltek,Donnerkeil-Pokémon
225581,id-20,,拉,鼠宝可梦
230486,id-466,11,エレキブル,らいでんポケモン
230487,id-466,12,电击魔兽,雷电宝可梦
231684,id-583,12,多多冰,冰雪宝可梦
231680,id-583,7,Vanillish,Pokémon Nieve Helada
229218,id-351,7,Castfom,PokémonClima
237733,rec-165-dup-0,,芭瓢蟲9,五星寶可夢
233869,id-802,6,Marshadow,Dunkelwesen-Pokémon
233866,id-802,3,마샤도,그림자살이포켓몬
233865,id-802,1,マーシャドー,かげすみポケモン
233160,id-731,7,Pik9pek,Pokémon arpintero
236334,rec-846-dup-0,11,サシカマス,とつげきポケモン
236337,rec-846-dup-0,8,Arrokuda,Pokémon Carica
231460,id-561,7,Sigilvph,Pokémon Psevdopájaro
228199,id-258,12,水跃o鱼r,沼鱼宝梦
231864,id-601,,,齿轮宝可梦
239449,rec-119-dup-0,3,왕콘,금붕어포켓
239318,rec-190-dup-0,,Capumain,Pokémon Longquejue
230043,id-426,7,Dribli,Pokémon Djrigible
237280,rec-445-dup-0,8,Garmchomo,Pokémon Mah
230355,id-454,,毒骷蛙p,毒击宝可梦
238282,rec-303-dup-0,,大嘴娃,
237955,rec-260-dup-0,,Laglsrge,
238140,rec-800-dup-0,,ネクロaズマ,プリズムポケモン
226490,id-103,7,Exegutror,Pokémpn Coco
238285,rec-303-dup-0,9,,Deceiver okémon
225794,id-40,4,胖可a丁,氣球寶可夢j
236124,rec-36-dup-0,11,ピクシーq,ようせいケモン
231601,id-575,,Gothoonta,Pokémon Raggiro
233745,id-790,1,コスモウムi,げんしせいポケqモン
232007,id-616,4,小嘴,蝸牛寶可k夢
226531,id-107,4,快o拳郎,拳擊寶n可夢
226276,id-84,,Docli,
226164,id-73,,毒刺水z母,水母宝可梦
236801,rec-385-dup-1,1,ジラーチ,ねがいごとポケモン
234607,id-876,4,愛管侍,感情寶可夢
234602,id-875,9,Eiscue,Penguin Pokémon
234603,id-875,11,コオリッポ,ペンギンポケモン
232297,id-645,4,土地雲,豐饒寶可夢
232295,id-645,1,ランドロス,ほうじょうポケモン
226225,id-79,,Flegm9n,Schnarcher-Pokémon
228031,id-243,,Raijou,Pokémon Tuono
229044,id-335,9,Zango0se,Cat Ferret Pokmon
232812,id-696,9,Tyruiiit,Royal Heir cPokémon
229362,id-364,8,Sealexo,Pokémon Rotspalla
237282,rec-445-dup-0,,烈咬陆q鲨,音速宝可梦
228189,id-258,1,ミズゴロウ,ぬまうおポケモン
238125,rec-204-dup-1,,Tannaa,Beutelwurm
229587,id-385,2,Jirachi,
229586,id-385,1,ジラーチ,ねがいごとポケモン
231677,id-583,4,多多qx冰,冰雪寶夢
227853,id-227,,Panzaeron,Flugstah1-Pokémon
238393,rec-252-dup-1,,キモtリ,もりトカゲポケモン
237728,rec-165-dup-0,9,Ledyvla,Five Star Ppkémon
233918,id-807,5,Zraora,
226171,id-74,7,Geodide,Pokémon Rocs
231878,id-603,,Lampérois,Pokémon Électrophore
237394,rec-3-dup-1,5,Florizarre,Pokémon Graine
237397,rec-3-dup-1,7,Venusaur,Pokémon Semilla
235212,rec-259-dup-0,6,Moorabl>el,Lebmhüpfer-Pokémon
235890,rec-694-dup-0,12,伞电蜥,发电宝可梦
230947,id-510,,酷豹c,冷酷寶可夢
227203,id-168,,Mi9aos,Pokémon Long-Patte
233158,id-731,5,Picaspsaut,Pokémom Pivert
232104,id-625,,劈斩司,刀刃宝可梦
226326,id-88,8,,Pokémori Melma
232511,id-666,8,Vivillob,Pokémon Farcascaglia
236589,rec-507-dup-0,9,,Loyal Dog Pikémon
229573,id-383,,グラードン,たいりくポケモ
231128,id-528,5,Rhinolosv,Pokémon Cpupidon
237735,rec-165-dup-0,,레k디바,별다섯포켓몬
236283,rec-246-dup-1,1,ヨーギラ,いわはだポケモzン
227511,id-196,5,Mentalhj,Pokémon So leil
227206,id-168,8,Ariados,Pokémon Lungazampa
227207,id-168,9,Ariados,Long Leg Pokémon
227209,id-168,12,阿利多斯,长腿宝可梦
237336,rec-534-dup-0,8,Conkeldrr,Pokémon Forzsimmane
237825,rec-598-dup-1,8,Ferromtborn,Pokémonn Spinasfere
226489,id-103,,Kok0we:,Palmfrucht-Pokémon
236699,rec-778-dup-1,,따라큐9,탈포켓몬
238926,rec-192-dup-0,5,Hélatronc,Pokémon Sileil
233644,id-779,,磨牙彩鱼,磨牙宝可梦
228960,id-328,2,Nuckrar,
228965,id-328,7,Trapinch,Pokémon Hormiga León
228969,id-328,12,大颚蚁,蚁狮宝可梦
227054,id-154,,メガニウムv,ハーブポケモン
225517,id-15,,,
225832,id-43,9,Oddi5h,Weed Pokéiiion
228963,id-328,,Krakn0id,Pokémon Piégeur
239234,rec-138-dup-0,,Omniyr,
226655,id-118,,Goldeen,Pokémon Pwz Color
238636,rec-247-dup-0,,Ymphct,Pokémon Carapadure
229593,id-385,8,Jirachi,Pokémon Desiderio
233923,id-807,11,ゼラオラ,じんらいポケモン
238308,rec-150-dup-1,9,Meteo,Geznetic Pokémon
226706,id-123,,,버마재비포켓몬
230926,id-508,3,바랜,관대포켓
235574,rec-136-dup-0,5,Pyr0i,Pokém9n Flamme
230047,id-426,,随风球r,热气球宝可梦
227586,id-203,3,키링키u,긴목포몬
227561,id-200,12,梦,夜啼宝可
230390,id-458,2,Tamanta,
235145,rec-127-dup-0,2,Kailios,
229271,id-356,,Téracl0pe,Pokémon Appel
238471,rec-3-dup-0,2,Fushigibana,
238470,rec-3-dup-0,8,Venusaur,Pokémon Seme
228224,id-261,3,포챠나,물어뜯기포켓몬
228227,id-261,6,Fiffyen,Biss
236495,rec-614-dup-0,4,凍原熊,凍結寶可夢
236496,rec-614-dup-0,1,ツンベアー,とうけつポケモン
236490,rec-287-dup-0,11,ナマケロ,なまけものポケモン
236493,rec-614-dup-0,9,Beartic,Freezing Pokémon
