tid,species,generation,evolves_from_species,evolution_chain,color,shape,habitat,gender_rate,capture_rate,base_happiness,is_baby,hatch_counter,has_gender_differences,growth_rate,forms_switchable,is_legendary,is_mythical,conquest_order
239589,id-72,1,,30,2,10,7,4,190,50,0,20,0,1,0,0,0,
239591,id-74,1,,31,3,4,4,4,255,70,0,15,0,4,0,0,0,
239592,id-75,1,id-74,31,3,12,4,4,120,70,0,15,0,4,0,0,0,
239597,id-748,7,id-747,385,2,10,,4,75,50,0,20,0,2,0,0,0,
239598,id-817,8,id-816,432,2,,,1,45,50,0,20,0,4,0,0,0,
239600,id-64,1,id-63,27,3,6,8,2,100,50,0,20,1,4,0,0,0,128
239603,id-114,1,,52,2,7,3,4,45,50,0,20,0,2,0,0,0,
239612,id-816,8,,432,2,,,1,45,50,0,20,0,4,0,0,0,
239614,id-8,1,id-7,3,2,6,9,1,45,50,0,20,0,4,0,0,0,
239616,id-204,2,,102,4,1,2,4,190,70,0,20,0,2,0,0,0,56
239619,id-207,2,,104,7,9,4,4,60,70,0,20,1,4,0,0,0,
239625,id-616,5,,312,8,1,,4,200,50,0,15,0,2,0,0,0,
239626,id-615,5,,311,2,1,,-1,25,50,0,25,0,2,0,0,0,
239628,id-208,2,id-95,41,4,2,1,4,25,50,0,25,1,2,1,0,0,176
239631,id-610,5,,309,5,6,,4,75,35,0,40,0,1,0,0,0,144
239632,id-828,8,id-827,436,3,,,4,127,50,0,15,0,3,0,0,0,
239633,id-801,7,,422,4,12,,-1,3,0,0,120,0,1,0,0,1,
239639,id-821,8,,434,2,,,4,255,50,0,15,0,4,0,0,0,
239641,id-813,8,,431,9,,,1,45,50,0,20,0,4,0,0,0,
239642,id-168,2,id-167,85,8,14,2,4,90,70,0,15,0,3,0,0,0,
239645,id-878,8,,460,10,,,4,190,50,0,25,0,2,0,0,0,
239647,id-872,8,,455,9,,,4,190,50,0,20,0,2,0,0,0,
239648,id-871,8,,454,7,,,4,75,50,0,20,0,2,0,0,0,
239651,id-876,8,,458,7,,,0,30,140,0,40,0,3,0,0,0,
239653,id-874,8,,456,4,,,4,60,50,0,25,0,1,0,0,0,
239658,id-503,5,id-502,258,2,8,,1,45,70,0,20,0,4,0,0,0,108
239660,id-501,5,,258,2,6,,1,45,70,0,20,0,4,0,0,0,106
239662,id-507,5,id-506,260,4,8,,4,120,50,0,15,0,4,0,0,0,
239668,id-756,7,id-755,389,7,12,,4,75,50,0,20,0,2,0,0,0,
239670,id-160,2,id-159,81,2,6,9,1,45,70,0,20,0,4,0,0,0,
239671,id-622,5,,316,5,12,,-1,190,50,0,25,0,2,0,0,0,
239672,id-623,5,id-622,316,5,12,,-1,90,50,0,25,0,2,0,0,0,
239678,id-480,4,,241,10,6,,-1,3,140,0,80,0,1,0,1,0,
239684,id-552,5,id-551,281,3,8,,4,90,50,0,20,0,4,0,0,0,67
239687,id-475,4,id-281,140,9,12,,0,45,35,0,20,0,1,1,0,0,12
