tid,species,generation,evolves_from_species,evolution_chain,color,shape,habitat,gender_rate,capture_rate,base_happiness,is_baby,hatch_counter,has_gender_differences,growth_rate,forms_switchable,is_legendary,is_mythical,conquest_order
239588,id-71,1,id-70,29,5,5,2,4,45,70,0,20,0,4,0,0,0,
239609,id-1,1,,1,5,8,3,1,45,50,0,20,0,4,0,0,0,
239620,id-200,2,,98,4,1,1,4,45,35,0,25,0,3,0,0,0,183
239630,id-611,5,id-610,309,5,6,,4,60,35,0,40,0,1,0,0,0,145
239632,id-828,8,id-827,436,3,,,4,127,50,0,15,0,3,0,0,0,
239634,id-811,8,id-810,430,5,,,1,45,50,0,20,0,4,0,0,0,
239635,id-589,5,id-588,299,4,4,,4,75,50,0,15,0,2,0,0,0,
239646,id-873,8,id-872,455,9,,,4,75,50,0,20,0,2,0,0,0,
239659,id-502,5,id-501,258,2,6,,1,45,70,0,20,0,4,0,0,0,107
239670,id-160,2,id-159,81,2,6,9,1,45,70,0,20,0,4,0,0,0,
239672,id-623,5,id-622,316,5,12,,-1,90,50,0,25,0,2,0,0,0,
239683,id-485,4,,246,3,8,,4,3,100,0,10,0,1,0,1,0,
239689,id-378,3,,194,2,12,1,-1,3,35,0,80,0,1,0,1,0,
239699,id-372,3,id-371,191,9,8,6,4,45,35,0,40,0,1,0,0,0,
239701,id-578,5,id-577,294,5,1,,4,100,50,0,20,0,4,0,0,0,
239706,id-575,5,id-574,293,7,12,,6,100,50,0,20,0,4,0,0,0,64
239709,id-570,5,,291,4,8,,1,75,50,0,25,0,4,0,0,0,154
239710,id-571,5,id-570,291,4,6,,1,45,50,0,20,0,4,0,0,0,155
239712,id-397,4,id-396,206,3,9,,4,120,70,0,15,1,4,0,0,0,27
239716,id-393,4,,205,2,12,,1,45,70,0,20,0,4,0,0,0,133
239718,id-258,3,,132,2,8,9,1,45,50,0,20,0,4,0,0,0,
239724,id-252,3,,130,5,6,2,1,45,50,0,20,0,4,0,0,0,130
239726,id-250,2,,128,8,9,5,-1,3,0,0,120,0,1,0,1,0,
239729,id-652,6,id-651,337,5,6,,1,45,70,0,20,0,4,0,0,0,
239734,id-655,6,id-654,338,8,6,,1,45,70,0,20,0,4,0,0,0,
239735,id-205,2,id-204,102,7,1,2,4,75,70,0,20,0,2,0,0,0,57
239738,id-728,7,,376,2,3,,1,45,50,0,15,0,4,0,0,0,
239751,id-711,6,id-710,365,3,5,,4,60,50,0,20,0,2,0,0,0,
239754,id-714,6,,367,7,9,,4,190,50,0,20,0,2,0,0,0,
239762,id-41,1,,17,7,9,1,4,255,50,0,15,1,2,0,0,0,23
239771,id-612,5,id-611,309,10,6,,4,45,35,0,40,0,1,0,0,0,146
239772,id-154,2,id-153,79,5,8,3,1,45,70,0,20,1,4,0,0,0,
239777,id-151,1,,78,6,6,5,-1,45,100,0,120,0,4,0,0,1,
239793,id-279,3,id-278,139,10,9,7,4,45,50,0,20,0,2,0,0,0,
239801,id-731,7,,377,1,9,,4,255,70,0,15,0,2,0,0,0,
239804,id-439,4,,57,6,12,,4,145,50,1,25,0,2,0,0,0,
239806,id-536,5,id-535,273,2,6,,4,120,50,0,20,0,4,0,0,0,
239807,id-537,5,id-536,273,2,12,,4,45,50,0,20,0,4,0,0,0,
239810,id-433,4,,184,10,12,,4,120,70,1,25,0,3,0,0,0,52
239815,id-436,4,,224,5,1,,-1,255,50,0,20,0,2,0,0,0,
239825,id-695,6,id-694,356,10,6,,4,75,50,0,20,0,2,0,0,0,
239826,id-694,6,,356,10,6,,4,190,50,0,20,0,2,0,0,0,
239834,id-326,3,id-325,164,7,6,4,4,60,70,0,20,0,3,0,0,0,
