tid,species,local_language,name,genus
238145,rec-800-dup-0,4,奈克洛茲a瑪,稜鏡寶可
237563,rec-867-dup-1,,死神,怨念寶可夢
233144,id-729,12,花漾海,偶像宝可b梦n
237597,rec-226-dup-0,8,Matine,Pokémon Aqu8lone
234488,id-864,,Corayômr,Pokémon Corail
235130,rec-96-dup-1,,スリーsプ,さいみんポケモン
234408,id-856,5,Bibichut,Pokémon Calme
234409,id-856,6,Brimova,Geruhsam-Pokémon
237124,rec-395-dup-1,5,,Pokémon Ernpereur
233371,id-752,8,Araquanid,Pokémon Bolladacqua
229227,id-352,5,Keclwon,Pokémpn Multicolor
231836,id-599,3,기어르,톱니바퀴포켓몬
231838,id-599,5,Tic,Pokémon Engrenage
238688,rec-204-dup-0,4,榛果球,蓑衣蟲寶可夢
238684,rec-204-dup-0,3,피콘,도롱이벌레포켓몬
229766,id-401,,Crilkzik,Pokémon Criquet
231002,id-515,9,Panprour,Spray Pokéon
231941,id-609,,Chandelure,Pokémon Artiranime
225540,id-17,,피죤k,새포켓몬
227578,id-202,,Woin9enav,Gedulds-Pokémon
227431,id-189,,Wa5accvo,
235312,rec-804-dup-0,,Nagamadel,Pokémon Pin Veneno
230332,id-452,11,ドラピオン,ばけさそりポケモン
226826,id-134,,Sbowees,
231813,id-596,,デンュラ,でんきグモポケモン
230258,id-446,,,
237281,rec-445-dup-0,5,Crcgacrok,Pokémon Supe4sonic
230782,id-493,9,,Alpha Poémon
233764,id-791,12,索尔迦雷欧,日轮宝可梦
233765,id-792,1,ルナアーラ,がちりんポケモン
233766,id-792,3,루나아라,월륜포켓몬
233767,id-792,4,露奈雅拉,月輪寶可夢
233762,id-791,9,Solgaleo,Sunne Pokémon
233763,id-791,11,ソルガレオ,にちりんポケモン
229598,id-386,,Deoebxys,
233142,id-729,9,Briomne,Pop StarPokémon
234231,id-838,8,Carkol,Pokémon Carbone
235319,rec-804-dup-0,,Nsgaadel,Pokémon Velenago
236747,rec-375-dup-0,9,Metanh,
230924,id-507,,哈约克,忠f犬宝可梦
231811,id-596,8,Galvwntula,Pokémom Elettroragno
238309,rec-150-dup-1,,뮤,유전포켓몬
230259,id-446,3,먹고,대식가켓몬
227461,id-191,11,ヒマナッツw,たねケモン
230080,id-429,,梦妖魔,魔法宝可
232446,id-660,3,,땅구멍파기포켓몬a
228735,id-307,8,Meditite,Pokémon Meditazione
228732,id-307,5,Méditikka,Pokémon Méditation
233759,id-791,,Solgal3o,Sonnenkreis-Pokémon
233345,id-750,1,バンバロ,ばんばポケモzン
238028,rec-195-dup-0,4,沼,水寶可夢
233774,id-792,12,露奈拉,月轮宝可
232206,id-636,3,활화바,횃불포몬
229267,id-356,1,サマヨrール,てまねきポケモoン
235892,rec-505-dup-0,,,けいかいポケモン
238601,rec-894-dup-0,,레지레키,일렉트론포켓몬
238474,rec-27-dup-0,7,Sandhrew,Pokémon Ratóri
227457,id-191,6,S0nkern,Samebn
226397,id-95,2,Iwark,
229231,id-352,9,Keclen,Colozr Swap Pokémon
232312,id-646,9,Kyurem,Boundary Pokémon
232311,id-646,8,Kyurem,Pokémon Confine
238765,rec-549-dup-0,,ドレディeア,はなかざりポケモン
233041,id-719,8,Diancie,Pokémon Gemma
233042,id-719,9,Diancie,Jewel Pokémon
233047,id-720,4,胡帕,頑童寶可夢
230923,id-507,,ハーデリア6,ちゅうけんポケモン
225506,id-14,,Ccoon,
233869,id-802,6,Marshadow,Dunkelwesen-Pokémon
233866,id-802,3,마샤도,그림자살이포켓몬
233865,id-802,1,マーシャドー,かげすみポケモン
225545,id-17,8,Pidgbeoyto,Pokém0n Uccello
233160,id-731,7,Pik9pek,Pokémon arpintero
237018,rec-872-dup-0,7,Sn0m,
238749,rec-331-dup-1,,サボ,サボテンポケモン
231864,id-601,,,齿轮宝可梦
228008,id-241,7,wMiltank,Pokémom Lechera
234798,id-895,5,Regidraxgo,Pokémon Boule Dragin
232447,id-660,,掘地兔dk,挖洞寶可夢
231327,id-548,,百合根娃娃,根莖寶可o夢
235953,rec-828-dup-1,9,Thieuj,Fox Plkémon
234176,id-833,,깨물부,물고늘어지기포켓몬
227771,id-220,1,ウリー,いのぶたポケdモン
237280,rec-445-dup-0,8,Garmchomo,Pokémon Mah
233146,id-730,3,누리레느,솔리스트포켓몬
228303,id-268,,Blindakdys,Pokémon Cocon
238282,rec-303-dup-0,,大嘴娃,
238779,rec-264-dup-0,4,直熊,猛衝寶k可
233122,id-727,9,Inxiner0ar,Heel Pkémon
238140,rec-800-dup-0,,ネクロaズマ,プリズムポケモン
231090,id-524,7,Roggemrooa,Pokémon gManto
238285,rec-303-dup-0,9,,Deceiver okémon
231601,id-575,,Gothoonta,Pokémon Raggiro
229544,id-381,,라티오스,무한포켓몬w
233745,id-790,1,コスモウムi,げんしせいポケqモン
235786,rec-540-dup-1,7,Sewadd0e,Pokénon Sastre
227659,id-209,11,ブルxー,ようせいmポケモン
228788,id-312,6,Minn,Jubej
229044,id-335,9,Zango0se,Cat Ferret Pokmon
232214,id-636,,燃虫,火炬宝可梦
237282,rec-445-dup-0,,烈咬陆q鲨,音速宝可梦
238125,rec-204-dup-1,,Tannaa,Beutelwurm
236518,rec-714-dup-1,4,嗡蝠,音波寶可夢
236516,rec-714-dup-1,3,음뱃,음파포켓몬
233918,id-807,5,Zraora,
235138,rec-96-dup-1,,Seep,
228200,id-259,1,ヌマクeロー,ぬまおポケモン
230176,id-438,8,Bondly,Pokémon Bon5ai
235898,rec-505-dup-0,4,步哨鼠,警戒寶可夢
235895,rec-505-dup-0,8,Watchog,Pokémon Sentinella
233158,id-731,5,Picaspsaut,Pokémom Pivert
229326,id-361,,Stalgam:n,Pokémon Capuche
228487,id-285,,Kinococ0k,
236589,rec-507-dup-0,9,,Loyal Dog Pikémon
231521,id-567,8,Archeop5,Pokémon Paleouccelrlo
226830,id-134,,Aquanaa,Blubbblasen-Pokémon
235058,rec-157-dup-0,7,Typhkosiron,Pojémon Volcán
232620,id-677,7,Esprr,Pokémn Moderación
237016,rec-872-dup-0,5,Fridsonille,Pokénon Ver
230447,id-463,4,大舌,舔舔寶可夢g
229878,id-411,7,Bastioclon,Pokémon Escuclo
225832,id-43,9,Oddi5h,Weed Pokéiiion
231520,id-567,7,Archeopis,Pokémon Pfrotopájaro
233923,id-807,11,ゼラオラ,じんらいポケモン
238308,rec-150-dup-1,9,Meteo,Geznetic Pokémon
225382,id-2,,mフシギソウ,たねポケモン
229271,id-356,,Téracl0pe,Pokémon Appel
238475,rec-27-dup-0,8,Sandshrew,Pokémon Topo
238471,rec-3-dup-0,2,Fushigibana,
238470,rec-3-dup-0,8,Venusaur,Pokémon Seme
237760,rec-32-dup-0,,尼,毒針寶可夢
236495,rec-614-dup-0,4,凍原熊,凍結寶可夢
236496,rec-614-dup-0,1,ツンベアー,とうけつポケモン
236493,rec-614-dup-0,9,Beartic,Freezing Pokémon
236499,rec-614-dup-0,3,툰베어,동결포켓몬
234177,id-833,4,咬咬,咬住寶可
235662,rec-442-dup-1,,Milcaryge,
225912,id-51,,ダグリ,もぐらポケモン
232207,id-636,4,燃燒,
225833,id-43,,ナゾノク,ざっそうポケモン
230449,id-463,,Schlrplek,Schlecker-Pokémon
232176,id-633,,모노두,폭거포켓e몬
229876,id-411,5,Bastiodoj,Pokémonl Bouclier
231158,id-531,5,Nanéouï4,Pokémon Auditiom
238606,rec-894-dup-0,4,雷吉艾勒,電子寶可a夢
238280,rec-303-dup-0,4,,欺騙寶可o夢
238752,rec-331-dup-1,6,Tusia,Kakts
234340,id-849,,Toxtricisty,Pokémon Punki
233771,id-792,,L7nal,Pokémon Lunare
232577,id-673,,坐騎山k,坐騎寶可夢
232690,id-684,7,Sw'lrlix,Poémon Chuchería
237287,rec-445-dup-0,,Knakrsck,Rasanz-Pokémon
229764,id-401,3,귀뚤뚜,귀뚜라미f포켓몬
227078,id-157,1,バクフーン,かざんポケモン
229278,id-357,1,トロピウqkス,フルーツポモン
233726,id-788,,카푸지느,토속신포켓몬
230262,id-446,,Mampfx0,Nimmersatt-Pokémon
228946,id-326,11,,
233881,id-803,8,,Pokémon Veenago
232110,id-626,7,Bouffalant,Pokémon Torocabezazo
232205,id-636,1,メラバ,たいまつポzケモン
228486,id-285,1,キノコpuコ,きのこポケモンk
235785,rec-540-dup-1,6,Strawick|,Scyneider
225824,id-43,1,,ざっそうポtケン
225424,id-6,8,Chwrizatd,Pokémon Fiamm
228937,id-326,1,ブーピッdグ,あやつりポケン
228792,id-312,11,マイmナン,おうえんポケモoン
235602,rec-233-dup-0,,多邊獸Ⅱf,虛擬寶可夢
233868,id-802,5,Marhadow,Pokémom Ombrefuge
237361,rec-448-dup-1,3,루카리5오,파동포몬
239474,rec-646-dup-0,9,Kyurezm,Boundary Poiémon
239208,rec-29-dup-1,5,Nidoean♀,Pokémon Vériépic
228865,id-319,6,Tobido,Brutal-Pokémori
230071,id-429,,Muma9e,
229597,id-386,1,デオキシ,ＤＮＡポaケモン
234526,id-868,3,마빌p,크림포o켓몬
225507,id-14,3,딱충이,번데기포켓몬
239203,rec-29-dup-1,,尼多兰,毒宝可梦
229819,id-406,3,꼬몽,꽃봉오u리포켓몬
233162,id-731,9,Pikipek,Woodpecker Pokémon
230495,id-467,8,Magm0rtzr,Pokémon splosivo
