id1,id2
69,74
69,77
69,79
69,87
69,95
74,77
74,79
74,87
74,95
77,79
77,87
77,95
79,87
79,95
87,95
107,116
107,131
116,131
164,165
164,168
164,184
164,191
165,168
165,184
165,191
168,184
168,191
184,191
193,199
193,212
193,217
193,229
193,242
199,212
199,217
199,229
199,242
212,217
212,229
212,242
217,229
217,242
229,242
248,256
248,260
248,268
248,272
248,280
248,283
248,287
248,289
248,310
248,313
248,314
248,328
248,332
248,335
248,337
248,349
248,350
248,355
248,357
248,367
248,385
256,260
256,268
256,272
256,280
256,283
256,287
256,289
256,310
256,313
256,314
256,328
256,332
256,335
256,337
256,349
256,350
256,355
256,357
256,367
256,385
260,268
260,272
260,280
260,283
260,287
260,289
260,310
260,313
260,314
260,328
260,332
260,335
260,337
260,349
260,350
260,355
260,357
260,367
260,385
268,272
268,280
268,283
268,287
268,289
268,310
268,313
268,314
268,328
268,332
268,335
268,337
268,349
268,350
268,355
268,357
268,367
268,385
272,280
272,283
272,287
272,289
272,310
272,313
272,314
272,328
272,332
272,335
272,337
272,349
272,350
272,355
272,357
272,367
272,385
280,283
280,287
280,289
280,310
280,313
280,314
280,328
280,332
280,335
280,337
280,349
280,350
280,355
280,357
280,367
280,385
283,287
283,289
283,310
283,313
283,314
283,328
283,332
283,335
283,337
283,349
283,350
283,355
283,357
283,367
283,385
287,289
287,310
287,313
287,314
287,328
287,332
287,335
287,337
287,349
287,350
287,355
287,357
287,367
287,385
289,310
289,313
289,314
289,328
289,332
289,335
289,337
289,349
289,350
289,355
289,357
289,367
289,385
310,313
310,314
310,328
310,332
310,335
310,337
310,349
310,350
310,355
310,357
310,367
310,385
313,314
313,328
313,332
313,335
313,337
313,349
313,350
313,355
313,357
313,367
313,385
314,328
314,332
314,335
314,337
314,349
314,350
314,355
314,357
314,367
314,385
328,332
328,335
328,337
328,349
328,350
328,355
328,357
328,367
328,385
332,335
332,337
332,349
332,350
332,355
332,357
332,367
332,385
335,337
335,349
335,350
335,355
335,357
335,367
335,385
337,349
337,350
337,355
337,357
337,367
337,385
349,350
349,355
349,357
349,367
349,385
350,355
350,357
350,367
350,385
355,357
355,367
355,385
357,367
357,385
367,385
410,411
461,462
461,465
462,465
481,491
481,493
481,500
481,501
481,502
481,508
481,513
491,493
491,500
491,501
491,502
491,508
491,513
493,500
493,501
493,502
493,508
493,513
500,501
500,502
500,508
500,513
501,502
501,508
501,513
502,508
502,513
508,513
522,526
532,541
532,546
532,549
541,546
541,549
546,549
577,969
586,595
586,620
586,629
586,637
586,639
586,655
586,656
586,657
586,658
586,665
586,674
586,677
586,678
586,682
586,685
586,694
586,695
586,696
586,697
586,899
586,911
586,925
586,929
586,933
586,943
586,945
586,953
586,954
586,956
586,957
586,962
586,973
586,979
586,983
586,998
586,999
586,1002
595,620
595,629
595,637
595,639
595,655
595,656
595,657
595,658
595,665
595,674
595,677
595,678
595,682
595,685
595,694
595,695
595,696
595,697
595,899
595,911
595,925
595,929
595,933
595,943
595,945
595,953
595,954
595,956
595,957
595,962
595,973
595,979
595,983
595,998
595,999
595,1002
620,629
620,637
620,639
620,655
620,656
620,657
620,658
620,665
620,674
620,677
620,678
620,682
620,685
620,694
620,695
