tid,tconst,averageRating,numVotes
5,tt12533088,5.4,138
6,tt12538154,7.9,92
10,tt12534669,7.0,5
21,tt12532849,8.3,5
36,tt9035628,5.1,60
45,tt2061640,8.9,8
52,tt12543032,5.6,6
62,tt12537280,7.8,25
63,tt12538434,8.6,21
71,tt0977637,6.3,1034
81,tt2083932,5.9,15
88,tt12542257,9.1,15
89,tt6620638,6.5,8
96,tt12542144,5.7,1172
103,tt12533288,6.6,247
104,tt12542862,7.3,15
114,tt12541775,6.1,18
117,tt0074004,8.4,690
123,tt1459073,7.4,11
127,tt12541504,4.9,243
128,tt12536078,5.3,14
132,tt12532136,7.1,76
136,tt12535808,6.2,28
147,tt12543668,6.3,2400
149,tt12531668,10.0,15
152,tt12534147,6.4,7
154,tt12535270,8.0,12
160,tt12531236,7.1,11
165,tt12533850,6.9,10
174,tt12544455,4.2,1
181,tt12544812,6.4,114
182,tt12542856,8.0,22
197,tt12533903,7.1,54
200,tt12532294,6.3,404
206,tt12534789,6.0,22
211,tt12543923,5.6,15
213,tt12536970,9.3,2105
220,tt12542760,7.5,167
221,tt12543412,8.0,45
227,tt12544403,5.9,5
228,tt3526322,7.2,5
237,tt12545129,5.3,95
247,tt6876646,8.5,8
269,tt12539069,5.9,14
275,tt12531863,4.6,2149
278,tt12543861,4.7,28
294,tt12545898,7.6,15
303,tt12534406,5.2,36
320,tt12541065,5.7,10
337,tt12536713,8.5,8
355,tt1144924,6.2,23
359,tt12545773,7.3,10
377,tt12535631,4.8,5
378,tt12533587,4.7,1710
395,tt12539967,6.9,219
397,tt12539278,5.9,96
403,tt12531574,7.9,8
404,tt12540214,6.8,19
405,tt12535618,5.2,125
417,tt12541324,6.7,5
426,tt0366371,6.1,191
450,tt12533466,9.0,7
452,tt12537042,6.0,5
458,tt12543009,7.4,267
461,tt5533118,7.7,6
480,tt12535340,7.4,8
501,tt12538017,7.0,15
509,tt12531853,8.7,9
515,tt12535341,7.4,8
517,tt12534212,7.2,34
521,tt12540773,7.5,11
522,tt0063241,5.7,74
535,tt12543284,6.7,18
541,tt12543062,7.9,32
542,tt12538943,8.0,11
547,tt12543927,5.0,250
551,tt12544409,8.1,516
555,tt5937980,10.0,6
561,tt1078899,4.8,1597
562,tt12532394,6.6,36
563,tt12539617,7.7,2
564,tt0477575,7.5,8
565,tt0391140,5.2,5
579,tt12533821,7.7,13
586,tt12538451,6.2,13
594,tt1145500,8.7,1892
596,tt12541834,3.7,40
599,tt12537279,7.8,25
604,tt2099698,7.3,76
610,tt0249008,9.0,7602
612,tt12535275,3.9,-4
614,tt12545475,2.2,14
615,tt12535372,5.3,7
617,tt4852398,5.9,13
619,tt1934293,7.7,15
623,tt5376904,7.4,20
625,tt12543524,4.5,28
628,tt12537672,6.4,0
634,tt12543042,5.6,30
643,tt5991582,6.5,11
646,tt4575788,6.2,5
654,tt0340422,6.5,10
665,tt1612099,7.9,8
671,tt12532526,6.2,26
677,tt0212254,6.1,18
678,tt12535776,6.9,16
681,tt12537803,7.1,17
685,tt12542548,7.6,7
692,tt4213788,6.0,6
693,tt0990310,5.5,28
696,tt0046813,6.0,155
698,tt12539758,5.4,150
701,tt12532422,6.8,9
704,tt12537315,5.3,94
708,tt12535878,7.1,23
717,tt12540985,4.6,8
718,tt0092451,7.7,107
727,tt1172587,5.7,1551
730,tt3142914,5.0,20
732,tt0204694,5.5,23
740,tt12544586,7.4,13
750,tt12543141,5.4,5
756,tt12540215,6.5,21
758,tt12531575,7.9,8
759,tt12538806,6.6,0
763,tt12541448,6.8,4
764,tt12543655,5.8,81
780,tt12544708,8.3,13
781,tt12540694,4.1,16
785,tt12534302,9.0,30
796,tt3740292,8.1,19
816,tt12532623,4.0,182
824,tt12537231,6.8,24
825,tt12539095,8.1,49
827,tt12541306,5.8,22
828,tt12545340,6.9,56
832,tt12538715,6.0,25
845,tt0393824,5.1,11
848,tt12537972,6.2,5
849,tt2907394,4.3,299
850,tt0762082,7.9,20
854,tt12539804,3.3,225
856,tt12542688,5.0,12
862,tt12537160,7.9,9
865,tt12536015,7.8,6
876,tt12544635,8.0,987
883,tt12541077,6.9,29
884,tt12533849,6.5,10
887,tt2104487,5.9,13
888,tt12543527,7.0,7
904,tt0081586,6.0,40
908,tt12544094,7.0,872
910,tt12532885,6.6,221
911,tt2173450,7.6,23
925,tt12543648,7.4,22
932,tt12541835,3.4,44
944,tt12545862,7.1,615
945,tt12542567,5.4,127
946,tt0077206,5.8,47
947,tt12537165,6.7,15
950,tt12532008,6.3,29
963,tt12534721,6.9,50
966,tt12541409,3.6,9
970,tt12536018,6.0,45
975,tt12536019,6.0,46
977,tt12538450,6.2,8
978,tt12545794,6.4,8
983,tt12534347,7.8,554
984,tt7493294,6.1,12
988,tt12532705,1.3,33
989,tt12544185,6.7,5
991,tt12544010,5.0,5
1001,tt12543430,6.8,16
1004,tt2035561,6.5,10
1008,tt1967616,5.3,6
1009,tt12535450,8.1,6
1017,tt12540499,6.7,10
1026,tt12539407,5.6,433
1033,tt12541591,6.2,423128
1038,tt12542021,6.7,333
1043,tt12539387,6.3,8
1045,tt12537678,6.3,60542
1052,tt12545635,7.0,438
1057,tt4023072,6.8,24
1059,tt12533483,7.9,15
1063,tt0277359,7.3,11
1065,tt12541275,5.9,11911
1067,tt12540108,6.2,2823
1077,tt12537302,6.3,32
1079,tt12538605,8.6,46
1090,tt12531339,6.6,16
1095,tt0232677,8.1,46
1098,tt12542310,6.9,24
1104,tt12534405,5.1,41
1110,tt12535784,8.7,28004
1121,tt1047812,6.2,122
1128,tt12544456,5.0,8
1152,tt0161597,6.8,6
1155,tt1636495,7.8,8
1157,tt0431579,5.4,34
1159,tt12543528,7.1,7
1160,tt12538878,7.7,3
1167,tt12541632,5.3,8
1170,tt0407961,6.4,7
1172,tt12533524,8.3,1
1177,tt12536301,6.6,7
1179,tt12543654,5.7,82
1183,tt12544616,6.5,33
1184,tt2339956,6.6,8
1215,tt12540975,6.8,12
1216,tt0949506,6.0,231
1226,tt9435488,7.1,23
1239,tt12541331,3.5,125
1241,tt12535460,8.1,16
1250,tt12541797,7.1,28
1256,tt12545567,7.5,13
1258,tt1863203,4.4,1186
1260,tt12534241,5.4,1553
1262,tt12534574,6.6,6453
1266,tt12542571,5.9,13
1267,tt4295286,4.0,7
1269,tt3822386,7.4,10
1271,tt12536622,6.3,82
1276,tt12536620,6.0,89
1296,tt12534903,5.7,46
1299,tt12536103,4.2,9
1304,tt12531893,6.2,8
1320,tt12536748,5.2,10
1322,tt12531521,7.5,1
1333,tt12539280,4.3,6
1338,tt12540240,8.2,16
1340,tt6000488,7.7,6
1341,tt12533086,4.0,20
1346,tt12544030,7.8,59
1351,tt12540369,7.4,215
1356,tt12536236,5.0,58
1366,tt0259362,6.5,88
1371,tt2154007,3.7,9
1372,tt12534253,6.2,10
1374,tt12545149,9.0,7593
1381,tt5210858,5.1,14
1386,tt12544284,7.5,8
1391,tt1984239,4.9,8
1396,tt12542408,6.9,20
1402,tt1708505,4.2,11
1413,tt12539709,7.6,68
1423,tt12541930,7.4,9
1427,tt12539412,4.6,2
1432,tt5916942,5.7,16
1435,tt12545337,3.5,552
1439,tt12533046,5.3,40
1447,tt0231934,7.8,5
1464,tt12542909,5.6,191
1469,tt0887279,5.5,8
1480,tt12537438,8.1,6
1481,tt12535370,5.0,16
1485,tt12538646,5.7,8
1488,tt12536813,6.3,17
1495,tt12539759,5.7,144
1501,tt12541447,6.6,-2
1508,tt12543212,5.0,6
1509,tt12538063,6.9,52
1512,tt12544095,7.2,872
1516,tt6172304,8.2,6
1525,tt1992126,5.8,40
1535,tt12534304,8.9,28
1539,tt1132292,7.4,261
1541,tt2091127,7.8,562
1559,tt12544581,7.7,6
1589,tt12534376,8.2,14
1590,tt12535342,7.1,8
1599,tt12542569,6.3,13
1606,tt12532457,6.6,13
1615,tt0104255,7.2,267
1621,tt12535209,5.5,114
1626,tt12532059,8.4,14
1639,tt12531527,5.1,835
1645,tt0303329,8.9,9
1649,tt12538763,8.0,11
1651,tt12535593,6.6,645
1660,tt4462242,6.8,6
1671,tt12545861,7.4,615
1673,tt0412270,5.4,10
1677,tt12535692,8.2,11
1681,tt12534777,9.6,2
1685,tt0303515,5.7,134
1687,tt12531760,7.1,106
1689,tt0105597,5.4,1553
1706,tt0035040,6.3,29
1713,tt3810428,7.1,33
1714,tt12533513,8.7,-1
1717,tt0320558,6.4,89
1718,tt8917420,5.0,9
1724,tt12536678,7.4,77
1727,tt12534708,7.3,17
1728,tt12543667,6.3,2409
1729,tt12538744,6.8,20
1741,tt12536222,7.2,6
1745,tt0197267,6.6,16
1748,tt12542881,5.7,171
1749,tt2056638,6.9,65
1751,tt12543467,8.6,2382
1762,tt12542710,6.9,17
1765,tt12532135,7.0,41
1766,tt12538843,8.5,16
1769,tt12541278,5.6,16
1785,tt1344727,7.5,73
1786,tt12539053,7.2,15
1791,tt12544026,6.7,38
1794,tt12539187,8.6,11
1807,tt12535435,7.5,37
1814,tt12537300,6.1,36
1819,tt1710621,7.5,215
1842,tt12542381,7.6,20
1845,tt7905602,7.0,5
1848,tt0288573,4.3,6
1857,tt12536729,5.8,-1
1858,tt12532524,6.2,24
1863,tt12545394,7.0,37867
1866,tt12543659,8.7,13
1869,tt12545566,7.8,5
1874,tt12540282,8.0,12
1875,tt12531180,8.1,73
1877,tt12540838,6.1,903
1890,tt12540676,5.3,5
1891,tt1613875,7.6,9
1892,tt1874719,4.5,10
1903,tt12537166,6.7,9
1913,tt12541968,5.5,76
1915,tt12541066,5.2,18
1916,tt0043680,6.1,524
1917,tt7941920,8.2,6
1920,tt12545820,6.0,23
1936,tt1871420,3.4,166
1941,tt12543483,7.0,456
1944,tt1285278,8.8,6
1946,tt12540817,6.2,12
1950,tt12541406,8.7,50
1960,tt12539710,7.6,68
1973,tt12542917,6.6,18
1975,tt12531193,3.3,644
1980,tt4984864,6.7,20
1987,tt2229708,7.6,110
1992,tt0478851,6.2,6
1995,tt4266402,9.2,2113
2005,tt12531392,6.0,37
2011,tt12542742,6.3,249
2014,tt12532924,6.2,29
2020,tt12535853,5.6,60
2021,tt12542066,7.5,8
2022,tt12536011,6.6,794
2025,tt9056818,7.7,2931
2027,tt8496508,6.3,224
2031,tt0409764,7.5,13
2038,tt0077932,5.5,188
2039,tt12534269,6.4,45
2044,tt12534668,7.2,14
2047,tt12542272,7.0,178
2058,tt12540575,3.9,20
2069,tt12534496,6.8,86
2073,tt12538433,8.7,24
2076,tt5078214,6.2,2823
2078,tt12540397,5.1,14
2079,tt12542012,7.0,91
2086,tt0170363,5.6,56
2090,tt12535189,7.8,15
2102,tt1620956,6.0,13
2107,tt12539051,6.2,11
2124,tt12534372,5.9,7
2132,tt12543413,8.1,43
2137,tt0415727,7.7,65
2147,tt12536680,7.4,80
2169,tt1562890,6.8,5
2172,tt1164089,4.3,287
2174,tt12545329,6.9,29
2175,tt12534413,7.8,18
2180,tt12545685,5.5,180
2191,tt12543114,8.2,26
2195,tt12538698,8.0,0
2201,tt12533506,4.3,6
2203,tt1268161,5.4,126
2205,tt12545172,5.6,73
2212,tt12531750,7.5,71
2218,tt12542471,6.5,38
2223,tt1754567,6.5,111
2225,tt12534925,6.4,120
2232,tt12545339,6.9,74
2234,tt0107964,5.5,230
2262,tt12540419,7.0,847
2266,tt12538792,7.1,21
2269,tt12544710,8.3,8
2272,tt12535592,5.8,645
2277,tt12542410,6.8,20
2278,tt12545667,6.5,37
2281,tt12545336,3.4,552
2283,tt12532428,4.3,14
2285,tt12534373,6.1,7
2304,tt12543704,7.1,165
2308,tt12539973,8.1,8
2311,tt9046568,7.0,841
2314,tt12533064,7.1,110
2330,tt0066461,8.5,1998
2331,tt12541553,8.0,22
2335,tt12541934,1.0,142
2336,tt0327379,6.6,96
2339,tt1684914,6.1,900
2342,tt12535070,5.8,20
2371,tt6224632,6.0,96
2398,tt0963168,8.0,6
2405,tt12545806,5.7,126
2415,tt12542503,4.6,121
2416,tt12533220,6.3,41
2430,tt12544264,7.4,63
2435,tt8460750,7.2,16
2438,tt12538283,2.3,805
2451,tt12545604,6.1,29
2455,tt12535616,7.2,23528
2457,tt7772412,7.4,236
2463,tt12543139,6.8,-3
