id1,id2
67,69
67,72
67,74
67,75
67,80
67,81
67,87
67,96
69,72
69,74
69,75
69,80
69,81
69,87
69,96
72,74
72,75
72,80
72,81
72,87
72,96
74,75
74,80
74,81
74,87
74,96
75,80
75,81
75,87
75,96
80,81
80,87
80,96
81,87
81,96
87,96
147,156
147,158
147,164
147,167
156,158
156,164
156,167
158,164
158,167
164,167
193,194
193,211
193,214
193,220
193,222
193,229
193,240
194,211
194,214
194,220
194,222
194,229
194,240
211,214
211,220
211,222
211,229
211,240
214,220
214,222
214,229
214,240
220,222
220,229
220,240
222,229
222,240
229,240
257,281
257,284
257,288
257,293
257,309
257,320
257,327
257,340
257,341
257,352
257,353
257,355
257,381
257,386
257,393
281,284
281,288
281,293
281,309
281,320
281,327
281,340
281,341
281,352
281,353
281,355
281,381
281,386
281,393
284,288
284,293
284,309
284,320
284,327
284,340
284,341
284,352
284,353
284,355
284,381
284,386
284,393
288,293
288,309
288,320
288,327
288,340
288,341
288,352
288,353
288,355
288,381
288,386
288,393
293,309
293,320
293,327
293,340
293,341
293,352
293,353
293,355
293,381
293,386
293,393
309,320
309,327
309,340
309,341
309,352
309,353
309,355
309,381
309,386
309,393
320,327
320,340
320,341
320,352
320,353
320,355
320,381
320,386
320,393
327,340
327,341
327,352
327,353
327,355
327,381
327,386
327,393
340,341
340,352
340,353
340,355
340,381
340,386
340,393
341,352
341,353
341,355
341,381
341,386
341,393
352,353
352,355
352,381
352,386
352,393
353,355
353,381
353,386
353,393
355,381
355,386
355,393
381,386
381,393
386,393
402,411
462,465
462,466
465,466
471,472
483,484
483,488
483,491
483,495
483,506
483,516
484,488
484,491
484,495
484,506
484,516
488,491
488,495
488,506
488,516
491,495
491,506
491,516
495,506
495,516
506,516
531,538
531,539
531,549
538,539
538,549
539,549
557,563
557,569
557,578
557,579
563,569
563,578
563,579
569,578
569,579
578,579
587,592
587,597
587,598
587,599
587,601
587,621
587,626
587,629
587,630
587,639
587,660
587,673
587,683
587,687
587,689
587,691
587,785
587,893
587,908
587,914
587,924
587,938
587,948
587,950
587,951
587,952
587,964
587,988
587,990
587,993
587,994
587,998
592,597
592,598
592,599
592,601
592,621
592,626
592,629
592,630
592,639
592,660
592,673
592,683
592,687
592,689
592,691
592,785
592,893
592,908
592,914
592,924
592,938
592,948
592,950
592,951
592,952
592,964
592,988
592,990
592,993
592,994
592,998
597,598
597,599
597,601
597,621
597,626
597,629
597,630
597,639
597,660
597,673
597,683
597,687
597,689
597,691
597,785
597,893
597,908
597,914
597,924
597,938
597,948
597,950
597,951
597,952
597,964
597,988
597,990
597,993
597,994
597,998
598,599
598,601
598,621
598,626
598,629
598,630
598,639
598,660
598,673
598,683
598,687
598,689
598,691
598,785
598,893
598,908
598,914
598,924
598,938
598,948
598,950
598,951
598,952
598,964
598,988
598,990
598,993
598,994
598,998
599,601
599,621
599,626
599,629
599,630
599,639
599,660
599,673
599,683
599,687
599,689
599,691
599,785
599,893
599,908
599,914
599,924
599,938
599,948
599,950
599,951
599,952
599,964
599,988
599,990
599,993
599,994
599,998
601,621
601,626
601,629
601,630
601,639
601,660
601,673
601,683
601,687
601,689
601,691
601,785
601,893
601,908
601,914
601,924
601,938
601,948
601,950
601,951
601,952
601,964
601,988
601,990
601,993
601,994
601,998
621,626
621,629
621,630
621,639
621,660
621,673
621,683
621,687
621,689
621,691
621,785
621,893
621,908
621,914
621,924
621,938
621,948
621,950
621,951
621,952
621,964
621,988
621,990
621,993
621,994
621,998
626,629
626,630
626,639
626,660
626,673
626,683
626,687
626,689
626,691
626,785
626,893
626,908
626,914
626,924
626,938
626,948
626,950
626,951
626,952
626,964
626,988
626,990
626,993
626,994
626,998
629,630
629,639
629,660
629,673
629,683
629,687
629,689
629,691
629,785
629,893
629,908
629,914
629,924
629,938
629,948
629,950
629,951
629,952
629,964
629,988
629,990
629,993
629,994
629,998
630,639
630,660
630,673
630,683
630,687
630,689
630,691
630,785
630,893
630,908
630,914
630,924
630,938
630,948
630,950
630,951
630,952
630,964
630,988
630,990
630,993
630,994
630,998
639,660
639,673
639,683
639,687
639,689
639,691
639,785
639,893
639,908
639,914
639,924
639,938
639,948
639,950
639,951
639,952
639,964
639,988
639,990
639,993
639,994
639,998
660,673
660,683
660,687
660,689
660,691
660,785
660,893
660,908
660,914
660,924
660,938
660,948
660,950
660,951
660,952
660,964
660,988
660,990
660,993
660,994
660,998
673,683
673,687
673,689
673,691
673,785
673,893
673,908
673,914
673,924
673,938
673,948
673,950
673,951
673,952
673,964
673,988
673,990
673,993
673,994
673,998
683,687
683,689
683,691
683,785
683,893
683,908
683,914
683,924
683,938
683,948
683,950
683,951
683,952
683,964
683,988
683,990
683,993
683,994
683,998
687,689
687,691
687,785
687,893
687,908
687,914
687,924
687,938
687,948
687,950
687,951
687,952
687,964
687,988
687,990
687,993
687,994
687,998
689,691
689,785
689,893
689,908
689,914
689,924
689,938
689,948
689,950
689,951
689,952
689,964
689,988
689,990
689,993
689,994
689,998
691,785
691,893
691,908
691,914
691,924
691,938
691,948
691,950
691,951
691,952
691,964
691,988
691,990
691,993
691,994
691,998
785,893
785,908
785,914
785,924
785,938
785,948
785,950
785,951
785,952
785,964
785,988
785,990
785,993
785,994
785,998
893,908
893,914
893,924
893,938
893,948
893,950
893,951
893,952
893,964
893,988
893,990
893,993
893,994
893,998
908,914
908,924
908,938
908,948
908,950
908,951
908,952
908,964
908,988
908,990
908,993
908,994
908,998
914,924
914,938
914,948
914,950
914,951
914,952
914,964
914,988
914,990
914,993
914,994
914,998
924,938
924,948
924,950
924,951
924,952
924,964
924,988
924,990
924,993
924,994
924,998
938,948
938,950
938,951
938,952
938,964
938,988
938,990
938,993
938,994
938,998
948,950
948,951
948,952
948,964
948,988
948,990
948,993
948,994
948,998
950,951
950,952
950,964
950,988
950,990
950,993
950,994
950,998
951,952
951,964
951,988
951,990
951,993
951,994
951,998
952,964
952,988
952,990
952,993
952,994
952,998
964,988
964,990
964,993
964,994
964,998
988,990
988,993
988,994
988,998
990,993
990,994
990,998
993,994
993,998
994,998
720,721
725,727
743,746
743,764
746,764
801,809
801,829
801,834
801,844
801,847
801,1053
801,1054
801,1064
801,1067
801,1078
801,1090
801,1093
801,1095
809,829
809,834
809,844
809,847
809,1053
809,1054
809,1064
809,1067
809,1078
809,1090
809,1093
809,1095
829,834
829,844
829,847
829,1053
829,1054
829,1064
829,1067
829,1078
829,1090
829,1093
829,1095
834,844
834,847
834,1053
834,1054
834,1064
834,1067
834,1078
834,1090
834,1093
834,1095
844,847
844,1053
844,1054
844,1064
844,1067
844,1078
844,1090
844,1093
844,1095
847,1053
847,1054
847,1064
847,1067
847,1078
847,1090
847,1093
847,1095
1053,1054
1053,1064
1053,1067
1053,1078
1053,1090
1053,1093
1053,1095
1054,1064
1054,1067
1054,1078
1054,1090
1054,1093
1054,1095
1064,1067
1064,1078
1064,1090
1064,1093
1064,1095
1067,1078
1067,1090
1067,1093
1067,1095
1078,1090
1078,1093
1078,1095
1090,1093
1090,1095
1093,1095
869,870
1127,1131
1127,1132
1127,1143
1127,1147
1127,1158
1131,1132
1131,1143
1131,1147
1131,1158
1132,1143
1132,1147
1132,1158
1143,1147
1143,1158
1147,1158
1303,1305
1303,1308
1305,1308
1189,1208
1787,1808
1216,1221
1226,1232
1226,1233
1232,1233
1240,1247
1240,1249
1240,1251
1240,1253
1247,1249
1247,1251
1247,1253
1249,1251
1249,1253
1251,1253
1263,1265
1263,1268
1265,1268
1279,1282
1279,1285
1279,1286
1282,1285
1282,1286
1285,1286
1367,1368
1367,1369
1367,1382
1367,1383
1367,1390
1367,1395
1367,1404
1367,1409
1368,1369
1368,1382
1368,1383
1368,1390
1368,1395
1368,1404
1368,1409
1369,1382
1369,1383
1369,1390
1369,1395
1369,1404
1369,1409
1382,1383
1382,1390
1382,1395
1382,1404
1382,1409
1383,1390
1383,1395
1383,1404
1383,1409
1390,1395
1390,1404
1390,1409
1395,1404
1395,1409
1404,1409
1427,1429
1427,1433
1429,1433
1435,1439
1445,1449
1445,1450
1449,1450
1504,1505
1504,1510
1505,1510
1522,1536
1522,1537
1522,1539
1522,1540
1536,1537
1536,1539
1536,1540
1537,1539
1537,1540
1539,1540
1595,1606
1712,1721
1712,1726
1721,1726
1633,1635
1633,1644
1633,1670
1633,1671
1633,1676
1633,1682
1633,1684
1633,1688
1635,1644
1635,1670
1635,1671
1635,1676
1635,1682
1635,1684
1635,1688
1644,1670
1644,1671
1644,1676
1644,1682
1644,1684
1644,1688
1670,1671
1670,1676
1670,1682
1670,1684
1670,1688
1671,1676
1671,1682
1671,1684
1671,1688
1676,1682
1676,1684
1676,1688
1682,1684
1682,1688
1684,1688
1691,1692
