tid,tconst,averageRating,numVotes
6,tt12538154,7.9,92
11,tt12534868,6.3,922
25,tt12533523,8.5,10
36,tt9035628,5.1,60
40,tt0039847,6.7,377
46,tt12545610,7.1,17
64,tt12541634,5.3,15
67,tt12543825,4.8,24
68,tt12543926,5.1,247
70,tt12533245,6.5,11
71,tt0977637,6.3,1034
75,tt12539123,4.0,-1
76,tt12544195,4.6,30
80,tt0015156,5.2,5
81,tt2083932,5.9,15
83,tt12531395,5.8,28
85,tt4708408,2.2,8
93,tt12532992,5.3,17
98,tt12543138,6.5,5
107,tt0471839,5.2,31
108,tt12535644,4.9,8
112,tt12537316,6.6,7
122,tt12535718,7.7,25
132,tt12532136,7.1,76
136,tt12535808,6.2,28
141,tt12534020,1.5,11
156,tt12541379,4.4,1186
163,tt12545536,5.1,22995
164,tt5421602,8.7,28009
166,tt12537406,8.2,16
168,tt7349906,4.6,8
172,tt12531231,5.0,7
174,tt12544455,4.2,1
190,tt12532745,6.6,7
191,tt12535271,8.2,15
192,tt12537971,5.9,5
199,tt10410130,9.1,8
205,tt12544326,4.6,52
213,tt12536970,9.3,2105
235,tt12536034,7.2,9
237,tt12545129,5.3,95
254,tt12545611,7.1,7
256,tt12532279,5.4,13
259,tt0835031,7.0,8
260,tt12535614,6.8,13
268,tt12539664,6.1,116
269,tt12539069,5.9,14
273,tt0030861,6.8,24
275,tt12531863,4.6,2149
277,tt12538867,7.8,33
283,tt12542142,5.6,4
319,tt12538412,5.9,14
321,tt12540368,6.7,217
322,tt0448136,4.0,27
323,tt12535434,7.2,24
326,tt12542380,6.8,11
327,tt12540460,5.8,145
330,tt0210959,7.4,7
331,tt12541325,7.2,5
335,tt12535716,7.2,9
337,tt12536713,8.5,8
346,tt12532388,7.0,14
354,tt12543216,8.7,7
359,tt12545773,7.3,10
365,tt12545395,5.3,16
374,tt12537278,7.3,25
385,tt12539291,7.1,1475
402,tt2309949,4.3,7
405,tt12535618,5.2,125
409,tt12543995,7.7,12
414,tt12537090,6.2,2469
418,tt3554298,6.0,94
422,tt12542141,5.2,5
424,tt12536712,8.6,15
425,tt12543416,4.5,6
426,tt0366371,6.1,191
427,tt12545335,3.2,552
430,tt12538548,7.3,109
449,tt0403877,7.7,7
456,tt12538013,8.4,5
465,tt12544496,6.9,8
466,tt0017883,5.9,10
474,tt12542966,6.3,24
475,tt12542067,7.1,2
481,tt9409854,4.5,86
488,tt12541356,6.1,116
490,tt12535121,8.0,7
496,tt2836540,8.5,10
498,tt12531801,4.7,774
501,tt12538017,7.0,15
513,tt12531324,7.5,27
520,tt12537415,3.6,815
521,tt12540773,7.5,11
523,tt12532925,6.3,29
532,tt9747450,7.1,672
534,tt12540719,4.6,71
537,tt9032914,6.8,71
547,tt12543927,5.0,250
549,tt12540494,7.3,17
551,tt12544409,8.1,516
563,tt12539617,7.7,2
568,tt12531610,5.2,53
570,tt12534757,3.7,293
573,tt1961844,8.2,12
574,tt12536184,3.6,9
576,tt12541182,9.3,17
577,tt12545835,4.2,296
583,tt12543342,7.7,68
602,tt12540772,7.2,7
603,tt0052547,5.1,56
604,tt2099698,7.3,76
605,tt12532402,4.8,33
616,tt0347191,7.9,7
618,tt12535666,6.5,40
620,tt12545446,8.2,71
625,tt12543524,4.5,28
630,tt12536518,4.3,6
648,tt12535667,6.5,39
650,tt0284537,6.0,331
654,tt0340422,6.5,10
655,tt1693592,7.9,8206
657,tt12544083,6.5,11
676,tt12531639,8.1,-4
