sample,sub_sample,test_precision,test_recall,test_f1
1,1,0.8937728937728938,0.9138576779026217,0.9037037037037038
1,2,0.8937728937728938,0.9138576779026217,0.9037037037037038
1,3,0.8937728937728938,0.9138576779026217,0.9037037037037038
1,4,0.8937728937728938,0.9138576779026217,0.9037037037037038
1,5,0.8937728937728938,0.9138576779026217,0.9037037037037038
2,1,0.8478468899521531,0.8750617283950617,0.861239368165249
2,2,0.8430066603235015,0.8750617283950617,0.858735158710928
2,3,0.8535645472061657,0.8750617283950617,0.8641794684223361
2,4,0.8543876567020251,0.8750617283950617,0.8646011222249328
2,5,0.8430066603235015,0.8750617283950617,0.858735158710928
3,1,0.8532544378698225,0.8803418803418803,0.8665865384615385
3,2,0.8532544378698225,0.8803418803418803,0.8665865384615385
3,3,0.8540925266903915,0.8796579108124618,0.8666867288594644
3,4,0.8532544378698225,0.8803418803418803,0.8665865384615385
3,5,0.8540925266903915,0.8796579108124618,0.8666867288594644
4,1,0.7636837532580365,0.9184952978056427,0.8339658444022771
4,2,0.7636837532580365,0.9184952978056427,0.8339658444022771
4,3,0.7636837532580365,0.9184952978056427,0.8339658444022771
4,4,0.7636837532580365,0.9184952978056427,0.8339658444022771
4,5,0.7428087986463621,0.9179299529534762,0.8211363104980127
5,1,0.8275862068965517,0.8601294176207068,0.8435440566268001
5,2,0.8265895953757225,0.8567149276085871,0.8413826918362343
5,3,0.8275862068965517,0.8601294176207068,0.8435440566268001
5,4,0.8278846153846153,0.8584247258225324,0.84287812041116
5,5,0.8295238095238096,0.8640873015873016,0.8464528668610302
