tid,species,local_language,name,genus
234368,id-852,5,Poulaf,Pokémon Caorice
229898,id-413,5,Chniselle,Pokémon Ver Cacbé
232259,id-641,6,Borsos,Wirbelsturm-P0kémon
233507,id-766,,投擲m猴,配合寶可夢
238007,rec-438-dup-0,12,盆才,盆栽可梦s
226889,id-139,,オムスター,うずまきポケモ
235130,rec-96-dup-1,,スリーsプ,さいみんポケモン
233542,id-769,,Sandygaat,Sand Heap Pokémon
238730,rec-431-dup-0,,Glame0w,Catty Pokémon
231048,id-520,5,Colombeau,Pokémon Sauvapigeon
231590,id-574,7,Gotyita,Pokémon Inqujsitivo
234668,id-882,5,Hydragini,Pokémon Fossiie
230582,id-475,7,Ga|lade,Pokém0n Cuchilla
231587,id-574,,哥德寶,凝視寶可夢
234137,id-829,4,幼,花飾可夢
232024,id-617,12,敏捷虫,脱壳宝可梦
232020,id-617,7,Accelgor,Pokémon Sincaparazón
232346,id-650,,도치lp마론,밤송이포켓몬
231183,id-533,,,きんこつポケモン
231874,id-602,12,麻麻小,电鱼宝梦
233379,id-753,6,Imantis,Grassichel-Pokémon
233376,id-753,3,짜랑랑,풀사마귀포켓몬
233506,id-766,,내던숭,연계포켓몬
232561,id-671,8,Florges,Pokémon Giardino
232562,id-671,9,Florges,Garden Pokémon
238680,rec-196-dup-0,9,Espeon,Sun Pokémon
231778,id-593,5,Mohade,Pokémon Flottais0n
231002,id-515,9,Panprour,Spray Pokéon
230578,id-475,3,,검포켓n몬
239345,rec-241-dup-0,5,Écrémeub,Pokémon Vachalsit
232170,id-632,7,Durajmt,Pokémon Hormgacero
230839,id-499,6,Ferkockel,Feuerferkecl
238942,rec-641-dup-0,5,,Pokémon Tofnade
236051,rec-97-dup-0,,スリーパixー,さいみんポケモン
235678,rec-889-dup-0,11,ザマゼ,つわもbのポケモン
235126,rec-205-dup-0,1,フォレトス,みのむしポケモン
228181,id-257,,火焰雞r,猛火寶可夢
231823,id-597,11,テシード,とげのみケモン
227985,id-239,6,E1ekid,Elektro-Pokéiiion
239117,rec-591-dup-0,1,モロバル,きのこポケン
227614,id-205,9,Forretres,
234299,id-845,6,Ur9l,Schlin9-Pokémon
233765,id-792,1,ルナアーラ,がちりんポケモン
233766,id-792,3,루나아라,월륜포켓몬
233767,id-792,4,露奈雅拉,月輪寶可夢
228438,id-280,8,Ralrs,Pokémon Serisazione
230841,id-499,8,P:gnitr,Pokérnon Suinfuoco
236831,rec-316-dup-1,6,Schlupepuck,
232961,id-711,8,Gourgeist,Pokémon Zucca
232963,id-711,11,パンプジン,かぼちゃポケモン
233383,id-753,11,カリリ,かまくさケモン
226572,id-111,,サイホーeン,とげとげポケモン
238309,rec-150-dup-1,,뮤,유전포켓몬
235501,rec-784-dup-0,11,ジャランガ,ろこポケモン
230080,id-429,,梦妖魔,魔法宝可
230828,id-498,,Gruikuv,Pokémon Cochon Feu
233447,id-760,4,穿著熊,強臂寶可夢
231178,id-533,5,Ouvrifier,Pokémon Costaud
239236,rec-138-dup-0,,菊石,漩渦寶可夢
235272,rec-249-dup-0,11,ルギア,せんすいポケモン
235274,rec-249-dup-0,6,Lugia,Taucher-Pokémon
233204,id-735,,猫鼬探b长,蹲守宝可梦
233611,id-776,8,Turtonsgor,Pokémon Tatrtabomba
234714,id-886,,多龙奇,保姆宝可梦l
234070,id-822,7,Corvisqire,Pokémo Cuervo
230120,id-433,7,Chinglinge,Pokémon Carnpama
238028,rec-195-dup-0,4,沼,水寶可夢
233774,id-792,12,露奈拉,月轮宝可
232165,id-632,,アイアント,てつアリポモン
232206,id-636,3,활화바,횃불포몬
239312,rec-121-dup-0,8,Starnie,Pokémon Msterioso
236922,rec-214-dup-0,,헤라크로7스,외뿔포켓몬
228441,id-280,12,,心情u宝可梦
231574,id-572,12,,栗鼠宝可o梦
233377,id-753,4,偽螳j草,
238601,rec-894-dup-0,,레지레키,일렉트론포켓몬
238474,rec-27-dup-0,7,Sandhrew,Pokémon Ratóri
235113,rec-852-dup-0,,Povlpaf,Pokémon Caprice
237880,rec-496-dup-0,7,Seryie,
230287,id-448,,Lucario,
232316,id-647,3,케르디오,망아지포켓몬
238653,rec-518-dup-0,11,ムシャー3ナ,ゆめうつつケモン
233041,id-719,8,Diancie,Pokémon Gemma
233042,id-719,9,Diancie,Jewel Pokémon
231573,id-572,11,チラーミィ,チンチラポケモン
231572,id-572,9,Minccino,Chinchilla Pokémon
234065,id-822,1,アオガラス,カラスポケモン
234063,id-821,11,ココガラ,ことりポケモン
228536,id-289,7,Slaking,Pokémon Holgazán
235277,rec-249-dup-0,7,Lu9iva,Pokéjon Buceo
232015,id-617,1,アギルbダー,からぬけケモン
226053,id-63,,ケーシィ,ねんりポケモン
237018,rec-872-dup-0,7,Sn0m,
238749,rec-331-dup-1,,サボ,サボテンポケモン
227930,id-234,,Damhirplex,Vielerider
231864,id-601,,,齿轮宝可梦
227413,id-187,6,Hoppspross,Löwenzahn
227411,id-187,4,毽子草,棉草寶可夢
227416,id-187,9,Hoppip,Cottonweed Pokémon
