sample,sub_sample,popper_time_sec,train_precision,train_recall,tp,fn,tn,fp,rules,size,test_precision,test_recall,test_f1
1,1,916,1.00,1.00,203,0,162,0,1,11,,,
1,2,1612,1.00,1.00,172,0,144,0,1,11,,,
1,3,1149,1.00,1.00,161,0,126,0,1,11,,,
2,1,1513,1.00,1.00,137,0,108,0,1,11,,,
2,2,937,1.00,1.00,154,0,126,0,1,11,,,
2,3,969,1.00,1.00,168,0,144,0,1,11,0.01375,1.0,0.02712700369913687
3,1,1740,1.00,1.00,177,0,144,0,1,11,0.6052631578947368,1.0,0.7540983606557378
3,2,1135,1.00,1.00,183,0,144,0,1,11,0.6052631578947368,1.0,0.7540983606557378
3,3,1964,1.00,1.00,169,0,144,0,1,11,0.6052631578947368,1.0,0.7540983606557378
4,1,642,1.00,1.00,191,0,162,0,1,9,0.009981285090455396,1.0,0.01976528721432983
4,2,1086,1.00,1.00,153,0,126,0,1,11,0.2711864406779661,1.0,0.4266666666666667
4,3,603,1.00,1.00,159,0,126,0,1,9,0.009968847352024923,1.0,0.01974090067859346
5,1,1053,1.00,1.00,148,0,126,0,1,11,0.5208333333333334,1.0,0.684931506849315
5,2,1838,1.00,1.00,165,0,126,0,1,11,0.5208333333333334,1.0,0.684931506849315
5,3,974,1.00,1.00,163,0,126,0,1,11,0.01475796930342385,1.0,0.029086678301337987
