tid,tconst,averageRating,numVotes
6,tt12538154,7.9,92
7,tt12535755,6.3,150
8,tt5132414,6.9,13
13,tt0040146,5.6,14
14,tt2578260,6.6,5
16,tt12543213,4.9,5
18,tt12540399,6.0,6
27,tt0927634,6.4,8
28,tt12535746,7.6,-1
33,tt12533929,7.3,11
39,tt12539741,5.1,29
43,tt12533076,9.3,6
47,tt12534667,7.6,7
50,tt12535723,5.8,121
51,tt12541653,6.5,24
52,tt12543032,5.6,6
57,tt12532968,7.0,39
59,tt12542918,7.0,14
61,tt0311234,6.8,11
68,tt12543926,5.1,247
69,tt12543819,6.5,38
78,tt12532254,7.4,61
79,tt12541733,5.2,64
83,tt12531395,5.8,28
88,tt12542257,9.1,15
89,tt6620638,6.5,8
90,tt12535633,4.5,11
94,tt12542350,6.7,20
95,tt0035697,7.4,8
98,tt12543138,6.5,5
103,tt12533288,6.6,247
104,tt12542862,7.3,15
105,tt12531413,6.7,1811
108,tt12535644,4.9,8
109,tt12534926,6.4,126
110,tt12544497,7.2,8
112,tt12537316,6.6,7
113,tt12540297,6.1,10
116,tt12536172,7.0,5
118,tt0234528,8.6,9
119,tt12545974,6.4,143
121,tt12534531,4.7,68
122,tt12535718,7.7,25
129,tt12542733,7.5,66
130,tt12539070,6.0,8
131,tt12538966,5.0,285
135,tt0494712,2.3,805
139,tt7388830,7.7,16
142,tt12541380,4.4,1189
143,tt12540779,5.9,6
146,tt12533448,4.5,386
148,tt12531194,7.5,17
150,tt1124107,7.3,21
153,tt0865634,8.4,52
154,tt12535270,8.0,12
156,tt12541379,4.4,1186
158,tt12545148,9.0,7602
163,tt12545536,5.1,22995
168,tt7349906,4.6,8
170,tt12544580,7.2,-4
172,tt12531231,5.0,7
173,tt8667604,8.3,12
176,tt12536968,9.1,2113
178,tt0378450,8.0,23
179,tt12536033,7.1,9
184,tt12541915,4.4,299
187,tt7203520,6.0,909
188,tt12536369,8.0,79
189,tt3073216,6.4,5
191,tt12535271,8.2,15
194,tt12531452,8.0,3124
195,tt12536221,7.0,13
200,tt12532294,6.3,404
201,tt12538572,6.9,30
204,tt12545482,7.8,53
207,tt12536731,6.2,-1
209,tt0350750,3.8,13
210,tt12537038,4.0,2173
211,tt12543923,5.6,15
217,tt12537273,6.7,149
220,tt12542760,7.5,167
223,tt12544082,6.8,7
226,tt12532053,7.4,7
231,tt12532919,7.7,176
