tid,tconst,averageRating,numVotes
1,tt0374594,4.4,10
11,tt12534868,6.3,922
20,tt0108622,6.7,355
24,tt12531412,6.5,1811
26,tt1456970,5.3,13
38,tt12533952,7.8,258
41,tt12538930,7.2,32
43,tt12533076,9.3,6
44,tt12535785,9.1,28006
53,tt0031799,6.2,128
59,tt12542918,7.0,14
62,tt12537280,7.8,25
72,tt12545396,5.7,16
80,tt0015156,5.2,5
90,tt12535633,4.5,11
99,tt12539478,8.2,11
101,tt1337354,7.2,847
106,tt12532204,2.6,24
107,tt0471839,5.2,31
114,tt12541775,6.1,18
133,tt12533597,7.2,673
135,tt0494712,2.3,805
140,tt12543980,5.1,17
142,tt12541380,4.4,1189
144,tt12539473,5.4,10
162,tt1674052,6.6,5
165,tt12533850,6.9,10
172,tt12531231,5.0,7
178,tt0378450,8.0,23
184,tt12541915,4.4,299
185,tt0250200,6.2,6
187,tt7203520,6.0,909
208,tt1024156,9.0,111
210,tt12537038,4.0,2173
216,tt12536445,7.0,256
222,tt12534923,6.7,348
234,tt5815434,6.6,69
247,tt6876646,8.5,8
249,tt12543415,5.0,6
258,tt0457121,7.4,43
260,tt12535614,6.8,13
262,tt12536044,6.5,335
270,tt12544050,6.4,92
272,tt0954423,7.8,9
275,tt12531863,4.6,2149
290,tt4995922,6.0,5
299,tt12539619,7.7,7
300,tt12541993,6.1,19
307,tt12536125,6.9,163
310,tt12537301,6.4,36
316,tt12536045,6.5,332
331,tt12541325,7.2,5
348,tt12537456,7.9,504
351,tt12544011,5.6,5
362,tt12541407,8.8,53
372,tt12541426,7.7,14
373,tt12535110,5.4,87
377,tt12535631,4.8,5
378,tt12533587,4.7,1710
381,tt1107906,5.0,6
382,tt12545743,7.4,6
384,tt12531670,9.7,6
388,tt12532727,6.2,6
405,tt12535618,5.2,125
416,tt12534909,7.2,18816
417,tt12541324,6.7,5
432,tt12539385,5.9,6
433,tt12541491,6.0,5
434,tt12535619,5.7,123
441,tt12532295,6.4,404
446,tt3542816,9.3,14
447,tt12538458,8.3,29
459,tt0387616,8.1,516
460,tt12534972,6.4,14
463,tt0094926,4.8,79
466,tt0017883,5.9,10
467,tt12536414,5.6,119
480,tt12535340,7.4,8
488,tt12541356,6.1,116
496,tt2836540,8.5,10
497,tt12539963,6.1,206
499,tt12537392,6.0,231
501,tt12538017,7.0,15
528,tt1733527,7.3,12
536,tt12531998,5.9,13
546,tt10036886,7.8,25
547,tt12543927,5.0,250
548,tt12531827,7.5,1153
557,tt1113723,8.1,54
558,tt12542003,6.2,13
568,tt12531610,5.2,53
572,tt12537718,7.6,8
575,tt12533404,7.2,37
582,tt12541734,5.2,64
588,tt0441958,6.0,7
592,tt12543129,7.7,236
622,tt1943035,3.8,298
626,tt12539958,6.1,304
627,tt12542234,5.5,43
629,tt7176076,9.3,20
630,tt12536518,4.3,6
650,tt0284537,6.0,331
665,tt1612099,7.9,8
695,tt12539057,8.2,20
698,tt12539758,5.4,150
702,tt12543762,4.5,10
703,tt12541764,6.0,155
704,tt12537315,5.3,94
705,tt12534480,7.8,19
712,tt12531196,7.9,20
715,tt12541725,6.8,22
