tid,species,version,language,flavor_text
210550,id-598,34,11,
222148,rec-314-dup-0,,9,With its sweet aroma it guidesVolbear to draw signs with light inthe night sky.
217332,rec-846-dup-0,34,6,Seine Bewegungsfreiheit ist stark eingeschränktwenn es vollgefressen ist. So wircl es zu leichterBeute für Urgl das es im Ganzen verschlimgt.
217271,rec-857-dup-0,,3,강한 감정을 품은 자라면누가 됐든 조용하게 만드는데그 수단이 매우 난폭하다.
220289,rec-52-dup-1,34,12,为了不弄脏额头上的金币会常常洗脸伽勒尔o的喵喵关系不好
220965,rec-520-dup-1,34,11,賢く　物覚えが　いい配達員が　パートナーに選ぶことが　多いらしい
210994,id-624,,4,揮舞銳利的刀刃將敵人逼向絕境。會用河灘的石頭來精心保養刀刃。
218765,rec-773-dup-0,33,12,
222195,rec-179-dup-1,25,11,
209209,id-521,34,9,This Pokémon is intelligent and intensely proud.People will sit up ancl take notice lf you becomethe Trainer of one.
210117,id-572,33,7,Usa la cola para barrer la basurilla. Su extremapulcritud es tanto una avuda en la lirnpieza delhogar como un incordio.
203968,id-59,,8,"Da sempre ammirato per la sua bellezza,c0rre veloce come se avesse le ali."
212652,id-746,,1,１ぴきでは　とても　ひよわなためむれることで　てきに　たちむかうのうりょくを　かくとくした。
217611,rec-149-dup-0,34,3,바다의 화신이라고 불린다.망나뇽 형태의 조각상을뱃머리에 두는 배도 많다.
205566,id-172,34,6,"Tritt auch nur eine geringe Menge Elektrizität ausseinem kleinen Backentaschen aus, bekommt eseirien Schlag."
204794,id-117,33,4,
205545,id-171,34,5,"Il dégage une vive lumière pour éblovlr ses proies,puis leur inflige un choc électrique bien senti."
220510,rec-196-dup-0,,9,By reading air currents it can predict things sucbas the weather or its foes next move.
204728,id-113,34,8,
219550,rec-171-dup-0,33,4,電燈怪發出的光有著極高的f亮度甚至w可以從５０００公尺深的水底照亮水面
208614,id-458,,4,也許是因為海水溫度偏低，伽勒爾地區的小球飛魚動作似乎有點遲緩。
208417,id-445,,7,Habita en montañas de 9rigen volcánico. Vuelatan rápido como un avión a reacción en busca depresas.
213927,id-828,34,7,Un Pokémon ágil y de afiladas garras que sealimenta de huevos y comicla robados. LosBoltund son su enemig0 natural.
214645,id-864,34,5,
224426,id-455,23,6,"Sein süßlich riechender Speichel 2ieht Beute an,die es frisst. Es braucht eiben Tag, sie zu fressen."
205963,id-211,34,3,전신의 작은 바늘은비늘이 변화한 것이다.찔리면 독 때문에 정신을 잃게 된다.
215095,id-887,33,5,"Il vit en compagnie de Fantyrm qui logentdans les tr0us de ses cornes. Quand il passeà l’attaque, il les propulse à la vitesse du son."
204494,id-102,,4,雖然看起來很像是蛋，但卻是如假包換的寶可夢。似乎會用心靈感應來與夥伴們交流喔。
