tid,tconst,averageRating,numVotes
1,tt0374594,4.4,10
4,tt12537087,7.3,9
13,tt0040146,5.6,14
14,tt2578260,6.6,5
18,tt12540399,6.0,6
20,tt0108622,6.7,355
22,tt12540390,6.6,60
23,tt12531237,7.7,7
25,tt12533523,8.5,10
26,tt1456970,5.3,13
30,tt12540401,7.0,59
36,tt9035628,5.1,60
39,tt12539741,5.1,29
41,tt12538930,7.2,32
43,tt12533076,9.3,6
51,tt12541653,6.5,24
52,tt12543032,5.6,6
55,tt12538716,5.9,39
57,tt12532968,7.0,39
58,tt12541427,8.3,12
59,tt12542918,7.0,14
63,tt12538434,8.6,21
67,tt12543825,4.8,24
73,tt12531999,5.9,13
75,tt12539123,4.0,-1
77,tt12544362,7.8,89
78,tt12532254,7.4,61
79,tt12541733,5.2,64
80,tt0015156,5.2,5
86,tt0499179,8.6,16
87,tt12535533,7.3,754
90,tt12535633,4.5,11
91,tt12545654,5.5,48
93,tt12532992,5.3,17
94,tt12542350,6.7,20
99,tt12539478,8.2,11
101,tt1337354,7.2,847
102,tt12538281,2.5,803
105,tt12531413,6.7,1811
111,tt3399368,5.0,290
113,tt12540297,6.1,10
116,tt12536172,7.0,5
118,tt0234528,8.6,9
123,tt1459073,7.4,11
126,tt12533194,7.3,7
127,tt12541504,4.9,243
128,tt12536078,5.3,14
129,tt12542733,7.5,66
134,tt12533392,4.6,7
135,tt0494712,2.3,805
136,tt12535808,6.2,28
139,tt7388830,7.7,16
140,tt12543980,5.1,17
141,tt12534020,1.5,11
144,tt12539473,5.4,10
145,tt12545636,7.2,439
146,tt12533448,4.5,386
147,tt12543668,6.3,2400
148,tt12531194,7.5,17
149,tt12531668,10.0,15
150,tt1124107,7.3,21
151,tt2308048,6.6,13
154,tt12535270,8.0,12
156,tt12541379,4.4,1186
157,tt12534827,7.4,6
162,tt1674052,6.6,5
164,tt5421602,8.7,28009
165,tt12533850,6.9,10
171,tt12541929,6.9,0
172,tt12531231,5.0,7
173,tt8667604,8.3,12
174,tt12544455,4.2,1
178,tt0378450,8.0,23
180,tt12539386,6.2,6
181,tt12544812,6.4,114
182,tt12542856,8.0,22
183,tt12534312,7.9,18
184,tt12541915,4.4,299
185,tt0250200,6.2,6
186,tt12539885,7.0,6
191,tt12535271,8.2,15
196,tt0350037,6.3,149
197,tt12533903,7.1,54
199,tt10410130,9.1,8
201,tt12538572,6.9,30
203,tt1879071,5.5,10
204,tt12545482,7.8,53
206,tt12534789,6.0,22
208,tt1024156,9.0,111
209,tt0350750,3.8,13
210,tt12537038,4.0,2173
211,tt12543923,5.6,15
214,tt12536429,7.6,83
216,tt12536445,7.0,256
217,tt12537273,6.7,149
218,tt6083652,8.4,5
227,tt12544403,5.9,5
229,tt12537583,6.6,59
231,tt12532919,7.7,176
232,tt12531870,6.3,0
233,tt12535438,5.4,55
237,tt12545129,5.3,95
238,tt12536238,7.9,17
239,tt2302511,6.8,20
243,tt12542065,7.2,17
247,tt6876646,8.5,8
253,tt12541832,4.0,11
254,tt12545611,7.1,7
258,tt0457121,7.4,43
260,tt12535614,6.8,13
266,tt12531325,7.3,29
267,tt0493322,3.6,552
268,tt12539664,6.1,116
270,tt12544050,6.4,92
272,tt0954423,7.8,9
273,tt0030861,6.8,24
275,tt12531863,4.6,2149
276,tt12538615,6.5,96
277,tt12538867,7.8,33
278,tt12543861,4.7,28
282,tt12542127,5.5,21
284,tt12543389,7.1,19
285,tt0314490,6.0,5
287,tt12544049,6.5,84
288,tt12532319,8.0,13
289,tt12537970,6.2,6
290,tt4995922,6.0,5
291,tt12537760,7.3,88
294,tt12545898,7.6,15
295,tt12538176,8.0,4
298,tt12536597,6.1,5
299,tt12539619,7.7,7
300,tt12541993,6.1,19
303,tt12534406,5.2,36
304,tt12539679,4.3,5
305,tt12532255,7.1,61
307,tt12536125,6.9,163
311,tt1672376,6.4,5
314,tt12539242,7.0,6
316,tt12536045,6.5,332
317,tt12534012,8.3,12
318,tt12536696,7.0,18
319,tt12538412,5.9,14
320,tt12541065,5.7,10
326,tt12542380,6.8,11
328,tt7897052,8.2,11
330,tt0210959,7.4,7
331,tt12541325,7.2,5
332,tt12532813,5.3,6
336,tt0036374,7.8,44
342,tt12531526,5.0,835
344,tt12535285,5.9,30
347,tt12532954,6.5,88
352,tt12543390,7.1,13
354,tt12543216,8.7,7
357,tt0253409,6.6,36
362,tt12541407,8.8,53
363,tt12534492,5.5,25
368,tt12539290,7.5,1483
369,tt12534401,4.8,448
370,tt6829094,7.4,89
372,tt12541426,7.7,14
373,tt12535110,5.4,87
376,tt12535108,5.2,85
377,tt12535631,4.8,5
378,tt12533587,4.7,1710
379,tt1351264,8.6,20
382,tt12545743,7.4,6
383,tt0816629,4.9,243
384,tt12531670,9.7,6
385,tt12539291,7.1,1475
390,tt0205948,7.5,11
391,tt12536511,6.1,32
393,tt12541032,6.2,16
395,tt12539967,6.9,219
396,tt12535557,7.9,350
398,tt0956193,7.1,30
399,tt12545793,6.1,8
400,tt12539742,5.0,29
401,tt4288938,9.2,9
402,tt2309949,4.3,7
404,tt12540214,6.8,19
405,tt12535618,5.2,125
406,tt12543236,5.8,6
407,tt12535725,5.5,131
408,tt11757862,6.4,15
409,tt12543995,7.7,12
410,tt7867852,6.3,6
411,tt12543380,7.3,450
418,tt3554298,6.0,94
419,tt12540322,4.9,18
422,tt12542141,5.2,5
429,tt0052919,6.1,11
432,tt12539385,5.9,6
434,tt12535619,5.7,123
438,tt12533534,7.3,137
441,tt12532295,6.4,404
442,tt0395657,7.0,5
446,tt3542816,9.3,14
447,tt12538458,8.3,29
448,tt12533348,7.6,353
449,tt0403877,7.7,7
450,tt12533466,9.0,7
451,tt0804223,5.1,17
452,tt12537042,6.0,5
453,tt12541777,6.2,25
454,tt5742374,6.8,94405
455,tt12537206,7.7,8
457,tt12541436,5.5,12
459,tt0387616,8.1,516
460,tt12534972,6.4,14
462,tt12545568,7.5,13
468,tt12532782,6.2,39
472,tt12540720,4.7,79
473,tt12541583,6.4,5
475,tt12542067,7.1,2
480,tt12535340,7.4,8
482,tt12535161,7.0,76
485,tt12531181,7.8,68
487,tt8305258,7.5,167
491,tt12542382,7.2,15
492,tt12539050,5.9,10
493,tt1773466,5.6,8
496,tt2836540,8.5,10
499,tt12537392,6.0,231
501,tt12538017,7.0,15
505,tt0246906,6.6,256
515,tt12535341,7.4,8
519,tt12539976,6.4,26
522,tt0063241,5.7,74
525,tt12541619,7.7,18
530,tt12533085,4.0,27
532,tt9747450,7.1,672
534,tt12540719,4.6,71
537,tt9032914,6.8,71
539,tt12538793,6.9,30
542,tt12538943,8.0,11
545,tt12539676,4.1,85
546,tt10036886,7.8,25
548,tt12531827,7.5,1153
550,tt12531251,7.4,4
552,tt2390480,6.0,31
557,tt1113723,8.1,54
558,tt12542003,6.2,13
559,tt5950092,1.9,103
