tid,tconst,averageRating,numVotes
10,tt12534669,7.0,5
26,tt1456970,5.3,13
33,tt12533929,7.3,11
36,tt9035628,5.1,60
38,tt12533952,7.8,258
57,tt12532968,7.0,39
59,tt12542918,7.0,14
71,tt0977637,6.3,1034
76,tt12544195,4.6,30
78,tt12532254,7.4,61
85,tt4708408,2.2,8
87,tt12535533,7.3,754
89,tt6620638,6.5,8
90,tt12535633,4.5,11
95,tt0035697,7.4,8
102,tt12538281,2.5,803
103,tt12533288,6.6,247
108,tt12535644,4.9,8
137,tt12539959,5.8,304
152,tt12534147,6.4,7
158,tt12545148,9.0,7602
166,tt12537406,8.2,16
167,tt12540137,5.6,1057
169,tt12532474,7.0,7
170,tt12544580,7.2,-4
177,tt12539622,6.0,-4
181,tt12544812,6.4,114
192,tt12537971,5.9,5
210,tt12537038,4.0,2173
211,tt12543923,5.6,15
213,tt12536970,9.3,2105
217,tt12537273,6.7,149
225,tt12533514,8.4,9
234,tt5815434,6.6,69
255,tt12532704,1.7,26
258,tt0457121,7.4,43
269,tt12539069,5.9,14
270,tt12544050,6.4,92
281,tt12535196,5.3,34
284,tt12543389,7.1,19
297,tt12533508,1.7,22
298,tt12536597,6.1,5
304,tt12539679,4.3,5
310,tt12537301,6.4,36
315,tt12536433,8.5,13
319,tt12538412,5.9,14
320,tt12541065,5.7,10
321,tt12540368,6.7,217
326,tt12542380,6.8,11
328,tt7897052,8.2,11
330,tt0210959,7.4,7
333,tt12532520,7.0,218
343,tt12544532,4.0,2
344,tt12535285,5.9,30
345,tt12532225,6.2,940
359,tt12545773,7.3,10
362,tt12541407,8.8,53
372,tt12541426,7.7,14
373,tt12535110,5.4,87
376,tt12535108,5.2,85
385,tt12539291,7.1,1475
386,tt2180561,7.6,68
387,tt12532955,6.2,86
391,tt12536511,6.1,32
396,tt12535557,7.9,350
397,tt12539278,5.9,96
401,tt4288938,9.2,9
402,tt2309949,4.3,7
406,tt12543236,5.8,6
407,tt12535725,5.5,131
408,tt11757862,6.4,15
411,tt12543380,7.3,450
425,tt12543416,4.5,6
435,tt0175904,6.8,41
446,tt3542816,9.3,14
447,tt12538458,8.3,29
448,tt12533348,7.6,353
460,tt12534972,6.4,14
461,tt5533118,7.7,6
463,tt0094926,4.8,79
466,tt0017883,5.9,10
474,tt12542966,6.3,24
480,tt12535340,7.4,8
481,tt9409854,4.5,86
490,tt12535121,8.0,7
501,tt12538017,7.0,15
504,tt12542273,7.7,178
512,tt12542147,7.7,735
516,tt0181449,6.8,20
530,tt12533085,4.0,27
531,tt12542683,5.8,39
548,tt12531827,7.5,1153
549,tt12540494,7.3,17
555,tt5937980,10.0,6
559,tt5950092,1.9,103
560,tt0059205,5.4,1727
563,tt12539617,7.7,2
565,tt0391140,5.2,5
567,tt12545460,9.0,1892
572,tt12537718,7.6,8
577,tt12545835,4.2,296
585,tt12540307,3.6,16
587,tt12538662,8.0,5
589,tt12536910,7.1,13
592,tt12543129,7.7,236
594,tt1145500,8.7,1892
606,tt5120734,6.7,91
624,tt12534902,6.0,51
628,tt12537672,6.4,0
629,tt7176076,9.3,20
643,tt5991582,6.5,11
654,tt0340422,6.5,10
656,tt12535724,5.5,122
661,tt12536223,7.5,4
665,tt1612099,7.9,8
678,tt12535776,6.9,16
680,tt12543137,6.8,5
681,tt12537803,7.1,17
698,tt12539758,5.4,150
699,tt12539406,5.9,428
701,tt12532422,6.8,9
706,tt12543673,6.0,12
708,tt12535878,7.1,23
713,tt12536074,3.4,9
720,tt5784568,6.1,231
723,tt12531611,5.1,53
724,tt0205872,5.5,62
726,tt12541731,6.8,8
728,tt12539152,7.4,66
735,tt12540400,6.0,-1
739,tt12544846,7.2,38
740,tt12544586,7.4,13
742,tt12540412,6.7,138
744,tt0087915,6.0,55
750,tt12543141,5.4,5
752,tt12539244,6.6,6
755,tt12532521,6.7,217
756,tt12540215,6.5,21
757,tt12536909,7.0,13
759,tt12538806,6.6,0
764,tt12543655,5.8,81
775,tt0484802,5.4,153
779,tt12543128,7.4,236
780,tt12544708,8.3,13
784,tt12537516,7.7,55
794,tt12545320,7.2,5
805,tt12545311,3.0,33
807,tt12537804,7.3,2
810,tt12541338,7.7,-3
814,tt0060746,5.7,29
821,tt12541776,6.1,18
824,tt12537231,6.8,24
829,tt3782864,8.1,18
830,tt12531179,7.7,68
846,tt12539124,3.9,7
854,tt12539804,3.3,225
862,tt12537160,7.9,9
864,tt3728382,5.6,21
872,tt9168706,7.0,7
874,tt1458786,7.4,17
876,tt12544635,8.0,987
877,tt12537671,6.4,3
883,tt12541077,6.9,29
884,tt12533849,6.5,10
890,tt12542591,7.7,17
894,tt12531854,8.4,16
904,tt0081586,6.0,40
906,tt6766384,5.0,7
907,tt12542409,6.8,28
909,tt0285073,8.2,165
919,tt12532519,7.1,209
923,tt3399706,7.1,248
924,tt0074294,4.7,81
932,tt12541835,3.4,44
945,tt12542567,5.4,127
949,tt12537037,3.8,2166
950,tt12532008,6.3,29
951,tt12533537,7.0,19
952,tt12542103,9.1,14
953,tt12538614,6.9,101
958,tt12539094,8.1,46
966,tt12541409,3.6,9
967,tt12544944,8.0,15
974,tt10011176,6.6,9
994,tt12545397,5.2,17
1006,tt12545167,8.5,10
1019,tt12541359,7.2,94413
1027,tt12543087,3.6,21
1043,tt12539387,6.3,8
1047,tt12538540,7.6,8209
1052,tt12545635,7.0,438
1054,tt12545686,7.7,25
1057,tt4023072,6.8,24
1059,tt12533483,7.9,15
1062,tt12545312,3.0,33
1065,tt12541275,5.9,11911
1100,tt0207280,5.7,9
1113,tt12536863,7.6,76
1114,tt1461698,5.1,94
1121,tt1047812,6.2,122
1123,tt3778126,5.3,313
1142,tt7612392,5.1,53
1161,tt12542017,7.7,6
1166,tt12545261,3.4,34
1176,tt12539538,8.6,18
1181,tt0395147,7.1,78
1182,tt12536309,5.5,4491
1189,tt12532663,5.7,181
1192,tt3352564,8.5,17
1196,tt12543211,5.0,0
1201,tt0109082,5.0,5
1206,tt12532884,6.2,221
1214,tt12533927,7.3,11
1215,tt12540975,6.8,12
1234,tt12537840,7.0,91
1246,tt12536621,5.9,86
1251,tt12543860,5.2,31
1253,tt12534495,6.4,87
1259,tt12531159,7.4,215
1289,tt12531262,4.8,8
1291,tt1418725,8.2,16
1293,tt1100032,6.0,5
1306,tt1188681,4.3,6
1310,tt12533309,7.9,66
1336,tt12535693,7.8,8
1337,tt0015700,6.7,42
1347,tt7144150,8.6,7
1353,tt12536749,5.5,10
1358,tt12536598,6.4,10
1360,tt12545777,7.2,63
1362,tt12537204,7.7,6
1363,tt12538586,8.1,46
1371,tt2154007,3.7,9
1375,tt12542590,7.4,11
1397,tt12543817,6.5,38
1399,tt12536993,5.9,9662
1400,tt12544878,6.4,521
1403,tt12532974,6.5,4
