tid,tconst,averageRating,numVotes
3,tt12543237,6.0,10
5,tt12533088,5.4,138
10,tt12534669,7.0,5
13,tt0040146,5.6,14
15,tt12534907,7.3,18812
21,tt12532849,8.3,5
22,tt12540390,6.6,60
25,tt12533523,8.5,10
27,tt0927634,6.4,8
29,tt12539879,5.5,85
30,tt12540401,7.0,59
31,tt12541831,4.4,9
33,tt12533929,7.3,11
34,tt12532783,6.5,39
36,tt9035628,5.1,60
38,tt12533952,7.8,258
39,tt12539741,5.1,29
43,tt12533076,9.3,6
44,tt12535785,9.1,28006
45,tt2061640,8.9,8
47,tt12534667,7.6,7
49,tt8181336,6.4,19
53,tt0031799,6.2,128
55,tt12538716,5.9,39
57,tt12532968,7.0,39
58,tt12541427,8.3,12
60,tt12538296,5.2,6
63,tt12538434,8.6,21
66,tt12536025,6.3,149
67,tt12543825,4.8,24
68,tt12543926,5.1,247
70,tt12533245,6.5,11
71,tt0977637,6.3,1034
73,tt12531999,5.9,13
76,tt12544195,4.6,30
77,tt12544362,7.8,89
78,tt12532254,7.4,61
81,tt2083932,5.9,15
84,tt12535617,6.9,23538
85,tt4708408,2.2,8
87,tt12535533,7.3,754
88,tt12542257,9.1,15
89,tt6620638,6.5,8
90,tt12535633,4.5,11
93,tt12532992,5.3,17
94,tt12542350,6.7,20
95,tt0035697,7.4,8
98,tt12543138,6.5,5
99,tt12539478,8.2,11
101,tt1337354,7.2,847
103,tt12533288,6.6,247
106,tt12532204,2.6,24
107,tt0471839,5.2,31
110,tt12544497,7.2,8
111,tt3399368,5.0,290
112,tt12537316,6.6,7
113,tt12540297,6.1,10
114,tt12541775,6.1,18
117,tt0074004,8.4,690
118,tt0234528,8.6,9
122,tt12535718,7.7,25
124,tt12545778,7.4,55
125,tt12543702,7.4,165
126,tt12533194,7.3,7
132,tt12532136,7.1,76
137,tt12539959,5.8,304
141,tt12534020,1.5,11
142,tt12541380,4.4,1189
143,tt12540779,5.9,6
145,tt12545636,7.2,439
146,tt12533448,4.5,386
147,tt12543668,6.3,2400
148,tt12531194,7.5,17
150,tt1124107,7.3,21
152,tt12534147,6.4,7
153,tt0865634,8.4,52
154,tt12535270,8.0,12
155,tt12545048,6.3,1034
156,tt12541379,4.4,1186
164,tt5421602,8.7,28009
166,tt12537406,8.2,16
167,tt12540137,5.6,1057
168,tt7349906,4.6,8
169,tt12532474,7.0,7
170,tt12544580,7.2,-4
172,tt12531231,5.0,7
174,tt12544455,4.2,1
176,tt12536968,9.1,2113
177,tt12539622,6.0,-4
180,tt12539386,6.2,6
181,tt12544812,6.4,114
182,tt12542856,8.0,22
183,tt12534312,7.9,18
184,tt12541915,4.4,299
187,tt7203520,6.0,909
189,tt3073216,6.4,5
190,tt12532745,6.6,7
195,tt12536221,7.0,13
197,tt12533903,7.1,54
199,tt10410130,9.1,8
200,tt12532294,6.3,404
204,tt12545482,7.8,53
205,tt12544326,4.6,52
206,tt12534789,6.0,22
210,tt12537038,4.0,2173
211,tt12543923,5.6,15
213,tt12536970,9.3,2105
214,tt12536429,7.6,83
215,tt12535069,5.7,21
218,tt6083652,8.4,5
220,tt12542760,7.5,167
221,tt12543412,8.0,45
223,tt12544082,6.8,7
227,tt12544403,5.9,5
228,tt3526322,7.2,5
229,tt12537583,6.6,59
230,tt12545128,5.8,96
233,tt12535438,5.4,55
236,tt12537252,6.5,6
238,tt12536238,7.9,17
241,tt2513610,8.0,5
242,tt12538563,5.0,9
243,tt12542065,7.2,17
244,tt12537182,8.3,-4
245,tt12541919,7.1,28
246,tt12532013,6.4,7
247,tt6876646,8.5,8
249,tt12543415,5.0,6
255,tt12532704,1.7,26
257,tt12541697,8.8,18
258,tt0457121,7.4,43
259,tt0835031,7.0,8
260,tt12535614,6.8,13
261,tt0189439,6.9,29
262,tt12536044,6.5,335
263,tt12541068,6.0,231
264,tt12544636,7.9,981
268,tt12539664,6.1,116
269,tt12539069,5.9,14
270,tt12544050,6.4,92
271,tt12543140,5.4,-5
274,tt12545091,7.4,44
276,tt12538615,6.5,96
277,tt12538867,7.8,33
279,tt12534428,7.5,26
281,tt12535196,5.3,34
282,tt12542127,5.5,21
283,tt12542142,5.6,4
284,tt12543389,7.1,19
286,tt1155541,6.6,9
290,tt4995922,6.0,5
292,tt12544866,4.7,20
293,tt1096871,6.0,52
294,tt12545898,7.6,15
296,tt12534252,5.9,10
298,tt12536597,6.1,5
299,tt12539619,7.7,7
300,tt12541993,6.1,19
304,tt12539679,4.3,5
306,tt12541213,6.4,-4
309,tt12532389,7.1,17
310,tt12537301,6.4,36
318,tt12536696,7.0,18
319,tt12538412,5.9,14
320,tt12541065,5.7,10
323,tt12535434,7.2,24
324,tt12537920,4.8,-3
326,tt12542380,6.8,11
327,tt12540460,5.8,145
328,tt7897052,8.2,11
329,tt3364888,6.1,11
330,tt0210959,7.4,7
331,tt12541325,7.2,5
334,tt12540918,5.6,426
335,tt12535716,7.2,9
337,tt12536713,8.5,8
338,tt12540974,6.8,11
339,tt0255901,7.6,7
341,tt12539456,7.1,30
342,tt12531526,5.0,835
343,tt12544532,4.0,2
344,tt12535285,5.9,30
346,tt12532388,7.0,14
349,tt12538413,5.6,21
354,tt12543216,8.7,7
355,tt1144924,6.2,23
359,tt12545773,7.3,10
360,tt12542737,6.5,5
361,tt1296418,6.4,5
364,tt12533973,6.8,-5
368,tt12539290,7.5,1483
370,tt6829094,7.4,89
371,tt3314940,7.6,5
373,tt12535110,5.4,87
374,tt12537278,7.3,25
378,tt12533587,4.7,1710
381,tt1107906,5.0,6
383,tt0816629,4.9,243
384,tt12531670,9.7,6
385,tt12539291,7.1,1475
386,tt2180561,7.6,68
387,tt12532955,6.2,86
388,tt12532727,6.2,6
390,tt0205948,7.5,11
391,tt12536511,6.1,32
392,tt12543975,7.1,8
394,tt12541076,6.5,29
395,tt12539967,6.9,219
396,tt12535557,7.9,350
400,tt12539742,5.0,29
402,tt2309949,4.3,7
403,tt12531574,7.9,8
406,tt12543236,5.8,6
407,tt12535725,5.5,131
409,tt12543995,7.7,12
412,tt12545226,7.0,17
413,tt12539448,6.0,330
414,tt12537090,6.2,2469
416,tt12534909,7.2,18816
417,tt12541324,6.7,5
418,tt3554298,6.0,94
420,tt12535748,7.6,7
422,tt12542141,5.2,5
423,tt12540495,7.6,12
427,tt12545335,3.2,552
428,tt12534073,5.6,68
430,tt12538548,7.3,109
438,tt12533534,7.3,137
439,tt1807409,3.6,16
440,tt12545147,9.0,7610
441,tt12532295,6.4,404
445,tt12545092,7.2,44
448,tt12533348,7.6,353
449,tt0403877,7.7,7
451,tt0804223,5.1,17
452,tt12537042,6.0,5
453,tt12541777,6.2,25
455,tt12537206,7.7,8
456,tt12538013,8.4,5
458,tt12543009,7.4,267
460,tt12534972,6.4,14
461,tt5533118,7.7,6
462,tt12545568,7.5,13
464,tt12538167,6.9,573
465,tt12544496,6.9,8
467,tt12536414,5.6,119
468,tt12532782,6.2,39
469,tt12540074,9.1,2
470,tt0047400,6.0,304
474,tt12542966,6.3,24
478,tt4241804,8.8,9
480,tt12535340,7.4,8
481,tt9409854,4.5,86
482,tt12535161,7.0,76
488,tt12541356,6.1,116
490,tt12535121,8.0,7
491,tt12542382,7.2,15
492,tt12539050,5.9,10
494,tt12533504,4.3,8
496,tt2836540,8.5,10
497,tt12539963,6.1,206
498,tt12531801,4.7,774
501,tt12538017,7.0,15
504,tt12542273,7.7,178
506,tt12532647,7.0,-1
508,tt12535436,5.4,64
509,tt12531853,8.7,9
512,tt12542147,7.7,735
514,tt12532317,7.6,3
519,tt12539976,6.4,26
520,tt12537415,3.6,815
522,tt0063241,5.7,74
523,tt12532925,6.3,29
526,tt12543431,6.1,23
531,tt12542683,5.8,39
532,tt9747450,7.1,672
533,tt12543761,4.1,10
534,tt12540719,4.6,71
539,tt12538793,6.9,30
541,tt12543062,7.9,32
542,tt12538943,8.0,11
543,tt12533596,6.9,672
544,tt12538616,7.0,91
545,tt12539676,4.1,85
546,tt10036886,7.8,25
547,tt12543927,5.0,250
549,tt12540494,7.3,17
552,tt2390480,6.0,31
554,tt12531131,6.8,53
558,tt12542003,6.2,13
560,tt0059205,5.4,1727
561,tt1078899,4.8,1597
562,tt12532394,6.6,36
564,tt0477575,7.5,8
565,tt0391140,5.2,5
566,tt12533089,5.4,138
567,tt12545460,9.0,1892
568,tt12531610,5.2,53
570,tt12534757,3.7,293
574,tt12536184,3.6,9
575,tt12533404,7.2,37
576,tt12541182,9.3,17
577,tt12545835,4.2,296
579,tt12533821,7.7,13
580,tt12542785,6.8,71
582,tt12541734,5.2,64
585,tt12540307,3.6,16
587,tt12538662,8.0,5
589,tt12536910,7.1,13
592,tt12543129,7.7,236
594,tt1145500,8.7,1892
595,tt12540839,5.9,900
596,tt12541834,3.7,40
599,tt12537279,7.8,25
601,tt12542280,6.2,128
603,tt0052547,5.1,56
604,tt2099698,7.3,76
606,tt5120734,6.7,91
607,tt12545294,6.6,6
612,tt12535275,3.9,-4
614,tt12545475,2.2,14
615,tt12535372,5.3,7
622,tt1943035,3.8,298
623,tt5376904,7.4,20
624,tt12534902,6.0,51
626,tt12539958,6.1,304
627,tt12542234,5.5,43
629,tt7176076,9.3,20
630,tt12536518,4.3,6
633,tt0052483,8.8,53
636,tt0019924,6.4,8
638,tt2568154,5.4,5
643,tt5991582,6.5,11
645,tt12541276,6.0,9
649,tt3105448,6.0,10
650,tt0284537,6.0,331
651,tt12543523,4.6,28
652,tt12537839,7.1,101
653,tt8881102,5.8,432
655,tt1693592,7.9,8206
