tid,tconst,averageRating,numVotes
11,tt12534868,6.3,922
12,tt12541355,6.1,124
30,tt12540401,7.0,59
38,tt12533952,7.8,258
42,tt12534268,6.8,42
60,tt12538296,5.2,6
80,tt0015156,5.2,5
96,tt12542144,5.7,1172
106,tt12532204,2.6,24
107,tt0471839,5.2,31
119,tt12545974,6.4,143
120,tt12531195,7.9,11
122,tt12535718,7.7,25
133,tt12533597,7.2,673
134,tt12533392,4.6,7
139,tt7388830,7.7,16
143,tt12540779,5.9,6
153,tt0865634,8.4,52
162,tt1674052,6.6,5
165,tt12533850,6.9,10
171,tt12541929,6.9,0
172,tt12531231,5.0,7
173,tt8667604,8.3,12
175,tt12540048,7.6,9
180,tt12539386,6.2,6
181,tt12544812,6.4,114
185,tt0250200,6.2,6
188,tt12536369,8.0,79
196,tt0350037,6.3,149
198,tt12532677,8.1,91
204,tt12545482,7.8,53
216,tt12536445,7.0,256
218,tt6083652,8.4,5
227,tt12544403,5.9,5
231,tt12532919,7.7,176
237,tt12545129,5.3,95
245,tt12541919,7.1,28
246,tt12532013,6.4,7
248,tt12543632,5.9,8
259,tt0835031,7.0,8
267,tt0493322,3.6,552
270,tt12544050,6.4,92
272,tt0954423,7.8,9
275,tt12531863,4.6,2149
284,tt12543389,7.1,19
296,tt12534252,5.9,10
301,tt12542555,6.6,29
303,tt12534406,5.2,36
305,tt12532255,7.1,61
308,tt12544079,6.0,1551
317,tt12534012,8.3,12
323,tt12535434,7.2,24
326,tt12542380,6.8,11
330,tt0210959,7.4,7
340,tt12531232,4.7,5
345,tt12532225,6.2,940
350,tt9652752,7.6,13
357,tt0253409,6.6,36
363,tt12534492,5.5,25
373,tt12535110,5.4,87
376,tt12535108,5.2,85
380,tt12533308,7.9,65
388,tt12532727,6.2,6
395,tt12539967,6.9,219
396,tt12535557,7.9,350
398,tt0956193,7.1,30
400,tt12539742,5.0,29
401,tt4288938,9.2,9
409,tt12543995,7.7,12
411,tt12543380,7.3,450
437,tt0364182,9.0,14
460,tt12534972,6.4,14
465,tt12544496,6.9,8
476,tt1545097,4.7,1710
489,tt12542309,6.9,15
491,tt12542382,7.2,15
503,tt7510284,7.7,175
515,tt12535341,7.4,8
528,tt1733527,7.3,12
532,tt9747450,7.1,672
550,tt12531251,7.4,4
558,tt12542003,6.2,13
559,tt5950092,1.9,103
580,tt12542785,6.8,71
583,tt12543342,7.7,68
584,tt7272242,7.0,867
598,tt12535448,6.0,94
607,tt12545294,6.6,6
618,tt12535666,6.5,40
644,tt1151649,5.8,96
647,tt4054468,6.6,7
658,tt0354946,5.4,150
665,tt1612099,7.9,8
679,tt0482220,7.4,14
683,tt2613788,3.6,21
697,tt1370191,9.5,8
703,tt12541764,6.0,155
704,tt12537315,5.3,94
716,tt12535326,5.0,79
717,tt12540985,4.6,8
723,tt12531611,5.1,53
724,tt0205872,5.5,62
735,tt12540400,6.0,-1
759,tt12538806,6.6,0
767,tt12535368,6.7,84
775,tt0484802,5.4,153
783,tt12541763,6.0,150
785,tt12534302,9.0,30
795,tt12538663,7.6,5
799,tt12536798,7.2,16
804,tt12538060,7.3,7
810,tt12541338,7.7,-3
819,tt0382255,6.8,299
825,tt12539095,8.1,49
837,tt12533505,4.4,6
845,tt0393824,5.1,11
846,tt12539124,3.9,7
851,tt12535208,5.5,114
852,tt1883368,8.2,13
853,tt0955242,3.6,9
854,tt12539804,3.3,225
857,tt12543996,7.9,12
863,tt12532975,6.1,22
874,tt1458786,7.4,17
886,tt4327728,10.0,15
887,tt2104487,5.9,13
888,tt12543527,7.0,7
889,tt12533192,7.0,7
895,tt12536072,3.7,14
901,tt12539576,6.8,18
904,tt0081586,6.0,40
909,tt0285073,8.2,165
918,tt12541099,8.6,105759
921,tt12531474,4.1,88
927,tt12541069,6.1,231
930,tt0180492,5.9,16
934,tt12540863,7.8,13
935,tt0024542,1.6,10
940,tt12544285,7.5,8
942,tt12532393,6.1,36
950,tt12532008,6.3,29
953,tt12538614,6.9,101
955,tt1644575,7.8,59
961,tt2279927,5.6,73
974,tt10011176,6.6,9
975,tt12536019,6.0,46
983,tt12534347,7.8,554
985,tt12533071,6.4,8
990,tt12545207,6.2,524
993,tt1496903,8.1,45
995,tt12542407,7.3,5
1009,tt12535450,8.1,6
1017,tt12540499,6.7,10
1021,tt0072308,7.0,37873
1024,tt12540296,6.0,10
1033,tt12541591,6.2,423128
1038,tt12542021,6.7,333
1048,tt0288289,5.8,6
1052,tt12545635,7.0,438
1053,tt12532585,5.8,6
1056,tt12531864,4.8,2141
1058,tt12532061,8.7,14
1062,tt12545312,3.0,33
1065,tt12541275,5.9,11911
1070,tt12542250,7.4,43
1072,tt12535691,7.8,13
1076,tt12543266,7.7,55
1083,tt0372046,8.2,9
1093,tt12537183,8.6,6
1094,tt12541305,5.9,15
1095,tt0232677,8.1,46
1100,tt0207280,5.7,9
1113,tt12536863,7.6,76
1117,tt12544296,4.9,1
1119,tt1024760,3.5,6
1126,tt12531253,7.8,1
1127,tt10097954,6.4,5
1132,tt12545175,7.6,5
1143,tt12538648,5.4,17
1144,tt1198083,7.5,1153
1145,tt12531522,7.7,6
1147,tt2017708,6.4,8
1151,tt12538564,5.0,3
1155,tt1636495,7.8,8
1158,tt12541952,8.0,32
1165,tt12544263,7.4,60
1174,tt12538900,2.1,22
1180,tt12542253,6.2,156
1186,tt1373383,7.6,8
1187,tt12540403,7.4,50
1199,tt12531396,5.8,28
1200,tt12543235,5.8,14
1201,tt0109082,5.0,5
1219,tt12545653,5.1,56
1232,tt12543976,7.1,14
1237,tt1846673,5.4,138
1240,tt12534491,5.5,31
1242,tt12541796,7.1,28
1246,tt12536621,5.9,86
1258,tt1863203,4.4,1186
1266,tt12542571,5.9,13
1272,tt12540308,3.6,21
