tid,species,version,language,flavor_text
218475,rec-836-dup-0,,12,电力增强了它的脚力当以最高速度奔跑时速可以轻易超过９０公里
208876,id-473,33,6,"Sie sind schon auf 10 000 Jahre altenWandmalereien abgebildet. Es gab Ze9ten,in denen man sie für ausgestorben hielt."
208877,id-473,,7,Aparece representado en pinturas rupestres dehace 10 000 años. Hubo un tiempo en el que selo consideró extinto.
217271,rec-857-dup-0,,3,강한 감정을 품은 자라면누가 됐든 조용하게 만드는데그 수단이 매우 난폭하다.
220965,rec-520-dup-1,34,11,賢く　物覚えが　いい配達員が　パートナーに選ぶことが　多いらしい
218765,rec-773-dup-0,33,12,
209209,id-521,34,9,This Pokémon is intelligent and intensely proud.People will sit up ancl take notice lf you becomethe Trainer of one.
208963,id-478,,3,마이너스 50도의 냉기를 뿜어먹이를 얼린 뒤 거처로가져가서 가지런히 나열한다.
203968,id-59,,8,"Da sempre ammirato per la sua bellezza,c0rre veloce come se avesse le ali."
206527,id-270,34,7,El excesivo tamaño y peso de la hoja que tieneen la ca1>eza ha propiciado que viva fbtando enel agua.
205545,id-171,34,5,"Il dégage une vive lumière pour éblovlr ses proies,puis leur inflige un choc électrique bien senti."
220510,rec-196-dup-0,,9,By reading air currents it can predict things sucbas the weather or its foes next move.
224385,id-430,23,7,"Si uno lanza un grito profundo, loa demás acuden.Por eso se le llama también Invocador de la Noche."
208417,id-445,,7,Habita en montañas de 9rigen volcánico. Vuelatan rápido como un avión a reacción en busca depresas.
213927,id-828,34,7,Un Pokémon ágil y de afiladas garras que sealimenta de huevos y comicla robados. LosBoltund son su enemig0 natural.
209794,id-556,,4,會發出沙鈴般的聲音。鳥寶可夢會因那輕快的節奏而受驚飛走。
224426,id-455,23,6,"Sein süßlich riechender Speichel 2ieht Beute an,die es frisst. Es braucht eiben Tag, sie zu fressen."
205963,id-211,34,3,전신의 작은 바늘은비늘이 변화한 것이다.찔리면 독 때문에 정신을 잃게 된다.
208524,id-450,,4,生氣的時候非常凶暴。會噴出儲存在體內的沙子來引發沙塵暴。
208964,id-478,,4,會吐出零下５０度的冷氣凍住獵物，並把牠們帶回自己的巢穴，整齊地擺成一排。
204494,id-102,,4,雖然看起來很像是蛋，但卻是如假包換的寶可夢。似乎會用心靈感應來與夥伴們交流喔。
212970,id-761,34,11,襲われた　ときに　流す　汗は甘くて　美味しい。　その　香りがさらに　敵を　増やしてしまうのだ。
204700,id-112,33,11,進化して　後ろ足だけで立つようになった。　ツノで　突くと岩石にも　穴を　開けてしまう。
208523,id-450,34,3,
217037,rec-36-dup-0,,4,妖精的一種極少出現在人類面前一感覺到有人會立刻逃走
220148,rec-866-dup-1,33,12,踢踏舞的达人会挥动手中的冰杖向观众演轻快的舞步
220146,rec-866-dup-1,33,1,
213807,id-822,34,7,"Tras haber librado combates muy duros, hadesarrollado la hsbilidad de determinar conprecisión la fuerza de su adversario."
218920,rec-3-dup-1,34,5,
218924,rec-3-dup-1,34,9,A bewitching aroma wafts from its flower.The fragrance becalms those engagedin a battle.
208162,id-426,34,1,
219423,rec-616-dup-0,34,3,전기 에너지에 반응하는 신비한체질을 지녔다. 딱정곤과 함께있으면 무슨 이유인지 진화한다.
222930,id-23,23,8,Con il tempo 5i fa sempre più lungo. La notte qvvolgeil suo corpo attorno a qualche ramo per dormire.
