tid,species,generation,evolves_from_species,evolution_chain,color,shape,habitat,gender_rate,capture_rate,base_happiness,is_baby,hatch_counter,has_gender_differences,growth_rate,forms_switchable,is_legendary,is_mythical,conquest_order
239592,id-75,1,id-74,31,3,12,4,4,120,70,0,15,0,4,0,0,0,
239593,id-76,1,id-75,31,3,12,4,4,45,70,0,15,0,4,0,0,0,
239599,id-112,1,id-111,50,4,6,6,4,60,50,0,20,1,1,0,0,0,161
239601,id-113,1,id-440,51,6,6,8,8,30,140,0,40,0,3,0,0,0,
239605,id-4,1,,2,8,6,4,1,45,50,0,20,0,4,0,0,0,109
239611,id-3,1,id-2,1,5,8,3,1,45,50,0,20,1,4,1,0,0,
239612,id-816,8,,432,2,,,1,45,50,0,20,0,4,0,0,0,
239620,id-200,2,,98,4,1,1,4,45,35,0,25,0,3,0,0,0,183
239635,id-589,5,id-588,299,4,4,,4,75,50,0,15,0,2,0,0,0,
239637,id-810,8,,430,5,,,1,45,50,0,20,0,4,0,0,0,
239645,id-878,8,,460,10,,,4,190,50,0,25,0,2,0,0,0,
239650,id-877,8,,459,10,,,4,180,50,0,10,0,2,0,0,0,
239667,id-625,5,id-624,317,8,12,,4,45,35,0,20,0,2,0,0,0,159
239673,id-488,4,,249,10,2,,8,3,100,0,120,0,1,0,1,0,
239681,id-487,4,,248,1,10,,-1,3,0,0,120,0,1,1,1,0,
239685,id-477,4,id-356,182,1,4,,4,45,35,0,25,0,3,0,0,0,71
239689,id-378,3,,194,2,12,1,-1,3,35,0,80,0,1,0,1,0,
239690,id-379,3,,195,4,12,1,-1,3,35,0,80,0,1,0,1,0,193
239692,id-470,4,id-133,67,5,8,,1,45,35,0,35,0,2,0,0,0,7
239714,id-395,4,id-394,205,2,6,,1,45,70,0,20,0,4,0,0,0,135
239718,id-258,3,,132,2,8,9,1,45,50,0,20,0,4,0,0,0,
239725,id-251,2,,129,5,12,2,-1,45,100,0,120,0,4,0,0,1,
239728,id-653,6,,338,8,8,,1,45,70,0,20,0,4,0,0,0,
239735,id-205,2,id-204,102,7,1,2,4,75,70,0,20,0,2,0,0,0,57
239745,id-890,8,,469,7,,,-1,255,0,0,120,0,1,0,1,0,
239747,id-892,8,id-891,470,4,,,1,3,50,0,120,0,1,0,1,0,
239760,id-176,2,id-175,87,9,12,2,1,75,50,0,10,0,3,0,0,0,
239765,id-42,1,id-41,17,7,9,1,4,90,50,0,15,1,2,0,0,0,24
239769,id-46,1,,19,8,14,2,4,190,70,0,20,0,2,0,0,0,
239770,id-613,5,,310,9,6,,4,120,50,0,20,0,2,0,0,0,104
239773,id-155,2,,80,10,12,3,1,45,70,0,20,0,4,0,0,0,
239778,id-152,2,,79,5,8,3,1,45,70,0,20,0,4,0,0,0,
239781,id-158,2,,81,2,6,9,1,45,70,0,20,0,4,0,0,0,
239784,id-629,5,,320,3,9,,8,190,35,0,20,0,1,0,0,0,
239790,id-881,8,,462,2,,,-1,45,50,0,35,0,1,0,0,0,
239816,id-435,4,id-434,223,7,8,,4,60,50,0,20,0,2,0,0,0,
239819,id-888,8,,467,2,,,-1,10,0,0,120,0,1,0,1,0,
239822,id-808,7,,428,4,,,-1,3,0,0,120,0,1,0,0,1,
239824,id-696,6,,357,3,6,,1,45,50,0,30,0,2,0,0,0,
239832,id-698,6,,358,2,8,,1,45,50,0,30,0,2,0,0,0,
239876,id-351,3,,179,4,1,3,4,45,70,0,25,0,2,1,0,0,
239881,id-211,2,,106,4,3,7,4,45,50,0,20,0,2,0,0,0,
239882,id-210,2,id-209,105,7,6,8,6,75,70,0,20,0,3,0,0,0,
239885,id-215,2,,109,1,6,2,4,60,35,0,20,1,4,0,0,0,181
239903,id-14,1,id-13,5,10,2,2,4,120,70,0,15,0,2,0,0,0,
239904,id-15,1,id-14,5,10,13,2,4,45,70,0,15,0,2,1,0,0,177
239909,id-63,1,,27,3,6,8,2,200,50,0,20,0,4,0,0,0,127
239920,id-741,7,,381,8,9,,6,45,70,0,20,0,2,0,0,0,
239925,id-598,5,id-597,304,4,10,,4,90,50,0,20,0,2,0,0,0,
239927,id-599,5,,305,4,11,,-1,130,50,0,20,0,4,0,0,0,
239929,id-814,8,id-813,431,4,,,1,45,50,0,20,0,4,0,0,0,
239934,id-360,3,,100,2,6,1,4,125,50,1,20,0,2,0,0,0,
239938,id-492,4,,253,5,8,,-1,45,100,0,120,0,4,1,0,1,
239942,id-496,5,id-495,256,5,6,,1,45,70,0,20,0,4,0,0,0,119
239946,id-276,3,,138,2,9,3,4,200,70,0,15,0,4,0,0,0,
239948,id-797,7,,418,5,12,,-1,45,0,0,120,0,1,0,0,0,
239962,id-362,3,id-361,186,4,1,1,4,75,50,0,20,0,2,1,0,0,94
239974,id-564,5,,288,2,8,,1,45,50,0,30,0,2,0,0,0,
239990,id-223,2,,114,4,3,7,4,190,50,0,20,0,2,0,0,0,
240005,id-319,3,id-318,160,2,3,7,4,60,35,0,20,0,1,1,0,0,
240012,id-310,3,id-309,153,10,8,3,4,45,50,0,20,0,1,1,0,0,
240022,id-105,1,id-104,46,3,6,4,4,75,50,0,20,0,2,0,0,0,
240024,id-138,1,,69,2,10,7,1,45,50,0,30,0,2,0,0,0,
240027,id-59,1,id-58,25,3,8,3,2,75,50,0,20,0,1,0,0,0,
240034,id-54,1,,23,10,6,9,4,190,50,0,20,0,2,0,0,0,
240039,id-143,1,id-446,72,1,12,4,1,25,50,0,40,0,1,0,0,0,179
240041,id-141,1,id-140,70,3,6,7,1,45,50,0,30,0,2,0,0,0,
240051,id-661,6,,341,8,9,,4,255,50,0,15,0,4,0,0,0,
240070,id-521,5,id-520,266,4,9,,4,45,50,0,15,1,4,0,0,0,
240095,id-291,3,id-290,144,10,13,2,4,120,50,0,15,0,5,0,0,0,
240099,id-295,3,id-294,145,2,6,1,4,45,50,0,20,0,4,0,0,0,
240110,id-454,4,id-453,235,2,12,,4,75,50,0,20,1,2,0,0,0,89
240113,id-451,4,,234,7,14,,4,120,50,0,20,0,1,0,0,0,156
240123,id-98,1,,43,8,14,9,4,225,50,0,20,0,2,0,0,0,
240126,id-97,1,id-96,42,10,12,3,4,75,70,0,20,1,2,0,0,0,
240128,id-95,1,,41,4,2,1,4,45,50,0,25,0,2,0,0,0,175
240133,id-187,2,,92,6,6,3,4,255,70,0,20,0,4,0,0,0,
240134,id-186,2,id-61,26,5,12,9,4,45,50,0,20,1,4,0,0,0,
240139,id-181,2,id-180,89,10,6,3,4,45,70,0,20,0,4,1,0,0,47
240146,id-772,7,,399,4,8,,-1,3,0,0,120,0,1,0,0,0,
240147,id-773,7,id-772,399,4,8,,-1,3,0,0,120,0,1,0,0,0,
240152,id-671,6,id-670,344,9,4,,8,45,70,0,20,0,2,0,0,0,
240167,id-25,1,id-172,10,10,8,2,4,190,50,0,10,1,2,0,0,0,16
240193,id-787,7,,411,8,4,,-1,3,50,0,15,0,1,0,1,0,
240196,id-473,4,id-221,112,3,8,,4,50,50,0,20,1,1,0,0,0,
240204,id-417,4,,215,9,8,,4,200,100,0,10,1,2,0,0,0,
240206,id-419,4,id-418,216,3,8,,4,75,70,0,20,1,2,0,0,0,
240221,id-554,5,,282,8,12,,4,120,50,0,20,0,4,0,0,0,142
240223,id-556,5,,283,5,5,,4,255,50,0,20,0,2,0,0,0,
240231,id-233,2,id-137,68,8,7,8,-1,45,50,0,20,0,2,0,0,0,
240243,id-736,7,,379,4,14,,4,255,50,0,15,0,2,0,0,0,
240244,id-737,7,id-736,379,5,2,,4,120,50,0,15,0,2,0,0,0,
240245,id-730,7,id-729,376,2,3,,1,45,50,0,15,0,4,0,0,0,
240247,id-732,7,id-731,377,1,9,,4,120,70,0,15,0,2,0,0,0,
240252,id-107,1,id-236,47,3,12,8,0,45,50,0,25,0,2,0,0,0,
240254,id-308,3,id-307,152,8,12,4,4,90,70,0,20,1,2,1,0,0,
240259,id-306,3,id-305,151,4,6,4,4,45,35,0,35,0,1,1,0,0,151
240263,id-302,3,,149,7,12,1,4,45,35,0,25,0,4,1,0,0,
240264,id-125,1,id-239,60,10,6,3,2,45,50,0,25,0,2,0,0,0,
240273,id-129,1,,64,8,3,9,4,255,50,0,5,1,1,0,0,0,13
240275,id-69,1,,29,5,12,2,4,255,70,0,20,0,4,0,0,0,
240277,id-268,3,id-265,135,7,1,2,4,120,70,0,15,0,2,0,0,0,
240278,id-543,5,,277,8,14,,4,255,50,0,15,0,4,0,0,0,31
240294,id-548,5,,279,5,5,,8,190,50,0,20,0,2,0,0,0,43
240297,id-390,4,,204,3,6,,1,45,70,0,20,0,4,0,0,0,115
240305,id-632,5,,322,4,14,,4,90,50,0,20,0,2,0,0,0,
240312,id-860,8,id-859,451,6,,,0,120,50,0,20,0,2,0,0,0,
240318,id-519,5,,266,4,9,,4,255,50,0,15,0,4,0,0,0,
240332,id-345,3,,176,7,5,7,1,45,50,0,30,0,5,0,0,0,
240335,id-212,2,id-123,58,8,13,3,4,25,50,0,25,1,2,1,0,0,189
240337,id-348,3,id-347,177,4,6,9,1,45,50,0,30,0,5,0,0,0,172
240346,id-584,5,id-583,296,9,11,,4,45,50,0,20,0,1,0,0,0,
240370,id-166,2,id-165,84,8,9,2,4,90,70,0,15,1,3,0,0,0,
240371,id-662,6,id-661,341,8,9,,4,120,50,0,15,0,4,0,0,0,
240383,id-654,6,id-653,338,8,6,,1,45,70,0,20,0,4,0,0,0,
240389,id-884,8,,465,9,,,4,45,50,0,30,0,2,0,0,0,
