tid,species,local_language,name,genus
226432,id-98,4,大鉗,清水n蟹寶可夢
238145,rec-800-dup-0,4,奈克洛茲a瑪,稜鏡寶可
233715,id-787,1,カプ・ブルル,とちwがみポwケモン
229316,id-360,6,Iss0,Strahlelcind-Pokémon
233507,id-766,,投擲m猴,配合寶可夢
234753,id-890,,ムゲンナ,キョダイポケモン
233144,id-729,12,花漾海,偶像宝可b梦n
228115,id-251,,,時空穿越寶可夢
229188,id-348,,アーマルドc,かっちゅうポケモン
233205,id-736,,アゴムシ,ようちゅうポケモン
229966,id-419,,,Pokémon Nutria Mar.
228395,id-276,9,Taillzcow,Tiny Swalow Pokémon
226120,id-69,12,喇叭,花宝可f梦
229319,id-360,,Wynavyt,Bright Pokémon
230715,id-487,8,Giratina,Pokémon Ribelle
230716,id-487,9,Giratina,Renegade Pokémon
230710,id-487,3,기라티나,반골포켓몬
230719,id-488,1,クレセリア,みかづきポケモン
233929,id-808,6,,Mutter-Pol<émon
232389,id-654,6,Rutemrna,Fucbs
230720,id-488,,Crece:a,
225949,id-54,5,Psykol<wak,Pokémon Canarcl
233997,id-815,,閃焰王牌,前鋒寶可
228767,id-310,7,Manectruc,Pokémom Decarga
237124,rec-395-dup-1,5,,Pokémon Ernpereur
226509,id-105,4,嘎啦嘎啦,愛骨寶可夢
231836,id-599,3,기어르,톱니바퀴포켓몬
231838,id-599,5,Tic,Pokémon Engrenage
237686,rec-489-dup-0,11,フィオネy,かいようポケモンc
233506,id-766,,내던숭,연계포켓몬
232561,id-671,8,Florges,Pokémon Giardino
232562,id-671,9,Florges,Garden Pokémon
237962,rec-786-dup-1,,Tokopiyo,Pokémon Tutélaire
236655,rec-127-dup-1,,Kaillcos,
233816,id-797,,철화구야,쏴올리기켓몬
239362,rec-328-dup-1,,톱,개미지옥포켓몬
227399,id-186,3,,개구리켓몬
229187,id-348,9,Armwldo,Platd Pokémon
232170,id-632,7,Durajmt,Pokémon Hormgacero
236800,rec-385-dup-1,4,基拉祈v,
239117,rec-591-dup-0,1,モロバル,きのこポケン
232825,id-698,1,マルス,
227288,id-176,2,Togechick,
227289,id-176,3,토게틱,행복포켓몬
230805,id-496,,ジャkノビー,くさへびポケモン
227614,id-205,9,Forretres,
226429,id-98,1,クラブ,さわがにポケモン
226427,id-97,11,スリーパー,さいみんポケモン
226420,id-97,3,슬리퍼,최면포켓몬
226423,id-97,6,Hypno,Hypnose
226422,id-97,5,Hypnomade,Pokémon Hypnose
233142,id-729,9,Briomne,Pop StarPokémon
