tid,tconst,averageRating,numVotes
1,tt0374594,4.4,10
5,tt12533088,5.4,138
23,tt12531237,7.7,7
39,tt12539741,5.1,29
40,tt0039847,6.7,377
44,tt12535785,9.1,28006
45,tt2061640,8.9,8
48,tt12540917,5.8,432
51,tt12541653,6.5,24
78,tt12532254,7.4,61
85,tt4708408,2.2,8
89,tt6620638,6.5,8
94,tt12542350,6.7,20
98,tt12543138,6.5,5
101,tt1337354,7.2,847
109,tt12534926,6.4,126
113,tt12540297,6.1,10
116,tt12536172,7.0,5
121,tt12534531,4.7,68
126,tt12533194,7.3,7
127,tt12541504,4.9,243
147,tt12543668,6.3,2400
148,tt12531194,7.5,17
151,tt2308048,6.6,13
189,tt3073216,6.4,5
198,tt12532677,8.1,91
212,tt12535451,8.7,6
213,tt12536970,9.3,2105
220,tt12542760,7.5,167
225,tt12533514,8.4,9
228,tt3526322,7.2,5
230,tt12545128,5.8,96
243,tt12542065,7.2,17
250,tt12542735,7.0,66
263,tt12541068,6.0,231
265,tt2141569,7.4,15
266,tt12531325,7.3,29
276,tt12538615,6.5,96
298,tt12536597,6.1,5
304,tt12539679,4.3,5
315,tt12536433,8.5,13
323,tt12535434,7.2,24
334,tt12540918,5.6,426
369,tt12534401,4.8,448
374,tt12537278,7.3,25
389,tt0328285,8.4,5
396,tt12535557,7.9,350
407,tt12535725,5.5,131
414,tt12537090,6.2,2469
416,tt12534909,7.2,18816
420,tt12535748,7.6,7
423,tt12540495,7.6,12
427,tt12545335,3.2,552
435,tt0175904,6.8,41
441,tt12532295,6.4,404
445,tt12545092,7.2,44
457,tt12541436,5.5,12
458,tt12543009,7.4,267
482,tt12535161,7.0,76
486,tt12538130,6.6,63
488,tt12541356,6.1,116
491,tt12542382,7.2,15
495,tt12536921,8.8,15
497,tt12539963,6.1,206
501,tt12538017,7.0,15
506,tt12532647,7.0,-1
507,tt12534800,5.3,358
510,tt12542722,7.0,487
521,tt12540773,7.5,11
523,tt12532925,6.3,29
540,tt12534945,6.0,10
548,tt12531827,7.5,1153
553,tt12542568,5.8,127
567,tt12545460,9.0,1892
574,tt12536184,3.6,9
576,tt12541182,9.3,17
586,tt12538451,6.2,13
592,tt12543129,7.7,236
595,tt12540839,5.9,900
600,tt12538762,7.6,20
603,tt0052547,5.1,56
617,tt4852398,5.9,13
618,tt12535666,6.5,40
630,tt12536518,4.3,6
631,tt12533446,4.8,390
632,tt12539188,8.6,0
675,tt0058975,8.3,37
679,tt0482220,7.4,14
693,tt0990310,5.5,28
719,tt0266921,6.1,11
721,tt12541633,5.3,13
735,tt12540400,6.0,-1
737,tt12537274,6.6,149
740,tt12544586,7.4,13
742,tt12540412,6.7,138
743,tt12536862,6.8,73
744,tt0087915,6.0,55
756,tt12540215,6.5,21
758,tt12531575,7.9,8
763,tt12541448,6.8,4
774,tt10954426,6.3,29
776,tt0250341,6.3,36
781,tt12540694,4.1,16
788,tt12540200,5.5,-1
790,tt12535744,5.7,9
792,tt12535534,7.3,749
793,tt12540281,7.6,17
795,tt12538663,7.6,5
797,tt12536339,7.0,184
813,tt12531848,6.6,9
814,tt0060746,5.7,29
817,tt12542786,6.8,71
830,tt12531179,7.7,68
832,tt12538715,6.0,25
833,tt0019035,7.0,83
838,tt12532421,6.7,13
842,tt12544565,7.7,163
849,tt2907394,4.3,299
855,tt0072343,7.0,5
862,tt12537160,7.9,9
873,tt10418830,6.8,5
876,tt12544635,8.0,987
880,tt0467771,8.1,13
881,tt12531365,4.2,169
888,tt12543527,7.0,7
916,tt12544531,3.5,-3
918,tt12541099,8.6,105759
921,tt12531474,4.1,88
936,tt12538658,7.8,52
949,tt12537037,3.8,2166
954,tt12545244,6.5,1
955,tt1644575,7.8,59
969,tt12544734,9.1,9
970,tt12536018,6.0,45
993,tt1496903,8.1,45
999,tt12543703,7.1,164
1007,tt0082126,5.4,85
1013,tt12545734,6.7,28
1017,tt12540499,6.7,10
1024,tt12540296,6.0,10
1025,tt12532304,5.8,482
1033,tt12541591,6.2,423128
1035,tt12545328,6.8,14
1040,tt12534045,6.2,13
1041,tt12542254,6.0,156
1042,tt12542882,5.4,172
1063,tt0277359,7.3,11
1076,tt12543266,7.7,55
1078,tt12533249,6.1,228
1081,tt12534588,7.1,7
1086,tt12533507,1.5,10
1088,tt12541687,7.2,14
1112,tt1202151,5.6,9
1115,tt12539316,5.7,134
1116,tt12540377,5.5,38
1117,tt12544296,4.9,1
1119,tt1024760,3.5,6
1123,tt3778126,5.3,313
