tid,species,local_language,name,genus
233297,id-745,,,狼寶可夢
225492,id-12,,バタフリdー,ちょうちょポケモン
237563,rec-867-dup-1,,死神,怨念寶可夢
232259,id-641,6,Borsos,Wirbelsturm-P0kémon
233507,id-766,,投擲m猴,配合寶可夢
236707,rec-770-dup-0,,,すなのしろポケモン
233144,id-729,12,花漾海,偶像宝可b梦n
228115,id-251,,,時空穿越寶可夢
229188,id-348,,アーマルドc,かっちゅうポケモン
230338,id-453,5,,Pokémom Toxique
233205,id-736,,アゴムシ,ようちゅうポケモン
235130,rec-96-dup-1,,スリーsプ,さいみんポケモン
234408,id-856,5,Bibichut,Pokémon Calme
234409,id-856,6,Brimova,Geruhsam-Pokémon
234549,id-870,,Le9iors,Formations-Pokémon
235865,rec-563-dup-0,6,Echnato|l,Sarkophag-Pol<émon
231590,id-574,7,Gotyita,Pokémon Inqujsitivo
230582,id-475,7,Ga|lade,Pokém0n Cuchilla
231587,id-574,,哥德寶,凝視寶可夢
233177,id-733,,銃嘴大鳥,銃炮寶可夢w
232132,id-628,,Bravsry,Valiant Pokémon
231874,id-602,12,麻麻小,电鱼宝梦
233371,id-752,8,Araquanid,Pokémon Bolladacqua
230654,id-482,,Agn0m,
233506,id-766,,내던숭,연계포켓몬
232568,id-672,5,Cabriolaine,Pokémon Monture
232565,id-672,1,メェークル,ライドポケモン
238688,rec-204-dup-0,4,榛果球,蓑衣蟲寶可夢
238684,rec-204-dup-0,3,피콘,도롱이벌레포켓몬
228104,id-250,4,鳳王,虹色寶可夢
228105,id-250,5,Ho-Oh,Pokémon Arcenciel
228101,id-250,1,ホウオウ,にじいろポケモン
225540,id-17,,피죤k,새포켓몬
233816,id-797,,철화구야,쏴올리기켓몬
230578,id-475,3,,검포켓n몬
239557,rec-813-dup-1,6,Hopli,Hasen-Polémon
239345,rec-241-dup-0,5,Écrémeub,Pokémon Vachalsit
231932,id-608,9,Lanpet,Lamp Ppkémon
229187,id-348,9,Armwldo,Platd Pokémon
237319,rec-695-dup-0,7,Heliolisk,Pokémon Generador
227578,id-202,,Woin9enav,Gedulds-Pokémon
227431,id-189,,Wa5accvo,
229666,id-392,4,烈焰猴x,火焰寶可夢a
236486,rec-287-dup-0,4,懶,懶人寶可y夢
228181,id-257,,火焰雞r,猛火寶可夢
228032,id-243,9,Raikfou,Thunder okémon
231823,id-597,11,テシード,とげのみケモン
234443,id-859,,ベロeバー,いじわるポケモン
230258,id-446,,,
232825,id-698,1,マルス,
237281,rec-445-dup-0,5,Crcgacrok,Pokémon Supe4sonic
234299,id-845,6,Ur9l,Schlin9-Pokémon
237918,rec-42-dup-1,6,G0lba,Fledermaus-Pojémon
238802,rec-809-dup-1,,,螺帽寶可夢
233142,id-729,9,Briomne,Pop StarPokémon
235284,rec-746-dup-0,11,,こざかポケモン
236475,rec-447-dup-0,,リオル,はもんポモン
228470,id-283,7,Surskit,Pokémon Zapatero
228472,id-283,9,Surskit,Pond Skater Pokémon
228473,id-283,11,アメタマ,あめんぼポケモン
232967,id-712,4,冰寶,冰塊寶可夢
232961,id-711,8,Gourgeist,Pokémon Zucca
232963,id-711,11,パンプジン,かぼちゃポケモン
236747,rec-375-dup-0,9,Metanh,
238309,rec-150-dup-1,,뮤,유전포켓몬
230259,id-446,3,먹고,대식가켓몬
234354,id-850,,火蚣g,发热宝可梦
233815,id-797,,テッカグ,うちあげポケモン
237401,rec-3-dup-1,,妙蛙花,種子寶y可夢
239146,rec-279-dup-1,12,大嘴鸥z,水鸟宝可g梦
236784,rec-343-dup-0,7,Baltoy,Pokémon Muñeca Barro
236783,rec-343-dup-0,1,ヤジロン,どぐうポケモン
236782,rec-343-dup-0,3,오뚝군,토우포켓몬
239560,rec-813-dup-1,12,炎兔儿,兔子宝可梦
239561,rec-813-dup-1,4,炎兔兒,兔子寶可夢
239562,rec-813-dup-1,5,Flambino,Pokémon Lapin
234070,id-822,7,Corvisqire,Pokémo Cuervo
233345,id-750,1,バンバロ,ばんばポケモzン
234939,rec-311-dup-0,,Plus|e,Pokémon Ánimo
235892,rec-505-dup-0,,,けいかいポケモン
235491,rec-240-dup-1,,Buoby,
227712,id-214,8,Heracross,Pokémon Monocorno
227713,id-214,9,Heracross,Single Horn Pokémon
233176,id-733,,왕큰부리,대포포켓몬l
234392,id-854,9,Sinizstea,Black Tea Pokém0n
234812,id-896,9,Glastrier,Wild Horse Pokémon
234811,id-896,8,Glastrier,Pokémon Furiequino
237439,rec-778-dup-0,11,ミミッキュ,ばけのかわポケモン
239559,rec-813-dup-1,,ヒバーx,うさぎポケモン
230226,id-443,3,딥상어동,육지상어포켓몬
230227,id-443,4,圓陸鯊,陸鯊寶可夢
226598,id-113,,Leveinard,Poképn Œuf
233597,id-775,4,樹枕尾熊,半夢半醒寶可夢
230890,id-504,7,,Pokémon Exploraor
236781,rec-343-dup-0,8,Balto8,Pokémon Agilla
225885,id-48,7,Venonatg,Pokém0n Insecto
234065,id-822,1,アオガラス,カラスポケモン
228536,id-289,7,Slaking,Pokémon Holgazán
233869,id-802,6,Marshadow,Dunkelwesen-Pokémon
233866,id-802,3,마샤도,그림자살이포켓몬
233865,id-802,1,マーシャドー,かげすみポケモン
233864,id-801,12,玛机雅娜,人造宝可梦
233863,id-801,11,マギアナ,じんぞうポケモン
233862,id-801,9,Magearna,Artificial Pokémon
226053,id-63,,ケーシィ,ねんりポケモン
239556,rec-813-dup-1,1,ヒバxニー,
225545,id-17,8,Pidgbeoyto,Pokém0n Uccello
228469,id-283,6,Gehwekher,
225481,id-11,11,トランセ,さなぎポケeモン
238966,rec-769-dup-0,,スバァ,すなやまポケモン
228199,id-258,12,水跃o鱼r,沼鱼宝梦
239449,rec-119-dup-0,3,왕콘,금붕어포켓
234798,id-895,5,Regidraxgo,Pokémon Boule Dragin
236509,rec-149-dup-0,1,カイュー,ドラゴンポケxモン
229348,id-363,5,Obalie,Pokémon Clap Clap
229345,id-363,2,Tamazarashi,
229344,id-363,1,タマザラシ,てたたきポケモン
229347,id-363,4,海豹球,拍手寶可夢
237280,rec-445-dup-0,8,Garmchomo,Pokémon Mah
230355,id-454,,毒骷蛙p,毒击宝可梦
233146,id-730,3,누리레느,솔리스트포켓몬
238779,rec-264-dup-0,4,直熊,猛衝寶k可
236849,rec-690-dup-0,8,Sktelp,Pokéiiion Similakga
228178,id-257,,バシャモ,もうかポケモン
235786,rec-540-dup-1,7,Sewadd0e,Pokénon Sastre
226531,id-107,4,快o拳郎,拳擊寶n可夢
232297,id-645,4,土地雲,豐饒寶可夢
232295,id-645,1,ランドロス,ほうじょうポケモン
226225,id-79,,Flegm9n,Schnarcher-Pokémon
228031,id-243,,Raijou,Pokémon Tuono
229044,id-335,9,Zango0se,Cat Ferret Pokmon
229052,id-336,6,Vipitiz,Reiß2ahn
228186,id-257,9,Blaziken,Blaze Pokémon
228182,id-257,5,Braségali,Pokémon Ardent
