id1,id2
1828,2110
1838,7934
1858,9637
1866,2530
2004,3710
2139,3296
2139,4271
2187,2418
2188,8063
2317,4988
2366,2367
2427,8640
2427,10314
2619,4520
2619,6174
2707,10414
2771,5458
2781,9669
2807,7064
2813,3155
2823,4684
2890,2891
2950,8135
3086,3215
3096,3123
3134,6210
3134,11531
3159,9969
3192,7923
3296,4271
3475,8592
3517,10061
3529,4114
3539,4190
3670,4441
3670,7515
3670,8151
3678,4266
3678,6690
3722,6719
3722,8453
3757,6377
3793,4895
3793,9209
3931,5754
4124,6737
4124,7722
4145,4886
4179,4732
4179,4911
4266,6690
4282,7549
4291,4905
4297,4306
4297,8636
4306,8636
4358,6398
4384,5657
4384,5681
4419,7644
4441,7515
4441,8151
4481,6716
4490,7121
4508,9662
4520,6174
4563,5122
4586,7633
4588,4774
4613,6116
4676,8097
4732,4911
4851,7708
4895,9209
4975,5889
5099,11530
5185,7072
5238,8297
5289,11455
5324,7847
5371,5959
5394,5418
5426,6761
5426,7869
5426,10361
5549,10133
5574,7562
5577,8990
5657,5681
5664,8717
5731,8779
5776,9008
5835,9278
5867,11166
5912,8949
5921,8423
5988,8859
6210,11531
6272,8578
6314,8464
6316,7311
6339,7517
6354,8424
6358,9694
6382,7920
6423,7428
6506,6952
6547,6741
6562,8870
6620,7622
6620,8349
6663,6665
6719,8453
6722,7707
6737,7722
6756,8537
6761,7869
6761,10361
6788,7563
6798,9068
6802,8890
6802,9063
6811,7429
6944,7731
6948,7365
7008,8831
7061,7469
7094,9189
7123,9038
7134,9695
7161,8131
7192,7778
7199,8683
7201,8536
7223,9793
7341,10107
7363,8118
7367,10240
7515,8151
7525,8995
7540,7542
7540,8823
7542,8823
7604,7980
7604,9790
7622,8349
7653,7852
7653,8029
7653,10230
7664,10119
7671,8759
7852,8029
7852,10230
7859,9798
7869,10361
7898,8422
7918,9172
7980,9790
8029,10230
8043,8120
8043,8234
8114,8659
8120,8234
8140,10102
8265,9149
8274,8630
8274,8805
8344,9229
8364,8526
8368,9076
8370,9876
8609,9130
8630,8805
8640,10314
8718,8908
8778,9060
8890,9063
8901,11150
9333,9450
9348,9485
9421,9489
9588,9811
9713,9738
9838,11388
10253,10368
10714,10715
10785,10833
10938,11125
11423,11538
