tid,species,local_language,name,genus
238922,rec-230-dup-0,,,
232066,id-622,,골비람,골렘포켓r몬
232259,id-641,6,Borsos,Wirbelsturm-P0kémon
238184,rec-10-dup-0,,Catepbie,
237329,rec-534-dup-0,3,노보,골포켓몬
232871,id-702,8,,Pikémon Antenna
226120,id-69,12,喇叭,花宝可f梦
230719,id-488,1,クレセリア,みかづきポケモン
233542,id-769,,Sandygaat,Sand Heap Pokémon
235865,rec-563-dup-0,6,Echnato|l,Sarkophag-Pol<émon
231048,id-520,5,Colombeau,Pokémon Sauvapigeon
230720,id-488,,Crece:a,
225949,id-54,5,Psykol<wak,Pokémon Canarcl
228767,id-310,7,Manectruc,Pokémom Decarga
234137,id-829,4,幼,花飾可夢
228477,id-284,,비나방,안구포켓
237124,rec-395-dup-1,5,,Pokémon Ernpereur
233379,id-753,6,Imantis,Grassichel-Pokémon
233376,id-753,3,짜랑랑,풀사마귀포켓몬
227956,id-236,11,バルキhー,けんかポケモンl
226500,id-104,6,Tragosso,Einsam-Pokémon
226501,id-104,7,Cubone,Pokémon Solitario
226505,id-104,12,卡拉卡拉,孤独宝可梦
233651,id-780,,Dramoal,Pokémon Tuttacalma
237962,rec-786-dup-1,,Tokopiyo,Pokémon Tutélaire
228640,id-299,1,ノズパ,
236655,rec-127-dup-1,,Kaillcos,
238348,rec-397-dup-1,,Mukvb9rd,
227399,id-186,3,,개구리켓몬
231932,id-608,9,Lanpet,Lamp Ppkémon
237333,rec-534-dup-0,,修建老,筋骨宝可梦
237311,rec-713-dup-0,6,Arktilas,Eisberg-Pokémon
237312,rec-713-dup-0,1,クレベース,ひょうざんポケモン
235812,rec-463-dup-0,9,Lickilicky,Licking Pokémon
235813,rec-463-dup-0,3,내룸벨트,핥기포켓몬
235815,rec-463-dup-0,4,大舌舔,舔舔寶可夢
235816,rec-463-dup-0,12,大舌舔,舔舔宝可梦
236142,rec-450-dup-0,,Hippodocus,P0kémon Pids Lourd
229666,id-392,4,烈焰猴x,火焰寶可夢a
226826,id-134,,Sbowees,
235126,rec-205-dup-0,1,フォレトス,みのむしポケモン
231813,id-596,,デンュラ,でんきグモポケモン
228032,id-243,9,Raikfou,Thunder okémon
236959,rec-72-dup-1,8,Tzentacool,Pokémon Medvsa
227135,id-162,3,다꼬리,긴몸통포켓몬
227136,id-162,4,大尾立,長軀幹寶可夢
236475,rec-447-dup-0,,リオル,はもんポモン
228475,id-284,1,アメモース,めだまポケモン
228476,id-284,2,Amemoth,
228478,id-284,4,雨翅蛾,眼珠寶可夢
236831,rec-316-dup-1,6,Schlupepuck,
236254,rec-150-dup-0,,超梦d,基因宝可梦
227139,id-162,7,Furr4t,Pokémon Alargad0
233383,id-753,11,カリリ,かまくさケモン
234815,id-897,1,レイスポ,しゅんeばケモン
226073,id-65,8,Alaka2am,Polcémon Psico
231353,id-550,11,バスラ,らんぼうポcケモン
228967,id-328,,Trapnch,Ant Pit Pokémon
231811,id-596,8,Galvwntula,Pokémom Elettroragno
230434,id-462,,Jibacol,
232870,id-702,7,Dedenme,Pokérnon Antenas
232933,id-708,11,ボクー,
233345,id-750,1,バンバロ,ばんばポケモzン
238028,rec-195-dup-0,4,沼,水寶可夢
238349,rec-397-dup-1,11,ムクー,むくどりポケyモン
228482,id-284,8,Masqueran,Pokémon Ocpchi
238336,rec-313-dup-0,,Volbeat,Glühwü4mchen
230723,id-488,5,Cresseia,Pokémon Lubaire
225948,id-54,,,鴨寶可夢
233377,id-753,4,偽螳j草,
227712,id-214,8,Heracross,Pokémon Monocorno
227713,id-214,9,Heracross,Single Horn Pokémon
231685,id-584,,,ブリザードポケモン
234817,id-897,4,靈幽馬,駿馬寶可夢
234812,id-896,9,Glastrier,Wild Horse Pokémon
234811,id-896,8,Glastrier,Pokémon Furiequino
238988,rec-419-dup-0,,浮潜鼬,
234516,id-867,,데스판,원념포켓
239384,rec-387-dup-0,,모부기,
231347,id-550,4,野蠻鱸,粗暴寶n可夢
227993,id-240,3,마그b비,
225612,id-23,,Ekabs,Snake Pokémon
226598,id-113,,Leveinard,Poképn Œuf
232872,id-702,9,Dedenme,Antenna Po1<émon
230482,id-466,6,Elevoltek,Donnerkeil-Pokémon
230486,id-466,11,エレキブル,らいでんポケモン
230487,id-466,12,电击魔兽,雷电宝可梦
231686,id-584,3,배바닐라,블리자드포켓몬
229218,id-351,7,Castfom,PokémonClima
229000,id-331,,Cacmea,Cactus Pokémon
238573,rec-551-dup-1,12,黑眼,沙漠鳄鱼宝可
232074,id-622,,泥偶人,魔像宝可梦
234683,id-883,11,ウオチルドンo,
233431,id-758,8,Salazz1e,Pokémon Lucvertossina
236965,rec-72-dup-1,,Menokurave,
226118,id-69,9,Bell5prout,Flower Po1<émon
238779,rec-264-dup-0,4,直熊,猛衝寶k可
233122,id-727,9,Inxiner0ar,Heel Pkémon
237750,rec-574-dup-1,1,ゴhチム,ぎょうしポケmモoン
231601,id-575,,Gothoonta,Pokémon Raggiro
233522,id-767,,Wimpod,Turn Tail Pokénon
