tid,tconst,averageRating,numVotes
1,tt0374594,4.4,10
5,tt12533088,5.4,138
6,tt12538154,7.9,92
7,tt12535755,6.3,150
8,tt5132414,6.9,13
11,tt12534868,6.3,922
15,tt12534907,7.3,18812
18,tt12540399,6.0,6
19,tt12542391,8.0,16
27,tt0927634,6.4,8
28,tt12535746,7.6,-1
31,tt12541831,4.4,9
43,tt12533076,9.3,6
46,tt12545610,7.1,17
54,tt12540418,7.2,842
55,tt12538716,5.9,39
58,tt12541427,8.3,12
61,tt0311234,6.8,11
64,tt12541634,5.3,15
69,tt12543819,6.5,38
73,tt12531999,5.9,13
76,tt12544195,4.6,30
86,tt0499179,8.6,16
88,tt12542257,9.1,15
90,tt12535633,4.5,11
91,tt12545654,5.5,48
95,tt0035697,7.4,8
103,tt12533288,6.6,247
108,tt12535644,4.9,8
109,tt12534926,6.4,126
110,tt12544497,7.2,8
111,tt3399368,5.0,290
112,tt12537316,6.6,7
115,tt12535190,7.8,8
116,tt12536172,7.0,5
118,tt0234528,8.6,9
119,tt12545974,6.4,143
121,tt12534531,4.7,68
122,tt12535718,7.7,25
125,tt12543702,7.4,165
126,tt12533194,7.3,7
129,tt12542733,7.5,66
130,tt12539070,6.0,8
131,tt12538966,5.0,285
132,tt12532136,7.1,76
135,tt0494712,2.3,805
143,tt12540779,5.9,6
146,tt12533448,4.5,386
148,tt12531194,7.5,17
149,tt12531668,10.0,15
153,tt0865634,8.4,52
154,tt12535270,8.0,12
156,tt12541379,4.4,1186
160,tt12531236,7.1,11
162,tt1674052,6.6,5
167,tt12540137,5.6,1057
169,tt12532474,7.0,7
170,tt12544580,7.2,-4
171,tt12541929,6.9,0
176,tt12536968,9.1,2113
179,tt12536033,7.1,9
184,tt12541915,4.4,299
188,tt12536369,8.0,79
190,tt12532745,6.6,7
192,tt12537971,5.9,5
195,tt12536221,7.0,13
198,tt12532677,8.1,91
199,tt10410130,9.1,8
204,tt12545482,7.8,53
205,tt12544326,4.6,52
206,tt12534789,6.0,22
208,tt1024156,9.0,111
209,tt0350750,3.8,13
214,tt12536429,7.6,83
215,tt12535069,5.7,21
216,tt12536445,7.0,256
217,tt12537273,6.7,149
220,tt12542760,7.5,167
223,tt12544082,6.8,7
232,tt12531870,6.3,0
235,tt12536034,7.2,9
238,tt12536238,7.9,17
239,tt2302511,6.8,20
240,tt12542126,5.5,15
243,tt12542065,7.2,17
245,tt12541919,7.1,28
246,tt12532013,6.4,7
248,tt12543632,5.9,8
249,tt12543415,5.0,6
258,tt0457121,7.4,43
259,tt0835031,7.0,8
266,tt12531325,7.3,29
268,tt12539664,6.1,116
270,tt12544050,6.4,92
272,tt0954423,7.8,9
273,tt0030861,6.8,24
274,tt12545091,7.4,44
276,tt12538615,6.5,96
278,tt12543861,4.7,28
279,tt12534428,7.5,26
280,tt12542375,1.9,103
283,tt12542142,5.6,4
288,tt12532319,8.0,13
290,tt4995922,6.0,5
291,tt12537760,7.3,88
297,tt12533508,1.7,22
300,tt12541993,6.1,19
301,tt12542555,6.6,29
305,tt12532255,7.1,61
313,tt12532006,6.3,25
315,tt12536433,8.5,13
319,tt12538412,5.9,14
322,tt0448136,4.0,27
325,tt12536682,6.7,31
326,tt12542380,6.8,11
337,tt12536713,8.5,8
341,tt12539456,7.1,30
343,tt12544532,4.0,2
348,tt12537456,7.9,504
351,tt12544011,5.6,5
352,tt12543390,7.1,13
354,tt12543216,8.7,7
363,tt12534492,5.5,25
372,tt12541426,7.7,14
373,tt12535110,5.4,87
375,tt0003158,6.0,12
378,tt12533587,4.7,1710
382,tt12545743,7.4,6
383,tt0816629,4.9,243
384,tt12531670,9.7,6
389,tt0328285,8.4,5
390,tt0205948,7.5,11
392,tt12543975,7.1,8
393,tt12541032,6.2,16
397,tt12539278,5.9,96
399,tt12545793,6.1,8
402,tt2309949,4.3,7
413,tt12539448,6.0,330
416,tt12534909,7.2,18816
423,tt12540495,7.6,12
427,tt12545335,3.2,552
429,tt0052919,6.1,11
434,tt12535619,5.7,123
435,tt0175904,6.8,41
443,tt2953038,8.0,9
444,tt12532981,8.3,12
445,tt12545092,7.2,44
446,tt3542816,9.3,14
454,tt5742374,6.8,94405
460,tt12534972,6.4,14
461,tt5533118,7.7,6
462,tt12545568,7.5,13
465,tt12544496,6.9,8
474,tt12542966,6.3,24
475,tt12542067,7.1,2
477,tt12544877,6.4,527
478,tt4241804,8.8,9
479,tt12531573,7.9,8
485,tt12531181,7.8,68
487,tt8305258,7.5,167
