tid,tconst,averageRating,numVotes
2,tt12532752,9.5,16
3,tt12543237,6.0,10
5,tt12533088,5.4,138
9,tt12541408,8.6,53
14,tt2578260,6.6,5
15,tt12534907,7.3,18812
20,tt0108622,6.7,355
23,tt12531237,7.7,7
24,tt12531412,6.5,1811
25,tt12533523,8.5,10
27,tt0927634,6.4,8
33,tt12533929,7.3,11
34,tt12532783,6.5,39
40,tt0039847,6.7,377
43,tt12533076,9.3,6
44,tt12535785,9.1,28006
46,tt12545610,7.1,17
53,tt0031799,6.2,128
54,tt12540418,7.2,842
57,tt12532968,7.0,39
58,tt12541427,8.3,12
61,tt0311234,6.8,11
64,tt12541634,5.3,15
66,tt12536025,6.3,149
67,tt12543825,4.8,24
70,tt12533245,6.5,11
73,tt12531999,5.9,13
79,tt12541733,5.2,64
88,tt12542257,9.1,15
89,tt6620638,6.5,8
90,tt12535633,4.5,11
92,tt12539677,4.3,15
94,tt12542350,6.7,20
96,tt12542144,5.7,1172
98,tt12543138,6.5,5
101,tt1337354,7.2,847
104,tt12542862,7.3,15
108,tt12535644,4.9,8
111,tt3399368,5.0,290
112,tt12537316,6.6,7
118,tt0234528,8.6,9
123,tt1459073,7.4,11
126,tt12533194,7.3,7
127,tt12541504,4.9,243
128,tt12536078,5.3,14
146,tt12533448,4.5,386
148,tt12531194,7.5,17
150,tt1124107,7.3,21
151,tt2308048,6.6,13
152,tt12534147,6.4,7
156,tt12541379,4.4,1186
160,tt12531236,7.1,11
162,tt1674052,6.6,5
163,tt12545536,5.1,22995
169,tt12532474,7.0,7
170,tt12544580,7.2,-4
171,tt12541929,6.9,0
177,tt12539622,6.0,-4
182,tt12542856,8.0,22
183,tt12534312,7.9,18
192,tt12537971,5.9,5
195,tt12536221,7.0,13
198,tt12532677,8.1,91
199,tt10410130,9.1,8
210,tt12537038,4.0,2173
211,tt12543923,5.6,15
218,tt6083652,8.4,5
220,tt12542760,7.5,167
228,tt3526322,7.2,5
230,tt12545128,5.8,96
231,tt12532919,7.7,176
241,tt2513610,8.0,5
242,tt12538563,5.0,9
243,tt12542065,7.2,17
245,tt12541919,7.1,28
247,tt6876646,8.5,8
254,tt12545611,7.1,7
255,tt12532704,1.7,26
256,tt12532279,5.4,13
259,tt0835031,7.0,8
260,tt12535614,6.8,13
261,tt0189439,6.9,29
262,tt12536044,6.5,335
264,tt12544636,7.9,981
276,tt12538615,6.5,96
277,tt12538867,7.8,33
279,tt12534428,7.5,26
280,tt12542375,1.9,103
282,tt12542127,5.5,21
285,tt0314490,6.0,5
289,tt12537970,6.2,6
295,tt12538176,8.0,4
297,tt12533508,1.7,22
309,tt12532389,7.1,17
310,tt12537301,6.4,36
315,tt12536433,8.5,13
316,tt12536045,6.5,332
318,tt12536696,7.0,18
320,tt12541065,5.7,10
324,tt12537920,4.8,-3
328,tt7897052,8.2,11
329,tt3364888,6.1,11
330,tt0210959,7.4,7
333,tt12532520,7.0,218
335,tt12535716,7.2,9
339,tt0255901,7.6,7
340,tt12531232,4.7,5
345,tt12532225,6.2,940
348,tt12537456,7.9,504
349,tt12538413,5.6,21
353,tt7773250,4.0,5
354,tt12543216,8.7,7
355,tt1144924,6.2,23
357,tt0253409,6.6,36
358,tt12536026,5.8,149
361,tt1296418,6.4,5
362,tt12541407,8.8,53
365,tt12545395,5.3,16
368,tt12539290,7.5,1483
369,tt12534401,4.8,448
370,tt6829094,7.4,89
371,tt3314940,7.6,5
373,tt12535110,5.4,87
374,tt12537278,7.3,25
376,tt12535108,5.2,85
381,tt1107906,5.0,6
383,tt0816629,4.9,243
384,tt12531670,9.7,6
386,tt2180561,7.6,68
388,tt12532727,6.2,6
390,tt0205948,7.5,11
391,tt12536511,6.1,32
392,tt12543975,7.1,8
402,tt2309949,4.3,7
403,tt12531574,7.9,8
404,tt12540214,6.8,19
409,tt12543995,7.7,12
414,tt12537090,6.2,2469
417,tt12541324,6.7,5
420,tt12535748,7.6,7
422,tt12542141,5.2,5
425,tt12543416,4.5,6
427,tt12545335,3.2,552
432,tt12539385,5.9,6
435,tt0175904,6.8,41
438,tt12533534,7.3,137
441,tt12532295,6.4,404
447,tt12538458,8.3,29
451,tt0804223,5.1,17
455,tt12537206,7.7,8
456,tt12538013,8.4,5
463,tt0094926,4.8,79
464,tt12538167,6.9,573
468,tt12532782,6.2,39
469,tt12540074,9.1,2
475,tt12542067,7.1,2
478,tt4241804,8.8,9
481,tt9409854,4.5,86
484,tt12545749,7.3,7
488,tt12541356,6.1,116
491,tt12542382,7.2,15
492,tt12539050,5.9,10
503,tt7510284,7.7,175
504,tt12542273,7.7,178
505,tt0246906,6.6,256
507,tt12534800,5.3,358
508,tt12535436,5.4,64
513,tt12531324,7.5,27
515,tt12535341,7.4,8
516,tt0181449,6.8,20
519,tt12539976,6.4,26
522,tt0063241,5.7,74
523,tt12532925,6.3,29
529,tt0948457,7.8,32
530,tt12533085,4.0,27
533,tt12543761,4.1,10
537,tt9032914,6.8,71
539,tt12538793,6.9,30
543,tt12533596,6.9,672
544,tt12538616,7.0,91
546,tt10036886,7.8,25
547,tt12543927,5.0,250
557,tt1113723,8.1,54
558,tt12542003,6.2,13
559,tt5950092,1.9,103
561,tt1078899,4.8,1597
562,tt12532394,6.6,36
563,tt12539617,7.7,2
566,tt12533089,5.4,138
568,tt12531610,5.2,53
573,tt1961844,8.2,12
576,tt12541182,9.3,17
577,tt12545835,4.2,296
578,tt12537205,7.9,6
579,tt12533821,7.7,13
585,tt12540307,3.6,16
587,tt12538662,8.0,5
591,tt12542981,6.3,48
592,tt12543129,7.7,236
596,tt12541834,3.7,40
599,tt12537279,7.8,25
603,tt0052547,5.1,56
604,tt2099698,7.3,76
607,tt12545294,6.6,6
610,tt0249008,9.0,7602
