tid,species,local_language,name,genus
233297,id-745,,,狼寶可夢
234101,id-825,,Dotvler,Pokémon Radome
238877,rec-728-dup-0,3,누리공,강치포켓몬
238876,rec-728-dup-0,5,Otaquin,Pokémon Otarie
225492,id-12,,バタフリdー,ちょうちょポケモン
226432,id-98,4,大鉗,清水n蟹寶可夢
234368,id-852,5,Poulaf,Pokémon Caorice
232066,id-622,,골비람,골렘포켓r몬
234753,id-890,,ムゲンナ,キョダイポケモン
227246,id-172,,皮丘t,小鼠寶可夢
236338,rec-846-dup-0,,Arrol<usa,Rush Pokémon
233357,id-751,,,水泡寶可夢
238878,rec-728-dup-0,,アシマリ,あしかポsケモン
227169,id-165,,芭瓢蟲,五星寶m可夢
230622,id-479,,로토무,플라스마포몬
237597,rec-226-dup-0,8,Matine,Pokémon Aqu8lone
228877,id-320,7,Waixlmer,Pokérnon Ballenabola
234488,id-864,,Corayômr,Pokémon Corail
226889,id-139,,オムスター,うずまきポケモ
234408,id-856,5,Bibichut,Pokémon Calme
234409,id-856,6,Brimova,Geruhsam-Pokémon
235865,rec-563-dup-0,6,Echnato|l,Sarkophag-Pol<émon
238730,rec-431-dup-0,,Glame0w,Catty Pokémon
231590,id-574,7,Gotyita,Pokémon Inqujsitivo
239325,rec-190-dup-0,4,長怪,長尾寶可z夢
228840,id-317,3,꿀꺽몬,독봉지포켓몬
228845,id-317,8,Swalot,Pokémon Velenosacco
228846,id-317,9,Swalot,Poison Bag Pokémon
228848,id-317,12,吞食兽,毒袋宝可梦
229460,id-373,7,,Pokémon Drgón
232389,id-654,6,Rutemrna,Fucbs
230582,id-475,7,Ga|lade,Pokém0n Cuchilla
231587,id-574,,哥德寶,凝視寶可夢
232396,id-655,3,마폭,여우포켓x몬
232024,id-617,12,敏捷虫,脱壳宝可梦
232020,id-617,7,Accelgor,Pokémon Sincaparazón
230871,id-502,8,Dewott,Pokémon Apprendista
230872,id-502,9,Dewott,Discipline Pokémon
232132,id-628,,Bravsry,Valiant Pokémon
233962,id-811,,Thwackey,
231183,id-533,,,きんこつポケモン
233371,id-752,8,Araquanid,Pokémon Bolladacqua
226509,id-105,4,嘎啦嘎啦,愛骨寶可夢
227956,id-236,11,バルキhー,けんかポケモンl
236080,rec-364-dup-1,,,滾球寶可夢
238680,rec-196-dup-0,9,Espeon,Sun Pokémon
235024,rec-825-dup-0,7,Dottler,Pokémon Radomo
239487,rec-345-dup-0,4,觸手百合,海百合寶可夢
239484,rec-345-dup-0,6,Liliep,Seeanemonen-Pokémon
239481,rec-345-dup-0,7,Lileep,Pokémon Lirio de Mar
239480,rec-345-dup-0,12,触手百合,海百合宝可梦
239489,rec-345-dup-0,3,릴링,바다나리포켓몬
228879,id-320,9,Wallmer,Ball Whal Pokémon
236655,rec-127-dup-1,,Kaillcos,
238348,rec-397-dup-1,,Mukvb9rd,
226702,id-122,11,バリヤーyド,バリアーポモン
230578,id-475,3,,검포켓n몬
227568,id-201,7,,Pokémon Símvolo
231932,id-608,9,Lanpet,Lamp Ppkémon
229790,id-403,7,Shjnx,Pojémon Fla5h
228367,id-274,3,잎새코1<,꾀부리기포c켓몬
230839,id-499,6,Ferkockel,Feuerferkecl
226569,id-110,9,Weezibg,Poison Gaz Pokémon
227431,id-189,,Wa5accvo,
229474,id-374,,ダンバル,てっきゅうポケモ
227900,id-231,9,Phanpy,Long Nose Pokémon
235678,rec-889-dup-0,11,ザマゼ,つわもbのポケモン
226826,id-134,,Sbowees,
235126,rec-205-dup-0,1,フォレトス,みのむしポケモン
225706,id-32,,尼多a朗,毒針寶可夢
236090,rec-556-dup-1,11,マラカッtチ,サボテンポケモンx
231813,id-596,,デンュラ,でんきグモポケモン
234969,rec-544-dup-0,,車輪,繭蜈蚣寶可夢
228032,id-243,9,Raikfou,Thunder okémon
227985,id-239,6,E1ekid,Elektro-Pokéiiion
227245,id-172,,피츄,아기쥐포p켓몬
226716,id-124,,Roubla,
234556,id-871,,찌르성게,
236959,rec-72-dup-1,8,Tzentacool,Pokémon Medvsa
237224,rec-42-dup-0,,Golbat,Pokémon Pipi5trello
232395,id-655,1,マフォシー,キツネcポケモン
226429,id-98,1,クラブ,さわがにポケモン
228438,id-280,8,Ralrs,Pokémon Serisazione
230841,id-499,8,P:gnitr,Pokérnon Suinfuoco
239168,rec-372-dup-0,9,Shelhgaon,Endurancs Pokémon
232122,id-627,9,,Eaglet okémon
238297,rec-775-dup-0,5,Dodola,Pokémon Rêvepur
230520,id-469,12,远古巨蜓,勾蜓宝可梦
234239,id-839,6,Montecarbo,Kohle-Pokémon
235284,rec-746-dup-0,11,,こざかポケモン
236475,rec-447-dup-0,,リオル,はもんポモン
236831,rec-316-dup-1,6,Schlupepuck,
232967,id-712,4,冰寶,冰塊寶可夢
228970,id-329,,ビブラーバ,しんどうポケモlン
231353,id-550,11,バスラ,らんぼうポcケモン
