theta,delta,popper_time_sec,train_precision,train_recall,tp,fn,tn,fp,rules,size,val_precision,val_recall,val_f1,test_precision,test_recall,test_f1
0.5,1,46,0.99,0.66,1464,742,2196,8,,36,0.8392857142857143,0.7966101694915254,0.8173913043478261,0.8647058823529412,0.8212290502793296,0.8424068767908309
0.5,0.8,47,0.99,0.66,1464,742,2196,8,,36,0.8392857142857143,0.7966101694915254,0.8173913043478261,0.8647058823529412,0.8212290502793296,0.8424068767908309
0.5,0.5,47,0.99,0.66,1464,742,2196,8,,36,0.8392857142857143,0.7966101694915254,0.8173913043478261,0.8647058823529412,0.8212290502793296,0.8424068767908309
0.5,0.25,46,0.99,0.66,1464,742,2196,8,,36,0.8392857142857143,0.7966101694915254,0.8173913043478261,0.8647058823529412,0.8212290502793296,0.8424068767908309
0.5,0.1,48,0.99,0.66,1464,742,2196,8,,36,0.8392857142857143,0.7966101694915254,0.8173913043478261,0.8647058823529412,0.8212290502793296,0.8424068767908309
0.5,0.08,50,0.99,0.66,1464,742,2196,8,,36,0.8392857142857143,0.7966101694915254,0.8173913043478261,0.8647058823529412,0.8212290502793296,0.8424068767908309
0.5,0.05,47,0.99,0.66,1464,742,2196,8,,36,0.8392857142857143,0.7966101694915254,0.8173913043478261,0.8647058823529412,0.8212290502793296,0.8424068767908309
0.5,0.025,48,0.99,0.66,1464,742,2196,8,,36,0.8392857142857143,0.7966101694915254,0.8173913043478261,0.8647058823529412,0.8212290502793296,0.8424068767908309
0.8,1,50,0.99,0.66,1466,740,2182,22,,45,0.8050847457627118,0.8016877637130801,0.8033826638477801,0.7696335078534031,0.8212290502793296,0.7945945945945945
0.8,0.8,50,0.99,0.66,1466,740,2182,22,,45,0.8050847457627118,0.8016877637130801,0.8033826638477801,0.7696335078534031,0.8212290502793296,0.7945945945945945
0.8,0.5,49,0.99,0.66,1466,740,2182,22,,45,0.8050847457627118,0.8016877637130801,0.8033826638477801,0.7696335078534031,0.8212290502793296,0.7945945945945945
0.8,0.25,49,0.99,0.66,1466,740,2182,22,,45,0.8050847457627118,0.8016877637130801,0.8033826638477801,0.7696335078534031,0.8212290502793296,0.7945945945945945
0.8,0.1,49,0.99,0.66,1466,740,2182,22,,45,0.8050847457627118,0.8016877637130801,0.8033826638477801,0.7696335078534031,0.8212290502793296,0.7945945945945945
0.8,0.08,48,0.99,0.66,1464,742,2196,8,,36,0.8392857142857143,0.7966101694915254,0.8173913043478261,0.8647058823529412,0.8212290502793296,0.8424068767908309
0.8,0.05,49,0.99,0.66,1464,742,2196,8,,36,0.8392857142857143,0.7966101694915254,0.8173913043478261,0.8647058823529412,0.8212290502793296,0.8424068767908309
0.8,0.025,49,0.99,0.66,1464,742,2196,8,,36,0.8392857142857143,0.7966101694915254,0.8173913043478261,0.8647058823529412,0.8212290502793296,0.8424068767908309
1,1,46,0.97,0.71,1573,633,2162,42,,52,0.6973684210526315,0.8548387096774194,0.7681159420289855,0.587360594795539,0.8563685636856369,0.6968026460859977
1,0.8,45,0.97,0.71,1573,633,2162,42,,52,0.6973684210526315,0.8548387096774194,0.7681159420289855,0.587360594795539,0.8563685636856369,0.6968026460859977
1,0.5,44,0.97,0.71,1573,633,2162,42,,52,0.6973684210526315,0.8548387096774194,0.7681159420289855,0.587360594795539,0.8563685636856369,0.6968026460859977
1,0.25,46,0.97,0.71,1573,633,2162,42,,52,0.6973684210526315,0.8548387096774194,0.7681159420289855,0.587360594795539,0.8563685636856369,0.6968026460859977
1,0.1,45,0.97,0.71,1573,633,2162,42,,52,0.6973684210526315,0.8548387096774194,0.7681159420289855,0.587360594795539,0.8563685636856369,0.6968026460859977
1,0.08,44,0.97,0.71,1573,633,2162,42,,52,0.6973684210526315,0.8548387096774194,0.7681159420289855,0.587360594795539,0.8563685636856369,0.6968026460859977
1,0.05,46,0.98,0.71,1569,637,2179,25,,43,0.75,0.8502024291497976,0.7969639468690701,0.6460905349794238,0.8532608695652174,0.7353629976580796
1,0.025,45,0.98,0.71,1569,637,2179,25,,43,0.75,0.8502024291497976,0.7969639468690701,0.6460905349794238,0.8532608695652174,0.7353629976580796
1.5,1,46,0.97,0.71,1573,633,2162,42,,52,0.6973684210526315,0.8548387096774194,0.7681159420289855,0.587360594795539,0.8563685636856369,0.6968026460859977
1.5,0.8,42,0.97,0.71,1573,633,2162,42,,52,0.6973684210526315,0.8548387096774194,0.7681159420289855,0.587360594795539,0.8563685636856369,0.6968026460859977
1.5,0.5,45,0.97,0.71,1573,633,2162,42,,52,0.6973684210526315,0.8548387096774194,0.7681159420289855,0.587360594795539,0.8563685636856369,0.6968026460859977
1.5,0.25,45,0.97,0.71,1573,633,2162,42,,52,0.6973684210526315,0.8548387096774194,0.7681159420289855,0.587360594795539,0.8563685636856369,0.6968026460859977
1.5,0.1,45,0.97,0.71,1573,633,2162,42,,52,0.6973684210526315,0.8548387096774194,0.7681159420289855,0.587360594795539,0.8563685636856369,0.6968026460859977
1.5,0.08,44,0.97,0.71,1573,633,2162,42,,52,0.6973684210526315,0.8548387096774194,0.7681159420289855,0.587360594795539,0.8563685636856369,0.6968026460859977
1.5,0.05,44,0.98,0.71,1569,637,2179,25,,43,0.75,0.8502024291497976,0.7969639468690701,0.6460905349794238,0.8532608695652174,0.7353629976580796
1.5,0.025,47,0.98,0.71,1569,637,2179,25,,43,0.75,0.8502024291497976,0.7969639468690701,0.6460905349794238,0.8532608695652174,0.7353629976580796
2,1,33,0.97,0.80,1769,437,2149,55,,25,0.686046511627907,0.9076923076923077,0.7814569536423841,0.5152439024390244,0.8894736842105263,0.6525096525096525
2,0.8,33,0.97,0.80,1769,437,2149,55,,25,0.686046511627907,0.9076923076923077,0.7814569536423841,0.5152439024390244,0.8894736842105263,0.6525096525096525
2,0.5,33,0.97,0.80,1769,437,2149,55,,25,0.686046511627907,0.9076923076923077,0.7814569536423841,0.5152439024390244,0.8894736842105263,0.6525096525096525
2,0.25,34,0.97,0.80,1769,437,2149,55,,25,0.686046511627907,0.9076923076923077,0.7814569536423841,0.5152439024390244,0.8894736842105263,0.6525096525096525
2,0.1,34,0.97,0.80,1769,437,2149,55,,25,0.686046511627907,0.9076923076923077,0.7814569536423841,0.5152439024390244,0.8894736842105263,0.6525096525096525
2,0.08,33,0.97,0.80,1769,437,2149,55,,25,0.686046511627907,0.9076923076923077,0.7814569536423841,0.5152439024390244,0.8894736842105263,0.6525096525096525
